item_id,paper_name,author_team,series_name,doc_year
14911,"the component attenuation model for low and moderate seismic regions , procs . of the 2003 pacific","ntk lam , jl wilson","procs . of the 2003 pacific conference on earthquake & hellip ; ,",
14912,seplib,j claerbout,,2003.0
14913,new results from the ccfr collaboration,d harris,"proc . 28th international conference on high energy physics , & hellip ; ,",
14914,moore 's law will continue to drive computing,n stam,"pc magazine ,",
14915,proximity search in databases,"r goldman , n shivakumar , s venkatasubramanian , h","vldb ,",1998.0
14916,the mendola report : a new look at gay couples,m mendola,,1980.0
14917,and frank brodhead,e herman,demonstration,
14918,reviews of books and papers,cj bontempo,"acm sigmod record ,",1977.0
14919,the politics of fieldwork in brittany,m mcdonald,"antbiropology at ,",
14920,correlationa dn interpolation networks for real-time expression analysis/synthesis,"t darrell , i essa , a pentland","perceptual computing technical report 284 , massachusetts",
14921,watering las vegas,am poyner,"geography ,",1998.0
14922,similarities and differences in coalition building among four communities developing drug and,sm boles,,1994.0
14923,"dietâ ?? a scalable , robust and adaptable multi-agent platform for information management","p marrow , e bonsma , f wang , c hoile","bt technology journal ,",2003.0
14924,concurrency control in multilevel-secure databases based on replicated architecture,"b kogan , s jajodia","acm sigmod record ,",1990.0
14925,dynamic voltage scaling techniques for distributed microsensor networks,"r min , t furrer , a chandrakasan","proceedings of acm mobicom ,",1995.0
14926,pharmacokinetics of tacrolimus : clinically relevant aspects,"na undre , p stevenson , a schafer","transplantation proceedings ,",1999.0
14927,an expert system coupled with a hierarchical structure of fuzzy neural networks for fault diagnosis,"jmf calado , jmg sa da costa","applied mathematics and computer science ,",1999.0
14928,using raster approximations for processing of spatial joins,g zimbrã # o,,
14929,routing in telecommunications networks with ant-like agents,"e bonabeau , f henaux , s guerin , d snyers , p kuntz ,","lecture notes in computer science ,",1998.0
14930,use of neural networks to improve computational efficiency of environmental numerical models .,"vm krasnopolsky , dv chalikov , hl tolman","md ,",
14931,an annotated bibliography of benchmarks for object databases,ab chaudhri,"sigmod record ,",1995.0
14932,"oxidation of iron , sulfur and arsenic in mine waters and mine wastes : an important role for novel","k coupland , f battaglia-brunet , kb hallberg , mc","& hellip ; international biohydrometallurgy symposium . athens , greece ,",
14933,identifying the needs of female students in distance education learning programs,ja furst-bowe,"university of wisconsin ,",
14934,the impact of object technology on commercial transaction processing,ee cobb,"the vldb journal the international journal on very large & hellip ; ,",1997.0
14935,traffimaticsâ ?? a pervasive view of co-operative vehicle highway systems,g bilchev,bt technology,
14936,the piazza peer data management project,i tatarinovâ ? ¦,"sigmod record ,",2003.0
14937,ussa-universal syntax and semantics analyzer,b burshteyn,"acm sigplan notices ,",1992.0
14938,negotiating power dynamics in workshops,"j johnson-bailey , rm cervero","new directions for adult and continuing education ,",1997.0
14939,region-based hierarchical operation partitioning for multicluster processors,"m chu , k fan , s mahlke",,
14940,resistance to self-direction in learning can be overcome .,"r hiemstra , rg brockett","new directions for adult and continuing education ,",1994.0
14941,new strain measurement technology for material damage assessment,"ld thompson , bd westermo",proc .,
14942,financial directory of greek companies ( series ),i hellas,"athens , greece ,",
14943,web spam detection based on mass estimation,"z gyongyi , p berkhin , h garcia-molina , j pedersen","technical report , stanford university , 2005 . http://infolab .",
14944,structured programming at mcauto,ce holmes,"ieee computer ,",
14945,precipitation in splat-cooled al-3 at . per cent fe alloy,"a fontaine , a guinier","phil . mag. ,",1975.0
14946,rational homotopy of leibniz algebras,m livernet,"manuscripta mathematica ,",1998.0
14947,mutual interference models for cdma mobile communication networks,"v wieser , k hrudkay",,
14948,"acm portal google , inc.","pmg apers , p atzeni , s ceri , s paraboschi , k","proceedings of the 27th international conference on very & hellip ; ,",2001.0
14949,whatâ ?? s public about public opinion ? the oj simpson case and performing the nation,sdâ ?? cruz,"unpublished manuscript ,",
14950,"k. and larsson , p. petterson , y. wang , and c. weise . new generation of uppaal","j bengtsson , f larsen","procs . of the intl workshop on software tools for technology & hellip ; ,",
14951,cultivating the grass roots : why local government matters,hjb allen,,1990.0
14952,range queries in data cubes,"ct ho , r agrawal , r srihant","proc . intâ ?? l conf . management of data ( sigmod ) ,",
14953,algorithms for acychc database schemes,ym yannakakas,,1981.0
14954,clusters of atoms and molecules,h haberland,,1994.0
14955,leveraging higher education for workforce development,tr horgan,"new directions for higher education ,",2002.0
14956,federal tax restructuring and state and local governments : an introduction to the issues and the,"m mazerov , dr bucks","san diego law review ,",1996.0
14957,content integration for e-business,"m stonebraker , jm hellerstein",,
14958,academic chivalry and professional responsibility .,jm farago,"new directions for higher education ,",1981.0
14959,binary translation to improve energy efficiency through post-pass register re-allocation,"k zhang , t zhang , s pande","proceedings of the fourth acm international conference on & hellip ; ,",2004.0
14960,an approach to the design of object associations,"j ayre , fg wilkie , jg hugues",information and software,
14961,la trame de lâ ?? ã © vidence,c rosental,"sociologie de la dã © monstration en logique ,",
14962,teach kids economics and they will learn,"jd laney , mc schug","social studies and the young learner ,",1998.0
14963,r-tree : a dynamic index structure for spatial searching,g antonin,"proceeding of acm sigmod ,",
14964,the hb ( pi ) - tree : a concurrent and recoverable multi-attribute access method,"g evangelidis , d lomet , b salzberg",,
14965,"l. , and stonebraker , m. , â ?? the postgres data model , â ??",r rowe,"proc 1987 vldb conference , bnghton , england , sept ,",
14966,lawrence and his laboratory berkeley : university of california press,"jl heilbron , rw seidel",,
14967,a tool for vision based pedestrian detection performance evaluation,"m bertozzi , a broggi , p grisleri , a tibaldi",,
14968,the rise and fall of world cities in the changing space-economy of globalization : comment on peter j,m douglass,"political geography ,",2000.0
14969,a thin film capacitive tactile normal/shear force array sensor,"ac troy , cl ren","proc . ieee-iecon , 21st int . conf . industrial electronics , & hellip ; ,",
14970,entire majorants and euler-maclaurin summation,f littmann,,
14971,"immediate and delayed effects of early , intermediate , and late social isolation in the rhesus monkey",dl clark,,1968.0
14972,an attempt to hand raise a killer whale calf : a case history,"dg huff , a johnson , s innes , r lewis","proceedings of the 23rd international association of aquatic & hellip ; ,",
14973,a cellular automata simulation system : version 2.0,jd eckart,"acm sigplan notices ,",1992.0
14974,pix : exact and approximate phrase matching in xml,d srivastava,"proceedings of the acm sigmod conference on management of & hellip ; ,",
14975,"why do bad moods increase self-defeating behavior ? emotion , risk taking , and self-regulation","kp leith , rf baumeister","journal of personality and social psychology ,",1996.0
14976,a minnesota story : a system approach to classroom assessment and research .,"c stack , j peterson","new directions for teaching and learning ,",1998.0
14977,labor 's spatial praxis and the geography of contract bargaining in the us east coast longshore,a herod,"political geography ,",1997.0
14978,international extrepreneurship : the intersection of two research paths,"pp mcdougall , bm oviatt",,
14979,techniques for orthotopic liver transplantation in the rat and some studies of the immunologic,"fa zimmermann , gw butcher , hs davies , g brons , n","transplant proc ,",1979.0
14980,"received : august 20 , 1980 [ z 704b ie ] german version : angew . chem . 93 , 286 ( 1981 )",ipds kulpe,"acc . chem . res ,",1980.0
14981,extracting semi-structured information from the web,", h garcia-molina , j choâ ? ¦",,1997.0
14982,cross-cultural consensus in personality judgments,"l albright , te malloy , q dong , da kenny , x fang , l","journal of personality and social psychology ,",1997.0
14983,the biogeography of fire in the san bernardino mountains of california . university of california,ra minnich,"geography ,",
14984,industries,itt df_cd,"dragonfly companion informal correspondence demonstration , & hellip ; ,",
14985,"behavioral , physiological , and lethal effects of suspended sediment 693-727 on juvenile salmonids",cc noggle,,1978.0
14986,planarization of graphs embedded on surfaces,"hn djidjev , sm venkatesan","lecture notes in computer science ,",1995.0
14987,"mitochondrial dna polymorphism , phylogeography , and conservation genetics of the brown bear ursus","p taberlet , j bouvet","proceedings : biological sciences ,",1994.0
14988,what are they thinking,n king,"pc magazine ,",
14989,evaluating bioavailability of neutral organic chemicals in sediments : a confined disposal facility,"ju clarke , va mcfarland , j dorkin","water quality 88 : seminar proceedings . february 23-25 1988 , & hellip ; ,",1988.0
14990,ferromagnetism in small clusters ( abstract only ),"j merikoski , j timonen , m manninen , p jena","oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",1991.0
14991,"a. , martin garcia , av y perez grande",deld garcia,,
14992,vinci : a service-oriented architecture for rapid development of web applications,"r agrawal , d gruhl , s papadimitriou","computer networks ,",2002.0
14993,home-grown progress : the evolution of innovative school-to-work programs,"ra pedraza , e pauly , h kopp",,1997.0
14994,the design of templates as tools for formative evaluation,s loucks-horsley,"new directions for program evaluation ,",1996.0
14995,legodb : customizing relational storage for xml documents,"p bohannon , j freire , jr haritsa , m ramanath , p","vldb ,",2002.0
14996,fe-simulation of 3-d sheet metal forming processes in automotive industry,j reissner,"zurich , switzerland , vdi-verlag ,",
14997,sub-and superadditive properties of fejã © râ ?? s sine polynomial,"h alzer , s koumandos",,
14998,timber : a native xml database for querying xml,"s paparizos , s al-khalifa , a chapman , hv jagadish ,","proc . of acm sigmod international conference on management & hellip ; ,",
14999,kumarv ( 1997 ) scalable parallel data mining for association rules,"eh han , g karypis",proc . acm sigmod international conference on management of,
15000,the best way to teach computer literacy .,"a leuhrmann , t spain","electronic learning ,",1984.0
15001,the moral limits of the criminal law . vol . 3,j feinberg,offense,
15002,human impacts on bear habitat use,dj mattson,"international conference on bear research and management ,",
15003,"j , hammer , j. widom . view maintenance in a warehousing environment","y zhuge , h garcia-molina",proc . of the acm sigmod intl. conf . on management of,
15004,handling the chemical part in large air pollution models,"j brandt , j wasniewski , z zlatev","applied mathematics and computer science ,",1996.0
15005,back contact buried contact silicon solar cells with metallization wrap around electrodes,"w jooss , h knauss , f huster , p fath , e bucher","proc . 28th ieee pvsc , anchorage ,",
15006,report on the 1st international symposium on the applications of constraint databases ( cdbâ ?? 04 ),"b kuijpers , p revesz","sigmod record ,",2005.0
15007,an evaluation paradigm for cumulative impact analysis,ez stakhiv,"environmental management ,",1988.0
15008,borges y la nada,m ferrer,,1967.0
15009,deep middleware for the divergent grid,"p grace , g coulson , gs blair , b porter",,
15010,kernel partial least squares regression in reproducing kernel hilbert space,"r rosipal , lj trejo","journal of machine learning research ,",2001.0
15011,"tree-gouging , exudate-eating and the â ?? short-tuskedâ ?? condition in callithrix and cebuella","af coimbra-filho , ra mittermeier","see ref ,",
15012,beyond the electronic book,s moulthrop,"proc . 3rd acm hypertext conference ,",
15013,neural network processing of perceptual signal representations,"vc georgopoulos , d preis","proceedings of ainn â ?? 90 , zurich , switzerland ,",
15014,query by image and video content : the qbic system,"m plickner , h sawhney",,1995.0
15015,technology adaption in logic synthesis,"wh joyner jr , lh trevillyan , d brand , ta nix , sc","proceedings of the 23rd acm/ieee conference on design & hellip ; ,",1986.0
15016,facilitating group learning on the internet,"me holt , pb kleiber , jd swenson , ef rees , j milton","new directions for adult and continuing education ,",1998.0
15017,object fusion in geographic information systems,"c beeri , y kanza , e safra , y sagiv","proceedings of the international conference on very large & hellip ; ,",2004.0
15018,managing the printed circuit board design process,"t blain , m dohler , r michaelis , e qureshi","proceedings of the 1985 acm sigmod international conference & hellip ; ,",1985.0
15019,stepwise specification of dynamic database behaviour . c. zaniolo,uw lipeck,proc . international acm sigmod { record conference on,
15020,neptune : a hypertext system for cad applications,"n delisle , m schwartz",proceedings of the 1986 acm sigmod international conference,
15021,"interoperability , standards , and software agent systems",m lyell,,
15022,mathematical methods for physicists : academic press inc,g arfken,"san diego , ,",
15023,x-ray diffraction procedures for polycrystalline and amorphous materials,"hp klug , le alexander",,1974.0
15024,the-kdb tree : a fast index structure for high-dimensional similarity joins,"k shim , r srikant , r agrawal","research report , ibm almaden research center , san jose , & hellip ; ,",
15025,design by morphogenesis,"c hoile , r tateson","bt technology journal ,",2000.0
15026,mobile multimedia services,ja harmer,"bt technology journal ,",2003.0
15027,context semantics for nl,j van eijck,"unpublished manuscript ,",2000.0
15028,further specification of the five robust factors of personality,"jm digman , j inouye","journal of personality and social psychology ,",
15029,visual diagnosis in emergency medicine,"dp davis , sr williams","journal of emergency medicine ,",
15030,hopf algebras,me sweedler,,1969.0
15031,memory-based shallow parsing,"w daelemans , s buchholz , j veenstra","proceedings of conll ,",1999.0
15032,engineering modeling and design,"wl chapman , at bahill , aw wymore",,1992.0
15033,postpartum depression : causes and consequences,mw o'haraâ ? ¦,,1994.0
15034,altruistic locking [ j ],s kenneth,"acm transactions on database systems ,",
15035,performance analysis of linear binary block coded optical ppm cdma systems with soft-decision,"t ohtsuki , t kaneko , jm kahn",,
15036,designing computer architecture workloads .,"l eeckhout , h vandierendonck , k de bosschere","ieee computer ,",
15037,'' the lord of the rings '' : the novel as traditional romance,gh thomson,"wisconsin studies in contemporary literature ,",1967.0
15038,efficient mining for fuzzy implication-based association rules in quantitative databases,"g chen , p yan , ee kerre","international journal of general systems ,",2004.0
15039,a unified loss function in bayesian framework for support vector regression,"w chu , ss keerthi , cj ong",,
15040,research at altair,p richard,"acm sigmod record ,",1991.0
15041,fluctuating enzymes : lessons from single-molecule studies .,"w min , bp english , g luo , bj cherayil , sc kou , xs","acc . chem . res ,",2005.0
15042,improving the start up behavior of a congestion control scheme for tcp,j heo,proc . of acm,
15043,a hankel approach to singular system realiza-tion theory,"ws gray , ei verriest , fl lewis","proc . 29th cdc honolulu , hawaii",
15044,"k. 13 . harvey , and gm mitchell",dj barber,"phil . mag ,",
15045,transient bitflip injection in microprocessor embedded applications,"r velazco , s rezgui",,
15046,rule-based approach to computerized map reading,"ai abdelmoty , mh williams , jmp quinn","information and software technology ,",1993.0
15047,simulation model of sequential multichannel network and its throughput determination,"rl brewster , am glass","electronic letters ,",1989.0
15048,evaluation of urinary nmp22 ( nuclear matrix protein 22 ) as a diagnostic marker for urothelial cancer,"h akaza , n miyanaga , t tsukamoto , s ishikawa , r","gan to kagaku ryoho ,",1997.0
15049,structural and thermodynamic validation of inactive cdk2 as a template for structure-based drug,"tg davies , ja endicott , mem noble , ln johnson , ce","cellular and molecular biology letters ,",2001.0
15050,"ground water ecology , acad","j gibert , dl danielopol , ja stanford","press , san diego ,",
15051,"abdominal traumaâ ?? review , response , and criteria","r stalnaker , m ulman","proc . stapp conf. , 29th , washington , dc , pap . no ,",
15052,what constitutes misuse ?,"cj stevens , m dial","new directions for program evaluation ,",1994.0
15053,quasi-experimental analysis : a mixture of methods and judgment,ds cordray,"new directions for program evaluation ,",1986.0
15054,electrocardiographic manifestations : benign early repolarization1,"wj brady , tc chan","journal of emergency medicine ,",1999.0
15055,it industry lags behind nation in hiring blacks .,l copeland,"computerworld ,",
15056,an analysis of three gigabit networking protocols for storage area networks,v kaladhar,"ieee computer ,",
15057,professional status and an emerging culture of conformity amongst teachers in england,d hayes,"education 3 to 13 ,",2001.0
15058,on the evolutionof videotext description scheme and its validation experiments for mpeg-7,"c dorai , rm bolle","proceedings of acm multimedia conference ,",
15059,self-evaluative and self-efficacy mechanisms governing the motivational effects of goal systems,"a bandura , d cervone","journal of personality and social psychology ,",
15060,building invisible interfaces . keynote talk,m weiser,"proc . acm uist ,",
15061,minority governments : ideology and office,t kalandrakis,"unpublished manuscript ,",2003.0
15062,self-tuning controller,"dw clarke , pj gawthrop","proc . iee ,",
15063,"the galileo imaging team , 1998 . cryovolcanism on ganymede : evidence in bright terrain from galileo","jw head , r pappalardo , j kay , g collins , l",proc . lunar planet . sci . conf . 29th .,
15064,using witness generators to support bi-directional update between object-based databases,"tp chang , r hull",,
15065,a syntax and semantics for set-oriented production rules in relational database systems,j widom,"sigmod record ,",1989.0
15066,"seeger : , b. 2003 . an optimal and progressive algorithm for skyline queries","d papadias , y tao , g fu",proceedings of the acm sigmod international conference on,
15067,thinking objectively : putting oo distributed programming to work,"p felber , r guerraoui , me fayad","communications-acm ,",1999.0
15068,scheduling data broadcast in asymmetric communication environments,"nh vaidya , s hameed","wireless networks ,",1999.0
15069,"insurable interest , options to convert and demand for maximums in optimum property insurance","r garratt , jm marshall",,
15070,ã cents â ? ¬ å?deforestation and the behavior of households in the dominican republic . ã cents â ? ¬ â ?,t sagawe,"geography ,",
15071,cold flow simula-tiono f vortex induced oscillationsi namodel of solid propeilant boosters,"j anthoine , d olivari","greater seattle , washington , aiaa paper ,",
15072,"from observations to self-consistent modeling of the interstellar medium , astrophys . space sci",j ballesteros-paredes,,2003.0
15073,update propagation strategies to improve freshness in lazy master replicated databases,"p esther , s eric",vldb journal,
15074,social justice and media . media corner .,ja braunâ ? ¦,"social studies and the young learner ,",1994.0
15075,second edition,ole inside,,1995.0
15076,effects of a decrease in downwelling irradiance on the daytime vertical distribution patterns of,tm frank,"marine biology ,",2002.0
15077,the prolog phenomenon,d mcdermott,"acm sigart bulletin ,",1980.0
15078,observationsâ ?? geography and development : â ?? core and peripheryâ ??,r potter,"area ,",
15079,stuff iâ ?? ve seen : a system for personal information retrieval and re-use,"s dumais , e cutrell , jj cadiz , g jancke , r sarin ,","proceedings of sigir ,",2003.0
15080,a digital multipurpose vegetation map for the colorado desert of california,mv gray,,1994.0
15081,amnioinfusion for meconium-stained liquor in labour,gj hofmeyr,"cochrane database syst rev ,",2002.0
15082,diffusion pde-based denoising technique for magnetic resonance electrical impedance tomography,"ts kim , bi lee , sh lee , jk seo , o kwon , ej woo","proc . 26th annu . int . conf . ieee embs ( san francisco , ca , & hellip ; ,",
15083,siemens sold its holdings in swiss cable tv network operator cablecom holding ag,i march,"zurich , switzerland , to ntl incorporated , new york , ny , usa ,",
15084,micrografting : a tool for the plant propagator,dw burger,"proc . int . plant propagators soc ,",
15085,building a convincing test of a public housing employment program for the jobs-plus demonstration .,h bloom,"manpower demonstration research corporation and presented at & hellip ; ,",
15086,inside ole 2 > >,k broekschmidt,,1994.0
15087,memory sharing predictor : the key to a speculative dsm,"ac lai , b falsafi","proc . of the 26th intâ ?? l symposium on computer architecture & hellip ; ,",
15088,symbolic racism versus racial threats to the good life,"dr kinder , do sears","journal of personality and social psychology ,",1981.0
15089,web opac interfaces : an overview,br babu,"electronic library ,",2000.0
15090,"l. lozwiak , '' synthesis of xor storage schemes with different cost for minimization of memory","s chen , a postula","proceedings of the 25 &#39; h euromicro conference , sep ,",
15091,the effect of bank debt on optimal capital structure,sa johnson,"financial management ,",1998.0
15092,"sig summary : growth , change , and service",c growth,"computer networks ,",1977.0
15093,"spaces of dependence , spaces of engagement and the politics of scale , or : looking for local politics",kr cox,"political geography ,",1998.0
15094,the student affairs establishment and the institutionalization of the collegiate ideal,am ortiz,"new directions for higher education ,",1999.0
15095,efficient optimistic concurrency control using loosely synchronized clocks,"a adya , r gruber , b liskov , u maheshwari","sigmod conference ,",1995.0
15096,unbalanced-magnetic-pull in pm synchronous machines-its relation with stator teeth and armature,"c bi , zj liu , ts low","proceedings of 25 annual symposium imcss ,",
15097,on detecting feature interactions in programmable service environment of internet telephony,"m nakamura , p leelaprute , k matsumoto , t kikuno","computer networks ,",2004.0
15098,a type system for well-founded recursion,d dreyer,,
15099,automated selection of materialized views and indexes in microsoft sql server,"s agrawal , s chaudhuri , v narasayya",proc . of,
15100,on the power of languages for the manipulation of complex objects . inria research report n 846,"s abiteboul , c beeri",vldb,
15101,text book of medicinal jurisprudence and toxicology,j modi,"bombay , india : pripati pvt. ltd ,",
15102,implementation of a keyhole svd encoding technique for dynamic imaging magn reson med 1995,"lp panych , c oesterle , gp zientara , j hennig",submitted for,
15103,assessment of family-centered care policies and practices for pediatric patients in nine us,"n eckle , sl maclean","journal of emergency nursing ,",2001.0
15104,a statistical-mechanical approach to data assimilation for nonlinear dynamics . iii . analysis,"gl eyink , jm restrepo , fj alexander",,2002.0
15105,towards automating of document structure transformations,"m penttonen , e kuikka , p leinonen","proc . acm symposium on document engineering ,",
15106,storing semi-structured data with stored,"dm fernandez , d suciu","& hellip ; , pennslyvania : proceedings of the acm sigmod conference ,",
15107,substantive due process and parental corporal punishment : democracy and the excluded child,mk kearney,"san diego law review ,",1995.0
15108,the challenge of process data warehousing,"m jarke , t list , j kã ¶ ller","proceedings of the 26th international conference on very & hellip ; ,",2000.0
15109,revisiting the high-yield bond market,ei altman,"financial management ,",1992.0
15110,"spa ord , e. ( 2000 ) . intrusion detection using autonomous agents",d zamboni,computer,
15111,an ultra highly available dbms,"so hvasshovd , se bratsberg , o torbjoernsen",,
15112,techniques for computing iceberg queries efficiently,pm tolani,,2002.0
15113,a new model for macrocell partitioning,"s areibi , m thompson","seattle , washington : 16th international conference on & hellip ; ,",2001.0
15114,verification of dynamically reconfigurable logic,"d robinson , p lysaght","lecture notes in computer science ,",2000.0
15115,maximum profitability with minimum risk and effort,aj richmond,"proc . 29th apcom , beijing , china ,",
15116,the anticoagulants protein c and protein s display potent antiinflammatory and immunosuppressive,"ww hancock , a tsuchida , h hau , nm thomson","transplantation proceedings ,",1992.0
15117,"comparison of trends and variability in cru , era-40 and ncep/ncar analyses of monthly-mean surface","aj simmons , pd jones , v da costa bechtold , acm",,2004.0
15118,bokr-bis program for performing two-dimensional calculations of rmbk reactors on es series computers,"aa shkurpelov , vp borshchev , vp veselovâ ? ¦",at .,
15119,transient species in the stepwise interconversion of nadh and nad,ac res,"acc . chem . res ,",2004.0
15120,the effects of nalbuphine and butorphanol treatment on cocaine and food self-administration by,"nk mello , jb kamien , se lukas , j drieze","neuropsychopharmacology-san diego - ,",1993.0
15121,mathematical modeling of dense avalanches,m eglit,"proceedings of the anniversary conference for the 25 years & hellip ; ,",
15122,on the many-to-one transport capacity of a dense wireless sensor network and the compressibility of,"d marco , ej duarte-melo , m liu , dl neuhoff","lecture notes in computer science ,",2003.0
15123,foreword,p cochrane,"bt technology journal ,",2000.0
15124,no-cost ad blocking ; pac files are even better than hosts files for blocking web site ads,s canter,"pc magazine ,",
15125,effective and efficient document ranking without using a large lexicon,o yasushi,,
15126,"private communication , aberdeen",p plostins,"md ,",
15127,fenton chemistry revisited,c walling,"acc . chem . res ,",
15128,analytical modeling of materialized view maintenance,"j srivastava , d rotem","proceedings of the seventh acm sigact-sigmod-sigart & hellip ; ,",1988.0
15129,causal uncertainty beliefs and diagnostic information seeking,"g weary , ja jacobson","journal of personality and social psychology ,",1997.0
15130,solder joint failure analysis using fem techniques of a silicon based system-in-package,m goetz,,
15131,the â ?? smugglers of fearâ ?? : racist discourse and immigrants in the press of a potential metropolis,m pavlou,"immigrants in greece . athens : society for political thinking & hellip ; ,",
15132,"some properties of complex waves in a double-layer , circular , shielded waveguide",sb raevskii,"radiotekhnika i elektronika ,",1976.0
15133,classification of recursive formulas in deductive databases,"c youn , lj henschen , j han",,
15134,a consideration of normal form of not-necessarily-normalized relations,a makinouchi,proc .,
15135,automatic induction of rules for e-mail classification,"j kay , e mccreath",,
15136,session-based quality of service,s rudkin,"bt technology journal ,",2004.0
15137,wind energy handbook,"b tony , s david , j nick , b ervin",,
15138,predictive load control for flexible buffer allocation,"c faloutsos , t sellis","vldb ,",1991.0
15139,beliefs concerning the features of constrained behavior : a basis for the fundamental attribution,"ag miller , w ashton , m mishal","journal of personality and social psychology ,",
15140,relevance and perceptual constraints in multimodal referring actions,"a de angeli , f wolff , p lopez , l romary","& hellip ; of the workshop on deixis , demonstration and deictic belief",
15141,working with faculty teaching behaviors,"bl erickson , gr erickson","new directions for teaching and learning ,",
15142,attachment styles and fear of personal death : a case study of affect regulation,"m mikulincer , v florian , r tolmacz","journal of personality and social psychology ,",
15143,goal-based process analysis,j lee,"proc . acm conference on organizational computing ,",
15144,real-time generation of sound from parameters of additive synthesis,"r strandh , s marchand",,
15145,"games with incomplete information played by '' bayesian '' players , i-iii . part ii . bayesian equilibrium",jc harsanyi,"management science ,",1968.0
15146,speech and language therapy interventions for children with primary speech and language delay or,"j law , z garrett , c nye","cochrane database syst rev ,",2003.0
15147,cad of rectangular microstrip antennas,v schejbal,"radioengineering-prague - ,",1999.0
15148,ergodic theory,"ip cornfeld , sv fomin , yg sinai",,1982.0
15149,two papers on schemas and frames,ma arbib,"& hellip ; of massachusetts coins technical report 75c-9 , amherst ,",
15150,parent practices interview,c webster-stratton,,1995.0
15151,an overview of the programming language smalltalk-72,jf shoch,,
15152,an approach to symbolic test generation,"v rusu , l bousquet , t jeron","lecture notes in computer science ,",2000.0
15153,automated home video editing,"xs hua , l lu , hj zhang","proc . acm multimedia ,",
15154,fractional levy motion and its application to network traffic modeling,"n laskin , i lambadaris , fc harmantzis , m","computer networks ,",2002.0
15155,hypothalamic neurons responding to changes in hypothalamic and ambient temperatures,rf hellon,"see ref ,",
15156,memex : a browsing assistant for collaborative archiving and mining of surf trails,"s chakrabarti , s srivastava , m subramanyam , m","proceedings of the international conference on very large & hellip ; ,",2000.0
15157,spatial and temporal content-based access to hypervideo databases,"h jiang , ak elmagarmid","the vldb journal the international journal on very large & hellip ; ,",1998.0
15158,now hear this,b rayner,"electronic business ,",
15159,the growth of virginia tech and blacksburg since world war ii,c johnston,,
15160,integrating literacy activities and social studies in the primary grades .,"k button , d welton","social studies and the young learner ,",1997.0
15161,"data report : high-resolution stable isotope stratigraphy of the late middle eocene at site 1050 ,","bs wade , rd norris , d kroon","kroon , d. , proceedings of the ocean drilling program , & hellip ; ,",
15162,on kent 's â ?? consequences of assuming a universal relationâ ?? ( technical correspondance ),jd ullman,"acm transactions on database systems ( tods ) ,",1983.0
15163,detecting ddos attacks on isp networks,"a akella , a bharambe , m reiter , s seshan",,
15164,nbs primary calibration facilities for air flow rate,kr bensonâ ? ¦,"air speed , and slurry flow , procs . of the american gas & hellip ; ,",
15165,towards a theory of indexability,"jm hellerstein , e koutsoupias , ch papadimitriou","proc . 16th acm sigact { sigmod { sigart symp . on principles of & hellip ; ,",1997.0
15166,services of a broker in electronic commerce transactions,"c beam , m bichler , a segev","electronic markets ,",
15167,high performance nearly dispersion-flattened hybrid optical transmission lines for ultra-large,m tsukitani,"49th iwcs procs ,",
15168,improved recipient results after 5 years of performing laparoscopic donor nephrectomy,"ra montgomery , lr kavoussi , lm su , v sinkov , c","transplantation proceedings ,",2001.0
15169,effect of cep-751 ( kt-6587 ) on neuroblastoma xenografts expressing trkb,"ae evans , kd kisselbach , x liu , a eggert , n",,
15170,new adaptive methods for particles flux intensity measurement redundancy reduction and their,"vp evdokimov , vm pokras","& hellip ; telemetering conference , washington , d. c , proceedings ,",1975.0
15171,"elmhirst memorial lecture : the dynamics of agriculture . food securtiy , diversification and resource",y mundlak,"proceedings of the 23rd . international conference of & hellip ; ,",
15172,genetic and biochemical studies on neurospora conidia germination and formation,s brody,"see ref ,",
15173,technology in america : education,c wood,"pc magazine ,",
15174,"part-time faculty , quality programs , and economic realities",jd haeger,"new directions for higher education ,",1998.0
15175,syntactic dictionary of polish verbs,m swidzinski,"unpublished manuscript ,",
15176,grading students .,"hr pollio , wl humphreys","new directions for teaching and learning ,",1988.0
15177,tumor response to radiotherapy regulated by endothelial cell apoptosis,"m garcia-barros , f paris , c cordon-cardo , d lyden ,","md ,",1999.0
15178,experimental investigations of the role of h 2 o in calc-alkaline differentiation and subduction,"tw sisson , tl grove","contributions to mineralogy and petrology ,",1993.0
15179,a ten-year study of test scores for college-bound students in the state of washington,rj noeth,,1979.0
15180,sharing the wealth,w spain,"computerworld ,",
15181,an interorganizational network approach to evaluating children 's mental health service systems,jp morrissey,"new directions for program evaluation ,",
15182,defining and assessing disadvantagement,"b fuller , pp mcnamara","new directions for higher education ,",1978.0
15183,performance analysis of carrier sense multiple access with collision detection,"fa tobagi , vb hunt","computer networks ,",
15184,branch history table indexing to prevent pipeline bubbles in wide-issue superscalar processors,"ty yeh , yn patt","proc . 26th annu . int . symp . microarchitecture ,",1993.0
15185,mapping explanation-basedgeneralization onto soar,psrje laird,"technical report 1111 , stanford university , dept. of computer",
15186,it unemployment hits â ?? unprecedentedâ ?? level,p thibodeau,"computerworld ,",
15187,identifying and managing risk,jm abraham,"new directions for higher education ,",1999.0
15188,prob-view : a flexible probabilstic database system,"vs lakshamanan laks , l nicola , r robert , vs","acm transactions on database systems ,",
