record_id,document_title,author_list,venue_name,creation_year
2350,hyperstorm - administering structured documents using object-oriented database technology,"karl aberer , klemens böhm",sigmod conference,1996
2351,multi-dimensional resource scheduling for parallel queries,"yannis e. ioannidis , minos n. garofalakis",sigmod conference,1996
2352,"industrial panel on data warehousing technologies : experiences , challenges , and directions",umeshwar dayal,vldb,1999
2353,2q : a low overhead high performance buffer management replacement algorithm,"dennis shasha , theodore johnson",vldb,1994
2354,hd-eye : visual clustering of high dimensional data,"daniel a. keim , markus wawryniuk , alexander hinneburg",sigmod conference,2002
2355,intelligent rollups in multidimensional olap data,"sunita sarawagi , gayatri sathe",vldb,2001
2356,theory of dependence values,rosa meo,acm trans . database syst .,2000
2357,a multi-similarity algebra,"v. s. subrahmanian , sibel adali , maria luisa sapino , piero a. bonatti",sigmod conference,1998
2358,the challenge of process data warehousing,"matthias jarke , jörg köller , thomas list",vldb,2000
2359,report on ngits ' 99 : the 4th international workshop on next generation information technologies and systems,opher etzion,sigmod record,1999
2360,scientist 's called upon to take actions,xiaolei qian,sigmod record,1996
2361,temporal queries in olap,"alberto o. mendelzon , alejandro a. vaisman",vldb,2000
2362,temporal fds on complex objects,jef wijsen,acm trans . database syst .,1999
2363,condition handling in sql persistent stored modules,jeff richey,sigmod record,1995
2364,materialized view selection and maintenance using multi-query optimization,"krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan",sigmod conference,2001
2365,wave-indices : indexing evolving databases,"hector garcia-molina , narayanan shivakumar",sigmod conference,1997
2366,phrase matching in xml,"sihem amer-yahia , mary f. fernandez , yu xu , divesh srivastava",vldb,2003
2367,similarity query processing using disk arrays,"apostolos papadopoulos , yannis manolopoulos",sigmod conference,1998
2368,interview with jim gray,marianne winslett,sigmod record,2003
2369,selectivity estimation in spatial databases,"viswanath poosala , sridhar ramaswamy , swarup acharya",sigmod conference,1999
2370,chip-secured data access : confidential data on untrusted servers,"philippe pucheral , luc bouganim",vldb,2002
2371,editorial,richard t. snodgrass,acm trans . database syst .,2001
2372,diag-join : an opportunistic join algorithm for 1 : n relationships,"sven helmer , guido moerkotte , till westmann",vldb,1998
2373,demonstration : enabling scalable online personalization on the web,"debra e. vandermeer , krithi ramamritham , anindya datta , kaushik dutta , helen m. thomas",vldb,2000
2374,the garlic project,"manish arya , mary tork roth , laura m. haas , joachim thomas ii , michael j. carey , edward l. wimmers , peter m. schwarz , william f. cody , ronald fagin",sigmod conference,1996
2375,database de-centralization - a practical approach,"césar a. galindo-legaria , eirik dahle , tor didriksen",vldb,1995
2376,towards an odmg-compliant visual object query language,"manoj chavda , peter t. wood",vldb,1997
2377,timer-driven database triggers and alerters : semantics and a challenge,"eric n. hanson , lloyd noronha",sigmod record,1999
2378,recovering information from summary data,"nikolaos sidiropoulos , christos faloutsos , h. v. jagadish",vldb,1997
2379,efficient construction of regression trees with range and region splitting,"shinichi morishita , yasuhiko morimoto , hiromu ishii",vldb,1997
2380,interview with pat selinger,marianne winslett,sigmod record,2003
2381,belief reasoning in mls deductive databases,hasan m. jamil,sigmod conference,1999
2382,"using taxonomy , discriminants , and signatures for navigating in text databases","byron dom , rakesh agrawal , prabhakar raghavan , soumen chakrabarti",vldb,1997
2383,experiences in federated databases : from iro-db to miro-web,"anthony tomasic , peter fankhauser , j. muñoz , m. lopez , georges gardarin",vldb,1998
2384,data stream query processing : a tutorial,"divesh srivastava , nick koudas",vldb,2003
2385,erratum : a database model for object dynamics,"mike p. papazoglou , bernd j. krämer",vldb j.,1997
2386,data extraction and transformation for the data warehouse,cass squire,sigmod conference,1995
2387,secure and portable database extensibility,"tobias mayr , thorsten von eicken , michael w. godfrey , praveen seshadri",sigmod conference,1998
2388,balancing histogram optimality and practicality for query result size estimation,"yannis e. ioannidis , viswanath poosala",sigmod conference,1995
2389,niagaracq : a scalable continuous query system for internet databases,"yuan wang , feng tian , david j. dewitt , jianjun chen",sigmod conference,2000
2390,fast incremental indexing for full-text information retrieval,"w. bruce croft , james p. callan , eric w. brown",vldb,1994
2391,reminiscences on influential papers,"kenneth a. ross , beng chin ooi , frank neven",sigmod record,2003
2392,the hcc-tree : an efficient index structure for object oriented databases,"b. sreenath , s. seshadri",vldb,1994
2393,medical information systems : characterization and challenges,"lynn l. peterson , jorge c. g. ramirez , lon a. smith",sigmod record,1994
2394,concept based design of data warehouses : the dwq demonstrators,"panos vassiliadis , spyros ligoudistianos , diego calvanese , christoph quix , maurizio lenzerini , matthias jarke , enrico franconi , yannis vassiliou",sigmod conference,2000
2395,webdb ' 98 : international workshop on the web and databases,"alberto o. mendelzon , paolo atzeni",sigmod record,1998
2396,"response to the march 1994 odmg-93 commentary written by dr. won kim of unisql , inc",object database management group,sigmod record,1994
2397,selectivity estimation without the attribute value independence assumption,"viswanath poosala , yannis e. ioannidis",vldb,1997
2398,the history of histograms ( abridged ),yannis e. ioannidis,vldb,2003
2399,evolution and change in data management - issues and directions,"kathleen hornsby , heidi gregersen , lex wedemeijer , tomi männistö , john f. roddick , florida estrella , federica mandreoli , marlon dumas , lina al-jadir , enric mayol , leopoldo e. bertossi , jens lufter",sigmod record,2000
2400,an efficient method for performing record deletions and updates using index scans,c. mohan,vldb,2002
2401,a study on the management of semantic transaction for efficient data retrieval,"chih-he li , irene s. y. kwan , shi-ming huang",sigmod record,2002
2402,relational data sharing in peer-based data management systems,"beng chin ooi , yanfeng shu , kian-lee tan",sigmod record,2003
2403,views in a large scale xml repository,"dan vodislav , sophie cluet , pierangelo veltri",vldb,2001
2404,a database model for object dynamics,"mike p. papazoglou , bernd j. krämer",vldb j.,1997
2405,the bea/xqrl streaming xquery processor,"geetika agrawal , paul lucas , arvind sundararajan , fabio riccardi , michael j. carey , daniela florescu , donald kossmann , till westmann , chris hillery",vldb,2003
2406,describing and using query capabilities of heterogeneous sources,"yannis papakonstantinou , vasilis vassalos",vldb,1997
2407,the asilomar report on database research,"gerald held , hector garcia-molina , michael lesk , jim gray , philip a. bernstein , david maier , h. v. jagadish , michael stonebraker , stefano ceri , joseph m. hellerstein , david j. dewitt , jeffrey d. ullman , michael l. brodie , jeffrey f. naughton , michael j. franklin , hamid pirahesh",sigmod record,1998
2408,public : a decision tree classifier that integrates building and pruning,"kyuseok shim , rajeev rastogi",vldb,1998
2409,efficient exploration of large scientific databases,"gustavo alonso , etzard stolte",vldb,2002
2410,a predicate-based caching scheme for client-server database architectures,"julie basu , arthur m. keller",vldb j.,1996
2411,a database approach to quality of service specification in video databases,"mohand-said hacid , elisa bertino , ahmed k. elmagarmid",sigmod record,2003
2412,on optimal node splitting for r-trees,"yván j. garcía , scott t. leutenegger , mario a. lopez",vldb,1998
2413,an overview of repository technology,"philip a. bernstein , umeshwar dayal",vldb,1994
2414,hypergraph based reorderings of outer join queries with complex predicates,"gautam bhargava , balakrishna r. iyer , piyush goel",sigmod conference,1995
2415,amalgamating knowledge bases,v. s. subrahmanian,acm trans . database syst .,1994
2416,filtering with approximate predicates,"hector garcia-molina , narayanan shivakumar , chandra chekuri",vldb,1998
2417,semantic compression and pattern extraction with fascicles,"j. madar , raymond t. ng , h. v. jagadish",vldb,1999
2418,picodbms : scaling down database techniques for the smartcard,"patrick valduriez , philippe pucheral , christophe bobineau , luc bouganim",vldb j.,2001
2419,relating distributed objects,"r. g. g. cattell , bruce e. martin",vldb,1994
2420,an adaptive hybrid server architecture for client caching odbmss,"m. tamer özsu , kaladhar voruganti , ronald c. unrau",vldb,1999
2421,"integrating temporal , real-time , and active databases","john a. stankovic , krithi ramamritham , ming xiong , rajendran m. sivasankaran , donald f. towsley",sigmod record,1996
2422,efficient view maintenance at data warehouses,"tolga yurek , divyakant agrawal , amr el abbadi , ambuj k. singh",sigmod conference,1997
2423,efficient dynamic mining of constrained frequent sets,"laks v. s. lakshmanan , raymond t. ng , carson kai-sang leung",acm trans . database syst .,2003
2424,"agents , turst , and information access on the semantic web","timothy w. finin , anupam joshi",sigmod record,2002
2425,template-based wrappers in the tsimmis system,"joachim hammer , hector garcia-molina , svetlozar nestorov , ramana yerneni , markus m. breunig , vasilis vassalos",sigmod conference,1997
2426,geo/environmental and medical data management in the rasdaman system,"norbert widmann , paula furtado , peter baumann , roland ritsch",vldb,1997
2427,journal relevance,richard t. snodgrass,sigmod record,2003
2428,holistic twig joins : optimal xml pattern matching,"divesh srivastava , nick koudas , nicolas bruno",sigmod conference,2002
2429,maintenance of automatic summary tables,"richard sidle , wolfgang lehner , hamid pirahesh , roberta cochrane",sigmod conference,2000
2430,challenges for global information systems,"alon y. levy , divesh srivastava , abraham silberschatz , maria zemankova",vldb,1994
2431,mediator languages - a proposal for a standard,"peter buneman , louiqa raschid , jeffrey d. ullman",sigmod record,1997
2432,xml repository and active views demonstration,"bruno tessier , amélie marian , brendan hills , sophie cluet , jean-claude mamou , bernd amann , anne-marie vercoustre , frédéric hubert , vincent aguilera , laurent mignet , serge abiteboul , sébastien ailleret , tova milo , cassio souza dos santos",vldb,1999
2433,semantic b2b integration : issues in ontology-based applications,"zhan cui , paul o'brien , dean m. jones",sigmod record,2002
2434,estimating page fetches for index scans with finite lru buffers,"k. bernhard schiefer , arun n. swami",vldb j.,1995
2435,a language based multidatabase system,"konrad schwarz , eva kühn , thomas tschernko",sigmod conference,1994
2436,a pattern-based object calculus,"stanley y. w. su , nabil kamel , ping wu",vldb j.,1994
2437,title,?,vldb j.,1995
2438,sql/cli - a new binding style for sql,"murali venkatrao , michael pizzo",sigmod record,1995
2439,a study on data point search for hg-trees,"paul h. lewis , joseph kuan",sigmod record,1999
2440,object fusion in mediator systems,"yannis papakonstantinou , hector garcia-molina , serge abiteboul",vldb,1996
2441,serviceglobe : distributing e-services across the internet,"konrad stocker , alfons kemper , stefan seltzsam , markus keidl",vldb,2002
2442,massive stochastic testing of sql,donald r. slutz,vldb,1998
2443,efficiently mining long patterns from databases,roberto j. bayardo jr.,sigmod conference,1998
2444,"design , implementation , and performance of the lham log-structured history data access method","gerhard weikum , peter muth , patrick e. o'neil , achim pick",vldb,1998
2445,oasis : an online and accurate technique for local-alignment searches on biological sequences,"shruti kasetty , colin meek , jignesh m. patel",vldb,2003
2446,incremental computation of nested relational query expressions,"leo mark , lars bækgaard",acm trans . database syst .,1995
2447,indexing the positions of continuously moving objects,"mario a. lopez , simonas saltenis , christian s. jensen , scott t. leutenegger",sigmod conference,2000
2448,exploratory mining via constrained frequent set queries,"jiawei han , teresa mah , laks v. s. lakshmanan , raymond t. ng",sigmod conference,1999
2449,real world requirements for decision support - implications for rdbms,sanju k. bansal,sigmod conference,1995
2450,mind your vocabulary : query mapping across heterogeneous information sources,"kevin chen-chuan chang , hector garcia-molina",sigmod conference,1999
2451,fast incremental maintenance of approximate histograms,"viswanath poosala , phillip b. gibbons , yossi matias",acm trans . database syst .,2002
2452,temporal conditions and integrity constraints in active database systems,"ouri wolfson , a. prasad sistla",sigmod conference,1995
2453,the rubicon of smart data,roger king,vldb,2002
2454,practical lessons in supporting large-scale computational science,"terence critchlow , ron musick",sigmod record,1999
2455,on database theory and xml,dan suciu,sigmod record,2001
2456,seeking the truth about ad hoc join costs,"amit shukla , miron livny , michael j. carey , laura m. haas",vldb j.,1997
2457,a framework for clustering evolving data streams,"philip s. yu , charu c. aggarwal , jiawei han , jianyong wang",vldb,2003
2458,"title , foreword , special issue editorial",?,vldb j.,1994
2459,vipas : virtual link powered authority search in the web,"ming-syan chen , chi-chun lin",vldb,2003
2460,very large databases in a commercial application environment,karl-heinz hess,vldb,1996
2461,mil primitives for querying a fragmented world,"martin l. kersten , peter a. boncz",vldb j.,1999
2462,efficiently publishing relational data as xml documents,"bruce g. lindsay , hamid pirahesh , berthold reinwald , michael j. carey , rimon barr , jayavel shanmugasundaram , eugene j. shekita",vldb j.,2001
2463,"enterprise objects framework , a second generation object-relational enabler",charly kleissner,sigmod conference,1995
2464,enabling dynamic content caching for database-driven web sites,"qiong luo , divyakant agrawal , wen-syan li , wang-pin hsiung , k. selçuk candan",sigmod conference,2001
2465,memory management during run generation in external sorting,"goetz graefe , per-åke larson",sigmod conference,1998
2466,dynamic resource brokering for multi-user query execution,"diane l. davison , goetz graefe",sigmod conference,1995
2467,acdn : a content delivery network for applications,"michael rabinovich , pradnya karbhari , fred douglis , zhen xiao",sigmod conference,2002
2468,updates for structure indexes,"jeffrey f. naughton , pradeep shenoy , raghav kaushik , philip bohannon",vldb,2002
2469,an efficient and resilient approach to filtering and disseminating streaming data,"krithi ramamritham , shyamshankar dharmarajan , shetal shah",vldb,2003
2470,editorial,richard t. snodgrass,acm trans . database syst .,2001
2471,shooting stars in the sky : an online algorithm for skyline queries,"donald kossmann , frank ramsak , steffen rost",vldb,2002
2472,metrics for accessing heterogeneous data : is there any hope ? ( panel ),"michael stonebraker , nicholas j. belkin , gio wiederhold , erich j. neuhold , leonard j. seligman",vldb,1995
2473,"research and practice in federated information systems , report of the efis ' 2000 international workshop","ralf-detlef kutsche , geert-jan houben , mark roantree , bodo rieger , wilhelm hasselbring , kazimierz subieta , willem-jan van den heuvel",sigmod record,2000
2474,on the semantics of `` now '' in databases,"christian s. jensen , tomás isakowitz , richard t. snodgrass , curtis e. dyreson , james clifford",acm trans . database syst .,1997
2475,efficient numerical error bounding for replicated network services,"haifeng yu , amin vahdat",vldb,2000
2476,extracting large-scale knowledge bases from the web,"andrew tomkins , prabhakar raghavan , ravi kumar , sridhar rajagopalan",vldb,1999
2477,the microsoft database research group,"roger s. barga , david b. lomet , per-åke larson , surajit chaudhuri , vivek r. narasayya",sigmod record,1998
2478,database research : achievements and opportunities into the 21st century,"jeffrey d. ullman , abraham silberschatz , michael stonebraker",sigmod record,1996
2479,flexible and scalable digital library search,"peter m. g. apers , milan petkovic , roelof van zwol , menzo windhouwer , henk ernst blok , martin l. kersten , willem jonker",vldb,2001
2480,databases on the web : technologies for federation architectures and case studies ( tutorial ),ralf kramer,sigmod conference,1997
2481,editor 's notes,michael j. franklin,sigmod record,1997
2482,self-organizing data sharing communities with sagres,"igor tatarinov , wai tak theodora yeung , shiori betzler , jing su , jayant madhavan , rachel pottinger , alon y. levy , ewa jaslikowska , stefan saroiu , qiong chen , zachary g. ives",sigmod conference,2000
2483,"turmoil at nasa , and numerous funding announcements",xiaolei qian,sigmod record,1995
2484,self-serv : a platform for rapid composition of web services in a peer-to-peer environment,"eileen oi-yan mak , quan z. sheng , boualem benatallah , marlon dumas",vldb,2002
2485,a componentized architecture for dynamic electronic markets,"israel ben-shaul , benny reich",sigmod record,1998
2486,database systems management and oracle8,c. gregory doherty,sigmod conference,1998
2487,on computing correlated aggregates over continual data streams,"divesh srivastava , flip korn , johannes gehrke",sigmod conference,2001
2488,storing semistructured data with stored,"alin deutsch , mary f. fernandez , dan suciu",sigmod conference,1999
2489,a pictorial query language for querying geographic databases using positional and olap operators,"elaheh pourabbas , maurizio rafanelli",sigmod record,2002
2490,an efficient cost-driven index selection tool for microsoft sql server,"surajit chaudhuri , vivek r. narasayya",vldb,1997
2491,sigmod program review,richard t. snodgrass,sigmod record,2000
2492,cache coherency in oracle parallel server,boris klots,vldb,1996
2493,"the new locking , logging , and recovery architecture of microsoft sql server 7.0",david campbell,vldb,1999
2494,exact : an extensible approach to active object-oriented databases,"arturo jaime , oscar díaz",vldb j.,1997
2495,optimizing queries across diverse data sources,"edward l. wimmers , donald kossmann , jun yang , laura m. haas",vldb,1997
2496,editor 's notes,ling liu,sigmod record,2003
2497,unisql/x unified relational and object-oriented database system,won kim,sigmod conference,1994
2498,order-of-magnitude advantage of tpc-c though massive parallelism,charles levine,sigmod conference,1995
2499,exploiting versions for handling updates in broadcast disks,"evaggelia pitoura , panos k. chrysanthis",vldb,1999
2500,an overview of db2 parallel edition,"walter g. wilson , ambuj goyal , sriram padmanabhan , gilles fecteau , anant jhingran , chaitanya k. baru , hui-i hsiao",sigmod conference,1995
2501,on xml and databases : where 's the beef ? ( panel abstract ),michael j. carey,sigmod conference,2000
2502,declarative specification of web sites with strudel,"alon y. levy , dan suciu , daniela florescu , mary f. fernandez",vldb j.,2000
2503,parallel mining algorithms for generalized association rules with classification hierarchy,"masaru kitsuregawa , takahiko shintani",sigmod conference,1998
2504,the database research group at eth zurich,"hans-jörg schek , moira c. norrie , gerhard weikum , stephen blott",sigmod record,1994
2505,extended ehemeral logging : log storage management for applications with long lived transactions,"john s. keen , william j. dally",acm trans . database syst .,1997
2506,who needs xml databases ?,sophie cluet,vldb,2003
2507,conceptual model of web service reputation,"munindar p. singh , e. michael maximilien",sigmod record,2002
2508,tods reviewers,richard t. snodgrass,sigmod record,2003
2509,editor 's notes,michael j. franklin,sigmod record,1999
2510,sting : a statistical information grid approach to spatial data mining,"wei wang , richard r. muntz , jiong yang",vldb,1997
2511,re-tree : an efficient index structure for regular expressions,"chee yong chan , minos n. garofalakis , rajeev rastogi",vldb j.,2003
2512,phoenix : making applications robust,"david b. lomet , roger s. barga",sigmod conference,1999
2513,"data management : lasting impact of the wild wild , wild , web",reed m. meseck,sigmod conference,2001
2514,xquery formal semantics : state and challenges,peter fankhauser,sigmod record,2001
2515,extending an ordbms : the statemachine module,"wolfgang mahnke , christian mathis , hans-peter steiert",vldb,2002
2516,contorting high dimensional data for efficient main memory processing,"beng chin ooi , bin cui , kian-lee tan , jianwen su",sigmod conference,2003
2517,genesys : a system for efficient spatial query processing,"thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",sigmod conference,1994
2518,storage and retrieval of xml data using relational databases,"surajit chaudhuri , kyuseok shim",vldb,2001
2519,asset : a system for supporting extended transactions,"narain h. gehani , krithi ramamritham , alexandros biliris , h. v. jagadish , shaul dar",sigmod conference,1994
2520,data mining with optimized two-dimensional association rules,"takeshi tokuyama , yasuhiko morimoto , shinichi morishita , takeshi fukuda",acm trans . database syst .,2001
2521,towards a cooperative transaction model - the cooperative activity model,"thomas tesch , peter muth , wolfgang klas , marek rusinkiewicz , jürgen wäsch",vldb,1995
2522,an active functionality service for e-business applications,"mariano cilia , alejandro p. buchmann",sigmod record,2002
2523,integrating the ub-tree into a database system kernel,"robert fenk , rudolf bayer , volker markl , martin zirkel , frank ramsak , klaus elhardt",vldb,2000
2524,indexing multimedia databases ( tutorial ),christos faloutsos,sigmod conference,1995
2525,estimating page fetches for index scans with finite lru buffers,"arun n. swami , k. bernhard schiefer",sigmod conference,1994
2526,similarity based retrieval of pictures using indices on spatial relationships,"chengwen liu , a. prasad sistla , clement t. yu , king liu",vldb,1995
2527,monitoring business processes through event correlation based on dependency model,"tali yatzkar-haham , asaf adi , david botzer , opher etzion",sigmod conference,2001
2528,a survey of logical models for olap databases,"timos k. sellis , panos vassiliadis",sigmod record,1999
2529,transaction chopping : algorithms and performance studies,"dennis shasha , eric simon , patrick valduriez , françois llirbat",acm trans . database syst .,1995
2530,of objects and databases : a decade of turmoil,"david j. dewitt , michael j. carey",vldb,1996
2531,scheduling for shared window joins over data streams,"michael j. franklin , moustafa a. hammad , ahmed k. elmagarmid , walid g. aref",vldb,2003
2532,optimizing queries on compressed bitmaps,"sihem amer-yahia , theodore johnson",vldb,2000
2533,report on the 13th brazilian symposium on database systems ( sbbd ' 98 ),"claudia bauzer medeiros , mario a. nascimento",sigmod record,1999
2534,memex : a browsing assistant for collaborative archiving and mining of surf trails,"mallela subramanyam , mitul tiwari , sandeep srivastava , soumen chakrabarti",vldb,2000
2535,microsoft site server ( commerce edition ),bassel ojjeh,sigmod conference,1999
2536,schemasql : an extension to sql for multidatabase interoperability,"fereidoon sadri , laks v. s. lakshmanan , subbu n. subramanian",acm trans . database syst .,2001
2537,data model for extensible support of explicit relationships in design databases,"joan peckham , bonnie mackellar , michael doherty",vldb j.,1995
2538,coma - a system for flexible combination of schema matching approaches,"erhard rahm , hong hai do",vldb,2002
2539,webview materialization,"nick roussopoulos , alexandros labrinidis",sigmod conference,2000
2540,join index hierarchies for supporting efficient navigations in object-oriented databases,"jiawei han , zhaohui xie",vldb,1994
2541,"sqlj part 0 , now known as sql/olb ( object-language bindings )","andrew eisenberg , jim melton",sigmod record,1998
2542,parallelising oodbms traversals : a performance evaluation,"jeffrey f. naughton , john c. shafer , david j. dewitt , shivakumar venkataraman",vldb j.,1996
2543,modelling temporal thematic map contents,"elaheh pourabbas , alberto d'onofrio",sigmod record,2003
2544,"data morphing : an adaptive , cache-conscious storage technique","richard a. hankins , jignesh m. patel",vldb,2003
2545,"research in databases and data-intensive applications - computer science department and fzi , university of karlsruhe","birgitta könig-ries , peter c. lockemann",sigmod record,1997
2546,infomaster : an information integration system,"arthur m. keller , michael r. genesereth , oliver m. duschka",sigmod conference,1997
2547,applications of the java programming language to database management,"v. wiktor marek , bradley f. burton",sigmod record,1998
2548,editor 's notes,jennifer widom,sigmod record,1996
2549,exposing undergraduate students to database system internals,"anastassia ailamaki , joseph m. hellerstein",sigmod record,2003
2550,guest editorial,malcolm p. atkinson,vldb j.,2000
2551,a product specification database for visual prototyping,"kouichi yasutake , kazutoshi sumiya , yoshihiko imai , hirohiko tanaka , norio sanada",vldb,1995
2552,discovery of multiple-level association rules from large databases,"jiawei han , yongjian fu",vldb,1995
2553,improving adaptable similarity query processing by using approximations,"hans-peter kriegel , bernhard braunmüller , thomas seidl , mihael ankerst",vldb,1998
2554,implementation and analysis of a parallel collection query language,dan suciu,vldb,1996
2555,structure and value synopses for xml data graphs,"neoklis polyzotis , minos n. garofalakis",vldb,2002
2556,a close look at the ifo data model,magdy s. hanna,sigmod record,1995
2557,the 3w model and algebra for unified data mining,"laks v. s. lakshmanan , raymond t. ng , theodore johnson",vldb,2000
2558,concurrency control in hierarchical multidatabase systems,"henry f. korth , abraham silberschatz , sharad mehrotra",vldb j.,1997
2559,privacy-enhanced data management for next-generation e-commerce,"irini fundulaki , daniel f. lieuwen , bharat kumar , richard hull , chris clifton , arnaud sahuguet",vldb,2003
2560,tip : a temporal extension to informix,"huacheng c. ying , jennifer widom , jun yang",sigmod conference,2000
2561,a general techniques for querying xml documents using a relational database system,"stratis viglas , eugene j. shekita , rajasekar krishnamurthy , jayavel shanmugasundaram , jeffrey f. naughton , jerry kiernan , igor tatarinov",sigmod record,2001
2562,tracing the lineage of view data in a warehousing environment,"janet l. wiener , yingwei cui , jennifer widom",acm trans . database syst .,2000
2563,qcluster : relevance feedback using adaptive clustering for content-based image retrieval,"deok-hwan kim , chin-wan chung",sigmod conference,2003
2564,memory requirements for query execution in highly constrained devices,"luc bouganim , nicolas anciaux , philippe pucheral",vldb,2003
2565,spectral bloom filters,"yossi matias , saar cohen",sigmod conference,2003
2566,digital library services in mobile computing,"evaggelia pitoura , melliyal annamalai , bharat k. bhargava",sigmod record,1995
2567,spatial operators,"eliseo clementini , paolino di felice",sigmod record,2000
2568,a research status report on adaptation for mobile data access,"brian noble , mahadev satyanarayanan",sigmod record,1995
2569,"the grna : a highly programmable infrastructure for prototyping , developing and deploying genomics-centric applications","sourav s. bhowmick , pedro cruz , dadabhai t. singh , george rajesh , amey v. laud",vldb,2002
2570,semantic integration in heterogeneous databases using neural networks,"chris clifton , wen-syan li",vldb,1994
2571,analysis of locking behavior in three real database systems,"alan jay smith , vigyan singhal",vldb j.,1997
2572,an interpolated volume data model,"amarnath gupta , tianqiu wang , simone santini",vldb,2003
2573,languages for multi-database interoperability,"laks v. s. lakshmanan , frédéric gingras , nematollaah shiri , despina papoulis , iyer n. subramanian",sigmod conference,1997
2574,report from the nsf workshop on workflow and process automation in information systems,"dimitrios georgakopoulos , stef joosten , marek rusinkiewicz , alexander l. wolf , walt scacchi , amit p. sheth , jack c. wileden",sigmod record,1996
2575,the oasis multidatabase prototype,"john murphy , mark roantree , wilhelm hasselbring",sigmod record,1999
2576,a database interface for file updates,"tova milo , serge abiteboul , sophie cluet",sigmod conference,1995
2577,data manager for evolvable real-time command and control systems,"eric hughes , roman ginis , bhavani m. thuraisingham , peter c. krupp , john a. maurer",vldb,1997
2578,data warehousing and olap for decision support ( tutorial ),"surajit chaudhuri , umeshwar dayal",sigmod conference,1997
2579,the distributed information search component ( disco ) and the world wide web,"olga kapitskaia , philippe bonnet , hubert naacke , anthony tomasic , louiqa raschid , rémy amouroux",sigmod conference,1997
2580,emergent semantics and the multimedia semantic web,"william i. grosky , farshad fotouhi , d. v. sreenath",sigmod record,2002
2581,icicles : self-tuning samples for approximate query answering,"venkatesh ganti , raghu ramakrishnan , mong-li lee",vldb,2000
2582,in memory of bob kooi ( 1951-1993 ),michael stonebraker,sigmod record,1994
2583,book review column,karl aberer,sigmod record,2001
2584,lachesis : robust database storage management based on device-specific performance characteristics,"anastassia ailamaki , jiri schindler , gregory r. ganger",vldb,2003
2585,to table or not to table : a hypertabular answer,"giuseppe santucci , laura tarantino",sigmod record,1996
2586,italian electronic identity card - principle and architecture,mario gentili,vldb,2001
2587,making b + - trees cache conscious in main memory,"kenneth a. ross , jun rao",sigmod conference,2000
2588,a content-based multimedia server for massively parallel architectures,"c. watson , g. linderman , euthimios panagos , t. walters , ion tim ieong , alexandros biliris , j. wang , s. choo , david schrader , p. colin , william o'connell , grace au",sigmod conference,1996
2589,eddies : continuously adaptive query processing,"ron avnur , joseph m. hellerstein",sigmod conference,2000
2590,olap + + : powerful and easy-to-use federations of olap and object databases,"junmin gu , arie shoshani , torben bach pedersen",vldb,2000
2591,xmdvtool : visual interactive data exploration and trend discovery of high-dimensional data sets,"elke a. rundensteiner , punit r. doshi , jing yang , matthew o. ward",sigmod conference,2002
2592,contracting in the days of ebusiness,"wolfgang hümmer , wolfgang lehner , hartmut wedekind",sigmod record,2002
2593,hash joins and hash teams in microsoft sql server,"shaun cooper , goetz graefe , ross bunker",vldb,1998
2594,treasurer 's message,joachim hammer,sigmod record,2000
2595,a foundation for multi-dimensional databases,"laks v. s. lakshmanan , marc gyssens",vldb,1997
2596,research issues in databases for arcs : active rapidly changing data systems,anindya datta,sigmod record,1994
2597,an open storage system for abstract objects,"lukas relly , stephen blott , hans-jörg schek",sigmod conference,1996
2598,a shrinking-based approach for multi-dimensional data analysis,"yuqing song , yong shi , aidong zhang",vldb,2003
2599,indexing images in oracle8i,"melliyal annamalai , samuel defazio , rajiv chopra",sigmod conference,2000
2600,integrating sql databases with content-specific search engines,"stefan deßloch , nelson mendonça mattos",vldb,1997
2601,reminiscences on influential papers,"kaladhar voruganti , renée j. miller , kenneth a. ross , flip korn",sigmod record,2002
2602,metu interoperable database system,"ebru kilic , pinar koksal , cem evrendilek , ugur halici , sema mancuhan , n. kesim , asuman dogac , cevdet dengi , sena nural , gökhan özhan , fatma ozcan , ismailcem budak arpinar",sigmod record,1995
2603,solving satisfiability and implication problems in database systems,"sha guo , mark allen weiss , wei sun",acm trans . database syst .,1996
2604,dynamic update cube for range-sum queries,"seok-ju chun , ju-hong lee , seok-lyong lee , chin-wan chung",vldb,2001
2605,eos : exactly-once e-service middleware,"gerhard weikum , david b. lomet , german shegalov , roger s. barga",vldb,2002
2606,heuristic and randomized optimization for the join ordering problem,"guido moerkotte , michael steinbrunn , alfons kemper",vldb j.,1997
2607,bulk loading into an oodb : a performance study,"jeffrey f. naughton , janet l. wiener",vldb,1994
2608,adam : a testbed for exploring the use of data mining in intrusion detection,"daniel barbará , sushil jajodia , ningning wu , julia couto",sigmod record,2001
2609,user-optimizer communication using abstract plans in sybase ase,"patrick valduriez , mihnea andrei",vldb,2001
2610,database research at nthu and itri,arbee l. p. chen,sigmod record,1994
2611,a simple algorithm for finding frequent elements in streams and bags,"scott shenker , christos h. papadimitriou , richard m. karp",acm trans . database syst .,2003
2612,sash : a self-adaptive histogram set for dynamically changing workloads,"lipyeow lim , min wang , jeffrey scott vitter",vldb,2003
