paper_id,year_published,paper_title,author_list
1363,1997,the infosleuth project,"r jr. , w bohrer , r brice , a cichocki , j fowler , a helal , v kashyap , t ksiezyk , g martin , m nodine , m rashid , m rusinkiewicz , r shea , c unnikrishnan , a unruh , d woelk"
1364,2000,user-adaptive exploration of multidimensional data,s sarawagi
1365,1997,infomaster : an information integration system,"m genesereth , a keller , o duschka"
1366,2000,oracle8i index-organized table and its application to new domains,"j srinivasan , s das , c freiwald , e chong , m jagannath , a yalamanchi , r krishnan , a tran , s defazio , j banerjee"
1367,1997,languages for multi-database interoperability,"f gingras , l lakshmanan , i subramanian , d papoulis , n shiri"
1368,1997,s3 : similarity search in cad database systems,"s berchtold , h kriegel"
1369,2000,multi-dimensional database allocation for parallel data warehouses,"t stіhr , h mфrtens , e rahm"
1370,1997,structural matching and discovery in document databases,"j wang , d shasha , g chang , l relihan , k zhang , g patel"
1371,2000,integrating the ub-tree into a database system kernel,"f ramsak , v markl , r fenk , m zirkel , k elhardt , r bayer"
1372,2000,practical applications of triggers and constraints : success and lingering issues ( 10-year award ),"s ceri , r cochrane , j widom"
1373,1997,the whips prototype for data warehouse creation and maintenance,"w labio , y zhuge , j wiener , h gupta , h garcia-molina , j widom"
1374,2000,temporal queries in olap,"a mendelzon , a vaisman"
1375,1997,strudel : a web-site management system,"m fernandez , d florescu , j kang , a levy , d suciu"
1376,2000,the evolution of the web and implications for an incremental crawler,"j cho , h garcia-molina"
1377,1997,query optimization at the crossroads ( panel ),s chaudhuri
1378,2000,hypothetical queries in an olap environment,"a balmin , t papadimitriou , y papakonstantinou"
1379,1997,picture programming project,"n goyal , c hoch , r krishnamurthy , b meckler , m suckow , m zloof"
1380,1997,"object-relational database systems : principles , products , and challenges ( tutorial )",
1381,2000,using sql to build new aggregates and extenders for object - relational systems,"h wang , c zaniolo"
1382,1997,data warehousing and olap for decision support ( tutorial ),
1383,2000,icicles : self-tuning samples for approximate query answering,"v ganti , m lee , r ramakrishnan"
1384,2000,offering a precision-performance tradeoff for aggregation queries over replicated data,"c olston , j widom"
1385,1997,mdm : a multiple-data-model tool for the management of heterogeneous database schemes,"p atzeni , r torlone"
1386,1997,template-based wrappers in the tsimmis system,"j hammer , h garcia-molina , s nestorov , r yerneni , m breunig , v vassalos"
1387,2000,manipulating interpolated data is easier than you thought,"s grumbach , p rigaux , l segoufin"
1388,2000,schema mapping as query discovery,"r miller , l haas , m hernсndez"
1389,1997,semcog : an object-based image retrieval system and its visual query interface,"w li , k candan , k hirata , y hara"
1390,1997,the context interchange mediator prototype,"s bressan , c goh , k fynn , m jakobisiak , k hussein , h kon , t lee , s madnick , t pena , j qu , a shum , m siegel"
1391,2000,local dimensionality reduction : a new approach to indexing high dimensional spaces,"k chakrabarti , s mehrotra"
1392,1997,on-line warehouse view maintenance,"d quass , j widom"
1393,2000,the 3w model and algebra for unified data mining,"t johnson , l lakshmanan , r ng"
1394,2000,mining frequent itemsets using support constraints,"k wang , y he , j han"
1395,1997,supporting multiple view maintenance policies,"l colby , a kawaguchi , d lieuwen , i mumick , k ross"
1396,2000,rethinking database system architecture : towards a self-tuning risc-style database system,"s chaudhuri , g weikum"
1397,1997,the sr-tree : an index structure for high-dimensional nearest neighbor queries,"n katayama , s satoh"
1398,1997,wave-indices : indexing evolving databases,"n shivakumar , h garcia-molina"
1399,2000,picodmbs : scaling down database techniques for the smartcard,"c bobineau , l bouganim , p pucheral , p valduriez"
1400,2000,concurrency in the data warehouse,r taylor
1401,1997,revisiting commit processing in distributed database systems,"r gupta , j haritsa , k ramamritham"
1402,2000,"ordering information , conference organizers , program committees , additional reviewers , additional demonstrations reviewers , sponsors , vldb endowment , preface , foreword",
1403,1997,"lessons from wall street : case studies in configuration , tuning , and distribution ( tutorial )",
1404,1997,temporal aggregation in active database rules,"i motakis , c zaniolo"
1405,2000,controlling data warehouses with knowledge networks,"e schaefer , j becker , a boehmer , m jarke"
1406,2000,e.piphany epicenter technology overview,s ramaswamy
1407,1997,secure transaction processing in firm real-time database systems,"b george , j haritsa"
1408,1999,on efficiently implementing schemasql on an sql database system,"l lakshmanan , f sadri , s subramanian"
1409,1996,the dangers of replication and a solution,"j gray , p helland , p o'neil , d shasha"
1410,1996,performance tradeoffs for client-server query processing,"m franklin , b jѓnsson , d kossmann"
1411,1999,"physical data independence , constraints , and optimization with universal plans","a deutsch , l popa , v tannen"
1412,1999,user-defined table operators : enhancing extensibility for ordbms,"m jaedicke , b mitschang"
1413,1996,random i/o scheduling in online tertiary storage systems,"b hillyer , a silberschatz"
1414,1996,hot mirroring : a study to hide parity upgrade penalty and degradations during rebuilds for raid5,"k mogi , m kitsuregawa"
1415,1999,unrolling cycles to decide trigger termination,"s lee , t ling"
1416,1996,on-line reorganization of sparsely-populated b + trees,"c zou , b salzberg"
1417,1999,similarity search in high dimensions via hashing,"a gionis , p indyk , r motwani"
1418,1999,optimal grid-clustering : towards breaking the curse of dimensionality in high-dimensional clustering,"a hinneburg , d keim"
1419,1996,birch : an efficient data clustering method for very large databases,"t zhang , r ramakrishnan , m livny"
1420,1999,"o-o , what have they done to db2 ?","m carey , d chamberlin , s narayanan , b vance , d doole , s rielau , r swagerman , n mattos"
1421,1996,query caching and optimization in distributed mediator systems,"s adali , k candan , y papakonstantinou , v subrahmanian"
1422,1996,two techniques for on-line index modification in shared nothing parallel databases,"k achyutuni , e omiecinski , s navathe"
1423,1999,what can hierarchies do for data warehouses ?,"h jagadish , l lakshmanan , d srivastava"
1424,1999,relational databases for querying xml documents : limitations and opportunities,"j shanmugasundaram , k tufte , c zhang , g he , d dewitt , j naughton"
1425,1996,rapid bushy join-order optimization with cartesian products,"b vance , d maier"
1426,1999,performance measurements of compressed bitmap indices,t johnson
1427,1998,objectivity industrial exhibit,o objectivity
1428,1996,idea : interactive data exploration and analysis,"p selfridge , d srivastava , l wilson"
1429,1996,optimizing queries over multimedia repositories,"s chaudhuri , l gravano"
1430,1999,loading a cache with query results,"l haas , d kossmann , i ursu"
1431,1999,query optimization for xml,"j mchugh , j widom"
1432,1996,sql query optimization : reordering for a general class of queries,"p goel , b iyer"
1433,1999,probabilistic optimization of top n queries,"d donjerkovic , r ramakrishnan"
1434,1996,bess : storage support for interactive visualization systems,"a biliris , t funkhouser , w o'connell , e panagos"
1435,1999,multi-dimensional substring selectivity estimation,"h jagadish , o kapitskaia , r ng , d srivastava"
1436,1996,capbased-ams : a capability-based and event-driven activity management system,"p hung , h yeung , k karlapalem"
1437,1999,quality-driven integration of heterogenous information systems,"f naumann , u leser , j freytag"
1438,1996,"data mining using two-dimensional optimized accociation rules : scheme , algorithms , and visualization","t fukuda , y morimoto , s morishita , t tokuyama"
1439,1996,mining quantitative association rules in large relational tables,"r srikant , r agrawal"
1440,1999,integrating heterogenous overlapping databases through object-oriented transformations,"v josifovski , t risch"
1441,1999,issues in network management in the next millennium,"m brodie , s chaudhuri"
1442,1996,databases and visualization,d keim
1443,1999,networked data management design points,j hamilton
1444,1996,data mining techniques,j han
1445,1996,dbsim : a simulation tool for predicting database performance,"m lefler , m stokrp , c wong"
1446,1999,in cyber space no one can hear you scream,c pound
1447,1996,dbminer : interactive mining of multiple-level knowledge in relational databases,"j han , y fu , w wang , j chiang , o zaяane , k koperski"
1448,1999,spirit : sequential pattern mining with regular expression constraints,"m garofalakis , r rastogi , k shim"
1449,1996,a framework for supporting data integration using the materialized and virtual approaches,"r hull , g zhou"
1450,1999,microsoft english query 7.5 : automatic extraction of semantics from relational databases and olap cubes,a blum
1451,1996,change detection in hierarchically structured information,"s chawathe , a rajaraman , h garcia-molina , j widom"
1452,1999,"the new locking , logging , and recovery architecture of microsoft sql server 7.0",d campbell
1453,1999,the value of merge-join and hash-join in sql server,g graefe
1454,1996,a query language and optimization techniques for unstructured data,"p buneman , s davidson , g hillebrand , d suciu"
1455,1999,voodb : a generic discrete-event random simulation model to evaluate the performances of oodbs,"j darmont , m schneider"
1456,1996,accessing relational databases from the world wide web,"t nguyen , v srinivasan"
1457,1996,goal-oriented buffer management revisited,"k brown , m carey , m livny"
1458,1999,building light-weight wrappers for legacy web data-sources using w4f,"a sahuguet , f azavant"
1459,1999,aqua : a fast decision support systems using approximate query answers,"s acharya , p gibbons , v poosala"
1460,1996,evaluating queries with generalized path expressions,"v christophides , s cluet , g moerkotte"
1461,1999,repeating history beyond aries,c mohan
1462,1996,cost-based optimization for magic : algebra and implementation,"p seshadri , j hellerstein , h pirahesh , t leung , r ramakrishnan , d srivastava , p stuckey , s sudarshan"
1463,1999,online feedback for nested aggregate queries with multi-threading,"k tan , c goh , b ooi"
1464,1996,algorithms for deferred view maintenance,"l colby , t griffin , l libkin , i mumick , h trickey"
1465,1999,the persistent cache : improving oid indexing in temporal object-oriented database systems,k nјrvхg
1466,1996,"a query language for multidimensional arrays : design , implementation , and optimization techniques","l libkin , r machlin , l wong"
1467,1999,mining deviants in a time series database,"h jagadish , n koudas , s muthukrishnan"
1468,1996,a super scalar sort algorithm for risc processors,r agarwal
1469,1999,histogram-based approximation of set-valued query-answers,"y ioannidis , v poosala"
1470,1996,bifocal sampling for skew-resistant join size estimation,"s ganguly , p gibbons , y matias , a silberschatz"
1471,1999,semantic compression and pattern extraction with fascicles,"h jagadish , j madar , r ng"
1472,1996,estimating alphanumeric selectivity in the presence of wildcards,"p krishnan , j vitter , b iyer"
1473,1995,adaptive parallel aggregation algorithms,"a shatdal , j naughton"
1474,1999,extending practical pre-aggregation in on-line analytical processing,"t pedersen , c jensen , c dyreson"
1475,1999,aggregation algorithms for very large compressed data warehouses,"j li , d rotem , j srivastava"
1476,1995,a general solution of the n-dimensional b-tree problem,m freeston
1477,1999,extracting large-scale knowledge bases from the web,"r kumar , p raghavan , s rajagopalan , a tomkins"
1478,1995,efficient optimistic concurrency control using loosely synchronized clocks,"a adya , r gruber , b liskov , u maheshwari"
1479,1999,"data-driven , one-to-one web site generation for data-intensive applications","s ceri , p fraternali , s paraboschi"
1480,1995,a critique of ansi sql isolation levels,"h berenson , p bernstein , j gray , j melton , e o'neil , p o'neil"
1481,1996,the garlic project,"m roth , m arya , l haas , m carey , w cody , r fagin , p schwarz , j ii , e wimmers"
1482,1999,curio : a novel solution for efficient storage and indexing in data warehouses,"a datta , k ramamritham , h thomas"
1483,1999,datawarehousing has more colours than just black & white,"t zurek , m sinnwell"
1484,1996,the multiview project : object-oriented view technology and applications,"e rundensteiner , h kuno , y ra , v crestana-taube , m jones , p marrѓn"
1485,1996,sonar : system for optimized numeric associationrules,"t fukuda , y morimoto , s morishita , t tokuyama"
1486,1999,high-performance extensible indexing,m kornacker
1487,1996,metu interoperable database system,"a dogac , u halici , e kilic , g жzhan , f ozcan , s nural , c dengi , s mancuhan , i arpinar , p koksal , c evrendilek"
1488,1999,hierarchical prefix cubes for range-sum queries,"c chan , y ioannidis"
1489,1996,prospector : a content-based multimedia server for massively parallel architectures,"s choo , w o'connell , g linderman , h chen , k ganapathi , a biliris , e panagos , d schrader"
1490,1999,combining histograms and parametric curve fitting for feedback-driven query result-size estimation,"a kіnig , g weikum"
1491,1996,lore : a lightweight object repository for semistructured data,"d quass , j widom , r goldman , k haas , q luo , j mchugh , s nestorov , a rajaraman , h rivero , s abiteboul , j ullman , j wiener"
1492,1999,evaluating top-k selection queries,"s chaudhuri , l gravano"
1493,1996,hyperstorm - administering structured documents using object-oriented database technology,"k bіhm , k aberer"
1494,1999,distributed hypertext resource discovery through examples,"s chakrabarti , m berg , b dom"
1495,1996,thinksheet : a tool for tailoring complex documents,"p piatko , r yangarber , d lin , d shasha"
1496,1999,building hierarchical classifiers using class proximity,"k wang , s zhou , s liew"
1497,1999,"active storage hierarchy , database systems and applications - socratic exegesis","f cariёo , w o'connell , j burgess , j saltz"
1498,1996,state of the art in workflow management research and products,
1499,1996,repository system engineering,
1500,1999,cost models do matter : providing cost information for diverse data sources in a federated system,"m roth , f ozcan , l haas"
1501,1999,generating call-level interfaces for advanced database application programming,"u nink , t hфrder , n ritter"
1502,1996,the ins and outs ( and everthing in between ) of data warehousing,
1503,1999,high level indexing of user-defined types,"w chen , j chow , y fuh , j grandbois , m jou , n mattos , b tran , y wang"
1504,1996,is gui programming a database research problem ?,"n goyal , c hoch , r krishnamurthy , b meckler , m suckow"
1505,1996,materialized view maintenance and integrity constraint checking : trading space for time,"k ross , d srivastava , s sudarshan"
1506,1999,finding intensional knowledge of distance-based outliers,"e knorr , r ng"
1507,1999,a novel index supporting high volume data warehouse insertion,"c jermaine , a datta , e omiecinski"
1508,1996,maintaining database consistency in presence of value dependencies in multidatabase systems,"c morpain , m cart , j ferriщ , j pons"
1509,1996,rule languages and internal algebras for rule-based optimizers,"m cherniack , s zdonik"
1510,1999,dynamic load balancing for parallel association rule mining on heterogenous pc cluster systems,"m tamura , m kitsuregawa"
1511,1999,a scalable and highly available networked database architecture,"r bamford , r ahad , a pruscino"
1512,1996,query execution techniques for caching expensive methods,"j hellerstein , j naughton"
1513,1996,"semi-automatic , self-adaptive control of garbage collection rates in object databases","j cook , a klauser , a wolf , b zorn"
1514,1999,context-based prefetch for implementing objects on relations,"p bernstein , s pal , d shutt"
1515,1996,towards effective and efficient free space management,"m mcauliffe , m carey , m solomon"
1516,1999,ghost : fine granularity buffering of indexes,"c goh , b ooi , d sim , k tan"
1517,1999,dbmss on a modern processor : where does time go ?,"a ailamaki , d dewitt , m hill , d wood"
1518,1996,static detection of security flaws in object-oriented databases,k tajima
1519,1999,capturing and querying multiple aspects of semistructured data,"c dyreson , m bіhlen , c jensen"
1520,1996,multi-dimensional resource scheduling for parallel queries,"m garofalakis , y ioannidis"
1521,1996,safe and efficient sharing of persistent objects in thor,"b liskov , a adya , m castro , m day , s ghemawat , r gruber , u maheshwari , a myers , l shrira"
1522,1999,cache conscious indexing for decision-support in main memory,"j rao , k ross"
1523,1999,comparing hierarchical data in external memory,s chawathe
1524,1996,an open storage system for abstract objects,"s blott , l relly , h schek"
1525,1996,improved histograms for selectivity estimation of range predicates,"v poosala , y ioannidis , p haas , e shekita"
1526,1999,explaining differences in multidimensional aggregates,s sarawagi
1527,1996,very large databases in a commercial application environment,k hess
1528,1999,database architecture optimized for the new bottleneck : memory access,"p boncz , s manegold , m kersten"
1529,1996,structures for manipulating proposed updates in object-oriented databases,"m doherty , r hull , m rupawalla"
1530,1996,spatial hash-joins,"m lo , c ravishankar"
1531,1999,active views for electronic commerce,"s abiteboul , b amann , s cluet , a eyal , l mignet , t milo"
1532,1996,partition based spatial-merge join,"j patel , d dewitt"
1533,1999,an adaptive hybrid server architecture for client caching odbmss,"k voruganti , m жzsu , r unrau"
1534,1996,implementing data cubes efficiently,"v harinarayan , a rajaraman , j ullman"
1535,1999,exploiting versions for handling updates in broadcast disks,"e pitoura , p chrysanthis"
1536,1999,fast algorithms for maintaining replica consistency in lazy master replicated databases,"e pacitti , p minet , e simon"
1537,1996,providing better support for a class of decision support queries,"s rao , a badia , d gucht"
1538,1998,datablitz : a high performance main-memory storage manager,"j baulier , p bohannon , s gogate , s joshi , c gupta , a khivesera , h korth , p mcilroy , j miller , p narayan , m nemeth , r rastogi , a silberschatz , s sudarshan"
1539,1995,adapting materialized views after redefinitions,"a gupta , i mumick , k ross"
1540,1998,bridging heterogeneity : research and practice of database middleware technology,"f rezende , g sauter"
1541,1995,broadcast disks : data management for asymmetric communications environments,"s acharya , r alonso , m franklin , s zdonik"
1542,1998,heterogeneous database query optimization in db2 universal datajoiner,"s venkataraman , t zhang"
1543,1995,an effective hash based algorithm for mining association rules,"j park , m chen , p yu"
1544,1998,a database system for real-time event aggregation in telecommunication,"j baulier , s blott , h korth , a silberschatz"
1545,1995,"fastmap : a fast algorithm for indexing , data-mining and visualization of traditional and multimedia datasets","c faloutsos , k lin"
1546,1995,dynamic resource brokering for multi-user query execution,"d davison , g graefe"
1547,1998,architecture of oracle parallel server,"r bamford , d butler , b klots , n macnaughton"
1548,1998,checkpointing in oracle,"a joshi , w bridge , j loaiza , t lahiri"
1549,1995,applying update streams in a soft real-time database system,"b adelberg , h garcia-molina , b kao"
1550,1995,balancing histogram optimality and practicality for query result size estimation,"y ioannidis , v poosala"
1551,1998,from data independence to knowledge independence : an on-going story,l vieille
1552,1998,dtl 's dataspot : database exploration using plain language,"s dar , g entin , s geva , e palmon"
1553,1995,enhancing database correctness : a statistical approach,"w hou , z zhang"
1554,1998,resource scheduling for composite multimedia objects,"m garofalakis , y ioannidis , b жzden"
1555,1995,copy detection mechanisms for digital documents,"s brin , j davis , h garcia-molina"
1556,1998,performance measurements of tertiary storage devices,"t johnson , e miller"
1557,1995,a database interface for file updates,"s abiteboul , s cluet , t milo"
1558,1998,incremental maintenance for materialized views over semistructured data,"s abiteboul , j mchugh , m rys , v vassalos , j wiener"
1559,1995,fault tolerant design of multimedia servers,"s berson , l golubchik , r muntz"
1560,1998,proximity search in databases,"r goldman , n shivakumar , s venkatasubramanian , h garcia-molina"
1561,1995,efficient maintenance of materialized mediated views,"j lu , g moerkotte , j schќ , v subrahmanian"
1562,1995,carnot and infosleuth : database technology and the world wide web,"d woelk , w bohrer , n jacobs , k ong , c tomlinson , c unnikrishnan"
1563,1998,technology and the future of commerce and finance ( abstract ),d shaw
1564,1998,active storage for large-scale data mining and multimedia,"e riedel , g gibson , c faloutsos"
1565,1995,high availability of commercial applications,k ivinskis
1566,1995,enterprise transaction processing on windows nt,g hope
1567,1998,a single pass computing engine for interactive analysis of vldbs,t mihalisin
1568,1998,dms : a parallel data mining server,f george
