entity_id,item_name,product_features,sale_price
951,nintendo ds lite onyx black portable gaming system ndsusgskb,nintendo ds lite onyx black portable gaming system ndsusgskb dual 3 ' tft color lcd touchscreens slimmer design dual slot compatibility ( ds lite/game boy advance game paks ) twin ultra bright lcd screens up to 19 hours continuous gameplay nintendo wi-fi connection impressive 3d graphics dual stereo speakers onyx black finish,139.0
952,nintendo ds lite metallic silver portable gaming system ndsusgsvb,nintendo ds lite metallic silver portable gaming system ndsusgsvb dual 3 ' tft color lcd touchscreens slimmer design dual slot compatibility ( ds lite/game boy advance game paks ) twin ultra bright lcd screens up to 19 hours continuous gameplay nintendo wi-fi connection impressive 3d graphics dual stereo speakers metallic silver finish,139.0
953,nintendo ds lite metallic rose portable gaming system ndsusgszpb,nintendo ds lite metallic rose portable gaming system ndsusgszpb dual 3 ' tft color lcd touchscreens slimmer design dual slot compatibility ( ds lite/game boy advance game paks ) twin ultra bright lcd screens up to 19 hours continuous gameplay nintendo wi-fi connection impressive 3d graphics dual stereo speakers metallic rose finish,139.0
954,case logic vertical universal leather blackberry case clp104bb,case logic vertical universal leather blackberry case clp104bb 360 degree swivel belt clip magnetic closure soft internal lining expandable elastic sides compatible with most blackberrys leather fabric black finish,15.0
955,sony blu-ray disc player bdps550,sony blu-ray disc player bdps550 decode dolby truehd and dts hd internally full hd 1080 video output 24p true cinema dvd upscaling to 1080p via hdmi bravia theatre sync ( hdmi-cec ) bd/dvd/cd playback and avchd with x.v. color output dolby digital plus decoding backlit remote glass front finish,
956,nintendo ds lite crimson/black portable gaming system ndsusgsrmkb,nintendo ds lite crimson/black portable gaming system ndsusgsrmkb dual 3 ' tft color lcd touchscreens slimmer design dual slot compatibility ( ds lite/game boy advance game paks ) twin ultra bright lcd screens up to 19 hours continuous gameplay nintendo wi-fi connection impressive 3d graphics dual stereo speakers crimson/black finish,139.0
957,blueant bluetooth voice control headset v1,blueant bluetooth voice control headset v1 voice control user interface voice isolation technology dual microphones pairs with up to 8 bluetooth devices up to 5 hours talk-time 3 charging options,119.0
958,netgear prosafe 5 port gigabit ethernet desktop switch gs105na,netgear prosafe 5 port gigabit ethernet desktop switch gs105na auto-switching ethernet connection supports windows and macintosh platforms dual color leds autouplink technology compact metal case fanless design plug-and-play installation,55.0
959,jabra bluetooth headset bt2070,"jabra bluetooth headset bt2070 up to 5.5 hours talk time up to 200 hours standby time earhook included bluetooth 2.0 + edr & esco technology auto-pairing discreet light answer/end , redial and voice dial features usb micro-b , 5-pin charging plug",49.0
960,canon printer black ink cartridge cli221blk,"canon printer black ink cartridge cli221blk fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",
961,canon printer gray ink cartridge cli221gry,"canon printer gray ink cartridge cli221gry fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",
962,canon printer yellow ink cartridge cli221yel,"canon printer yellow ink cartridge cli221yel fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",
963,canon printer ink cartridge 4 colors pack 2946b004,"canon printer ink cartridge 4 colors pack 2946b004 fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980 includes 4 ink tanks ( black , cyan , magenta , yellow )",47.0
964,canon pixma photo all-in-one printer mp480,"canon pixma photo all-in-one printer mp480 high performance printer , copier and scanner 1.8 ' tft display maximum 2400 x 4800 color dpi smart scanning quick start built-in media card slot energy star qualified",99.0
965,sanus 30 ' 58 ' visionmount flat panel tv black tilting wall mount lt25b1,sanus 30 ' 58 ' visionmount flat panel tv black tilting wall mount lt25b1 lateral shift adjustment virtual axis height and level adjustments clickstand clickfit system open wall plate black finish,199.0
966,apple ipod nano gray armband mb769ga,apple ipod nano gray armband mb769ga compatible with 4th generation ipod nano has space for the nike + ipod sport kit receiver gray finish,29.0
967,samsung black blu-ray disc player bdp2500,"samsung black blu-ray disc player bdp2500 full hd 1080p bd live 2.0 ready netflix instant streaming ready ethernet and usb for firmware upgrades dolby digital plus , dolby digital true-hd dts-hd upgradable hdmi-cec ( anynet + ) usb 2.0 black finish",
968,kensington combosaver ultra combination notebook lock k64516us k64516us,kensington combosaver ultra combination notebook lock k64516us steel composite cable with carbon tempered steel core built-in defense system t-bar lock easy to install,39.0
969,escort passport 9500ix radar detector 9500ix,escort passport 9500ix radar detector 9500ix pre-loaded with thousands of saftey camera locations 360 degree radar & laser protection completely undetectable to all detector scanners variable-speed radar performance gps-powered truelock filter autolearn feature speed alert crystal-clear voice alerts 80 led matrix blue display 5 levels of brightness control black finish,503.95
970,logitech white v470 cordless laser mouse for apple notebooks 910000692,logitech white v470 cordless laser mouse for apple notebooks 910000692 laser precision side-to-side scrolling plus zoom bluetooth wireless technology protective pouch battery life indicator white finish,49.0
971,samsung s3 black multimedia player yps3jab,samsung s3 black multimedia player yps3jab 4 gb internal flash memory 1.8 ' tft lcd display touch-sensitive led controls multi-formats support dnse 2.0 sound engine fm tuner and recorder with presets up to 25 hours audio playback up to 4 hours video playback black finish,
972,logitech black v450 nano cordless laser mouse for notebooks 910000619,logitech black v450 nano cordless laser mouse for notebooks 910000619 laser precision side-to-side scrolling plus zoom advanced 2.4 ghz wireless connection storable nano reciever 12 months battery life with indicator light black finish,49.0
973,logitech black v220 cordless optical mouse for notebooks 910000153,logitech black v220 cordless optical mouse for notebooks 910000153 ergonomic design with soft rubber grips extended battery life mini-receiver snaps onto mouse turning it off high-definition optical technology side-to-side plus zoom black finish,29.0
974,sony vaio lv series silver all-in-one desktop computer vgclv140j,sony vaio lv series silver all-in-one desktop computer vgclv140j 2.53 ghz intel core 2 duo e7200 processor 4gb memory built-in 1.3 mp motion eye camera and microphone 320gb serial ata hard drive 24 ' xbrite-full hd lcd integrated stereo a2dp bluetooth technology two built-in 5.5 watt stereo speakers microsoft windows vista home premium 64-bit silver finish,
975,sony vaio lv series silver all-in-one desktop computer vgclv150j,sony vaio lv series silver all-in-one desktop computer vgclv150j 2.53 ghz intel core 2 duo e7200 processor 4gb memory built-in 1.3 mp motion eye camera and microphone 500gb serial ata hard drive 24 ' xbrite-full hd lcd integrated stereo a2dp bluetooth technology two built-in 5.5 watt stereo speakers microsoft windows vista home premium 64-bit silver finish,1899.0
976,sony vaio rt series black all-in-one desktop computer vgcrt150y,sony vaio rt series black all-in-one desktop computer vgcrt150y 2.66 ghz intel core 2 quad q9400 processor 8gb memory built-in compactflash media slot 1tb serial ata hard drive 25.5 ' xbrite-full hd lcd integrated stereo a2dp bluetooth technology 6mb l2 cache microsoft windows vista ultimate 64-bit black finish,3999.0
977,logitech mx air rechargeable cordless air mouse 931633,logitech mx air rechargeable cordless air mouse 931633 laser-precise tracking and instant response freespace motion sensing scroll panel easy control of pc-based entertainment gesture controls li-ion battery 2.4 ghz wireless black finish,149.0
978,canon black leather case 3528b001,canon psc-4000 black leather case 3528b001 genuine leather case designed for the powershot sx10 is black finish,
979,denon black blu-ray disc dvd-cd player dvd1800bd,denon black blu-ray disc dvd-cd player dvd1800bd 1080p high resolution via hdmi dolby truehd dolby digital plus dts-hd master audio digital noise reduction remote control black finish,
980,apple macbook 2.4 ghz intel core 2 duo silver notebook computer mb467lla,apple macbook 2.4 ghz intel core 2 duo silver notebook computer mb467lla 2.4 ghz intel core 2 duo processor 250gb 5400-rpm serial ata hard drive 13 ' led-backlit glossy widescreen display built-in isight camera built-in airport extreme wi-fi and bluetooth nvidia geforce 9400m graphics processor extended desktop and video mirroring multi-touch trackpad 60w magsafe power adapter mini displayport mac os x v10 .5 leopard silver finish,1599.0
981,apple macbook pro 2.4 ghz intel core 2 duo silver notebook computer mb470lla,apple macbook pro 2.4 ghz intel core 2 duo silver notebook computer mb470lla 2.4 ghz intel core 2 duo processor 250gb 5400-rpm serial ata hard drive 15.4 ' led-backlit glossy widescreen display built-in isight camera built-in airport extreme wi-fi and bluetooth nvidia geforce 9600m gt graphics processor dual display and video mirroring multi-touch trackpad 85w magsafe power adapter mini displayport mac os x v10 .5 leopard silver finish,1999.0
982,apple macbook pro 2.53 ghz intel core 2 duo silver notebook computer mb471lla,apple macbook pro 2.53 ghz intel core 2 duo silver notebook computer mb471lla 2.53 ghz intel core 2 duo processor 320gb 5400-rpm serial ata hard drive 15.4 ' led-backlit glossy widescreen display built-in isight camera built-in airport extreme wi-fi and bluetooth nvidia geforce 9600m gt graphics processor dual display and video mirroring multi-touch trackpad 85w magsafe power adapter mini displayport mac os x v10 .5 leopard silver finish,2499.0
983,toshiba 26 ' black lcd hdtv 26av502u,toshiba 26 ' black lcd hdtv 26av502u 720p hd resolutions dynalight dynamic backlight control gaming mode built-in atsc/ntsc/qam digital tuning color temperature control 2 hdmi inputs pc input black finish,
984,sharp aquos blu ray disc player in black and silver bdhp21u,sharp aquos blu ray disc player in black and silver bdhp21u especially designed to work with aquos lcd tvs hdmi output full 1080p hd resolution dolby truehd hdmi up-scaling backwards compatible aquos link function quick start hdmi 1080p 24hz output black and silver finish,299.0
985,panasonic silver 8.1 megapixel digital camera dmcfs3s,panasonic silver 8.1 megapixel digital camera dmcfs3s 8.1-megapixel 33mm lens 3x optical zoom intelligent auto mode 2.5 ' diagonal intelligent lcd mega optical image stabilization intelligent iso control face detection hi-speed burst mode silver finish,
986,samsung 52 ' series 8 lcd black flat panel hdtv ln52a850,"samsung 52 ' series 8 lcd black flat panel hdtv ln52a850 full 1080p ( 1920x1080 ) resolution touch of color auto motion plus 120hz 50,000:1 dynamic contrast ratio 4ms response time srs trusurround xt built-in digital tuner ( atsc/clear qam ) black with red accent finish",
987,canon silver powershot digital camera sd880is,canon silver powershot digital camera sd880is 10 megapixel 4x optical zoom optical image stabilizer 3.0 ' purecolor lcd ii digic 4 image processor face detection self-timer red-eye correction 19 shooting modes print/share button silver finish,
988,sony 8 ' black lcd digital photo frame dpfd80,sony 8 ' black lcd digital photo frame dpfd80 4:3 widescreen lcd display vga 800 x 600 resolution 256 mb internal memory portrait-landscape auto orientation sensor on-off backlit sony logo clock and calendar mode usb and memory card slots remote control black finish,179.99
989,sony 10 ' black lcd digital photo frame dpfd100,sony 10 ' black lcd digital photo frame dpfd100 4:3 widescreen lcd display vga 800 x 600 resolution 256 mb internal memory portrait-landscape auto orientation sensor on-off backlit sony logo clock and calendar mode usb and memory card slots black finish,279.99
990,sharp aquos 52 ' d85u series black lcd flat panel hdtv lc52d85u,"sharp aquos 52 ' d85u series black lcd flat panel hdtv lc52d85u full hd 1080p ( 1920 x 1080 ) resolution 10-bit advanced super view 120hz fine motion enhanced built-in atsc/qam/ntsc tuners 60,000 hours lamp life 10,000:1 dynamic contrast ratio 4ms response time 3-wavelength back-light system black finish",
991,toshiba 22 ' black lcd hdtv 22av500u,toshiba 22 ' black lcd hdtv 22av500u 720p hd display dynalight dynamic backlight control ntsc/atsc/qam built-in tuners 10-bit video processor 60hz video scan rate 3:2 pull-down cinema mode 24fps color temperature control black finish,
992,toshiba 40 ' black flat panel lcd hdtv 40rv525u,toshiba 40 ' black flat panel lcd hdtv 40rv525u 1080p full hd ( 1920 x 1080 ) cinespeed display dynalight dynamic backlight control ntsc/atsc/qam built-in tuners 10-bit video processor 60hz video scan rate 3:2 pull-down cinema mode 24fps color temperature control black finish,
993,canon black ef 70-300mm f/4 -5.6 is usm telephoto zoom lens 0345b002,canon black ef 70-300mm f/4 -5.6 is usm telephoto zoom lens 0345b002 15 elements in 10 groups lens construction 4.9 feet closest focusing distance 6-group helical zoom 58mm filter size black finish,
994,olympus black 10 megapixels digital camera sp565uz,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,
995,coby black 15 ' widescreen flat panel lcd hdtv tftv1514,coby black 15 ' widescreen flat panel lcd hdtv tftv1514 15.4 ' tft lcd color display dual atsc/ntsc tuners av input jacks 15-pin vga interface full-range stereo speakers v-chip parental control closed-caption electronic program guide multi-language on-screen display black finish,
996,sharp aquos black blu-ray disc player bdhp50u,"sharp aquos black blu-ray disc player bdhp50u full 1080/24p resolution bd-rom profile 1.1 and bd-live support hdmi version 1.3 output x.v.color dolby digital plus , dolby true hd and dts-hd decoding aquos link function 192khz/24-bit audio d/a converter upconverting video signals to 720p , 1080i or 1080p with 4,096 steps of gradation using hdmi black finish",399.0
997,canon pink 8.0 megapixel powershot digital camera sd1100isp,canon pink 8.0 megapixel powershot digital camera sd1100isp 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology melody pink finish,178.0
998,apple usb power adapter mb352llb,apple usb power adapter mb352llb compact convenient charges the ipod anywhere without a computer compatible with any ipods and iphone with a dock connector white finish,29.0
999,panasonic dect 6.0 2-line digital expandable corded/cordless phone system kxtg9391t,panasonic dect 6.0 2-line digital expandable corded/cordless phone system kxtg9391t dect 6.0 digital technology ( 1.9 ghz frequency ) expandable up to 6 total handsets wifi friendly digital answering system 50 number caller id memory 100 number phonebook digital speakerphone on handset and base light-up indicator with ringer alert white backlit 3-line lcd black finish,179.0
1000,panasonic blue 8.1 megapixel digital camera dmcfs3a,panasonic blue 8.1 megapixel digital camera dmcfs3a 8.1 megapixel 33mm lens 3x optical zoom intelligent auto mode 2.5 ' diagonal intelligent lcd mega optical image stabilization intelligent iso control face detection hi-speed burst mode blue finish,
1001,canon black 21.1 megapixel eos digital slr camera body eos5dmarkiibody,canon black 21.1 megapixel eos digital slr camera body eos5dmarkiibody 21.1 megapixel 3.0 ' clear view lcd monitor hd video shooting digic 4 image processor live view mode self cleaning sensor unit dust delete data detection anti-reflective and scratch-resistant coatings lens not included black finish,2699.0
1002,canon ef 75-300mm f/4 -5.6 iii telephoto zoom lens 6473a003,canon ef 75-300mm f/4 -5.6 iii telephoto zoom lens 6473a003 13 elements in 9 groups lens construction 58mm filter size black finish,246.0
1003,netgear prosafe 24-port gigabit rackmount switch with 2 sfp slots jgs524f,"netgear prosafe 24-port gigabit rackmount switch jgs524f 24 10/100 / 1000 mbps ports automatic speed full/half-duplex sensing auto uplink two hot-swappable small form factor pluggable gbic slots up to 48 gbps of switching capacity compatible with pc , macintosh , linux , and unix operating systems",
1004,sony memory stick pro duo adapter for compactflash slot admscf1,sony memory stick pro duo adapter for compactflash slot admscf1 for compact flash slots flexibility to use memory stick duo with sony ( alpha ) dslr cameras,
1005,altec lansing inmotion max ipod/iphone portable audio system imt702,altec lansing inmotion max ipod/iphone portable audio system imt702 crystal-clear sound powerful bass fm radio with amber lcd expanded sound stage enhanced remote interference free rechargeable battery auxiliary input black finish,
1006,case-mate carbon fiber black leather case for iphone 3g iph3gcbcf,case-mate carbon fiber black leather case for iphone 3g iph3gcbcf ultra rare and luxurious leather impact resistant molded shell precise cutouts easy access to all controls screen protection included black finish,
1007,lg white xl load capacity electric dryer dle0442wh,lg white xl load capacity electric dryer dle0442wh 7.3 cu . ft. capacity sensor dry system 9 drying programs 5 temperature levels precise temperature control with a variable heat source drying rack upfront electronic control with dial-a-cycle porcelain top lodecibel quiet operation white finish,
1008,griffin black iphone 3g clarifi protective case with built-in close-up lens 8245ip2mgnfi,griffin black iphone 3g clarifi protective case with built-in close-up lens 8245ip2mgnfi protective polycarbonate case close-up lens focuses close for incredible detail lens slides in place for close-ups no adapters or small pieces to lose black finish ( iphone not included ),34.0
1009,canon black bp-808 camcorder battery pack 2740b002,"canon black bp-808 camcorder battery pack 2740b002 compatible with dual flash memory , flash memory and hard disk drive camcorders black finish",
1010,panasonic black hi-definition camcorder starter kit vbgvbb1strkit,panasonic black hi-definition camcorder starter kit vbgvbb1strkit case has internal compartments and a shoulder strap 1320mah rechargeable lithium-ion battery black finish,
1011,panasonic dect 6.0 pearl silver expandable digital cordless phone system kxtg6313s,panasonic dect 6.0 pearl silver expandable digital cordless phone system kxtg6313s 3 handsets up to 6 multi-handset capability dect 6.0 technology ringer id call waiting caller id voicemail hold mute clock alarm led lighting night mode speakerphone 11 days standby 5 hours talk time pearl silver finish,69.0
1012,logitech dinovo edge keyboard mac edition 920000924,logitech dinovo edge keyboard mac edition 920000924 perfectstroke key system innovative touchdisc charging base optimized mac layout bluetooth wireless technology 38 mm circular touch pad with horizontal and vertical scrolling,159.0
1013,logitech quickcam vision pro for mac 960000254,logitech quickcam vision pro for mac 960000254 carl zeiss optics premium autofocus 720p high-quality images ( 1600 x 1200 ) 2 megapixel sensor rightlight 2 technology integrated microphone 30 frames per second universal monitor clip,129.0
1014,canon digital eos rebel xs starter kit 9320a010,"canon digital eos rebel xs starter kit 9320a010 includes digital gadget bag 200dg , battery pack nb-2lh , 58mm uv haze filter",
1015,canon 2gb sd secure digital card 3505b001,canon 2gb sd secure digital card 3505b001 compatible with all digital cameras and devices that accept sd cards,
1016,sony vaio js series black all-in-one desktop computer vgcjs130jb,sony vaio js series black all-in-one desktop computer vgcjs130jb 2.5 ghz intel pentium dual-core processor e5200 20.1 ' ( 1680 x 1050 ) widescreen wsxga + xbrite-hicolor technology display 500gb serial ata 7200rpm hard drive built-in 1.3 megapixel motion eye camera and microphone with face-tracking technology 4gb pc2-6400 ( 2gbx2 ) installed memory 800mhz front side bus speed 2mb l2 cache genuine microsoft windows vista home premium 64-bit black finish,1099.0
1017,sharp aquos 42 ' black lcd hdtv lc42d85u,"sharp aquos 42 ' black lcd hdtv lc42d85u full hd 1080p ( 1920 x 1080 ) resolution aquos link 120hz fine motion enhanced built-in atsc/qam/ntsc tuners 60,000 hours lamp life 4ms response time hdmi inputs black finish",
1018,linksys dual-band wireless-n gaming adapter wga600n,"linksys dual-band wireless-n gaming adapter wga600n lag-free head-to-head or internet gaming converts wired-ethernet-ready game consoles to wireless-n network connectivity works without drivers on xbox , xbox 360 , playstation2 or 3 and gamecube dynamically changes channels and radio bands ( 2.4 or 5ghz ) works on any platform black finish",89.0
1019,linksys dual-band wireless-n notebook adapter wpc600n,"linksys dual-band wireless-n notebook adapter wpc600n high-speed wireless-n ( draft 802.11 n ) networking mimo technology operates in the 2.4 and 5ghz radio bands connects to wireless-g , b , and a networks",69.0
1020,linksys simultaneous dual-n band wireless router wrt610n,"linksys simultaneous dual-n band wireless router wrt610n internet-sharing router and 4-port gigabit switch built-in dual-band speed and range enhanced wireless access point two simultaneous , separate radio bands wireless-n technology advanced wireless security and spi firewall",179.0
1021,linksys compact wireless-g usb adapter wusb54gc,linksys compact wireless-g usb adapter wusb54gc connects your desktop or notebook to a wireless network at up to 54mbps when used with a usb 2.0 port compatible with wireless-b networks ( at 11mbps ) protected by wpa and up to 128-bit data encryption,39.0
1022,linksys dual-band wireless-n usb network adapter wusb600n,"linksys dual-band wireless-n usb network adapter wusb600n high-speed wireless-n ( draft 802.11 n ) networking mimo technology operates in the 2.4 and 5ghz radio bands connects to wireless-g , b and a networks",69.0
1023,linksys wireless-g internet home monitoring camera wvc54gca,linksys wireless-g internet home monitoring camera wvc54gca sends high-quality live audio and video to your network wirelessly viewable from most web browsers anywhere in the world built-in video stream encoder and stand-alone web server ( no pc necessary ) security mode supports mpeg-4 and mjpeg video at up to 640x480 up to four simultaneous remote users,99.0
1024,danby silhouette 60 cans beverage center dbc2760bls,danby silhouette 60 cans beverage center dbc2760bls 5.0 cu . ft. capacity two independently controlled temperature zones frost free fan forced cooling system tinted tempered glass doors precise digital thermostat with led display cool blue led track lighting system integrated door locks black and stainless steel finish,1000.0
1025,linksys etherfast4116 16-port 10/100 ethernet switch ef4116,linksys etherfast4116 16-port 10/100 ethernet switch ef4116 16 autosensing 10/100 full duplex auto mdi/mdi-x ports run blazing speeds up to 200mbps address learning and aging and data flow control,79.0
1026,linksys gigabit 5-port workgroup switch eg005w,"linksys gigabit 5-port workgroup switch eg005w five 10/100/1000mbps , half/full duplex , switched ports forwards and filters packets at non-blocking , full wire speed all ports have auto speed negotiation and auto mdi/mdi-x crossover detection supports address learning and aging , 802.3 x flow control and head-of-line blocking prevention",64.0
1027,linksys etherfast10/100 5-port auto-sensing switch ezxs55w,"linksys etherfast10/100 5-port auto-sensing switch ezxs55w 5 port 10/100 autosensing ports with both half and full duplex modes perfect for integrating your 10baset and 100basetx network hardware switched 10/100 ports run at 10mbps , 20mbps , 100mbps up to 200mbps",29.0
1028,linksys etherfast 8-port 10/100 switch ezxs88w,linksys etherfast 8-port 10/100 switch ezxs88w 10/100 dual-speed per-port perfect for optimizing 10baset and 100basetx hardware on the same network speeds of up to 200mbps in full duplex operation eliminate bandwidth constraints and clear up bottlenecks,44.0
1029,irobot robotic floor washer 74249,"irobot robotic floor washer 74249 autonomous robot that washes and scrubs tile , linoleum , or sealed hardwood floors without human intervention rotary scrubber compact design aware sensor technology virtual wall included",299.0
1030,transcend 8gb micro secure digital memory card ts8gusdhc6,transcend 8gb micro secure digital memory card ts8gusdhc6 8gb microsd card with adapter compatible with cell phones and mobile devices with microsd input mechanical write protection switch includes adapter to fit sdcard slot for data transfer sdhc class 6 compliant black finish,39.0
1031,transcend 133x high-speed 8gb compact flash card ts8gcf133,transcend 133x high-speed 8gb compact flash card ts8gcf133 21.5 mb per sec . data transfer rate dual-channel support multi-platform compatibility supports ultra dma mode 0-4 low power consumption,38.0
1032,sony telephoto converter lens vcldh1774,"sony telephoto converter lens vcldh1774 1.7 x magnification made for cyber-shot dsc-h7 , dsc-h9 or dsc-h50 digital cameras aluminum housing black finish",169.99
1033,dlo black hybridshell for iphone 3g dla4010717,"dlo black hybridshell for iphone 3g dla4010717 fusion of crystal-clear polycarbonate hard-shell case plus non-slip silicone accents custom fit ultra-slim scratch and slip protection total access to all controls , dock connector and headset jack designed especially for the iphone 3g surface shield included black finish",24.99
1034,linksys black media center extender dma2100,linksys black media center extender dma2100 works with your windows vista media center pc dual band 802.11 n wireless learning remote included,119.0
1035,audiovox 7 ' acrylic digital photo frame dpf701,"audiovox 7 ' acrylic digital photo frame dpf701 alarm clock 8mb internal memory picture rotation and review sd , mmc , memorystick , xd , compactflash card reader slot calendar black and clear acrylic finish",
1036,flip video f460 black mino hd camcorder f460b,"flip video f460 black mino hd camcorder f460b 60 minutes recording time 4gb internal memory 1.5 ' transflective tft lcd screen internal lithium-ion rechargeable battery smooth multi-step 2x digital zoom touch-sensitive capacitive buttons built-in flip-out usb arm built-in speaker built-in , wide-range , omni-directional microphone",
1037,samsung 2.1 channel bluetooth home theater system htx710t,samsung 2.1 channel bluetooth home theater system htx710t built-in bluetooth wall mountable upscaling dvd player virtual surround sound toc tv matching design 400 watts total power 2.1 channel black finish,
1038,sony bd/dvd home theater system bdvis1000,"sony bd/dvd home theater system bdvis1000 s-air wireless capability xmb ( xross media bar ) graphical user interface precision cinema hd with hdmi upscaler 24p true cinema deep color x.v.color 480i/480p/576i / 576p/720p/1080i / 1080p ( 60hz ) resolution with hdmi dolby digital , dolby digital plus , dolby truehd , dts , dts-hd high resolution , dts-hd master audio , lpcm 2ch , lpcm 6ch , lpcm 8ch decoder with hdmi black finish",999.0
1039,canon printer color ink cartridge cl211,"canon printer color ink cartridge cl211 fine technology for exceptional sharpness and detail new inks improve coloring , color gamut , and color fastness compatible with pixma mp480",20.99
1040,lg washer dryer white stacking kit wstk1,lg washer dryer white stacking kit wstk1 stack dryer on top of the washer free up much-needed space in the laundry room white finish,
1041,transcend 2.5 ' sata solid state disk ts128gssd25sm,transcend 2.5 ' sata solid state disk ts128gssd25sm rohs compliant fully sata i compatible non-volatile flash memory built-in ecc lower power consumption shock resistance used in most notebook computers and mainstream pcs,
1042,skullcandy chops headphones in black chrome hh26skc01,"skullcandy chops headphones in black chrome hh26skc01 15mm speaker hanger anchor design frequency range of 18 ? 20,000 hz 1.2 m cord length 3.5 mm gold plated plug black chrome finish",24.95
1043,sennheiser orange and silver in ear headphones cx380,sennheiser orange and silver in ear headphones cx380 massive sound despite their small size sweat-proof coating noise isolating design dynamic drivers guarantee impressive bass includes ear adapters & carrying case orange & silver finish,79.95
1044,samsung 46 ' series 8 lcd black flat panel hdtv ln46a850,"samsung 46 ' series 8 lcd black flat panel hdtv ln46a850 1920 x 1080p full hd resolution touch of color design pre-loaded content library dlna super slim depth narrow bezel auto motion plus 120hz 50,000:1 dynamic contrast ratio 4ms response time srs trusurround built-in digital tuner ( atsc/clear qam ) black with red accent finish",
1045,logitech cordless desktop mx 5500 revolution keyboard and mouse combination 920000383,logitech cordless desktop mx 5500 revolution keyboard and mouse combination 920000383 cordless laser mouse revolutionary scroll wheel precise click-to-click scrolling rapid charging stand dynamic lcd keyboard display bluetooth wireless technology secureconnect technology black finish,169.0
1046,vmware fusion 2 for mac vmfm20bx2,vmware fusion 2 for mac vmfm20bx2 run windows side-by-side with mac os x without rebooting 3d and high definition video acceleration usb device support multiple display support seamless keyboard mapping embedded antivirus and antispyware protection mac os x leopard integration boot camp support multiple cpu virtual machines,79.0
1047,sanus sc1a black visionmount series ceiling mount for small lcd flat panels sc1ab,sanus sc1a black visionmount series ceiling mount for small lcd flat panels sc1ab fits most 13 ' 26 ' lcd flat panel televisions vesa compatible tv bracket smoothlock technology built-in wire management system 50 lbs capacity black finish,99.99
1048,kensington mini battery pack and charger for iphone and ipod k33442us,"kensington mini battery pack and charger for iphone and ipod k33442us includes retractable usb charging cable high-capacity , rechargeable lithium-ion polymer battery pack led battery meter cap converts into a kickstand black finish",
1049,logitech dinovo edge keyboard windows edition 967685,logitech dinovo edge keyboard windows edition 967685 perfectstroke key system innovative touchdisc charging base bluetooth wireless technology 38 mm circular touch pad with horizontal and vertical scrolling black finish,179.0
1050,panasonic yellow 4gb sdhc memory card rpsdv04gu1k,panasonic yellow 4gb sdhc memory card rpsdv04gu1k class 6 up to 20mb/s read-out or write-in data transfer rate 4gb storage capacity yellow finish,
1051,coby 7 ' black widescreen tft portable dvd cd mp3 player tfdvd7006,"coby 7 ' black widescreen tft portable dvd cd mp3 player tfdvd7006 compact portable design 480 x 240 display resolution 16:9 widescreen tft color display dvd , dvd ± r/rw , cd , cd-r/rw , jpeg and mp3 compatible anti-skip circuitry dolby digital decoder digital and analog av outputs ntsc/pal video system black finish",97.0
1052,sony black hd radio with dock for ipod and iphone xdrs10hdip,sony black hd radio with dock for ipod and iphone xdrs10hdip ipod and iphone dock clear static-free hd digital radio reception fm multicasting no monthly subscription fees backlit lcd display digital tuning clock with alarm time setting wireless remote control stereo speakers with bass reflex sound system black finish,
1053,nikon black coolpix s210 li-ion rechargeable battery enel10,nikon black coolpix s210 li-ion rechargeable battery enel10 compatible with coolpix s series digital cameras black finish,
1054,griffin black tunebuds mobile for ipod and iphone 9410tunbmblb,griffin black tunebuds mobile for ipod and iphone 9410tunbmblb compatible with iphone and ipod three sizes of cushioned silicone earpads high-sensitivity microphone controlmic button earphone cable black finish,
1055,sony vaio fw series black notebook computer vgnfw378jb,sony vaio fw series black notebook computer vgnfw378jb 2.40 ghz intel core 2 duo processor p8600 16.4 ' ( 1920 x 1080 ) xbrite-fullhd widescreen display 320gb serial ata 7200rpm hard drive built-in 1.3 megapixel motion eye camera and microphone 4gb pc2-6400 ( 2gbx2 ) installed memory ( maximum up to 8gb ) 1066mhz front side bus speed 3mb l2 cache blu-ray disc support ( read write 2x max ) genuine microsoft windows vista home premium 64-bit black finish,
1056,sanus 30 ' 50 ' full-motion flat panel tv black wall mount lrf118b1,sanus 30 ' 50 ' full-motion flat panel tv black wall mount lrf118b1 swivel motion low profile virtual axis technology easy access to wires universal mounting brackets black finish,349.0
1057,belkin white switch-to-mac cable f4u001,belkin white switch-to-mac cable f4u001 allows you to seamlessly transfer all your important data eliminates the need to set up a complex network transfers data at usb 2.0 speeds cool led lighting indicates transfer status white finish,
