acm_record_id,venue_name,written_by,paper_title,date_year
1638,international conference on management of data,"brigitte kr &#246; ll , peter widmayer",distributing a search tree among a growing number of processors,1994
1639,international conference on management of data,"hasanat m. dewan , salvatore j. stolfo , mauricio hern &#225; ndez , jae-jun hwang",predictive dynamic load balancing of parallel and distributed rule and query processing,1994
1640,international conference on management of data,"praveen seshadri , miron livny , raghu ramakrishnan",sequence query processing,1994
1641,international conference on management of data,"konstantinos sagonas , terrance swift , david s. warren",xsb as an efficient deductive database engine,1994
1642,international conference on management of data,"william j. mciver , jr. , roger king","self-adaptive , on-line reclustering of complex object data",1994
1643,international conference on management of data,"christos faloutsos , m. ranganathan , yannis manolopoulos",fast subsequence matching in time-series databases,1994
1644,international conference on management of data,"michael j. carey , david j. dewitt , michael j. franklin , nancy e. hall , mark l. mcauliffe , jeffrey f. naughton , daniel t. schuh , marvin h. solomon , c. k. tan , odysseas g. tsatalos , seth j. white , michael j. zwilling",shoring up persistent applications,1994
1645,international conference on management of data,"seth j. white , david j. dewitt",quickstore : a high performance mapped object store,1994
1646,international conference on management of data,"michael j. carey , michael j. franklin , markos zaharioudakis",fine-grained sharing in a page server oodbms,1994
1647,international conference on management of data,"jonathan e. cook , alexander l. wolf , benjamin g. zorn",partition selection policies in object database garbage collection,1994
1648,international conference on management of data,"asuman dogac , budak arpinar , cem evrendilek , cetin ozkan , ilker altintas , ilker durusoy , mehmet altinel , tansel okay , yuksel saygin",metu object-oriented dbms,1994
1649,acm transactions on database systems ( tods ),"marianne winslett , kenneth smith , xiaolei qian",formal query languages for secure relational databases,1994
1650,acm transactions on database systems ( tods ),weidong chen,declarative updates of relational databases,1995
1651,acm transactions on database systems ( tods ),"alexander aiken , joseph m. hellerstein , jennifer widom",static analysis techniques for predicting the behavior of active database rules,1995
1652,international conference on management of data,h. v. jagadish,databases for networks,1994
1653,international conference on management of data,c. mohan,a survey and critique of advanced transaction models,1994
1654,acm transactions on database systems ( tods ),"narayanan krishnakumar , arthur j. bernstein",bounded ignorance : a technique for increasing concurrency in a replicated system,1994
1655,acm transactions on database systems ( tods ),"kenneth j. goldman , nancy lynch",quorum consensus in nested-transaction systems,1994
1656,acm sigmod record,"shan-hoi ng , sheung-lun hung",multigranularity locking in multiple job classes transaction processing system,1995
1657,acm sigmod record,magdy s. hanna,a close look at the ifo data model,1995
1658,acm sigmod record,"hugh darwen , c. j. date",the third manifesto,1995
1659,acm sigmod record,jan jannink,implementing deletion in b + - trees,1995
1660,acm sigmod record,jian zhang,application of oodb and sgml techniques in text database : an electronic dictionary system,1995
1661,acm transactions on database systems ( tods ),h. v. jagadish,the incinerate data model,1995
1662,acm sigmod record,"kamalakar karlapalem , qing li , chung-dak shum",hodfa : an architectural framework for homogenizing heterogeneous legacy databases,1995
1663,acm sigmod record,"asuman dogac , mehmet altinel , cetin ozkan , ilker durusoy",implementation aspects of an object-oriented dbms,1995
1664,international conference on management of data,"m. missikoff , m. toiati",mosaico-a system for conceptual modeling and rapid prototyping of object-oriented database application,1994
1665,international conference on management of data,"eva k &#252; hn , thomas tschernko , konrad schwarz",a language based multidatabase system,1994
1666,international conference on management of data,"r. l. grossman , x. qin",ptool : a scalable persistent object manager,1994
1667,international conference on management of data,"babis theodoulidis , aziz ait-braham , george andrianopoulos , jayant chaudhary , george karvelis , simon sou",the ores temporal database management system,1994
1668,international conference on management of data,wesley p. melling,enterprise information architectures-they 're finally changing,1994
1669,international conference on management of data,"munindar p. singh , christine tomlinson , darrell woelk",relaxed transaction processing,1994
1670,international conference on management of data,"jan flokstra , maurice van keulen , jacek skowronek",the impress ddt : a database design toolbox based on a formal specification language,1994
1671,international conference on management of data,"g. m. bryan , w. e. moore , b. j. curry , k. w. lodge , j. geyer",the medusa project : autonomous data management in a shared-nothing parallel database machine,1994
1672,international conference on management of data,"alexandros biliris , euthimios panagos",eos : an extensible object store,1994
1673,international conference on management of data,"s.-y . hwang , e.-p . lim , h.-r . yang , s. musukula , k. mediratta , m. ganesh , d. clements , j. stenoien , j. srivastava",the myriad federated database prototype,1994
1674,international conference on management of data,"thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",genesys : a system for efficient spatial query processing,1994
1675,international conference on management of data,jos &#233; a. blakeley,open object database management systems,1994
1676,international conference on management of data,"konstantinos sagonas , terrance swift , david s. warren",xsb as a deductive database,1994
1677,international conference on management of data,"r. agrawal , m. carey , c. faloutsos , s. ghosh , m. houtsma , t. imieli &#324; ski , b. iyer , a. mahboob , h. miranda , r. srikant , a. swami",quest : a project on database mining,1994
1678,international conference on management of data,"tiziana catarci , giuseppe santucci",query by diagram : a graphical environment for querying databases,1994
1679,international conference on management of data,"jiawei han , yongjian fu , yue huang , yandong cai , nick cercone",dblearn : a system prototype for knowledge discovery in relational databases,1994
1680,acm sigmod record,h.-j . klein,how to modify sql queries in order to guarantee sure answers,1994
1681,acm sigmod record,anindya datta,research issues in databases for arcs : active rapidly changing data systems,1994
1682,acm sigmod record,corporate object database management group,"response to the odmg-93 commentary written by dr. won kim of unisql , inc.",1994
1683,acm transactions on database systems ( tods ),"henry f. korth , greg speegle",formal aspects of concurrency control in long-duration transaction systems using the nt/pv model,1994
1684,acm sigmod record,"jos &#233; a. blakeley , dan fishman , david lomet , michael stonebraker",the impact of database research on industrial products ( panel ),1994
1685,acm sigmod record,"richard thomas snodgrass , ilsoo ahn , gad ariav , don batory , james clifford , curtis e. dyreson , ramez elmasri , fabio grandi , christian s. jensen , wolfgang k &#228; fer , nick kline , krishna kulkarni , t. y. cliff leung , nikos lorentzos , john f. roddick , arie segev , michael d. soo , suryanarayana m. sripada",announcement-the temporal query language tsql2 final language definition,1994
1686,acm sigmod record,"richard thomas snodgrass , ilsoo ahn , gad ariav , don batory , james clifford , curtis e. dyreson , ramez elmasri , fabio grandi , christian s. jensen , wolfgang k &#228; fer , nick kline , krishna kulkarni , t. y. cliff leung , nikos lorentzos , john f. roddick , arie segev , michael d. soo , suryanarayana m. sripada",a tsql2 tutorial,1994
1687,acm sigmod record,"chim-fu yeung , sheung-lun hung , kam-yiu lam",performance evaluation of a new distributed deadlock detection algorithm,1994
1688,acm sigmod record,xiaolei qian,jumping on the nii bandwagon,1994
1689,acm sigmod record,arbee l. p. chen,database research at nthu and itri,1994
1690,acm sigmod record,"jorge c. g. ramirez , lon a. smith , lynn l. peterson",medical information systems : characterization and challenges,1994
1691,acm sigmod record,jennifer widom,research issues in active database systems : report from the closing panel at ride-ads '94,1994
1692,acm sigmod record,"klemens b &#246; hm , thomas c. rakow",metadata for multimedia documents,1994
1693,acm sigmod record,"dong keun shin , arnold charles meltzer",a new join algorithm,1994
1694,acm sigmod record,martin bertram,data modelling in the large,1994
1695,acm sigmod record,hartmut wedekind,are the terms version and variant orthogonal to one another ?,1994
1696,acm sigmod record,"oscar d &#237; az , arturo jaime , norman w. paton , ghassan al-qaimari",supporting dynamic displays using active rules,1994
1697,acm sigmod record,"andreas geppert , klaus r. dittrich",constructing the next 100 database management systems : like the handyman or like the engineer ?,1994
1698,acm sigmod record,"werner dreyer , angelika kotz dittrich , duri schmidt",research perspectives for time series management systems,1994
1699,acm sigmod record,li yang,a hypertext query language for images,1994
1700,acm sigmod record,"richard thomas snodgrass , ilsoo ahn , gadi ariav , don batory , james clifford , curtis e. dyreson , ramez elmasri , fabio grandi , christian s. jensen , wolfgang k &#228; fer , nick kline , krishna kulkarni , t. y. cliff leung , nikos lorentzos , john f. roddick , arie segev , michael d. soo , suryanarayana m. sripada",tsql2 language specification,1994
1701,acm sigmod record,"peter buneman , leonid libkin , dan suciu , val tannen , limsoon wong",comprehension syntax,1994
1702,acm sigmod record,"niki pissinou , richard thomas snodgrass , ramez elmasri , inderpal s. mumick , tamer &#214; zsu , barbara pernici , arie segev , babis theodoulidis , umeshwar dayal",towards an infrastructure for temporal databases : report of an invitational arpa/nsf workshop,1994
1703,acm sigmod record,"curtis dyreson , fabio grandi , wolfgang k &#228; fer , nick kline , nikos lorentzos , yannis mitsopoulos , angelo montanari , daniel nonen , elisa peressi , barbara pernici , john f. roddick , nandlal l. sarda , maria rita scalas , arie segev , richard thomas snodgrass , mike d. soo , abdullah tansel , paolo tiberio , gio wiederhold",a consensus glossary of temporal database concepts,1994
1704,acm sigmod record,"moira c. norrie , stephen m. blott , hans-j &#246; rg schek , gerhard weikum",the database research group at eth zurich,1994
1705,acm sigmod record,leonard gallagher,influencing database language standards,1994
1706,acm sigmod record,arjan loeffen,text databases : a survey of text models and systems,1994
1707,acm sigmod record,"claudia bauzer medeiros , fatima pires",databases for gis,1994
1708,acm transactions on database systems ( tods ),"christos a. polyzois , h &#233; ctor garc &#237; a-molina",evaluation of remote backup algorithms for transaction-processing systems,1994
1709,acm transactions on database systems ( tods ),"panos k. chrysanthis , krithi ramamritham",synthesis of extended transaction models using acta,1994
1710,acm sigmod record,marianne winslett,progress on hpcc and nii,1994
1711,acm transactions on database systems ( tods ),"stefano ceri , piero fraternali , stefano paraboschi , letizia tanca",automatic generation of production rules for integrity maintenance,1994
1712,international conference on management of data,"simon gibbs , christian breiteneder , dennis tsichritzis",data modeling of time-based media,1994
1713,international conference on management of data,"steven berson , shahram ghandeharizadeh , richard muntz , xiangyu ju",staggered striping in multimedia information systems,1994
1714,international conference on management of data,"jason tsong-li wang , gung-wei chirn , thomas g. marr , bruce shapiro , dennis shasha , kaizhong zhang",combinatorial pattern discovery for scientific data : some preliminary results,1994
1715,international conference on management of data,"inderpal singh mumick , hamid pirahesh",implementation of magic-sets in a relational database system,1994
1716,international conference on management of data,"yannis e. ioannidis , yezdi lashkari",incomplete path expressions and their disambiguation,1994
1717,international conference on management of data,"luis gravano , h &#233; ctor garc &#237; a-molina , anthony tomasic",the effectiveness of gioss for the text database discovery problem,1994
1718,international conference on management of data,"chungmin melvin chen , nick roussopoulos",adaptive selectivity estimation using query feedback,1994
1719,international conference on management of data,"richard l. cole , goetz graefe",optimization of dynamic query evaluation plans,1994
1720,international conference on management of data,"hui-i hsiao , ming-syan chen , philip s. yu",on parallel execution of multiple pipelined hash joins,1994
1721,international conference on management of data,"arun swami , k. bernhard schiefer",estimating page fetches for index scans with finite lru buffers,1994
1722,international conference on management of data,"ming-ling lo , chinya v. ravishankar",spatial joins using seeded trees,1994
1723,international conference on management of data,"thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",multi-step processing of spatial joins,1994
1724,international conference on management of data,"chris nyberg , tom barclay , zarka cvetanovic , jim gray , dave lomet",alphasort : a risc machine sort,1994
1725,international conference on management of data,"hwee hwa pang , michael j. carey , miron livny",managing memory for real-time queries,1994
1726,international conference on management of data,"radek vingralek , yuri breitbart , gerhard weikum",distributed file organization with scalable cost/performance,1994
1727,international conference on management of data,"jim gray , prakash sundaresan , susanne englert , ken baclawski , peter j. weinberger",quickly generating billion-record synthetic databases,1994
1728,acm sigmod record,"ramesh jain , arun hampapur",metadata in video databases,1994
1729,acm sigmod record,"yasushi kiyoki , takashi kitagawa , takanari hayama",a metadatabase system for semantic image search by a mathematical model of meaning,1994
1730,acm sigmod record,"jean t. anderson , michael stonebraker",sequoia 2000 metadata schema for satellite images,1994
1731,acm sigmod record,"william i. grosky , farshad fotouhi , ishwar k. sethi , bogdan capatina",using metadata for the intelligent browsing of structured media objects,1994
1732,acm sigmod record,"ulrike glavitsch , peter sch &#228; uble , martin wechsler",metadata for integrating speech documents in a text retrieval system,1994
1733,acm sigmod record,"francine chen , marti hearst , julian kupiec , jan pedersen , lynn wilcox",metadata for mixed-media access,1994
1734,acm sigmod record,"tom barclay , robert barnes , jim gray , prakash sundaresan",loading databases using dataflow parallelism,1994
1735,acm sigmod record,"nelson mattos , linda g. demichiel",recent design trade-offs in sql3,1994
1736,acm sigmod record,bill rosenblatt,unix rdbms : the next generation what are the unix relational-database vendors doing to survive in the next generation of client/server environments,1994
1737,international conference on management of data,"daniel barbar &#225; , tomasz imieli &#324; ski",sleepers and workaholics : caching strategies in mobile environments,1994
1738,international conference on management of data,"yixiu huang , prasad sistla , ouri wolfson",data replication for mobile computers,1994
1739,international conference on management of data,"tomasz imielinski , s. viswanathan , b. r. badrinath",energy efficient indexing on air,1994
1740,international conference on management of data,ilsoo ahn,sigmod challenges paper : database issues in telecommunications network management,1994
1741,international conference on management of data,"a. biliris , s. dar , n. gehani , h. v. jagadish , k. ramamritham",asset : a system for supporting extended transactions,1994
1742,international conference on management of data,"c. mohan , inderpal narang",aries/csa : a method for database recovery in client-server architectures,1994
1743,international conference on management of data,"aidong zhang , marian nodine , bharat bhargava , omran bukhres",ensuring relaxed atomicity for flexible transactions in multidatabase systems,1994
1744,acm sigmod record,"ashish gupta , venky harinarayan , anand rajaraman",virtual database technology,1997
1745,acm sigmod record,"s. conrad , b. eaglestone , w. hasselbring , m. roantree , m. sch &#246; hoff , m. str &#228; ssler , m. vermeer , f. saltor",research issues in federated database systems : report of efdbs '97 workshop,1997
1746,acm sigmod record,"sushil jajodia , daniel barbar &#225; , alex brodsky , larry kerschberg , ami motro , edgar sibley , x. sean wang",information systems research at george mason university,1997
1747,acm sigmod record,"jim gray , goetz graefe","the five-minute rule ten years later , and other computer storage rules of thumb",1997
1748,acm sigmod record,"robert a. nado , scott b. huffman",extracting entity profiles from semistructured information spaces,1997
1749,acm sigmod record,"jason mchugh , jennifer widom",integrating dynamically-fetched external information into a dbms for semistructured data,1997
1750,acm sigmod record,"r. mcclatchey , g. vossen",workshop on workflow management in scientific and engineering applications-report,1997
1751,acm sigmod record,"svetlozer nestorov , serge abiteboul , rajeev motwani",inferring structure in semistructured data,1997
1752,acm sigmod record,dan suciu,management of semistructured data,1997
1753,acm sigmod record,"brigitta k &#246; nig-ries , peter c. lockermann","research in databases and data-intensive applications : computer science dept. and fiz , university of karlsruhe",1997
1754,acm sigmod record,"paolo atzeni , giansalvatore mecca , paolo merialdo",semistructured and structured data in the web : going back and forth,1997
1755,acm sigmod record,"naveen ashish , craig a. knoblock",wrapper generation for semi-structured internet sources,1997
1756,acm sigmod record,"avi silberschatz , stan zdonik",database systems-breaking out of the box,1997
1757,acm sigmod record,"nenad a. jukic , susan v. vrbsky",asserting beliefs in mls relational models,1997
1758,acm sigmod record,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",lore : a database management system for semistructured data,1997
1759,acm sigmod record,"krithi ramamritham , nandit soparkar",report on dart ' 96 : databases : active and real-time ( concepts meet practice ),1997
1760,acm sigmod record,arnon rosenthal,where will object technology drive data administration ?,1998
1761,acm sigmod record,philip a. bernstein,repositories and object oriented databases,1998
1762,acm sigmod record,jiawei han,towards on-line analytical mining in large databases,1998
1763,acm sigmod record,"franz baader , manfred a. jeusfeld , werner nutt",intelligent access to heterogeneous information sources : report on the 4th workshop on knowledge representation meets databases,1997
1764,acm sigmod record,"vassilis j. tsotras , christian s. jensen , richard thomas snodgrass",an extensible notation for spatiotemporal index queries,1998
1765,acm sigmod record,"chialin chang , anurag acharya , alan sussman , joel saltz",t2 : a customizable parallel database for multi-dimensional data,1998
1766,acm sigmod record,"pinar koksal , sena nural arpinar , asuman dogac",workflow history management,1998
1767,acm sigmod record,frank manola,towards a richer web object model,1998
1768,acm sigmod record,nick roussopoulos,materialized views and data warehouses,1998
1769,acm sigmod record,"bradley f. burton , victor w. marek",applications of java programming language to database management,1998
1770,acm sigmod record,"stella gatziu , arne koschel , g &#252; nter von b &#252; ltzingsloewen , hans fritschi",unbundling active functionality,1998
1771,acm sigmod record,"chan man kuok , ada fu , man hon wong",mining fuzzy association rules in databases,1998
1772,acm sigmod record,"peter dadam , wolfgang klas",the database and information system research group at the university of ulm,1997
1773,acm sigmod record,akmal b. chaudhri,workshop report on experiences using object data management in the real-world,1998
1774,acm sigmod record,"ron musick , chris miller",report on the second ieee metadata conference ( metadata ' 97 ),1998
1775,acm sigmod record,praveen seshadri,predator : a resource for database research,1998
1776,international conference on management of data,"sophie cluet , claude delobel , j &#233; r &#466; me sim &#233; on , katarzyna smaga",your mediators need data conversion !,1998
1777,international conference on management of data,"k. v. ravi kanth , divyakant agrawal , ambuj singh",dimensionality reduction for similarity searching in dynamic databases,1998
1778,international conference on management of data,"thomas seidl , hans-peter kriegel",optimal multi-step k-nearest neighbor search,1998
1779,international conference on management of data,"stefan berchtold , christian b &#246; hm , hans-peter kriegal",the pyramid-technique : towards breaking the curse of dimensionality,1998
1780,international conference on management of data,"tolga urhan , michael j. franklin , laurent amsaleg",cost-based query scrambling for initial delays,1998
1781,international conference on management of data,"bj &#246; rn t. j &#243; nsson , michael j. franklin , divesh srivastava",interaction of query evaluation and buffer management for information retrieval,1998
1782,international conference on management of data,"navin kabra , david j. dewitt",efficient mid-query re-optimization of sub-optimal query execution plans,1998
1783,international conference on management of data,"rakesh agrawal , johannes gehrke , dimitrios gunopulos , prabhakar raghavan",automatic subspace clustering of high dimensional data for data mining applications,1998
1784,international conference on management of data,"roberto j. bayardo , jr.",efficiently mining long patterns from databases,1998
1785,international conference on management of data,"sudipto guha , rajeev rastogi , kyuseok shim",cure : an efficient clustering algorithm for large databases,1998
1786,international conference on management of data,"mitch cherniack , stan zdonik",changing the rules : transformations for rule-based optimizers,1998
1787,international conference on management of data,leonidas fegaras,query unnesting in object-oriented databases,1998
1788,international conference on management of data,"jun rao , kenneth a. ross",reusing invariants : a new strategy for correlated queries,1998
1789,international conference on management of data,"takahiko shintani , masaru kitsuregawa",parallel mining algorithms for generalized association rules with classification hierarchy,1998
1790,international conference on management of data,"raymond t. ng , laks v. s. lakshmanan , jiawei han , alex pang",exploratory mining and pruning optimizations of constrained associations rules,1998
1791,international conference on management of data,"dick tsur , jeffrey d. ullman , serge abiteboul , chris clifton , rajeev motwani , svetlozar nestorov , arnon rosenthal",query flocks : a generalization of association-rule mining,1998
1792,international conference on management of data,"chee-yong chan , yannis e. ioannidis",bitmap index design and evaluation,1998
1793,international conference on management of data,"surajit chaudhuri , vivek narasayya",autoadmin what-if index analysis utility,1998
1794,international conference on management of data,"phillip b. gibbons , yossi matias",new sampling-based summary statistics for improving approximate query answers,1998
1795,international conference on management of data,"sunita sarawagi , shiby thomas , rakesh agrawal",integrating association rule mining with relational database systems : alternatives and implications,1998
1796,international conference on management of data,"soumen chakrabarti , byron dom , piotr indyk",enhanced hypertext categorization using hyperlinks,1998
1797,international conference on management of data,"subbu n. subramanian , shivakumar venkataraman",cost-based optimization of decision support queries using transient-views,1998
1798,international conference on management of data,brad adelberg,nodose-a tool for semi-automatically extracting structured and semistructured data from text documents,1998
1799,international conference on management of data,"svetlozar nestorov , serge abiteboul , rajeev motwani",extracting schema from semistructured data,1998
1800,international conference on management of data,"prasad m. deshpande , karthikeyan ramasamy , amit shukla , jeffrey f. naughton",caching multidimensional queries using chunks,1998
1801,international conference on management of data,"yihong zhao , prasad m. deshpande , jeffrey f. naughton , amit shukla",simultaneous optimization and evaluation of multiple dimensional queries,1998
1802,international conference on management of data,"g &#237; sli r. hjaltason , hanan samet",incremental distance join algorithms for spatial databases,1998
1803,international conference on management of data,"yannis kotidis , nick roussopoulos",an alternative storage organization for rolap aggregate views based on cubetrees,1998
1804,international conference on management of data,"st &#233; phane grumbach , philippe rigaux , luc segoufin",the dedale system for complex spatial queries,1998
1805,international conference on management of data,"apostolos n. papadopoulos , yannis manolopoulos",similarity query processing using disk arrays,1998
1806,international conference on management of data,re &#233; e j. miller,using schematically heterogeneous structures,1998
1807,international conference on management of data,william w. cohen,integration of heterogeneous databases without common domains using queries based on textual similarity,1998
1808,international conference on management of data,"timothy griffin , richard hull",a framework for implementing hypothetical queries,1997
1809,international conference on management of data,"michael j. carey , donald kossmann",on saying enough already ! in sql,1997
1810,international conference on management of data,"sergey brin , rajeev motwani , jeffrey d. ullman , shalom tsur",dynamic itemset counting and implication rules for market basket data,1997
1811,international conference on management of data,"andrea c. arpaci-dusseau , remzi h. arpaci-dusseau , david e. culler , joseph m. hellerstein , david a. patterson",high-performance sorting on networks of workstations,1997
1812,international conference on management of data,"eui-hong han , george karypis , vipin kumar",scalable parallel data mining for association rules,1997
1813,international conference on management of data,"sergey brin , rajeev motwani , craig silverstein",beyond market baskets : generalizing association rules to correlations,1997
1814,international conference on management of data,"m. livny , r. ramakrishnan , k. beyer , g. chen , d. donjerkovic , s. lawande , j. myllymaki , k. wenger",devise : integrated querying and visual exploration of large datasets,1997
1815,international conference on management of data,"flip korn , h. v. jagadish , christos faloutsos",efficiently supporting ad hoc queries in large datasets of time sequences,1997
1816,international conference on management of data,"michael j. carey , david j. dewitt , jeffrey f. naughton , mohammad asgarian , paul brown , johannes e. gehrke , dhaval n. shah",the bucky object-relational benchmark,1997
1817,international conference on management of data,"joachen doppelhammer , thomas h &#246; ppler , alfons kemper , donald kossmann",database performance in the real world : tpc-d and sap r/3,1997
1818,international conference on management of data,"yihong zhao , prasad m. deshpande , jeffrey f. naughton",an array-based algorithm for simultaneous multidimensional aggregates,1997
1819,international conference on management of data,"brad adelberg , hector garcia-molina , jennifer widom",the strip rule system for efficiently maintaining derived data,1997
1820,international conference on management of data,"swarup acharya , michael franklin , stanley zdonik",balancing push and pull for data broadcast,1997
1821,international conference on management of data,"joseph m. hellerstein , peter j. haas , helen j. wang",online aggregation,1997
1822,international conference on management of data,"luis gravano , chen-chuan k. chang , h &#233; ctor garc &#237; a-molina , andreas paepcke",starts : stanford proposal for internet meta-searching,1997
1823,international conference on management of data,"r. j. bayardo , jr. , w. bohrer , r. brice , a. cichocki , j. fowler , a. helal , v. kashyap , t. ksiezyk , g. martin , m. nodine , m. rashid , m. rusinkiewicz , r. shea , c. unnikrishnan , a. unruh , d. woelk",infosleuth : agent-based semantic integration of information in open and dynamic environments,1997
1824,international conference on management of data,"latha s. colby , akira kawaguchi , daniel f. lieuwen , inderpal singh mumick , kenneth a. ross",supporting multiple view maintenance policies,1997
1825,international conference on management of data,"d. agrawal , a. el abbadi , a. singh , t. yurek",efficient view maintenance at data warehouses,1997
1826,international conference on management of data,"fran &#231; ois llirbat , fran &#231; oise fabret , eric simon",eliminating costly redundant computations from sql trigger executions,1997
1827,international conference on management of data,"iakovos motakis , carlo zaniolo",temporal aggregation in active database rules,1997
1828,international conference on management of data,"r. j. miller , y. yang",association rules over interval data,1997
1829,international conference on management of data,"binto george , jayant haritsa",secure transaction processing in firm real-time database systems,1997
1830,international conference on management of data,"sushil jajodia , pierangela samarati , v. s. subrahmanian , eliza bertino",a unified framework for enforcing multiple access control policies,1997
1831,international conference on management of data,"ramesh gupta , jayant haritsa , krithi ramamritham",revisiting commit processing in distributed database systems,1997
