beer_key,alcohol_by_volume,brewery_name,style_type,beer_desc
1191,4.80 %,Wicked Weed Brewing,American Amber / Red Ale,Wicked Tea Party
1192,-,Ocean Avenue Brewery,American Amber / Red Ale,Red Sunshine
1193,6.20 %,Sigtuna Brygghus,American Amber / Red Ale,Sigtuna RÃ ¶ d PÃ ¥ sk
1194,6.00 %,Hellbender Brewing Company,American Amber / Red Ale,Red Line Ale
1195,7.30 %,Fargo Brewing Company,American Amber / Red Ale,Mighty Red
1196,9.80 %,Ocelot Brewing Company,American Amber / Red Ale,Hangman
1197,4.50 %,Seven Brides Brewing,American Amber / Red Ale,Emily 's Ember
1198,6.00 %,Hi-Wire Brewing,American Amber / Red Ale,Reds Rye
1199,9.50 %,Bagby Beer Company,American Amber / Red Ale,Hop Whompus
1200,10.00 %,Iron Hill Brewery & Restaurant,American Amber / Red Ale,Hopkowski
1201,5.30 %,Crank Arm Brewing,American Amber / Red Ale,Reflector
1202,5.00 %,Banks ( Barbados ) Breweries Limited,American Amber / Red Ale,Banks Amber Ale
1203,5.00 %,Brasseurs Sans Gluten,American Amber / Red Ale,Glutenberg 8
1204,5.50 %,JoBoy 's Brew Pub,American Amber / Red Ale,Manheim Red
1205,6.00 %,Black Star Co-op Pub & Brewery,American Amber / Red Ale,Double Dee
1206,5.80 %,Three Creeks Brewing Co. .,American Amber / Red Ale,Firestorm Red
1207,5.00 %,Centennial Beer Co. .,American Amber / Red Ale,All American Red Ale
1208,-,Il Vicino Brewery Canteen,American Amber / Red Ale,Dougie Style Amber
1209,5.60 %,Purrumbete Brewing Company ( Red Duck ),American Amber / Red Ale,Red Duck Hoppy Amber
1210,6.20 %,Imperial Oak Brewing,American Amber / Red Ale,Roil Red
1211,5.00 %,Black Forest Brew Haus & Grill,American Amber / Red Ale,Black Forest Grateful Red
1212,5.80 %,Australian Hotel & Brewery,American Amber / Red Ale,Extra Hoppy Ale
1213,7.00 %,Wolf Creek Brewing,American Amber / Red Ale,Timberwolf Bourbon-Oaked Red
1214,-,Northwoods Brewpub and Grill,American Amber / Red Ale,Red Cedar Ale
1215,4.50 %,Galatea Spirits,American Amber / Red Ale,S : t Eriks Amber Ale
1216,8.70 %,Wolf Creek Brewing,American Amber / Red Ale,Mountain Hawk Red Ale
1217,8.00 %,Dead Frog Brewing,American Amber / Red Ale,Hyper Combo Red Rye IPA
1218,12.00 %,Elevator Brewery & Draught Haus,American Amber / Red Ale,Bourbon Barrel Aged Horus Imperial Red
1219,8.70 %,Oskar Blues Grill & Brew,American Amber / Red Ale,Bulleit Bourbon Barrel Aged G'Knight
1220,5.40 %,American Honor Beer Company,American Amber / Red Ale,Declaration Ale
1221,4.80 %,Bilbo 's Pizza,American Amber / Red Ale,Dragon Red Ale
1222,6.50 %,Phat Matt 's Brewing Co. .,American Amber / Red Ale,Phat Matt 's Red
1223,6.80 %,Seabright Brewery,American Amber / Red Ale,Sacrilicious Ale
1224,5.60 %,Third Street Aleworks,American Amber / Red Ale,Stepchild Red Ale
1225,4.40 %,Black Sky Brewery,American Amber / Red Ale,Petal To The Metal
1226,8.00 %,Dead Frog Brewing,American Amber / Red Ale,Red Dragon Imperial Red Ale
1227,7.00 %,LowDown Brewery + Kitchen,American Amber / Red Ale,The Boxer India Red Ale
1228,5.60 %,Blue Corn Brewery,American Amber / Red Ale,Atalaya Amber
1229,-,Fitger 's Brewhouse,American Amber / Red Ale,Daisy Ale
1230,5.50 %,Council Rock Brewery,American Amber / Red Ale,Sleeping Lion Red
1231,5.00 %,Columbia Brewery,American Amber / Red Ale,Kootenay True Ale
1232,5.00 %,Gonzo 's Biggdogg Brewing,American Amber / Red Ale,Burning Sun Red
1233,5.20 %,Main St. Grille & Brewing Company,American Amber / Red Ale,River Rat Amber Ale
1234,5.50 %,Fortnight Brewing Company,American Amber / Red Ale,Coffee Amber
1235,-,Pizza Port Solana Beach,American Amber / Red Ale,Cardiff Chronic
1236,6.10 %,Absolution Brewing Company,American Amber / Red Ale,Cardinal Sin
1237,6.00 %,Klamath Basin Brewing Co. - The Creamery Brew Pub And Grill,American Amber / Red Ale,Crater Lake Amber Ale
1238,5.00 %,TwoDEEP Brewing Co. .,American Amber / Red Ale,Brickhouse
1239,7.80 %,Smokehouse Brewing Co. .,American Amber / Red Ale,Barley 's Red Molly Imp
1240,-,Feather River Brewing Co,American Amber / Red Ale,Honey Ale
1241,5.50 %,Birrificio Indipendente Elav,American Amber / Red Ale,Indie Ale
1242,6.25 %,Anacapa Brewing Company,American Amber / Red Ale,Santa Rosa Red
1243,6.30 %,Warped Wing Brewing Company,American Amber / Red Ale,Irreverent
1244,5.80 %,Spoonwood Brewing Company,American Amber / Red Ale,Cold Drip City
1245,5.00 %,Brothers Craft Brewing,American Amber / Red Ale,Maintop Mountain Ale
1246,6.50 %,Birrificio L'Olmaia,American Amber / Red Ale,L'Olmaia La 9
1247,-,Pisgah Brewing Co. .,American Amber / Red Ale,Pisgah Red Ale
1248,5.20 %,Lumber Barons Brewery,American Amber / Red Ale,Cardinal Red
1249,5.90 %,San Marcos Brewery & Grill,American Amber / Red Ale,San Marcos Red Amber Ale
1250,8.40 %,The Brew Gentlemen Beer Co. .,American Amber / Red Ale,Business Casual
1251,5.70 %,Red Car Brewery and Restaurant,American Amber / Red Ale,Big Red Ale
1252,-,Park Tavern,American Amber / Red Ale,Olmsted Amber
1253,-,Alpine Beer Company,American Amber / Red Ale,Toronado Red
1254,5.50 %,Les Brasseurs du Hameau,American Amber / Red Ale,D'Ham Rousse
1255,7.00 %,Church Brew Works,American Amber / Red Ale,King Crimson
1256,7.70 %,Revelry Brewing Co,American Amber / Red Ale,Small Victories
1257,6.50 %,Claremont Craft Ales,American Amber / Red Ale,Roble 'd
1258,5.60 %,Taft 's Ale House,American Amber / Red Ale,Cherrywood
1259,4.50 %,Lookout Brewing Co. .,American Amber / Red Ale,Topless Amber
1260,4.70 %,Broken Tooth Brewing,American Amber / Red Ale,Northern Lights Amber
1261,5.80 %,BrewCult,American Amber / Red Ale,Keep On Truckin ' Red IPA
1262,6.20 %,Cigar City Brewing,American Amber / Red Ale,IWCB Unite
1263,5.00 %,Microbrasserie La Chouape,American Amber / Red Ale,Rousse
1264,7.00 %,Barley Mow Brewing Company,American Amber / Red Ale,The Huntsman
1265,6.00 %,Stallhagens Bryggeri Ab,American Amber / Red Ale,Stallhagen US Red Ale
1266,7.00 %,Brouwerij De Dochter van de Korenaar,American Amber / Red Ale,AmitiÃ ©
1267,6.20 %,Brasserie Les 2 FrÃ ¨ res,American Amber / Red Ale,Charles Henri Ale AmbrÃ ©
1268,6.04 %,Assawoman Bay Brewing Company,American Amber / Red Ale,Coastal Edge Copper
1269,4.70 %,Cascade Brewing / Raccoon Lodge & Brewpub,American Amber / Red Ale,Red Eye Rye
1270,6.00 %,Angry Erik Brewing,American Amber / Red Ale,RavÃ ¸ l
1271,8.20 %,Siren Craft Brew,American Amber / Red Ale,Liquid Monstrous
1272,5.30 %,Cool Springs Brewery,American Amber / Red Ale,FatBack Amber
1273,4.50 %,Gilgamesh Brewing,American Amber / Red Ale,Pumphouse Copper
1274,5.60 %,Karl Strauss Brewing Company,American Amber / Red Ale,Red Trolley Ale
1275,5.00 %,Broken Bow Brewery,American Amber / Red Ale,Broken Red Ale
1276,5.70 %,Breakwater Brewing,American Amber / Red Ale,Railslide Red
1277,6.10 %,Lagerheads Smokehouse & Brewing Co. .,American Amber / Red Ale,Oktoberfest
1278,7.10 %,Pacific Coast Brewing Company,American Amber / Red Ale,Blue Whale Ale
1279,5.90 %,The Beer 'd Brewing Co. .,American Amber / Red Ale,Crack-of-Noon
1280,5.00 %,Squam Brewing,American Amber / Red Ale,Asquam Amber Ale
1281,7.00 %,Backpocket Brewing,American Amber / Red Ale,Blood On The Blade Red IPA
1282,5.90 %,Six Corners Brew Works,American Amber / Red Ale,Stump Splitter
1283,5.50 %,Baja Brewing Company,American Amber / Red Ale,Peliroja
1284,-,Monterey Coast Brewing,American Amber / Red Ale,Scottish Red
1285,6.00 %,Cannery Brewing Company,American Amber / Red Ale,Vulcan Ale
1286,6.00 %,Bagby Beer Company,American Amber / Red Ale,Absolutely Amber
1287,4.50 %,Microbrasserie Nouvelle-France,American Amber / Red Ale,Nouvelle France Rouge
1288,5.40 %,Cascade Lakes Brewing Co. .,American Amber / Red Ale,Angus MacDougal 's Amber
1289,-,Mad Anthony Brewing Company,American Amber / Red Ale,Mad Anthony Muddy River Amber Ale
1290,-,Big Al Brewing,American Amber / Red Ale,Tutta Bella Amber
1291,5.00 %,Microbrasserie Nouvelle-France,American Amber / Red Ale,MessagÃ ¨ re Red Ale
1292,6.50 %,Casa Bruja,American Amber / Red Ale,Sir Francis
1293,5.00 %,Olds College Teaching Brewery,American Amber / Red Ale,Aggie Ale
1294,5.00 %,Wayward Brewing,American Amber / Red Ale,Charmer
1295,-,Budge Brothers Brewery,American Amber / Red Ale,Spokamber
1296,-,River Company Restaurant & Brewery,American Amber / Red Ale,River Red
1297,5.50 %,Roak Brewing Co. .,American Amber / Red Ale,Mean Street
1298,6.50 %,Brasserie De Brunehaut,American Amber / Red Ale,Brunehaut Organic Belgian Amber Ale
1299,6.20 %,Wormtown Brewery,American Amber / Red Ale,Elm Park Amber
1300,5.50 %,Carneros Brewing Company,American Amber / Red Ale,Morena Ale
1301,6.00 %,Fogbelt Brewing Company,American Amber / Red Ale,Hyperion Red Ale
1302,5.50 %,Hideout Brewing Company,American Amber / Red Ale,Tommy Gun Red
1303,6.50 %,JW Dover Beer & Wine Makers Supplies / Black Box Brewing Co. .,American Amber / Red Ale,Javelin Ale
1304,6.20 %,Grist House Brewing,American Amber / Red Ale,Camp Slap
1305,7.00 %,Snowbank Brewing,American Amber / Red Ale,Colorado Red
1306,6.00 %,Greenbush Brewing Company,American Amber / Red Ale,Postcards From Dongola
1307,5.10 %,Cerveses DeDues S.L.,American Amber / Red Ale,DeDues Original Ale
1308,-,Kannah Creek Brewing Company,American Amber / Red Ale,Winter Soulstiz Robust Red Ale
1309,8.00 %,Ballast Point Brewing Company,American Amber / Red Ale,Calico - Rum Barrel Aged
1310,5.20 %,Cervejaria Rasen Bier Ltda,American Amber / Red Ale,Rasen Bier Ambar
1311,5.00 %,Blue Tractor BBQ & Brewery,American Amber / Red Ale,Smokehouse Amber
1312,6.70 %,Bahamian Brewery Beverage & Co. Ltd. .,American Amber / Red Ale,Virgil Ale
1313,5.70 %,Uncle Billy 's Brew & Que,American Amber / Red Ale,Uncle Billy 's Bitchin ' Camaro
1314,6.20 %,Kannah Creek Brewing Company,American Amber / Red Ale,Vertical Drop Robust Red Ale
1315,6.50 %,Ormond Brewing Company,American Amber / Red Ale,Tomashank
1316,5.40 %,Pacific Beach Ale House,American Amber / Red Ale,Amber Wave
1317,-,Tequesta Brewing Company,American Amber / Red Ale,Oscar `` Red '' Dragon
1318,4.80 %,Wicklow Wolf Brewing Co. .,American Amber / Red Ale,American Amber
1319,6.40 %,Deschutes Brewery,American Amber / Red Ale,Fire King IRA
1320,6.00 %,Lenny Boy Brewing Co. .,American Amber / Red Ale,No-Show Amber
1321,5.00 %,Ferme Brasserie Schoune,American Amber / Red Ale,_ rable Rouge
1322,6.00 %,Mudhook Brewing Company,American Amber / Red Ale,The Live Bait Amber Ale
1323,4.90 %,Turtle Anarchy Brewing Company,American Amber / Red Ale,Scarlet Harlot
1324,6.20 %,Sigtuna Brygghus,American Amber / Red Ale,Sigtuna Red Ale
1325,5.25 %,Hopvine Brewing Company,American Amber / Red Ale,Aurora Amber
1326,-,Tahquamenon Falls Brewery & Pub,American Amber / Red Ale,Falls Tannin
1327,6.70 %,Ladyface Ale Companie,American Amber / Red Ale,Agoura Ale
1328,7.50 %,Mornington Peninsula Brewery,American Amber / Red Ale,Mornington Peninsula Imperial Amber
1329,5.70 %,BrickHouse Brewery,American Amber / Red Ale,BrickHouse Red
1330,9.00 %,Allentown Brew Works,American Amber / Red Ale,Very Special Ale
1331,-,John Harvard 's Brewery & Ale House,American Amber / Red Ale,Colonial Red
1332,4.60 %,Tool Shed Brewing,American Amber / Red Ale,Unite Red
1333,0.00 %,American Amber / Red Ale,5,Amber Guerre __ Ground Zero Beer
1334,4.50 %,Cigar City Brewing,American Amber / Red Ale,Sun Spear
1335,6.50 %,HammerHeart Brewing Company,American Amber / Red Ale,Brekkefossenvann
1336,8.50 %,Triple C Brewing Co. .,American Amber / Red Ale,Imperial Smoked Amber
1337,5.60 %,Ruhstaller,American Amber / Red Ale,Nugget Ale
1338,5.00 %,Big Texan Brewery,American Amber / Red Ale,Jack Rabbit Red
1339,5.20 %,SkellefteÃ ¥ Bryggeri AB,American Amber / Red Ale,Kallholmen Levande Ale
1340,6.20 %,Breakside Brewery,American Amber / Red Ale,Guava IRA
1341,-,Brasserie Uberach,American Amber / Red Ale,Doigt De Dieu
1342,6.00 %,Wigram Brewing Co,American Amber / Red Ale,Harvard Honey Ale
1343,-,Lupine Brewing Company,American Amber / Red Ale,Convocation Tea Ale
1344,5.00 %,Microbrasserie Jukebox,American Amber / Red Ale,Jukebox Jazz
1345,-,Ahnapee Brewery,American Amber / Red Ale,Little Soldier
1346,5.00 %,Tun Tavern,American Amber / Red Ale,Crimson Ale
1347,6.40 %,KAIJU ! Beer,American Amber / Red Ale,Hopped Out Red Ale
1348,6.50 %,Prohibition Brewing Company,American Amber / Red Ale,Sweet Biscuit Amber Ale
1349,4.40 %,Electric Nurse ( Brewtrade Sweden AB ),American Amber / Red Ale,Christmas Ale
1350,4.40 %,Thirsty Pagan Brewing,American Amber / Red Ale,North Coast Amber
1351,-,El Toro Brewing Co. .,American Amber / Red Ale,El Toro Peach Flavored Ale
1352,4.00 %,Shades Of Pale Brewing Company,American Amber / Red Ale,Ready To Fly
1353,5.10 %,Mill House Brewing Company,American Amber / Red Ale,Alpha W / Chamomile
1354,6.50 %,Seventh Son Brewing Co. .,American Amber / Red Ale,Mongrel
1355,6.30 %,Barley Mow Brewing Company,American Amber / Red Ale,Lamp Lighter Amber
1356,5.75 %,Flagstaff Brewing Company,American Amber / Red Ale,Flagstaff Agassiz Amber
1357,8.90 %,North Country Brewing,American Amber / Red Ale,Imperial Glacial Amber
1358,5.50 %,Sweet Mullets Brewing Co. .,American Amber / Red Ale,501 Red Ale
1359,5.20 %,Fiddlehead Brewing Company,American Amber / Red Ale,Mellow Mike
1360,8.00 %,Krugher & Brent,American Amber / Red Ale,Krugher & Brent Red Beer
1361,5.80 %,Demented Brewing Company,American Amber / Red Ale,Scarlet Night
1362,6.50 %,Sixpoint Brewery,American Amber / Red Ale,Atlantic Antic Amber
1363,5.50 %,Maui Brewing Co. .,American Amber / Red Ale,Amber Reign
1364,-,Naked Brewing Company,American Amber / Red Ale,Nakeds Red
1365,7.00 %,Kruhnen,American Amber / Red Ale,Der Drachenorden ( L _ ™ ordre Du Dragon )
1366,-,Northbound Brewpub,American Amber / Red Ale,Wild Rice Amber
1367,6.00 %,Green Man Brewery,American Amber / Red Ale,Oakey Lafarge
1368,5.90 %,Two Brothers Brewing Company,American Amber / Red Ale,Bottlenectar
1369,8.00 %,Columbia Kettle Works,American Amber / Red Ale,Kettleface
1370,6.10 %,Thorn Street Brewery,American Amber / Red Ale,Smugglers Cove Agave Amber
1371,7.20 %,Ethereal Brewing,American Amber / Red Ale,The Reckoner
1372,6.30 %,Columbia Kettle Works,American Amber / Red Ale,Bald Guy
1373,5.00 %,Something Brewing,American Amber / Red Ale,Drummond Gluten Free
1374,-,Dostal Alley Brewpub,American Amber / Red Ale,Pub Ale
1375,6.80 %,Books & Brews,American Amber / Red Ale,Clifford The Big Red Ale
1376,-,Cross Plains Beer Company,American Amber / Red Ale,Esser 's Anniversary Ale
1377,4.50 %,World Brews,American Amber / Red Ale,Wild Range Amber Ale
1378,9.50 %,Westfield River Brewing Company,American Amber / Red Ale,Westfield River Big Red Barn
1379,6.00 %,Palmetto Brewing Company,American Amber / Red Ale,Ginger Slap
1380,4.30 %,Buxton Brewery,American Amber / Red Ale,American Rye
1381,6.10 %,Lazy Boy Brewing,American Amber / Red Ale,Dumb Luck Amber
1382,7.80 %,Amarcord Birra Artigianale Italiana,American Amber / Red Ale,Artigianale Italian Red Ale
1383,7.00 %,Castle Danger Brewery,American Amber / Red Ale,Nestor Grade
1384,5.25 %,NW Peaks Brewery,American Amber / Red Ale,Redoubt Red
1385,5.60 %,Barrio Brewing Company,American Amber / Red Ale,Barrio Red Cat Amber
1386,7.20 %,Cigar City Brewing,American Amber / Red Ale,Cold Brew Red Ale
1387,5.50 %,Custom Tap Brews,American Amber / Red Ale,Revolution Harbor Amber Ale
1388,11.00 %,Imperial Oak Brewing,American Amber / Red Ale,Barrel Aged Odin 's Beard
1389,5.00 %,Naparbier Sdad . Coop .,American Amber / Red Ale,Naparbier Amber Ale
1390,5.00 %,Pacific Western Brewing Company,American Amber / Red Ale,Scandal Ale
1391,6.90 %,New English Brewing Co. .,American Amber / Red Ale,Dragoon
1392,-,Old Market Pub And Brewery,American Amber / Red Ale,Mr. Toad 's Wild Red Ale
1393,7.80 %,Al 's of Hampden / Pizza Boy Brewing,American Amber / Red Ale,Hop Test # 1 ( Ginger Red Ale )
1394,6.00 %,Bentley Brewing Company / Dark Horse Tavern,American Amber / Red Ale,Hooligan Amber Ale
1395,-,Martha 's Exchange,American Amber / Red Ale,Revolution Red
1396,4.00 %,Wormtown Brewery,American Amber / Red Ale,Masswhole : Hop Session
1397,-,Tipping Point Brewery & Tavern,American Amber / Red Ale,Chunky Gal
1398,6.10 %,Captured By Porches Brewing Company,American Amber / Red Ale,Red Emma Amber Ale
1399,5.70 %,Willimantic Brewing Co. .,American Amber / Red Ale,Willimantic Fire Engine Red
1400,4.80 %,St. Peter 's Brewery Co Ltd,American Amber / Red Ale,St. Peter 's Amarillo Ale
1401,5.50 %,Breaker Brewing Company,American Amber / Red Ale,Lunch Pail Ale
1402,-,Ellicottville Brewing Co. .,American Amber / Red Ale,Amber EVL Ale
1403,-,Triple Rock Brewery & Alehouse,American Amber / Red Ale,Reindeer Ale
1404,-,St. Francis Brewery & Restaurant,American Amber / Red Ale,Archbishop Amber
1405,-,Turner Alley Brewing,American Amber / Red Ale,Roosevelt Imperial Red
1406,-,Oaken Barrel Brewing Company,American Amber / Red Ale,Victory Amber
1407,-,River Horse Brewing Co. .,American Amber / Red Ale,Burnt Sugar Ale
1408,6.60 %,TrÃ ¶ egs Brewing Company,American Amber / Red Ale,Scratch Beer 199 - 2015 ( Amber Ale )
1409,6.50 %,Golden Road Brewing,American Amber / Red Ale,Trouble Ahead Red
1410,5.00 %,L'Inox,American Amber / Red Ale,Trois De Pique
1411,-,Hops Grillhouse & Brewery,American Amber / Red Ale,Winter Amber Ale
1412,4.80 %,Uncle Buck 's Brewery & Steakhouse,American Amber / Red Ale,Sportsman 's Ale
1413,5.00 %,Big Rock Brewery,American Amber / Red Ale,Original Joe 's Red Ale
1414,4.70 %,Fordham Brewing Company,American Amber / Red Ale,Pamlico Amber
1415,5.70 %,Old Market Pub And Brewery,American Amber / Red Ale,Hop On !
1416,8.60 %,Bottle Logic Brewing,American Amber / Red Ale,Imperial Red-Ioactive
1417,4.50 %,Ranga Brewing Co. .,American Amber / Red Ale,Ranga Premium Red Ale
1418,4.90 %,Appalachian Mountain Brewery,American Amber / Red Ale,Kilt Lifter
1419,5.60 %,Monkish Brewing Co. .,American Amber / Red Ale,False Prophet
1420,6.80 %,Dust Bowl Brewing Company,American Amber / Red Ale,Red IPA
1421,4.70 %,Sasquatch Brewing Company,American Amber / Red Ale,Red Electric IRA
1422,6.50 %,Sycamore Brewing,American Amber / Red Ale,Salty Coconut Red Ale
1423,-,Big Ridge Brewing Co. .,American Amber / Red Ale,Red Truck Ale
1424,5.00 %,John Harvard 's Brewery & Ale House,American Amber / Red Ale,Oatmeal Amber
1425,-,Boylan Bridge Brewpub,American Amber / Red Ale,Autumn Amber Ale
1426,9.60 %,Pinglehead Brewing Co. / Brewer 's Pizza,American Amber / Red Ale,Jones
1427,5.00 %,Picaroons Brewing Co. .,American Amber / Red Ale,Afterglow Aphrodisiac Ale
1428,5.00 %,Mount Dora Brewing,American Amber / Red Ale,Dora Drawdy Drool
1429,7.10 %,Broken Goblet Brewing Company,American Amber / Red Ale,Angry Troll Amber
1430,5.00 %,Sleeman Breweries Ltd. .,American Amber / Red Ale,Big Life Amber
1431,4.40 %,Electric Nurse ( Brewtrade Sweden AB ),American Amber / Red Ale,Easter Ale
1432,-,Okanagan Spring Brewery,American Amber / Red Ale,Antler Ale
1433,5.00 %,New Helvetia Brewing Company,American Amber / Red Ale,Molly American Red Ale
1434,-,Rogue 's Harbor Brewing,American Amber / Red Ale,Route 34 Red Ale
1435,7.50 %,Growlers,American Amber / Red Ale,Alley Way Amber
1436,6.60 %,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,Mountian Goat Rare Breed India Red Ale
1437,6.80 %,Ice Harbor Brewing Company,American Amber / Red Ale,Double Red
1438,8.70 %,Free Will Brewing Co. .,American Amber / Red Ale,Kim Jong Ale
1439,4.60 %,Arvada Beer Company,American Amber / Red Ale,Arvada Red
1440,4.50 %,Flyers Restaurant And Brewery,American Amber / Red Ale,First Flight Amber Ale
1441,6.00 %,Rivertowne Pourhouse,American Amber / Red Ale,Arctic Amber
1442,4.30 %,Riverport Brewing Company,American Amber / Red Ale,River Rat Red
1443,5.20 %,Device Brewing Co. .,American Amber / Red Ale,Derby Gurl
1444,5.60 %,Barrier Brewing Company,American Amber / Red Ale,Nunu Bru
1445,9.00 %,Fegley 's Bethlehem Brew Works,American Amber / Red Ale,Richter 's Revenge
1446,5.30 %,The Bobcat CafÃ © & Brewery,American Amber / Red Ale,Ripton Red
1447,7.00 %,Sun King Brewing Company,American Amber / Red Ale,Bring The Hops
1448,6.80 %,Erie Brewing Co. .,American Amber / Red Ale,Defenders Of Freedom Choice Ale
1449,7.80 %,Uncommon Brewers,American Amber / Red Ale,Rubidus Red Ale
1450,5.00 %,Cigar City Brewing,American Amber / Red Ale,White Oak Sunspear With Coffee
1451,5.20 %,Mammoth Brewing Company,American Amber / Red Ale,Lake Tahoe Crystal Bay Red Ale
1452,8.00 %,Panhead Custom Ales,American Amber / Red Ale,Johnny Octane
1453,5.60 %,Pecan Street Brewing,American Amber / Red Ale,Ten Penny Nail
1454,5.00 %,Frampton Brasse,American Amber / Red Ale,St - _ douard
1455,-,McMenamins,American Amber / Red Ale,Bagdad Ale
1456,6.50 %,CervecerÃa Barbarian,American Amber / Red Ale,Barbarian Red Ale
1457,5.50 %,Rockingham Brewing Company,American Amber / Red Ale,Rockingham Ale
1458,8.60 %,Laurelwood Public House & Brewery,American Amber / Red Ale,Deranger Imperial Red Ale
1459,5.00 %,Diamondback Beer,American Amber / Red Ale,3:30 Amber Ale
1460,5.00 %,Haines Brewing Company,American Amber / Red Ale,Eldred Rock Amber
1461,7.02 %,Eight Bridges Brewing Co. .,American Amber / Red Ale,Twisted Red
1462,-,House of Brews,American Amber / Red Ale,A-Frame Amber
1463,6.74 %,Rockaway Brewing Company,American Amber / Red Ale,Curiosity
1464,4.90 %,COAST Brewing Company,American Amber / Red Ale,Smoked Red
1465,5.30 %,Genesee Brew House,American Amber / Red Ale,Genesee Brew House American Red
1466,4.50 %,Big Texan Brewery,American Amber / Red Ale,Texas Red Amber Ale
1467,6.90 %,Liberty Brewing,American Amber / Red Ale,Yakima Scarlet
1468,-,Boston Beer Company ( Samuel Adams ),American Amber / Red Ale,Beantown Ale
1469,6.90 %,Toxic Brewing Co. .,American Amber / Red Ale,Gem City Ruby
1470,-,Great Dane Pub & Brewing Company ( Downtown ),American Amber / Red Ale,Big 10 Red
1471,-,Peak Organic Brewing Company,American Amber / Red Ale,Mount Washington Organic Amber Ale
1472,5.40 %,C.J. 's Brewing Company,American Amber / Red Ale,CJ 's Rich-Hagg Red Ale
1473,5.00 %,Lord Nelson Pub ( Brasserie Du Molard ),American Amber / Red Ale,L'Ambree
1474,5.20 %,Catawba Brewing Co. .,American Amber / Red Ale,Revenuers Red Ale
1475,-,Rocky Mountain Brewing,American Amber / Red Ale,Rocky Mountain Redhead
1476,5.10 %,7th Settlement Brewery,American Amber / Red Ale,Common Ale
1477,5.00 %,Microbrasserie de l'ile d'OrlÃ © ans,American Amber / Red Ale,_ lÃ © onore De Grandmaison
1478,5.10 %,Bicycle Craft Brewery,American Amber / Red Ale,Crimson Cascade
1479,-,Portneuf Valley Brewing,American Amber / Red Ale,Twisted Stick Amber Ale
1480,5.00 %,Three Notch 'd Brewing Company,American Amber / Red Ale,Jazzfest Sugarcane And Pecan Ale
1481,4.30 %,Cambridge Brewing Company,American Amber / Red Ale,Valley Girl !
1482,4.50 %,Heist Brewery,American Amber / Red Ale,American Style Red Ale
1483,-,Oskar Blues Grill & Brew,American Amber / Red Ale,Sherry Barrel Aged G'Knight
1484,7.10 %,Broken Goblet Brewing Company,American Amber / Red Ale,Amber Management
1485,4.80 %,Black Donkey Brewing Ltd,American Amber / Red Ale,Buck It
1486,5.70 %,Calfkiller Brewing Company,American Amber / Red Ale,Scorned Hooker
1487,5.20 %,Ipswich Ale Brewery,American Amber / Red Ale,Ipswich Red Ale
1488,4.70 %,Kelly 's Brewpub,American Amber / Red Ale,Kellys Amber Ale
1489,6.40 %,Rising Tide Brewing Company,American Amber / Red Ale,Autohelm
1490,5.00 %,Seabright Brewery,American Amber / Red Ale,Seabright Amber
1491,-,Big Al Brewing,American Amber / Red Ale,Fresh Hopped Harvest Ale
1492,5.90 %,Bagby Beer Company,American Amber / Red Ale,Hop Crop Red Ale
1493,6.30 %,Great Basin Brewing Co. .,American Amber / Red Ale,Truckee River Organic Red
1494,6.60 %,Triple Crossing Brewing,American Amber / Red Ale,Demon Days
1495,5.00 %,Perth Brewing Co. .,American Amber / Red Ale,Easy Amber
1496,5.90 %,Coors Brewing Company,American Amber / Red Ale,Keystone V9
1497,5.70 %,Red Brick Station,American Amber / Red Ale,Charlotte
1498,9.30 %,Pinglehead Brewing Co. / Brewer 's Pizza,American Amber / Red Ale,Head East
1499,5.30 %,Woodland Empire Ale Craft,American Amber / Red Ale,Moon Dog Amber
1500,-,First Magnitude Brewing Company,American Amber / Red Ale,450 Amber
1501,5.60 %,Stewart 's Brewing Co. .,American Amber / Red Ale,Big Bear Amber Ale
1502,4.20 %,Marston 's PLC,American Amber / Red Ale,Revisionist Red Ale
1503,4.90 %,The Run of the Mill Public House & Brewery,American Amber / Red Ale,State Budget Red Ale
1504,5.50 %,BNS Brewing & Distilling Co. .,American Amber / Red Ale,Ole Prospector
1505,5.20 %,Timeless Pints Brewing Company,American Amber / Red Ale,A Precarious Proposal
1506,4.00 %,Desert Edge Brewery,American Amber / Red Ale,Augustus Amber Ale
1507,5.20 %,3 Cordilleras,American Amber / Red Ale,3 Cordilleras Mulata
1508,-,Gritty McDuff 's Brewing Company,American Amber / Red Ale,Mt Abram Ale
1509,-,Callahan 's Pub & Brewery,American Amber / Red Ale,Callahan Red
1510,5.90 %,Vancouver Island Brewery,American Amber / Red Ale,Mile High Mountain Ale
1511,5.80 %,Big Rock Urban Brewery and Eatery,American Amber / Red Ale,Hollow Tree
1512,6.50 %,Titletown Brewing Company,American Amber / Red Ale,Addlepated Ale
1513,5.60 %,Willimantic Brewing Co. .,American Amber / Red Ale,Willimantic AmBeerLicious American Ale
1514,6.00 %,Szot MicrocervecerÃa,American Amber / Red Ale,Szot Amber Ale
1515,6.00 %,Frog Island Brewing Company,American Amber / Red Ale,Frog Island Amber Ale
1516,5.50 %,MashCraft Brewing,American Amber / Red Ale,MashCraft Red
1517,7.50 %,Yukon Brewing Company,American Amber / Red Ale,You Only Live Once
