music_entry_id,total_time,release_time,item_price,album_name,label_info,song,style,musician
35737,3:48,"July 7 , 2009",$ 1.29,Party Rock ( Edited Version ),"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",I 'm In Miami Trick ( Album Version ( Edited ) ),Pop,Lmfao
35738,3:45,"July 7 , 2009",$ 1.29,Party Rock ( Edited Version ),"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",Get Crazy ( Album Version ( Edited ) ),Pop,Lmfao
35739,3:22,"July 7 , 2009",$ 1.29,Party Rock ( Edited Version ),"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",Lil ' Hipster Girl ( Album Version ( Edited ) ),Pop,Lmfao
35740,3:30,"July 7 , 2009",$ 1.29,Party Rock ( Edited Version ),"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",La La La ( Album Version ),Pop,Lmfao
35741,5:56,"July 7 , 2009",$ 1.29,Party Rock ( Edited Version ),"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",What Happens At The Party ( Album Version ),Pop,Lmfao
35742,3:32,"July 7 , 2009",$ 1.29,Party Rock ( Edited Version ),"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",Leaving U 4 The Groove ( Album Version ),Pop,Lmfao
35743,3:41,"July 7 , 2009",$ 1.29,Party Rock ( Edited Version ),"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",I Do n't Wan na Be ( Album Version ( Edited ) ),Pop,Lmfao
35744,3:39,"July 7 , 2009",$ 1.29,Party Rock ( Edited Version ),"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",Shots ( Album Version ( Edited ) ) [ feat . Lil Jon ],Pop,Lmfao
35745,4:03,"July 7 , 2009",$ 1.29,Party Rock ( Edited Version ),"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",Bounce ( Album Version ),Pop,Lmfao
35746,3:04,"July 7 , 2009",$ 1.29,Party Rock ( Edited Version ),"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records","I Shake , I Move ( Album Version ( Edited ) )",Pop,Lmfao
35747,3:15,"July 7 , 2009",$ 1.29,Party Rock ( Edited Version ),"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",I Am Not A W **** ( Album Version ( Edited ) ),Pop,Lmfao
35748,3:03,"July 7 , 2009",$ 1.29,Party Rock ( Edited Version ),"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",Yes ( Album Version ( Edited ) ),Pop,Lmfao
35749,4:16,"July 7 , 2009",$ 1.29,Party Rock ( Edited Version ),"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",Scream My Name ( Album Version ),Pop,Lmfao
35750,5:55,"July 7 , 2009",$ 1.29,Party Rock ( Edited Version ),"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",A Song About Us ( Album Version ( Edited ) ),Pop,Lmfao
35751,0:54,"July 7 , 2009",$ 1.29,Party Rock ( Explicit Version ) [ Explicit ],"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",Rock The BeaT ( Album Version ),Pop,Lmfao
35752,3:48,"July 7 , 2009",$ 1.29,Party Rock ( Explicit Version ) [ Explicit ],"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",I 'm In Miami Bitch ( Album Version ( Explicit ) ) [ Explicit ],Pop,Lmfao
35753,3:45,"July 7 , 2009",$ 1.29,Party Rock ( Explicit Version ) [ Explicit ],"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",Get Crazy ( Album Version ( Explicit ) ) [ Explicit ],Pop,Lmfao
35754,3:22,"July 7 , 2009",$ 1.29,Party Rock ( Explicit Version ) [ Explicit ],"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",Lil ' Hipster Girl ( Album Version ( Explicit ) ) [ Explicit ],Pop,Lmfao
35755,3:30,"July 7 , 2009",$ 1.29,Party Rock ( Explicit Version ) [ Explicit ],"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",La La La ( Album Version ),Pop,Lmfao
35756,5:56,"July 7 , 2009",$ 1.29,Party Rock ( Explicit Version ) [ Explicit ],"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",What Happens At The Party ( Album Version ),Pop,Lmfao
35757,3:32,"July 7 , 2009",$ 1.29,Party Rock ( Explicit Version ) [ Explicit ],"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",Leaving U 4 The Groove ( Album Version ),Pop,Lmfao
35758,3:38,"July 7 , 2009",$ 1.29,Party Rock ( Explicit Version ) [ Explicit ],"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",I Do n't Wan na Be ( Album Version ( Explicit ) ) [ Explicit ],Pop,Lmfao
35759,3:42,"July 7 , 2009",$ 1.29,Party Rock ( Explicit Version ) [ Explicit ],"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",Shots ( Album Version ( Explicit ) ) [ feat . Lil Jon ] [ Explicit ],Pop,Lmfao
35760,4:03,"July 7 , 2009",$ 1.29,Party Rock ( Explicit Version ) [ Explicit ],"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",Bounce ( Album Version ),Pop,Lmfao
35761,3:04,"July 7 , 2009",$ 1.29,Party Rock ( Explicit Version ) [ Explicit ],"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records","I Shake , I Move ( Album Version ( Explicit ) ) [ Explicit ]",Pop,Lmfao
35762,3:15,"July 7 , 2009",$ 1.29,Party Rock ( Explicit Version ) [ Explicit ],"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",I Am Not A Whore ( Album Version ( Explicit ) ) [ Explicit ],Pop,Lmfao
35763,3:03,"July 7 , 2009",$ 1.29,Party Rock ( Explicit Version ) [ Explicit ],"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",Yes ( Album Version ( Explicit ) ) [ Explicit ],Pop,Lmfao
35764,4:19,"July 7 , 2009",$ 1.29,Party Rock ( Explicit Version ) [ Explicit ],"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",Scream My Name ( Album Version ),Pop,Lmfao
35765,6:01,"April 26 , 2011",$ 1.29,Party Rock Anthem ( Audiobot Remix ),"( C ) 2011 Foo & Blu , LLC under exclusive License to Interscope Records",Party Rock Anthem ( Audiobot Remix ),"Dance & Electronic , Pop , House",Lmfao
35766,4:36,"June 21 , 2012",$ 0.99,Party Rock Anthem ( Lmfao Tribute ) - Single,2012 Experience Ent .,Party Rock Anthem ( Lmfao Tribute ),Pop,Party Rock Is in the House Tonight
35767,3:21,"October 1 , 2011",$ 1.29,Party Rock Anthem ( Originally Performed By Lmfao ),2011 mudhutdigital.com,Party Rock Anthem,Pop,Jake Bruene feat . Lindsey Stirling
35768,4:50,"June 21 , 2011",$ 1.29,Party Rock Anthem ( Remixes ),"( C ) 2011 Foo & Blu , LLC under exclusive License to Interscope Records","Party Rock Anthem ( DJ Enferno Remix ) [ feat . Lauren Bennett , GoonRock ]",Pop,Lmfao
35769,4:37,"June 21 , 2011",$ 1.29,Party Rock Anthem ( Remixes ),"( C ) 2011 Foo & Blu , LLC under exclusive License to Interscope Records","Party Rock Anthem ( Millions Like Us Remix ) [ feat . Lauren Bennett , GoonRock ]",Pop,Lmfao
35770,6:50,"June 21 , 2011",$ 1.29,Party Rock Anthem ( Remixes ),"( C ) 2011 Foo & Blu , LLC under exclusive License to Interscope Records","Party Rock Anthem ( Kim Fai Remix ) [ feat . Lauren Bennett , GoonRock ]",Pop,Lmfao
35771,4:02,"June 21 , 2011",$ 1.29,Party Rock Anthem ( Remixes ),"( C ) 2011 Foo & Blu , LLC under exclusive License to Interscope Records","Party Rock Anthem ( Cherry Cherry Boom Boom Bomber Refreak ) [ feat . Lauren Bennett , GoonRock ]",Pop,Lmfao
35772,6:25,"June 21 , 2011",$ 1.29,Party Rock Anthem ( Remixes ),"( C ) 2011 Foo & Blu , LLC under exclusive License to Interscope Records","Party Rock Anthem ( Russ Chimes Remix ) [ feat . Lauren Bennett , GoonRock ]",Pop,Lmfao
35773,7:09,"June 21 , 2011",$ 1.29,Party Rock Anthem ( Remixes ),"( C ) 2011 Foo & Blu , LLC under exclusive License to Interscope Records","Party Rock Anthem ( Christopher Lawrence Remix ) [ feat . Lauren Bennett , GoonRock ]",Pop,Lmfao
35774,3:05,"July 23 , 2013",$ 0.99,Party and Bullshit [ Explicit ],"2013 Third Nature Music Group , LLC",Party and Bullshit [ Explicit ],"Dance & Electronic , Rap & Hip-Hop",Revonoc
35775,4:24,"July 14 , 2011",$ 0.89,Party rock anthem ( Karaoke ),( c ) 2011 BGM Industrias del Disco S.A. ( Magenta Discos ),Party Rock Anthem ( Made Famous By Lmfao Feat Lauren Bennett & Goon Rock ) ( Karaoke Version ),International,Lmfao Feat Lauren Bennett & Goon Rock Karaoke Band
35776,3:14,"May 25 , 2012",$ 0.99,Pasarela,2012 El Cartel Records,Pasarela,"International , Latin Music",Daddy Yankee
35777,6:36,,$ 0.99,Passion EP,( c ) 2008 Pitched Up Recordings,Passion ( Original Mix ),Dance & Electronic,AC Slater & Daywalker
35778,5:55,,$ 0.99,Passion EP,( c ) 2008 Pitched Up Recordings,Passion ( The Panacea Remix ),Dance & Electronic,AC Slater & Daywalker
35779,9:21,"July 7 , 2009",$ 0.99,Passion : Most Famous Orchestal Spectaculars - Debussy : La Mer - Nocturnes & Prelude To The Afternoon Of A Faun,( c ) 2009 Cobra Entertainment LLC .,La Mer : From Dawn To Midday At Sea,Classical,Various artists
35780,6:56,"July 7 , 2009",$ 0.99,Passion : Most Famous Orchestal Spectaculars - Debussy : La Mer - Nocturnes & Prelude To The Afternoon Of A Faun,( c ) 2009 Cobra Entertainment LLC .,La Mer : The Games Of The Waves,Classical,Various artists
35781,8:26,"July 7 , 2009",$ 0.99,Passion : Most Famous Orchestal Spectaculars - Debussy : La Mer - Nocturnes & Prelude To The Afternoon Of A Faun,( c ) 2009 Cobra Entertainment LLC .,La Mer : Dialogue Of Wind And Sea,Classical,Various artists
35782,8:16,"July 7 , 2009",$ 0.99,Passion : Most Famous Orchestal Spectaculars - Debussy : La Mer - Nocturnes & Prelude To The Afternoon Of A Faun,( c ) 2009 Cobra Entertainment LLC .,Nocturnes : Symphonic Triptych For Orchestra And Chorus - Clouds,Classical,Various artists
35783,6:32,"July 7 , 2009",$ 0.99,Passion : Most Famous Orchestal Spectaculars - Debussy : La Mer - Nocturnes & Prelude To The Afternoon Of A Faun,( c ) 2009 Cobra Entertainment LLC .,Nocturnes : Symphonic Triptych For Orchestra And Chorus - Celebration,Classical,Various artists
35784,3:33,,$ 0.99,Pavaniglia - Dances & Madrigals from 17th-century Italy,( c ) 2000 harmonia mundi usa,Lagrimosa beltÌÊ,Classical,"The King 's Noyse , Andrew Lawrence-King , David Douglass , Paul O'Dette and Ellen Hargis"
35785,3:41,,$ 0.99,Pavaniglia - Dances & Madrigals from 17th-century Italy,( c ) 2000 harmonia mundi usa,Dances from Il Scolaro '' : Intrata & Baletto del Marchese di Caravazzo '',Classical,"The King 's Noyse , Andrew Lawrence-King , David Douglass , Paul O'Dette and Ellen Hargis"
35786,7:26,,$ 0.99,Pavaniglia - Dances & Madrigals from 17th-century Italy,( c ) 2000 harmonia mundi usa,Quanto t ` inganni Amor,Classical,"The King 's Noyse , Andrew Lawrence-King , David Douglass , Paul O'Dette and Ellen Hargis"
35787,6:22,,$ 0.99,Pavaniglia - Dances & Madrigals from 17th-century Italy,( c ) 2000 harmonia mundi usa,Dances from Il Scolaro '' : Pavaniglia - La Sartorella - Il Gabonano - La Balloria - La Montagnura - Saltarello della Battagli '',Classical,"The King 's Noyse , Andrew Lawrence-King , David Douglass , Paul O'Dette and Ellen Hargis"
35788,6:51,,$ 0.99,Pavaniglia - Dances & Madrigals from 17th-century Italy,( c ) 2000 harmonia mundi usa,Tarantella,Classical,"The King 's Noyse , Andrew Lawrence-King , David Douglass , Paul O'Dette and Ellen Hargis"
35789,3:03,,$ 0.99,Pavaniglia - Dances & Madrigals from 17th-century Italy,( c ) 2000 harmonia mundi usa,Follia ( guitar solo ),Classical,"The King 's Noyse , Andrew Lawrence-King , David Douglass , Paul O'Dette and Ellen Hargis"
35790,4:46,,$ 0.99,Pavaniglia - Dances & Madrigals from 17th-century Italy,( c ) 2000 harmonia mundi usa,Chiacona ( guitar solo ),Classical,"The King 's Noyse , Andrew Lawrence-King , David Douglass , Paul O'Dette and Ellen Hargis"
35791,6:51,,$ 0.99,Pavaniglia - Dances & Madrigals from 17th-century Italy,( c ) 2000 harmonia mundi usa,"Lasciate Averno , o pene , e me seguite !",Classical,"The King 's Noyse , Andrew Lawrence-King , David Douglass , Paul O'Dette and Ellen Hargis"
35792,2:02,,$ 0.99,Pavaniglia - Dances & Madrigals from 17th-century Italy,( c ) 2000 harmonia mundi usa,Passacaille del seigneur Luigi,Classical,"The King 's Noyse , Andrew Lawrence-King , David Douglass , Paul O'Dette and Ellen Hargis"
35793,4:54,,$ 0.99,Pavaniglia - Dances & Madrigals from 17th-century Italy,( c ) 2000 harmonia mundi usa,Voglio di vita uscir,Classical,"The King 's Noyse , Andrew Lawrence-King , David Douglass , Paul O'Dette and Ellen Hargis"
35794,2:36,,$ 0.99,Pavaniglia - Dances & Madrigals from 17th-century Italy,( c ) 2000 harmonia mundi usa,Tall ' or sano desio,Classical,"The King 's Noyse , Andrew Lawrence-King , David Douglass , Paul O'Dette and Ellen Hargis"
35795,2:17,,$ 0.99,Pavaniglia - Dances & Madrigals from 17th-century Italy,( c ) 2000 harmonia mundi usa,"Moro , lasso , al mio duolo",Classical,"The King 's Noyse , Andrew Lawrence-King , David Douglass , Paul O'Dette and Ellen Hargis"
35796,2:21,,$ 0.99,Pavaniglia - Dances & Madrigals from 17th-century Italy,( c ) 2000 harmonia mundi usa,Dances from Il Scolaro '' : Pas Ì ¬ mezzo sÌ _ Chiave Maestro - Saltarello della pas Ì ¬ mezzo - Saltarello detto il Genovesino '',Classical,"The King 's Noyse , Andrew Lawrence-King , David Douglass , Paul O'Dette and Ellen Hargis"
35797,4:50,,$ 0.99,Pavaniglia - Dances & Madrigals from 17th-century Italy,( c ) 2000 harmonia mundi usa,Prima Canzon Scipione Stella '' ( harp solo ) '',Classical,"The King 's Noyse , Andrew Lawrence-King , David Douglass , Paul O'Dette and Ellen Hargis"
35798,5:10,,$ 0.99,Pavaniglia - Dances & Madrigals from 17th-century Italy,( c ) 2000 harmonia mundi usa,"OhimÌ ¬ , ch ` io cado",Classical,"The King 's Noyse , Andrew Lawrence-King , David Douglass , Paul O'Dette and Ellen Hargis"
35799,6:48,,$ 0.99,Pavaniglia - Dances & Madrigals from 17th-century Italy,( c ) 2000 harmonia mundi usa,Pavana Terza,Classical,"The King 's Noyse , Andrew Lawrence-King , David Douglass , Paul O'Dette and Ellen Hargis"
35800,3:09,"September 11 , 2015",$ 1.29,Pawn Sacrifice ( Original Motion Picture Soundtrack ),( C ) 2015 Lakeshore Records,There 's Usually One Right Move,Soundtracks,James Newton Howard
35801,1:57,"September 11 , 2015",$ 1.29,Pawn Sacrifice ( Original Motion Picture Soundtrack ),( C ) 2015 Lakeshore Records,Bobby Plays Carmine,Soundtracks,James Newton Howard
35802,3:35,"September 11 , 2015",$ 1.29,Pawn Sacrifice ( Original Motion Picture Soundtrack ),( C ) 2015 Lakeshore Records,Ping Pong,Soundtracks,James Newton Howard
35803,1:51,"September 11 , 2015",$ 1.29,Pawn Sacrifice ( Original Motion Picture Soundtrack ),( C ) 2015 Lakeshore Records,Boris Spassky,Soundtracks,James Newton Howard
35804,1:29,"September 11 , 2015",$ 1.29,Pawn Sacrifice ( Original Motion Picture Soundtrack ),( C ) 2015 Lakeshore Records,Reading About Spassky,Soundtracks,James Newton Howard
35805,4:37,"September 11 , 2015",$ 1.29,Pawn Sacrifice ( Original Motion Picture Soundtrack ),( C ) 2015 Lakeshore Records,Forfeit,Soundtracks,James Newton Howard
35806,1:05,"September 11 , 2015",$ 1.29,Pawn Sacrifice ( Original Motion Picture Soundtrack ),( C ) 2015 Lakeshore Records,Bobby Plays Boris,Soundtracks,James Newton Howard
35807,5:46,"September 11 , 2015",$ 1.29,Pawn Sacrifice ( Original Motion Picture Soundtrack ),( C ) 2015 Lakeshore Records,Bobby Wins,Soundtracks,James Newton Howard
35808,3:18,"April 7 , 2015",$ 1.29,Payday,"( C ) 2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc.",Payday,Dance & Electronic,Alesso
35809,3:18,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,His Hand In Mine,Christian,Elvis Presley
35810,1:51,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,I 'm Gon na Walk Dem Golden Stairs,Christian,Elvis Presley
35811,2:04,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,In My Father 's House,Christian,Elvis Presley
35812,2:14,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Milky White Way,Christian,Elvis Presley
35813,2:09,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Known Only To Him,Christian,Elvis Presley
35814,2:11,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,I Believe In The Man In The Sky,Christian,Elvis Presley
35815,2:40,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Joshua Fit The Battle,Christian,Elvis Presley
35816,2:12,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,He Knows Just What I Need,Christian,Elvis Presley
35817,2:33,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Swing Down Sweet Chariot,Christian,Elvis Presley
35818,2:56,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Mansion Over The Hilltop,Christian,Elvis Presley
35819,1:58,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,If We Never Meet Again,Christian,Elvis Presley
35820,1:53,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Working On The Building,Christian,Elvis Presley
35821,2:25,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Crying In The Chapel,Christian,Elvis Presley
35822,3:02,"September 12 , 2000",$ 1.29,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,How Great Thou Art,Christian,Elvis Presley
35823,3:09,"September 12 , 2000",$ 1.29,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,In The Garden,Christian,Elvis Presley
35824,2:25,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Somebody Bigger Than You And I,Christian,Elvis Presley
35825,4:04,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Farther Along,Christian,Elvis Presley
35826,2:28,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Stand By Me,Christian,Elvis Presley
35827,2:29,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Without Him,Christian,Elvis Presley
35828,1:58,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,So High,Christian,Elvis Presley
35829,3:37,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Where Could I Go But To The Lord,Christian,Elvis Presley
35830,1:53,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,By And By,Christian,Elvis Presley
35831,1:37,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,If The Lord Was n't Walking By My Side,Christian,Elvis Presley
35832,2:23,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Run On,Christian,Elvis Presley
35833,2:42,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Where No One Stands Alone,Christian,Elvis Presley
35834,2:32,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,We Call On Him,Christian,Elvis Presley
35835,2:44,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,You 'll Never Walk Alone,Christian,Elvis Presley
35836,3:18,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Who Am I ?,Christian,Elvis Presley
35837,3:09,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Life,Christian,Elvis Presley
35838,2:50,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Only Believe,Christian,Elvis Presley
35839,2:39,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,He Touched Me,Christian,Elvis Presley
35840,2:21,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,I 've Got Confidence,Christian,Elvis Presley
35841,3:35,"September 12 , 2000",$ 1.29,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Amazing Grace,Christian,Elvis Presley
35842,2:53,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Seeing Is Believing,Christian,Elvis Presley
35843,2:40,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,He Is My Everything,Christian,Elvis Presley
35844,1:36,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Bosom Of Abraham,Christian,Elvis Presley
35845,1:54,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,An Evening Prayer,Christian,Elvis Presley
35846,2:40,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,"Lead Me , Guide Me",Christian,Elvis Presley
35847,2:20,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,There Is No God But God,Christian,Elvis Presley
35848,2:25,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,A Thing Called Love,Christian,Elvis Presley
35849,2:17,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,"I , John",Christian,Elvis Presley
35850,3:15,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Reach Out To Jesus,Christian,Elvis Presley
35851,1:51,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Miracle Of The Rosary,Christian,Elvis Presley
35852,3:15,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Put Your Hand In The Hand,Christian,Elvis Presley
35853,3:33,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,I Got A Feelin ' In My Body,Christian,Elvis Presley
35854,2:28,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Help Me,Christian,Elvis Presley
35855,3:31,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,If That Is n't Love,Christian,Elvis Presley
35856,2:37,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Help Me ( Live Version ),Christian,Elvis Presley
35857,2:51,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Why Me Lord ( Live Version ),Christian,Elvis Presley
35858,3:34,"September 12 , 2000",$ 1.29,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,How Great Thou Art ( Live Version ),Christian,Elvis Presley
35859,1:23,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Oh Happy Day,Christian,Elvis Presley
35860,1:50,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,You Better Run,Christian,Elvis Presley
35861,2:17,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Turn Your Eyes Upon Jesus/Nearer My God To Thee,Christian,Elvis Presley
35862,0:49,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,When The Saints Go Marching In,Christian,Elvis Presley
35863,1:49,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Just A Little Talk With Jesus,Christian,Elvis Presley
35864,2:28,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Jesus Walked That Lonesome Valley,Christian,Elvis Presley
35865,3:42,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,I Shall Not Be Moved,Christian,Elvis Presley
35866,1:24,"September 12 , 2000",$ 1.29,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,( There 'll Be ) Peace In The Valley ( For Me ),Christian,Elvis Presley
35867,4:01,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Down By The Riverside,Christian,Elvis Presley
35868,3:09,"September 12 , 2000",$ 1.29,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Blessed Jesus ( Hold My Hand ),Christian,Elvis Presley
35869,3:18,"September 12 , 2000",$ 1.29,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,On The Jericho Road,Christian,Elvis Presley
35870,1:32,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,I Just Ca n't Make It By Myself,Christian,Elvis Presley
35871,2:24,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,I Hear A Sweet Voice Calling,Christian,Elvis Presley
35872,2:08,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,When The Saints Go Marchin ' In,Christian,Elvis Presley
35873,1:12,"September 12 , 2000",$ 0.99,Peace In The Valley - The Complete Gospel Recordings,( P ) 2000 BMG Entertainment,Softly And Tenderly,Christian,Elvis Presley
