dblp_scholar_id,yr_published,journal_name,creator_list
16338,,"ibm almaden research center , san jose , ca ,","w niblack , r barber , w equizâ ? ¦"
16339,,"proc . of 28th european microwave conf. , belgium ,","h shiomi , s kawasaki , k matsugatani"
16340,,,"ww chan , cy wang , wd mooney"
16341,,"proceedings of the 1993 acm sigmod conference ,","m carey , d dewitt , j naughton"
16342,2004.0,"proceedings of acm sigcomm ,","fr cecin , r de oliveira jannone , cfr geyer , mg"
16343,1989.0,,"k martinson , ja riccio"
16344,1998.0,"new directions for adult and continuing education ,",dv eastmond
16345,,university of massachusetts coins technical,em soloway
16346,,"proc . 1995vldb conference , zurich , switzerland ,","a prasad sistla , c yu , c liu , k liu"
16347,1999.0,"journal of emergency medicine ,","dp hanlon , jr luellen"
16348,,"proceedings of the acm sigmod ,","y kotodis , n roussopoulos"
16349,,"computerworld ,",j cline
16350,2002.0,"sigmod record ,",hd kim
16351,,"proc . acm sigmod conf. , tucson , az , may ,","s acharya , m franklin , s zdonik , b push"
16352,,proceedings of acm,"m umuma , k anjyo , r takeuchi"
16353,2001.0,,vrls vadali
16354,1999.0,"communications-acm ,","rt watson , s akselsen , b evjemo , n aarsaether"
16355,1997.0,"applied mathematics and computer science ,",z hasiewicz
16356,1996.0,"history of programming languages -- ii table of contents ,",m campbell-kelly
16357,,,c ordonez
16358,1997.0,"acm transactions on programming languages and systems ( & hellip ; ,","d dams , r gerth , o grumberg"
16359,1992.0,"information and software technology ,","m van genuchten , g brethouwer , t van den boomen , f"
16360,,"proc . int . game biol ,","tt fendley , il brisbin jr"
16361,1997.0,"proceedings of spie ,","r deriche , c bouvin , od faugeras"
16362,,"proc . 9th acm popl , january ,","t budd , r demillo , r lipton , f sayward"
16363,1986.0,"journal of personality and social psychology ,","r myerscough , s taylor"
16364,2001.0,"intelligent enterprise-san mateo - ,",c white
16365,1981.0,"ieee , proceedings ,","re crochiere , lr rabiner"
16366,2003.0,"the vldb journal the international journal on very large & hellip ; ,","r agrawal , pj haas , j kiernan"
16367,,"proceedings of the 23rd concilium ophthalmologicum , kyoto , & hellip ; ,",sh sarks
16368,2003.0,"lecture notes in computer science ,","a egges , s kshirsagar , n magnenat-thalmann"
16369,,proceedings of international conference on very large,l haas
16370,1999.0,"proceedings : biological sciences ,","j moreno , jj sanz , e arriero"
16371,1981.0,"no to shinkei ,","h takahashi , s manaka , k sano"
16372,1986.0,"computerworld ,","o shy , jf thisse"
16373,,"journal of personality and social psychology ,","ck hsee , rp abelson"
16374,2002.0,"acm sigmod record ,",b kuijpers
16375,,"distributed at ,",em tetra tech
16376,1997.0,"sigmod record ,","p faculty , w jajodia , v scholar , c bettini , acm"
16377,1975.0,"phil . mag. ,","a risbet , v levy"
16378,,,t strub
16379,,"unpublished manuscript ,","pm sniderman , a schizzerotto , t piazza , p peri"
16380,2003.0,"lecture notes in computer science ,","g tonti , jm bradshaw , r jeffers , r montanari , n"
16381,,proceedings of 2001 acm sigmod international conference on,"e keogh , k chakrabarti , m pazzani"
16382,1996.0,"journal of emergency medicine ,","bh rowe , j rampton , gw bota"
16383,1997.0,,l hangartner
16384,1983.0,"proceedings of the 2nd acm sigact-sigmod symposium on & hellip ; ,",u dayal
16385,1983.0,"management science ,","h moskowitz , rk sarin"
16386,1999.0,"proceedings of the international conference on very large & hellip ; ,","ml brodie , s chaudhuri"
16387,2005.0,"acm sigmod record ,",s guinepain
16388,,,"a labrinidis , n roussopoulos"
16389,1981.0,,"a bandura , dh schunk"
16390,,"proc . acm sigmod international conference on management of & hellip ; ,","s abiteboul , s cluet , t milo"
16391,2005.0,"acc . chem . res ,","d fiedler , dh leung , rg bergman , kn raymond"
16392,,"j. acm ,","t imieliã?nski , w lipski"
16393,2001.0,"adolescence-san diego - ,","mj nakkula , ce nikitopoulos"
16394,,proceedings of acm,"v bharghavan , a demers , s shenker , l zhang"
16395,,,"da goolsby , wa battaglin , gb lawrence , rs artz , bt"
16396,1983.0,"fed proc ,","pm andrews , ak coffey"
16397,1997.0,,ee korkmaz
16398,,,jh friedman
16399,1995.0,"transplantation proceedings ,","m yasuhara , t hashida , m toraguchi , y hashimoto"
16400,,"acc . chem . res ,","ad hamilton , j chem"
16401,2004.0,"ieee transactions on knowledge and data engineering ,","la kurgan , kj cios"
16402,,"submitted for publication ,",m patra
16403,2000.0,"cochrane database syst rev ,","c counsell , c warlow , r naylor"
16404,,,"m erdmann , s decker"
16405,1989.0,"journal of personality and social psychology ,",cd ryff
16406,,,n holmes
16407,,"mit/lcs/tr -543 , mit laboratory for computer science , june",d jackson
16408,,"proc . 5th int . conf . very large data bases ,",e lien
16409,1994.0,"proceedings of the second acm international conference on & hellip ; ,","d venkatesh , tdc little"
16410,,"decomposition-a strategy for query processing '' , acm",e wong
16411,,,w rash
16412,2005.0,"geography ,","p geographer , t geography"
16413,,"proceedings of the 23rd annual conference of the cognitive & hellip ; ,",j bã ¶ lte
16414,1988.0,"acm sigmod record ,","j gersting , k kinsley , n mcdonald , j north , m"
16415,,diabetes-new,"s dagogo-jack , c fanelli , d paramore , j brothers ,"
16416,1985.0,"new directions for higher education ,","nr wylie , jw fuller"
16417,1978.0,"lecture notes in computer science ,",b randell
16418,,"ibm almaden research center ,","m mehta , r agrawal , j rissanen"
16419,,,"g edjlali , a sussman , j saltz"
16420,,proceedings of very large databases,b yang
16421,1992.0,"the histochemical journal ,","o johansson , m virtanen , m hilliges , q yang"
16422,2002.0,"proceedings of the tenth acm international conference on & hellip ; ,","z dimitrijeviä ? , e chang"
16423,1989.0,"transplant proc ,",me billingham
16424,,"proc int union physiol sci ,","a mukhopadhyay , n basu , n ghatak , kp singh , pk"
16425,1994.0,"new directions for teaching and learning ,","sl burmeister , jm carter , lr hockenberger , pa"
16426,1964.0,"wisconsin studies in contemporary literature ,",h gregory
16427,,,a blondel
16428,1982.0,"proceedings of the fourteenth annual acm symposium on theory & hellip ; ,","ch papadimitriou , m sipser"
16429,1991.0,"oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,","c albajar , r kinnunen , j tuominiemi , v karimaki , m"
16430,1997.0,"bt technology journal ,","pj sheppard , gr walker"
16431,2003.0,"proceedings of the 2003 acm sigmod international conference & hellip ; ,","x zhang , k dimitrova , l wang , m el sayed , b murphy"
16432,,"athens , greece ,",mj hynes
16433,,,"yg gueheneuc , h albin-amiot"
16434,1997.0,,"jhf meyer , eg cleary"
16435,,proc . of the 2001 acm sigmod intl. conf . on management of,"j gehrke , f korn , d srivastava"
16436,,"journal of personality and social psychology ,","re petty , jt cacioppo , r goldman"
16437,1991.0,,tf mumford
16438,,,d nicholson-cole
16439,,"management decision ,",f price
16440,,"proceedings of the 2 '' d international symposium on low & hellip ; ,","gj whiffen , ja sims"
16441,1999.0,,"j toga , j ott"
16442,,proc . of acm siggraph,"mr bolin , gw meyer"
16443,,acm sigmod,m stonebraker
16444,,,j rojo
16445,1994.0,"journal of emergency medicine ,","jp noordzij , pa foresman , gt rodeheaver , jv quinn"
16446,,"proc . int . computer music conf ,",ja biles
16447,2000.0,"periodica polytechnica electrical engineering ,","am abbas , l szirmay-kalos , t horvath"
16448,2001.0,"new directions for adult and continuing education ,",ca hansman
16449,1981.0,"acm sigmod record ,",al furtado
16450,,"proceedings of the anniversary conference for the 25 years & hellip ; ,",j hopf
16451,,"electronic design ,",p mcgoldrick
16452,1990.0,,c pretzold
16453,,,"tj peters , rh waterman"
16454,,"proc . acm sigmod conf ,","g herman , g gopal , k lee , a weinrib"
16455,,,"m ehnfors , i thorell-ekstrand , a ehrenberg"
16456,,,"t shimura , m yoshikawa , s uemura"
16457,1984.0,"pharmacology of the eye ,","dm maurice , s mishima"
16458,,"seattle , washington : wwami rural health research center , in","lg hart , ra rosenblatt , dm lishner , h friedman , lm"
16459,,"& hellip ; of the 3rd international conference on management . beijing : & hellip ; ,","c wen , h bin , z yingli , y chunyan"
16460,,,zx song
16461,,"acm sigmod ,",s kennamer
16462,,,"we mackay , m beaudouin-lafon"
16463,,"athens , greece : hellenic republic , national statistical & hellip ; ,",ds yearbook
16464,1994.0,"proceedings of the second acm international conference on & hellip ; ,","b reiser , h reiser , b fleming"
16465,,"phil . mag ,",p allan
16466,1975.0,"radiotekhnika i elektronika ,","iui abramovich , bg danilov"
16467,1993.0,"proceedings of the 1993 acm sigmod international conference & hellip ; ,","j li , d rotem , j srivastava"
16468,1988.0,"bombay , india , 11-13 jan. 1988 ,","r krishnan , tr anantharaman , cs pande , op arora"
16469,2002.0,"cochrane database syst rev ,","gl de salvo , c gava , s pucciarelli , m lise"
16470,,,"gep ropella , da nag , ca hunt"
16471,,submitted for,"s guerrini , s martini , a masini"
16472,,"sigmod conference ,","la rowe , ka shoens"
16473,,"phd thesis , universitat freiburg , october",pj marron
16474,1997.0,"lecture notes in computer science ,","i harvey , a thompson"
16475,2001.0,"international journal of educational research ,","s ransdell , cm hawkins , r adams"
16476,1999.0,"finance and stochastics ,","j cvitanic , i karatzas"
16477,,,fe mcjunkin
16478,2002.0,"lecture notes in computer science ,","w thies , m karczmarek , s amarasinghe"
16479,,"& hellip ; international conference on management of technology mot ,","pa zawislak , lf nascimento"
16480,2003.0,"journal of emergency nursing ,","g carlson , e negri , a mcgrew , b plaisier"
16481,,,h bergen
16482,1983.0,"computerworld. ,",j beeler
16483,2000.0,"lecture notes in computer science ,",f boudot
16484,2001.0,"journal of european area studies ,",i wanner
16485,1999.0,"unpublished manuscript ,",ce walsh
16486,1993.0,"economic geography ,","r peet , m watts"
16487,1987.0,"proceedings of the sixth acm sigact-sigmod-sigart symposium & hellip ; ,","k apt , jm pugin"
16488,1997.0,"contributions to nephrology ,","m meroni , a sessa , g battini , s tazzari , l torri"
16489,1984.0,,"t cebeci , p bradshaw"
16490,1988.0,,p auspos
16491,,"electronic media ,",r shaw
16492,1988.0,"information and software technology ,",jr cameron
16493,,"london , i ,",k pearson
16494,,,"h luo , g pottie"
16495,1996.0,"proceedings of the 23rd seminar on current trends in theory & hellip ; ,",a kucera
16496,,"seattle ,","t han , l orozco-barbosa"
16497,,"proceedings of the 23rd ieee photovoltaic specialist & hellip ; ,","wj stolte , ra whisnant , cr mcgowin"
16498,,,"ll martins , a kambil"
16499,1995.0,,w kimâ ? ¦
16500,,microsoft,d chell
16501,2005.0,"proceedings of the 13th annual acm international conference & hellip ; ,","ff kuo , mf chiang , mk shan , sy lee"
16502,1991.0,"new directions for adult and continuing education ,",jh robinson
16503,1986.0,"acm sigmod record ,",b salzberg
16504,1990.0,"iee proceedings ,","kd ward , cj baker , s watts"
16505,,"ieee computer ,",a richard
16506,,,jm pierre
16507,,,"a sommariva , m vianello"
16508,,"& hellip ; manuscript . university of washington , seattle , washington ,","mp jensen , p karoly"
16509,,,e java
16510,,,dr webber
16511,1995.0,"sigmod conference ,","ap sistla , o wolfson"
16512,2005.0,"new directions for teaching and learning ,",dg brown
16513,,san,"a reilly , b boashash"
16514,1992.0,,"h haefner , ah schumann"
16515,,,"h ma , kd schewe , b thalheim , j zhao"
16516,1992.0,"journal of personality and social psychology ,","r buck , ji losow , mm murphy , p costanzo"
16517,,"phil . mag ,","gr booker , amb shaw"
16518,,"conf . on management of data , boston , ma , may ,","h boral , i gold"
16519,,"phil . mag ,","w nicholson , a carlisle , w cruickshank"
16520,,,"cb prater , pg maivald"
16521,1990.0,"acm press history series ,",hv pipberger
16522,2003.0,"proceedings of the international conference on very large & hellip ; ,","h he , w meng , c yu , z wu"
16523,,"pc magazine ,","s yoder , s knight"
16524,1994.0,"economic geography ,","k jones , n bullen"
16525,1960.0,,lc barrow
16526,2002.0,"lecture notes in computer science ,","c blondia , o casals , l cerda , g willems"
16527,,"proc . acm sigcom ,","k hemant , p mishra , a reibman"
16528,,,b ã?rsnes
16529,1999.0,"electronic markets ,","d chatterjee , v sambamurthy"
16530,,"new york ,","s kobayashi , k nomizu"
16531,1994.0,"allergy proceedings ,","j bousquet , fb michel"
16532,1992.0,"proceedings of spie ,","pjl van beek , mjt reinders , b sankur , jca van der"
16533,1967.0,,rw birch
16534,2002.0,"electronic library ,",f bry
16535,,"proc . int . seaweed symp ,","d coon , m neushul , ac charters"
16536,1984.0,"acm sigplan notices ,",wr franklin
16537,1996.0,"unpublished manuscript ,","t ottmann , e soisalon-soininen"
16538,,"sigmod record ,","kl tan , h lu"
16539,,"unpublished manuscript ,",i franklin
16540,2000.0,"lecture notes in computer science ,","m buchi , w weck"
16541,,proceedings of acm,"k patel , la rowe"
16542,,"acm trans . database syst ,","r fagxn , ao meudelzon , jd ullman"
16543,,,m rodriguez
16544,,"md ,","kb mcgrattan , gp forney , j floyd"
16545,,"computerworld ,",j gantz
16546,1999.0,"journal of emergency medicine ,",g quick
16547,,"proceedings of the 24th annual international conference on & hellip ; ,",jd tygar
16548,,,"h tilg , e trehu , mb atkins , ca dinarello"
16549,,"new york ,","h bass , k algebraic"
16550,1997.0,"human genetics ,","z szabã ³ , e light , cd boyd , k csiszã ¡ r"
16551,1991.0,"information and software technology ,","gc low , dr jeffery"
16552,,acm sigmod,p bernsteinâ ? ¦
16553,,,a leva
16554,1991.0,"proceedings of the tenth acm sigact-sigmod-sigart symposium & hellip ; ,","fm malvestuto , m moscarini , m rafanelli"
16555,,"san diego ,",cm jackson
16556,,"information and software technology ,",p benedusi
16557,,,"m krug , av schedl"
16558,1994.0,"sigmod record ,",a datta
16559,,aliquot,g phytohemagglutinin
16560,,pc,b ezzell
16561,,,"c wiemer , d eggers , g neuf , h hã ¶ rverstehen"
16562,,,"hj walls , sb caines , am sanchez , sa khan"
16563,,,jm jay
16564,,"& hellip ; of technology lincoln laboratory technical report pca-irt-1 ,",jm lebak
16565,1999.0,"social studies and the young learner ,",bml bisland
16566,1966.0,"wisconsin studies in contemporary literature ,",jj enck
16567,,"proc seventh vldb conf ,",bs goldstem
16568,1999.0,"computer networks ,","j ala-laurila , j lemilainen"
16569,1993.0,"padiatrie und padologie ,",w lehnert
16570,,"phil . mag ,",jc maxwell
16571,2005.0,"proceedings of the 14th acm international conference on & hellip ; ,","sc gates , w teiken , ksf cheng"
16572,,,"p kroon , bs atal"
16573,1999.0,"the academy of management journal ,",aj hoffman
16574,,,"g chung , s seneff"
16575,2002.0,,ej shier
16576,,acm-sigmod,"n beckmann , hp kriegel , r schneider , b seeger"
16577,,proceedings of the acm sigmod international,"c low , b ooi"
16578,,,j marx
16579,2003.0,"information and software technology ,","j kim , hj kim"
16580,1999.0,"electronic markets ,",yvoa saanen
16581,2005.0,"the vldb journal ,","a arasu , s babu , j widom"
16582,,procs,"l tarabella , g bertini , t sabbatini"
16583,,"sigmod record ,",cj shaw
16584,,,p ganster
16585,,"proceedings of the acm special interest group on management & hellip ; ,","s brin , j davis , h garcia-molina"
16586,,acm press : new,"tj biggerstaff , aj perlis"
16587,,"unpublished manuscript ,","z chaochen , mr hansen"
16588,2004.0,"new directions for higher education ,","wg tierney , jt minor"
16589,2003.0,"lecture notes in computer science ,","l feng , t dillon , h weigand , e chang"
16590,,,p waddell
16591,,,ss ho
16592,,,r groenmo
16593,,,"h saputra , m kandemir , n vijaykrishnan , mj irwin ,"
16594,1995.0,"journal of emergency medicine ,","f levy , wk mysko , gd kelen"
16595,1994.0,"proceedings of the second acm international conference on & hellip ; ,","a large , j beheshti , a breuleux , a renaud"
16596,,,"c masolo , l vieu , e bottazzi , c catenacci , r"
16597,,,j momoh
16598,,"computerworld ,",gh anthes
16599,,"technical report stan-cs-83-965 , stanford university , stanford ,",pk ghosh
16600,,,"wh jessop , jd nee , dm jacobsen , jl baer , c pu"
16601,,"data-mining and visualization of traditional and multimedia & hellip ; ,","c faloutsos , ki lin"
16602,,computer,"m song , y choi , c kim"
16603,1992.0,"proceedings of the 1992 acm sigmod international conference & hellip ; ,",a rosenthal
16604,2002.0,"acm sigmod record ,","m roantree , af smeaton"
16605,,"computerworld ,",s alexander
16606,,"seattle , washington ,","a deitel , c faron , r dieng"
16607,,,m netto
16608,1990.0,"vldb ,","mi seltzer , m stonebraker"
16609,2000.0,"cochrane database syst rev ,","me suarez-almazor , e belseck , b shea , g wells , p"
16610,2001.0,"proceedings of the international conference on very large & hellip ; ,",m andrei
16611,1984.0,"planta ,","w hinderer , m petersen , hu seitz"
16612,,"ieee computer ,",s srinivasan
16613,,acm sigmod,"a segev , md soo , sm sripada"
16614,1982.0,"ieee , proceedings ,","kc yeh , ch liu"
16615,2003.0,"information and software technology ,",s bhalla
16616,,"cochrane database syst rev ,","gy ng , a ohlsson"
16617,1977.0,"economic geography ,",hn le houerou
16618,1997.0,"journal of personality and social psychology ,","jd vorauer , dt miller"
16619,,"bombay , india ,",jr stallings
16620,1993.0,"unpublished manuscript ,","t hastie , r tibshirani"
16621,2002.0,"acm sigmod record ,",a ouksel
16622,,"watch what i do : programming by demonstration ,","b myers , d maulsby"
16623,,"technical report msrtr-2004-78 , microsoft technical report , aug. .",c wu
16624,1996.0,"sigmod record ,",o foundation
16625,,,o veres
16626,1997.0,"management science ,",da levinthal
16627,,"proc . int . conf . very large data bases , dayal u , gray p , & hellip ; ,","m rnsinkiewicz , w klasâ ? ¦"
16628,2004.0,"proceedings of the 2004 acm sigmod international conference & hellip ; ,",m mihic
16629,1991.0,"oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,","m leino , pp jauho , j aysto , p decrock , p dendooven"
16630,,"machine learning for user modeling , user modeling and user - & hellip ; ,","gl webb , mj pazzani"
16631,1991.0,"proceedings of the 1991 acm sigmod international conference & hellip ; ,","r ng , c faloutsos , t sellis"
16632,1994.0,"the academy of management journal ,","sp spera , ed buhrfeind , jw pennebaker"
16633,2001.0,"lecture notes in computer science ,",p tandler
16634,,,"nh gehani , hv jagadish , o shmueli"
16635,1998.0,"vldb ,","f korn , a labrinidis , y kotidis , c faloutsos"
16636,1994.0,"electronic letters ,",", wj fitzgerald"
16637,2004.0,"new directions for higher education ,",st dangelantonio
16638,,"technical report , massachusetts institute of technology , course","e basha , k butler , p griffin"
16639,1994.0,"journal of emergency medicine ,","lw milne , jj hunter , js anshus , p rosen"
16640,2002.0,"unpublished manuscript ,",g weiss
16641,2005.0,"proceedings of the 14th acm international conference on & hellip ; ,","c herzog , g liuzzi , m diwersy"
16642,,,e laenens
16643,,,"a dan , ps yu , jy chung"
16644,,"proc . acm sigmod ,","s acharya , v poosala , s ramaswamy"
16645,1978.0,,wj masek
16646,,,"lm haas , jc freytag , gm lohman , h pirahesh"
16647,1994.0,"computer ,",ae kaufman
16648,,,sk wismath
16649,1975.0,"vldb ,","ha schmid , pa bernstein"
16650,1992.0,"proceedings of the international conference on very large & hellip ; ,","sk gadia , ss nair , yc poon"
16651,,,u american
16652,,mrs sym .,"aa kundig , jf lofller , wl johnson"
16653,,"phil . mag ,",d daniels
16654,1998.0,"journal of personality and social psychology ,",dl paulhus
16655,,,j paul myers jr
16656,,,lep technically
16657,,proceedings of the 23rd annual,l bretonne jr
16658,,,"rs sharp , m bettella"
16659,,,"y lin , b kemme"
16660,1986.0,"lancet i ,","wl gross , g kiefer , h lehmann"
16661,,"proceedings of acm nossdav ,","r zhang , ych borg"
16662,,"ifip working conference data base management ,",gm nijssen
16663,,"proc . acm sigcomm ,","dc ii , s shenker , l zhang"
16664,,"bt technology journal ,",p de wilde
16665,,"proceedings of the 24th annual hawaii international & hellip ; ,","jl mumpower , ta darling"
16666,,"sigmod record ,","j melton , a eisenberg"
16667,,"lancet i ,",rjv pulvertaft
16668,,"proc . int . congr . math . amsterdam ,",e calabi
16669,,,"r aggarwal , r leal , l hernandez"
16670,,"technical report 335 , dept. of statistics , stanford university ,","p diaconis , c greene"
16671,1995.0,"proc spie ,","k froitzheim , h wolf"
16672,,,"r karoui , m saheb"
16673,2001.0,"journal of emergency medicine ,","fl mirarchi , md scheatzle , rj mitre"
16674,1996.0,"information and software technology ,",y tanaka
16675,,"computer networks ,",r guã ?
16676,1985.0,"vldb ,",pc fischer
16677,2000.0,"cochrane database syst rev ,","mc sowter , aa singla , a lethaby"
16678,1993.0,"pc magazine ,",g keizer
16679,,"technical report , knowledge systems laboratory , stanford","a farquhar , r fikes , w pratt , j rice"
16680,,,"goâ ?? hare , m barke"
16681,2000.0,"new directions for higher education ,","m sherman , mp duncan"
16682,,"proc . ieee ,",jw strohbehn
16683,,"ieee computer ,",j henning
16684,2002.0,,"pb hall , sf anderson , ma strauss , dg york , gt"
16685,2004.0,"ieee transactions on knowledge and data engineering ,","amk cheng , s fujii"
16686,2003.0,"bt technology journal ,","r dorne , c voudouris , a liret , c ladde , d lesaint"
16687,2000.0,"sigmod record ,",a jhingran
16688,,proc . of 26th int . conf . on application and theory of petri,"l capra , m de pierro , g franceschinis"
16689,1989.0,"stable isotopes in ecological research ,","gd farquhar , kt hubick , ag condon , ra richards"
16690,,,"y badir , c stricker , r dalla palma"
16691,,"acl demonstration report , yaworski lagoon superfund site ,",e consulting
16692,,"amman , gene d. camp . proceedings-symposium on the management & hellip ; ,",pj shea
16693,,,"h thomas , d wettergreen , c thorpe"
16694,1989.0,,"cl siegel , k chandrasekharan"
16695,,,"v shtilbans , ah szporn , m wu , de burstein"
16696,,"proceedings of 25 thsu conference on low-temperature physics & hellip ; ,","ei laiko , ao orlov"
16697,1986.0,,rh lynch
16698,1990.0,"new york times ,",bl webber
16699,,"software quality management-international conference - ,","dn wilson , t hall , n baddoo"
16700,,,"ay zomaya , as morris"
16701,1989.0,,gm papadopoulos
16702,2004.0,"acm transactions on internet technology ,","m deshpande , g karypis"
16703,,proceedings of acm sigmod conference on management of,"v christophides , s cluet"
16704,2000.0,"cochrane database syst rev ,","ce kearney , ce wallis"
16705,,"proceedings of acm siggraph , tutorials , boston ,",j kleiser
16706,1997.0,,r magoon
16707,2004.0,"proceedings of the 12th annual acm international conference & hellip ; ,","d cai , x he , z li , wy ma , jr wen"
16708,,"proc . of the 21st int . conf . on software engineering ( icse &#39; & hellip ; ,","gp picco , al murphy , gc roman"
16709,,"proceedings of acm sigcommâ ?? 95 ,","w willinger , s murad"
16710,,academy of management,"e autio , hj sapienza , jg almeida"
16711,2004.0,"proceedings of the 12th annual acm international conference & hellip ; ,","ly duan , js yuan , q tian , cs xu"
16712,1985.0,,c correa
16713,1973.0,"fed . proc ,",mp bryant
16714,1999.0,"sigmod conference ,","r braumandl , a kemper , d kossmann"
16715,1976.0,"new directions for higher education ,",rm diamond
16716,,"san diego , calif ,",m ohring
16717,2000.0,"computer networks ,","l hughes , o banyasad , e hughes"
16718,2002.0,"vldb ,","l daynes , g czajkowski"
16719,,"unpublished manuscript ,","c carrubba , m gabel , l murrah , r clough , e"
16720,2002.0,,dk martinek
16721,,"new directions for program evaluation ,","w mccloskey , h parke , r elliott , p harmon"
16722,1997.0,"vldb ,","pa bernstein , b harry , p sanders"
16723,1990.0,"acm sigplan notices ,",sm krishamurthy
16724,1994.0,"sigmod record ,",m wixxslett
16725,1993.0,"contributions to morphometrics ,",ja walker
16726,,unpublished,a tarlecki
16727,2004.0,"proceedings of the international conference on very large & hellip ; ,","k ross , j stoyanovich"
16728,2003.0,"lecture notes in computer science ,","g yang , m kifer"
16729,2000.0,"lecture notes in computer science ,","v hamscher , u schwiegelshohn , a streit , r"
16730,,"a database challenge , acm sigmod conference ,","u dayal , h garcia-molina , m hsu , b kao , mc shan"
16731,2002.0,"acm transactions on database systems ,","t calders , rt ng , j wijsen"
16732,,"electronic publishing ,",y haralambous
16733,,"international conference on bear research and management ,",i mysterud
16734,,"new directions for teaching and learning , no ,",c kreber
16735,,"proc . pimrc ,","k fazel , l papke"
16736,1987.0,"vldb ,","r cooper , a dearle"
16737,,,r ehrenborg
16738,,,r heijungs
16739,2005.0,"proceedings of the 2005 acm sigmod international conference & hellip ; ,","rf murphy , c faloutsos"
16740,,,ej otoo
16741,2003.0,"bt technology journal ,",m bross
16742,,"computerworld ,",c babcock
16743,1996.0,"genes to cells ,",t honjo
16744,,"mit/lcs-tm -174 , laboratory for computer science , mit , september ,","vk arvind , k pingali"
16745,,"computer networks ,","f kamoun , l kleinrock"
16746,,"proceedings of the 2â ?? d wig workshop ,","vb axuiev , i ryibka , n savischenko , a kuranov"
16747,1991.0,"journal of the acm ( jacm ) ,",b berger
16748,,"sigmod conference , philadelphia ,","da keim , a hinneburg"
16749,1997.0,,m santamouris
16750,,"proc int soc magn reson med ,","gb pike , n de stefano , s narayanan , g francis , j"
16751,,"submitted for publication ,","jb kadane , g shmueli , tp minka , s borle , p"
16752,1996.0,,"l vanzi , s gennari , m cioni , l testi"
16753,,"proc . of 26th int . conf . on very large data bases ,",j cho andh
16754,,"computerworld ,",r anderson
16755,,,"w labio , h garcia-molina"
16756,,proc 17th acm,"k friedl , l ronyai"
16757,,"technical report , sloan school of management , massachusetts","dm markowitz , mi reiman"
16758,,,gk wallace
16759,,"unpublished manuscript , manpower demonstration research & hellip ; ,",a gallup-black
16760,,,we deming
16761,2001.0,"cochrane database syst rev ,","m luckas , l bricker"
16762,,"technical report , bell laboratories , murray hill , nj , feb. .","pb gibbons , v poosala , s acharya , y bartal"
16763,1999.0,"information and software technology ,","r dssouli , s some , j vaucher , a salah"
16764,1994.0,"lecture notes in mathematics-springer verlag - ,",d bakry
16765,,,p pirolli
16766,,"geography ,",rs waters
16767,,,h jaakkola
16768,,"phil mag ,","k sumino , h shimizu"
16769,,submitted for,"a manjhi , s nath , pb gibbons"
16770,,"new directions for program evaluation . san francisco , ca : & hellip ; ,","cs reichardt , sf rallis"
16771,,proceedings of the 1979 acm sigmod international conference,p sac
16772,,"unpublished manuscript ,","a venables , l winters"
16773,,"proceedings of the human factors society , 25 thannual & hellip ; ,","m granada , s konz"
16774,,"proceedings of the 25 thinternational cosmic ray conference , & hellip ; ,","jpl reinecke , h moraal , ms potgieter , fb mcdonald ,"
16775,,,"s jang , s carr , p sweany , d kuras"
16776,,"proceedings of the 22nd international conference on very & hellip ; ,","s bertchold , da keim , hp kriegel"
16777,,,"ja atwell , jt borggaard , bb king"
16778,2000.0,"cochrane database syst rev ,","k dickersin , e manheimer"
16779,,"see ref ,",tt chang
16780,,,"e ferguson , rs symons"
16781,,"& hellip ; proceedings ( zurich - ~ rlikon , switzerland , july 17 , 1992 ) ,",j bresenham
16782,1997.0,"new directions for adult and continuing education ,",c van halen-faber
16783,2003.0,,s bojinski
16784,1993.0,"new directions for higher education ,",rm diamond
16785,,"computerworld ,",l didio
16786,1977.0,"new directions for higher education ,",rb kozma
16787,,,"j mccormack , r perry , ki farkas , np jouppi"
16788,1987.0,"journal of emergency nursing ,",j johnston
16789,,,t hinamoto
16790,,"proceedings of acm sigcommâ ?? 98 ,","vsgvs suri , m waldvogel"
16791,,,"e kamen , a goldstein , d creveling , e sahinci , z"
16792,,"proceedings of the allen d. leman swine conference ,",hs joo
16793,,,"c clifton , m kantarcioglu , j vaidya , x lin , my zhu"
16794,,proceedings of the 23rd international conference on,"t he , ja stankovic"
16795,2002.0,"applied geography ,","g bucini , ef lambin"
16796,,"seattle , washington ,","sd craig , rc wissmar"
16797,2004.0,"submitted for publication ,","t kolokolnikov , t erneux , n joly , s bielawski"
16798,,"acc . chem . res ,",gj ten brink
16799,,"vldbâ ?? 97 , proceedings of 23rd international conference on & hellip ; ,",yw huang
16800,,submitted for,"yj kaufman , c justice , l flynn , jd kendall"
16801,2003.0,,"xs li , g chan , zy zhou , asc chan"
16802,,"proc . int . soc . citriculture ,","h cantarella , ja quaggio , oc bataglia , b raij"
16803,,"proc . 1996 acm multimedia ,","ks candan , b prabhakaran , vs subrahmanian"
16804,1984.0,"acm sigmod record ,",cj date
16805,1995.0,"bt technology journal ,","t richards , y jiang , b richards"
16806,1989.0,"proc of acm sigmod conf on management of data ,","i ell , sj gibbs"
