digital_track_id,singer_name,genre_classification,track_label,time_min,album,song_release_date,music_price
13291,D.R.I.,"Alternative Rock , Hardcore & Punk , Hard Rock & Metal , Hard Rock , Rock",Commuter Man [ Explicit ],0:57,Dirty Rotten LP ( on CD ) [ Explicit ],"June 20 , 2006",$ 0.99
13292,D.R.I.,"Alternative Rock , Hardcore & Punk , Hard Rock & Metal , Hard Rock , Rock",Plastique [ Explicit ],0:23,Dirty Rotten LP ( on CD ) [ Explicit ],"June 20 , 2006",$ 0.99
13293,D.R.I.,"Alternative Rock , Hardcore & Punk , Hard Rock & Metal , Hard Rock , Rock",Why [ Explicit ],0:18,Dirty Rotten LP ( on CD ) [ Explicit ],"June 20 , 2006",$ 0.99
13294,D.R.I.,"Alternative Rock , Hardcore & Punk , Hard Rock & Metal , Hard Rock , Rock",Balance of Terror [ Explicit ],0:39,Dirty Rotten LP ( on CD ) [ Explicit ],"June 20 , 2006",$ 0.99
13295,D.R.I.,"Alternative Rock , Hardcore & Punk , Hard Rock & Metal , Hard Rock , Rock",My Fate To Hate [ Explicit ],0:25,Dirty Rotten LP ( on CD ) [ Explicit ],"June 20 , 2006",$ 0.99
13296,D.R.I.,"Alternative Rock , Hardcore & Punk , Hard Rock & Metal , Hard Rock , Rock",Who Am I [ Explicit ],0:45,Dirty Rotten LP ( on CD ) [ Explicit ],"June 20 , 2006",$ 0.99
13297,D.R.I.,"Alternative Rock , Hardcore & Punk , Hard Rock & Metal , Hard Rock , Rock",Money Stinks [ Explicit ],0:43,Dirty Rotten LP ( on CD ) [ Explicit ],"June 20 , 2006",$ 0.99
13298,D.R.I.,"Alternative Rock , Hardcore & Punk , Hard Rock & Metal , Hard Rock , Rock",Human Waste [ Explicit ],0:19,Dirty Rotten LP ( on CD ) [ Explicit ],"June 20 , 2006",$ 0.99
13299,D.R.I.,"Alternative Rock , Hardcore & Punk , Hard Rock & Metal , Hard Rock , Rock",Yes Ma'am [ Explicit ],0:48,Dirty Rotten LP ( on CD ) [ Explicit ],"June 20 , 2006",$ 0.99
13300,D.R.I.,"Alternative Rock , Hardcore & Punk , Hard Rock & Metal , Hard Rock , Rock",Dennis 's Problem [ Explicit ],0:49,Dirty Rotten LP ( on CD ) [ Explicit ],"June 20 , 2006",$ 0.99
13301,D.R.I.,"Alternative Rock , Hardcore & Punk , Hard Rock & Metal , Hard Rock , Rock",Closet Punk [ Explicit ],0:31,Dirty Rotten LP ( on CD ) [ Explicit ],"June 20 , 2006",$ 0.99
13302,D.R.I.,"Alternative Rock , Hardcore & Punk , Hard Rock & Metal , Hard Rock , Rock",Reaganomics [ Explicit ],0:39,Dirty Rotten LP ( on CD ) [ Explicit ],"June 20 , 2006",$ 0.99
13303,D.R.I.,"Alternative Rock , Hardcore & Punk , Hard Rock & Metal , Hard Rock , Rock",Hamburglers Happy Hamburger Palace [ Explicit ],1:03,Dirty Rotten LP ( on CD ) [ Explicit ],"June 20 , 2006",$ 0.99
13304,Starkillers,"Electronica , Dance & Electronic , House",Discoteka,7:45,Dirty Sound Vol . 1 - The Injection,"August 28 , 2007",$ 0.99
13305,Starkillers,"Electronica , Dance & Electronic , House",Scream,6:30,Dirty Sound Vol . 1 - The Injection,"August 28 , 2007",$ 0.99
13306,Starkillers,"Electronica , Dance & Electronic , House",Rok the Rhythm,5:45,Dirty Sound Vol . 1 - The Injection,"August 28 , 2007",$ 0.99
13307,Starkillers,"Electronica , Dance & Electronic , House",Promises,6:30,Dirty Sound Vol . 1 - The Injection,"August 28 , 2007",$ 0.99
13308,Starkillers,"Electronica , Dance & Electronic , House",Can U Feel It,4:22,Dirty Sound Vol . 1 - The Injection,"August 28 , 2007",$ 0.99
13309,Starkillers,"Electronica , Dance & Electronic , House",My World,7:00,Dirty Sound Vol . 1 - The Injection,"August 28 , 2007",$ 0.99
13310,Starkillers,"Electronica , Dance & Electronic , House",Dirty Sound,6:21,Dirty Sound Vol . 1 - The Injection,"August 28 , 2007",$ 0.99
13311,Starkillers,"Electronica , Dance & Electronic , House",Only You,6:00,Dirty Sound Vol . 1 - The Injection,"August 28 , 2007",$ 0.99
13312,Starkillers,"Electronica , Dance & Electronic , House",Is It Love ( feat.Nadia Ali ),5:00,Dirty Sound Vol . 1 - The Injection,"August 28 , 2007",$ 1.29
13313,Starkillers,"Electronica , Dance & Electronic , House",For the Pills,5:45,Dirty Sound Vol . 1 - The Injection,"August 28 , 2007",$ 0.99
13314,Starkillers,"Electronica , Dance & Electronic , House",Flow,5:45,Dirty Sound Vol . 1 - The Injection,"August 28 , 2007",$ 0.99
13315,Starkillers,"Electronica , Dance & Electronic , House",Rapture ( feat.Nadia Ali ),8:32,Dirty Sound Vol . 1 - The Injection,"August 28 , 2007",$ 1.29
13316,Skrillex,"Dance & Electronic , Dubstep",Dirty Vibe ( DJ Snake & Aazar Remix ) [ Explicit ],3:36,Dirty Vibe ( Remixes ) [ Explicit ],"December 15 , 2014",$ 1.29
13317,Skrillex,"Dance & Electronic , Dubstep",Dirty Vibe ( Habstrakt Remix ) [ Explicit ],5:12,Dirty Vibe ( Remixes ) [ Explicit ],"December 15 , 2014",$ 1.29
13318,Skrillex,"Dance & Electronic , Dubstep",Dirty Vibe ( Jack Beats Re-work ) [ Explicit ],4:01,Dirty Vibe ( Remixes ) [ Explicit ],"December 15 , 2014",$ 1.29
13319,Skrillex,"Dance & Electronic , Dubstep",Dirty Vibe ( Ricky Remedy Remix ) [ Explicit ],3:42,Dirty Vibe ( Remixes ) [ Explicit ],"December 15 , 2014",$ 1.29
13320,Kaskade,Dance & Electronic,Disarm You ( feat . Ilsey ),3:41,Disarm You ( feat . Ilsey ),"July 24 , 2015",$ 1.29
13321,Kaskade,Dance & Electronic,Disarm You ( feat . Ilsey ) [ Autoerotique Remix ],4:34,Disarm You ( feat . Ilsey ) [ Remixes ],"September 18 , 2015",$ 1.29
13322,Kaskade,Dance & Electronic,Disarm You ( feat . Ilsey ) [ L'Tric Remix ],6:19,Disarm You ( feat . Ilsey ) [ Remixes ],"September 18 , 2015",$ 1.29
13323,Kaskade,Dance & Electronic,Disarm You ( feat . Ilsey ) [ Amtrac 's Piano Mix ],6:11,Disarm You ( feat . Ilsey ) [ Remixes ],"September 18 , 2015",$ 1.29
13324,Loefah & Coki,"Electronica , Dance & Electronic",Disco Rekah,5:18,Disco Rekah,"January 15 , 2007",$ 0.89
13325,Loefah & Coki,"Electronica , Dance & Electronic",All of a Sudden,4:09,Disco Rekah,"January 15 , 2007",$ 0.89
13326,various artisits,"Dance & Electronic , Turntablists",In The Moment ( feat . Abigail Bailey ) ( Acapella ),2:58,Discopolis Acapella Series Volume 1,"February 22 , 2010",$ 0.99
13327,various artisits,"Dance & Electronic , Turntablists",Got ta Get Up ( feat . Sarah Tyler ) ( Acapella ),1:56,Discopolis Acapella Series Volume 1,"February 22 , 2010",$ 0.99
13328,various artisits,"Dance & Electronic , Turntablists",More Than A Friend ( feat . Nicole Tyler ) ( Acapella ),3:00,Discopolis Acapella Series Volume 1,"February 22 , 2010",$ 0.99
13329,various artisits,"Dance & Electronic , Turntablists",Taste The Honey ( feat . Simone ) ( Acapella ),1:18,Discopolis Acapella Series Volume 1,"February 22 , 2010",$ 0.99
13330,various artisits,"Dance & Electronic , Turntablists",Heaven With You ( feat . Angie Brown ) ( Acapella ),0:30,Discopolis Acapella Series Volume 1,"February 22 , 2010",$ 0.99
13331,Various artists,"Electronica , Dance & Electronic , House",Discopolis Ibiza 2014 ( Continuous DJ Mix ),1:16,Discopolis Ibiza 2014,"July 27 , 2014",$ 0.99
13332,Various artists,"Electronica , Dance & Electronic , House",The Workout ( Original Mix ),5:15,Discopolis Ibiza 2014,"July 27 , 2014",$ 0.99
13333,Various artists,"Electronica , Dance & Electronic , House",Because I Want It ( Original Mix ),6:35,Discopolis Ibiza 2014,"July 27 , 2014",$ 0.99
13334,Various artists,"Electronica , Dance & Electronic , House",All I Do ( Original Mix ),6:22,Discopolis Ibiza 2014,"July 27 , 2014",$ 0.99
13335,Various artists,"Electronica , Dance & Electronic , House",Drift Away ( Original Mix ),7:32,Discopolis Ibiza 2014,"July 27 , 2014",$ 0.99
13336,Various artists,"Electronica , Dance & Electronic , House",Never Had Love ( Carl Hanaghan Remix ),5:07,Discopolis Ibiza 2014,"July 27 , 2014",$ 0.99
13337,Various artists,"Electronica , Dance & Electronic , House",Inside Me ( Changing Planes Remix ),7:02,Discopolis Ibiza 2014,"July 27 , 2014",$ 0.99
13338,Various artists,"Electronica , Dance & Electronic , House",Illuminate Me ( Extended Mix ),5:50,Discopolis Ibiza 2014,"July 27 , 2014",$ 0.99
13339,Various artists,"Electronica , Dance & Electronic , House",Another Night ( Original Mix ),6:21,Discopolis Ibiza 2014,"July 27 , 2014",$ 0.99
13340,Various artists,"Electronica , Dance & Electronic , House",Classixx ( Original Mix ),5:33,Discopolis Ibiza 2014,"July 27 , 2014",$ 0.99
13341,Various artists,"Electronica , Dance & Electronic , House",The Underground ( Original Mix ),6:52,Discopolis Ibiza 2014,"July 27 , 2014",$ 0.99
13342,Various artists,"Electronica , Dance & Electronic , House",Not There ( Original Mix ),5:37,Discopolis Ibiza 2014,"July 27 , 2014",$ 0.99
13343,Various artists,"Electronica , Dance & Electronic , House",Love Will Find A Way ( Jaegerossa Deepa Dub ),7:14,Discopolis Ibiza 2014,"July 27 , 2014",$ 0.99
13344,Various artists,"Electronica , Dance & Electronic , House",Please Do n't Say ( Original Mix ),6:10,Discopolis Ibiza 2014,"July 27 , 2014",$ 0.99
13345,Various artists,"Electronica , Dance & Electronic , House",Mansion ( Original Mix ),6:39,Discopolis Ibiza 2014,"July 27 , 2014",$ 0.99
13346,Various artists,"Electronica , Dance & Electronic , House",Love Will Find A Way,7:10,Discopolis Miami 2014,"March 31 , 2014",$ 0.89
13347,Various artists,"Electronica , Dance & Electronic , House",Closer,5:34,Discopolis Miami 2014,"March 31 , 2014",$ 0.89
13348,Various artists,"Electronica , Dance & Electronic , House",Higher,6:31,Discopolis Miami 2014,"March 31 , 2014",$ 0.89
13349,Various artists,"Electronica , Dance & Electronic , House",Want You,6:16,Discopolis Miami 2014,"March 31 , 2014",$ 0.89
13350,Various artists,"Electronica , Dance & Electronic , House",The Beginning,4:37,Discopolis Miami 2014,"March 31 , 2014",$ 0.89
13351,Various artists,"Electronica , Dance & Electronic , House",These Moment,5:02,Discopolis Miami 2014,"March 31 , 2014",$ 0.89
13352,Various artists,"Electronica , Dance & Electronic , House",Joy ( Original ),6:05,Discopolis Mix Series : Volume 1,"November 30 , 2009",$ 0.99
13353,Various artists,"Electronica , Dance & Electronic , House",A Little Love ( Extended Mix ),7:38,Discopolis Mix Series : Volume 1,"November 30 , 2009",$ 0.99
13354,Various artists,"Electronica , Dance & Electronic , House",It 's Your Life ( Feat . Nurlaila ) ( Extended Mix ),8:22,Discopolis Mix Series : Volume 1,"November 30 , 2009",$ 0.99
13355,Various artists,"Electronica , Dance & Electronic , House",In The Moment ( Feat . Abigail Bailey ) ( Club Mix ),7:09,Discopolis Mix Series : Volume 1,"November 30 , 2009",$ 0.99
13356,Various artists,"Electronica , Dance & Electronic , House",The Music ( Original ),7:07,Discopolis Mix Series : Volume 1,"November 30 , 2009",$ 0.99
13357,Various artists,"Electronica , Dance & Electronic , House",La La La ( Feat . Stephanie ) ( Jolyon Petch Remix ),6:53,Discopolis Mix Series : Volume 1,"November 30 , 2009",$ 0.99
13358,Various artists,"Electronica , Dance & Electronic , House",Falling For You ( Feat . Stevie Becks ) ( Vocal Mix ),6:50,Discopolis Mix Series : Volume 1,"November 30 , 2009",$ 0.99
13359,Various artists,"Electronica , Dance & Electronic , House",Wings Of Love ( Remady Remix ),6:46,Discopolis Mix Series : Volume 1,"November 30 , 2009",$ 0.99
13360,Various artists,"Electronica , Dance & Electronic , House",Continuous Mix ( Continuous Mix ),47:26:00,Discopolis Mix Series : Volume 1,"November 30 , 2009",$ 0.99
13361,Launch Party,"Electronica , Dance & Electronic , House",Liquid Gold,4:36,"Discopolis Traxx , Vol . 1",,$ 0.89
13362,Launch Party,"Electronica , Dance & Electronic , House",Launch Party,5:39,"Discopolis Traxx , Vol . 1",,$ 0.89
13363,Launch Party,"Electronica , Dance & Electronic , House",Danger Zone,4:58,"Discopolis Traxx , Vol . 1",,$ 0.89
13364,Launch Party,"Electronica , Dance & Electronic , House",Monster,5:19,"Discopolis Traxx , Vol . 1",,$ 0.89
13365,Launch Party,"Electronica , Dance & Electronic , House",Fatal Beat,5:02,"Discopolis Traxx , Vol . 1",,$ 0.89
13366,Launch Party,"Electronica , Dance & Electronic , House",Bounce Out,5:02,"Discopolis Traxx , Vol . 1",,$ 0.89
13367,Launch Party,"Electronica , Dance & Electronic , House",Discopolis,5:10,"Discopolis Traxx , Vol . 1",,$ 0.89
13368,Launch Party,"Electronica , Dance & Electronic , House",Are You Ready,4:37,"Discopolis Traxx , Vol . 1",,$ 0.89
13369,Launch Party,"Electronica , Dance & Electronic , House",My Idea,4:51,"Discopolis Traxx , Vol . 1",,$ 0.89
13370,Launch Party,"Electronica , Dance & Electronic , House",Slave Sync,4:53,"Discopolis Traxx , Vol . 1",,$ 0.89
13371,Lifelike & Kris Menace,"Dance & Electronic , House",Discopolis,9:23,Discopolis,"May 5 , 2008",$ 1.29
13372,Lifelike & Kris Menace,"Dance & Electronic , House",Discopolis [ Chris Lake Remix ],6:50,Discopolis,"May 5 , 2008",$ 1.29
13373,Lifelike & Kris Menace,"Dance & Electronic , House",Discopolis [ Alan Braxe Remix ],5:36,Discopolis,"May 5 , 2008",$ 1.29
13374,Lifelike & Kris Menace,"Dance & Electronic , House",Discopolis [ Kerri Chandler Bigga Mix ],7:29,Discopolis,"May 5 , 2008",$ 1.29
13375,Lifelike & Kris Menace,"Dance & Electronic , House",Discopolis [ Kerri 's Dusty Dub ],7:34,Discopolis,"May 5 , 2008",$ 1.29
13376,Lifelike & Kris Menace,"Dance & Electronic , House",Discopolis [ Claude Monnet Main Mix ],8:48,Discopolis,"May 5 , 2008",$ 1.29
13377,Lifelike & Kris Menace,"Dance & Electronic , House",Discopolis [ Claude Monnet Beat & Bass Dub ],5:00,Discopolis,"May 5 , 2008",$ 1.29
13378,Lifelike & Kris Menace,"Dance & Electronic , House",Discopolis [ A Hundred Birds Remix ],8:56,Discopolis,"May 5 , 2008",$ 1.29
13379,Lifelike & Kris Menace,"Dance & Electronic , House",Discopolis [ A Hundred Birds Bestless Mix ],5:34,Discopolis,"May 5 , 2008",$ 1.29
13380,Starkillers,"Electronica , Dance & Electronic , House",Discoteka ( Kobbe & Austin Leeds Mix ),7:24,Discoteka,"July 25 , 2006",$ 0.99
13381,Starkillers,"Electronica , Dance & Electronic , House",Discoteka ( Peter Rauhofer Remix ),8:06,Discoteka,"July 25 , 2006",$ 0.99
13382,Starkillers,"Electronica , Dance & Electronic , House",Discoteka ( Hector Fonseca Remix ),7:22,Discoteka,"July 25 , 2006",$ 0.99
13383,Starkillers,"Electronica , Dance & Electronic , House",Discoteka ( DJ Dove Remix ),9:30,Discoteka,"July 25 , 2006",$ 0.99
13384,Starkillers,"Electronica , Dance & Electronic , House",Discoteka,7:48,Discoteka,"July 25 , 2006",$ 0.99
13385,Pernice Brothers,"Alternative Rock , Pop Rock,Alt-Country & Americana , Indie & Lo-Fi , Rock , Pop , Country",There Goes the Sun,3:36,Discover A Lovelier You,"June 14 , 2005",$ 0.89
13386,Pernice Brothers,"Alternative Rock , Pop Rock,Alt-Country & Americana , Indie & Lo-Fi , Rock , Pop , Country",Saddest Quo,3:32,Discover A Lovelier You,"June 14 , 2005",$ 0.89
13387,Pernice Brothers,"Alternative Rock , Pop Rock,Alt-Country & Americana , Indie & Lo-Fi , Rock , Pop , Country",Snow,3:09,Discover A Lovelier You,"June 14 , 2005",$ 0.89
13388,Pernice Brothers,"Alternative Rock , Pop Rock,Alt-Country & Americana , Indie & Lo-Fi , Rock , Pop , Country",Sell Your Hair,3:16,Discover A Lovelier You,"June 14 , 2005",$ 0.89
13389,Pernice Brothers,"Alternative Rock , Pop Rock,Alt-Country & Americana , Indie & Lo-Fi , Rock , Pop , Country",My So-Called Celibate Life,3:36,Discover A Lovelier You,"June 14 , 2005",$ 0.89
13390,Pernice Brothers,"Alternative Rock , Pop Rock,Alt-Country & Americana , Indie & Lo-Fi , Rock , Pop , Country",Dumb it Down,2:23,Discover A Lovelier You,"June 14 , 2005",$ 0.89
13391,Pernice Brothers,"Alternative Rock , Pop Rock,Alt-Country & Americana , Indie & Lo-Fi , Rock , Pop , Country",Discover a Lovelier You,3:54,Discover A Lovelier You,"June 14 , 2005",$ 0.89
13392,Pernice Brothers,"Alternative Rock , Pop Rock,Alt-Country & Americana , Indie & Lo-Fi , Rock , Pop , Country",Say Goodnight to the Lady,2:41,Discover A Lovelier You,"June 14 , 2005",$ 0.89
13393,Pernice Brothers,"Alternative Rock , Pop Rock,Alt-Country & Americana , Indie & Lo-Fi , Rock , Pop , Country",Amazing Glow,3:05,Discover A Lovelier You,"June 14 , 2005",$ 0.89
13394,Pernice Brothers,"Alternative Rock , Pop Rock,Alt-Country & Americana , Indie & Lo-Fi , Rock , Pop , Country",Subject Drop,2:47,Discover A Lovelier You,"June 14 , 2005",$ 0.89
13395,Pernice Brothers,"Alternative Rock , Pop Rock,Alt-Country & Americana , Indie & Lo-Fi , Rock , Pop , Country",Pisshole in the Snow,3:17,Discover A Lovelier You,"June 14 , 2005",$ 0.89
13396,Pernice Brothers,"Alternative Rock , Pop Rock,Alt-Country & Americana , Indie & Lo-Fi , Rock , Pop , Country",Red Desert,4:19,Discover A Lovelier You,"June 14 , 2005",$ 0.89
13397,Pernice Brothers,"Alternative Rock , Pop Rock,Alt-Country & Americana , Indie & Lo-Fi , Rock , Pop , Country",Amazing Glimmer,0:26,Discover A Lovelier You,"June 14 , 2005",$ 0.89
13398,Toni Braxton,R&B,Un-Break My Heart,4:31,Discover Toni Braxton,"August 21 , 2007",$ 1.29
13399,Toni Braxton,R&B,You 're Makin ' Me High,4:28,Discover Toni Braxton,"August 21 , 2007",$ 1.29
13400,Toni Braxton,R&B,Breathe Again,4:30,Discover Toni Braxton,"August 21 , 2007",$ 0.99
13401,Toni Braxton,R&B,You Mean The World To Me,4:57,Discover Toni Braxton,"August 21 , 2007",$ 0.99
13402,Toni Braxton,R&B,Another Sad Love Song,5:03,Discover Toni Braxton,"August 21 , 2007",$ 1.29
13403,Various artists,Pop,Cloud 9 ( From Cloud 9 '' ) '',3:30,Disney Channel Play It Loud,"February 11 , 2014",$ 1.29
13404,Various artists,Pop,Better in Stereo ( From Liv and Maddie '' ( Theme Song Version ) ) '',2:33,Disney Channel Play It Loud,"February 11 , 2014",$ 1.29
13405,Various artists,Pop,You Can Come to Me ( From Austin & Ally '' ) '',3:42,Disney Channel Play It Loud,"February 11 , 2014",$ 1.29
13406,Various artists,Pop,Timeless ( From Austin & Ally '' ) '',3:39,Disney Channel Play It Loud,"February 11 , 2014",$ 1.29
13407,Various artists,Pop,Best Year ( From Jessie '' ) '',3:13,Disney Channel Play It Loud,"February 11 , 2014",$ 1.29
13408,Various artists,Pop,The Me That You Do n't See ( From Austin & Ally '' ) '',2:55,Disney Channel Play It Loud,"February 11 , 2014",$ 1.29
13409,Various artists,Pop,On Top of the World ( From Liv and Maddie '' ) '',3:04,Disney Channel Play It Loud,"February 11 , 2014",$ 1.29
13410,Various artists,Pop,Remember Me ( From Shake It Up '' ) '',3:03,Disney Channel Play It Loud,"February 11 , 2014",$ 1.29
13411,Various artists,Pop,Ring Ring ( Hey Girls ) ( From Shake It Up '' ) '',2:46,Disney Channel Play It Loud,"February 11 , 2014",$ 1.29
13412,Various artists,Pop,Let 's Get Tricky ( From Shake It Up '' ) '',2:30,Disney Channel Play It Loud,"February 11 , 2014",$ 1.29
13413,Various artists,Pop,I Got That Rock and Roll ( From Austin & Ally '' ) '',2:37,Disney Channel Play It Loud,"February 11 , 2014",$ 1.29
13414,Various artists,Pop,DNA ( From A.N.T. Farm '' ) '',2:41,Disney Channel Play It Loud,"February 11 , 2014",$ 1.29
13415,Various artists,Pop,Dancin ' By Myself ( From A.N.T. Farm '' ) '',2:55,Disney Channel Play It Loud,"February 11 , 2014",$ 1.29
13416,Various artists,Pop,Austin & Ally Glee Club Mash Up,2:49,Disney Channel Play It Loud,"February 11 , 2014",$ 1.29
13417,Various,Soundtracks,You 'll Always Find Your Way Back Home ( Instrumental ),3:46,Disney Karaoke Series : Hannah Montana The Movie [ + Digital Booklet ],"June 14 , 2011",$ 0.99
13418,Various,Soundtracks,The Good Life ( Instrumental ),3:01,Disney Karaoke Series : Hannah Montana The Movie [ + Digital Booklet ],"June 14 , 2011",$ 0.99
13419,Various,Soundtracks,Do n't Walk Away ( Instrumental ),2:48,Disney Karaoke Series : Hannah Montana The Movie [ + Digital Booklet ],"June 14 , 2011",$ 0.99
13420,Various,Soundtracks,Hoedown Throwdown ( Instrumental ),3:02,Disney Karaoke Series : Hannah Montana The Movie [ + Digital Booklet ],"June 14 , 2011",$ 0.99
13421,Various,Soundtracks,Dream ( Instrumental ),3:22,Disney Karaoke Series : Hannah Montana The Movie [ + Digital Booklet ],"June 14 , 2011",$ 0.99
13422,Various,Soundtracks,The Climb ( Instrumental ),3:51,Disney Karaoke Series : Hannah Montana The Movie [ + Digital Booklet ],"June 14 , 2011",$ 0.99
13423,Various,Soundtracks,Spotlight ( Instrumental ),3:08,Disney Karaoke Series : Hannah Montana The Movie [ + Digital Booklet ],"June 14 , 2011",$ 0.99
13424,Various,Soundtracks,What 's Not To Like ( Instrumental ),3:14,Disney Karaoke Series : Hannah Montana The Movie [ + Digital Booklet ],"June 14 , 2011",$ 0.99
13425,Various,Soundtracks,You 'll Always Find Your Way Home ( Vocal ),3:45,Disney Karaoke Series : Hannah Montana The Movie [ + Digital Booklet ],"June 14 , 2011",$ 0.99
13426,Various,Soundtracks,The Good Life ( Vocal ),3:01,Disney Karaoke Series : Hannah Montana The Movie [ + Digital Booklet ],"June 14 , 2011",$ 0.99
13427,Various,Soundtracks,Do n't Walk Away ( Vocal ),2:49,Disney Karaoke Series : Hannah Montana The Movie [ + Digital Booklet ],"June 14 , 2011",$ 0.99
13428,Various,Soundtracks,Hoedown Throwdown ( Vocal ),3:02,Disney Karaoke Series : Hannah Montana The Movie [ + Digital Booklet ],"June 14 , 2011",$ 0.99
13429,Various,Soundtracks,Dream ( Vocal ),3:22,Disney Karaoke Series : Hannah Montana The Movie [ + Digital Booklet ],"June 14 , 2011",$ 0.99
13430,Various,Soundtracks,The Climb ( Vocal ),3:51,Disney Karaoke Series : Hannah Montana The Movie [ + Digital Booklet ],"June 14 , 2011",$ 0.99
13431,Various,Soundtracks,Spotlight ( Vocal ),3:08,Disney Karaoke Series : Hannah Montana The Movie [ + Digital Booklet ],"June 14 , 2011",$ 0.99
13432,Various,Soundtracks,What 's Not To Like ( Vocal ),3:14,Disney Karaoke Series : Hannah Montana The Movie [ + Digital Booklet ],"June 14 , 2011",$ 0.99
13433,Santigold,Alternative Rock,Disparate Youth,4:44,Disparate Youth,"February 14 , 2012",$ 1.29
13434,Kyau & Albert,Dance & Electronic,So Easy ( Original Mix ),3:53,Distant Lights,"February 13 , 2015",$ 1.29
13435,Kyau & Albert,Dance & Electronic,It 's Always Been You ( Original Mix ),4:29,Distant Lights,"February 13 , 2015",$ 1.29
13436,Kyau & Albert,Dance & Electronic,Are You One of Us ( Album Version ),4:54,Distant Lights,"February 13 , 2015",$ 1.29
13437,Kyau & Albert,Dance & Electronic,Follow the Waves ( Original Mix ),3:22,Distant Lights,"February 13 , 2015",$ 1.29
13438,Kyau & Albert,Dance & Electronic,One ( Album Version ),3:54,Distant Lights,"February 13 , 2015",$ 1.29
13439,Kyau & Albert,Dance & Electronic,Calming Rain ( Album Version ),4:36,Distant Lights,"February 13 , 2015",$ 1.29
13440,Kyau & Albert,Dance & Electronic,Relevant Angel ( Album Version ),3:45,Distant Lights,"February 13 , 2015",$ 1.29
13441,Kyau & Albert,Dance & Electronic,Down ( Album Version ),4:41,Distant Lights,"February 13 , 2015",$ 1.29
13442,Kyau & Albert,Dance & Electronic,Let the Thunder In ( Original Mix ),5:00,Distant Lights,"February 13 , 2015",$ 1.29
13443,Kyau & Albert,Dance & Electronic,My Silent Heart ( Original Mix ),3:34,Distant Lights,"February 13 , 2015",$ 1.29
13444,Kyau & Albert,Dance & Electronic,The Same ( Original Mix ),3:14,Distant Lights,"February 13 , 2015",$ 1.29
13445,Kyau & Albert,Dance & Electronic,A Million Different Stars ( Original Mix ),3:38,Distant Lights,"February 13 , 2015",$ 1.29
13446,Kyau & Albert,Dance & Electronic,What You Do n't Know ( Original Mix ),2:18,Distant Lights,"February 13 , 2015",$ 1.29
13447,Stuart McCallum ( of the Cinematic Orchestra ),"Dance & Electronic , Jazz",Dr. Doctor,5:22,Distilled,"September 25 , 2011",$ 0.99
13448,Stuart McCallum ( of the Cinematic Orchestra ),"Dance & Electronic , Jazz",Hillcrest Part I,3:43,Distilled,"September 25 , 2011",$ 0.99
13449,Stuart McCallum ( of the Cinematic Orchestra ),"Dance & Electronic , Jazz",Hillcrest Part II,4:39,Distilled,"September 25 , 2011",$ 0.99
13450,Stuart McCallum ( of the Cinematic Orchestra ),"Dance & Electronic , Jazz",La Cigale,8:32,Distilled,"September 25 , 2011",$ 0.99
13451,Stuart McCallum ( of the Cinematic Orchestra ),"Dance & Electronic , Jazz",Fokey Dokey,5:42,Distilled,"September 25 , 2011",$ 0.99
13452,Stuart McCallum ( of the Cinematic Orchestra ),"Dance & Electronic , Jazz",Vital Space,5:32,Distilled,"September 25 , 2011",$ 0.99
13453,Stuart McCallum ( of the Cinematic Orchestra ),"Dance & Electronic , Jazz",Lament For Levenshulme,6:48,Distilled,"September 25 , 2011",$ 0.99
13454,Stuart McCallum ( of the Cinematic Orchestra ),"Dance & Electronic , Jazz",Inflight,6:41,Distilled,"September 25 , 2011",$ 0.99
13455,Stuart McCallum ( of the Cinematic Orchestra ),"Dance & Electronic , Jazz",Part 3,4:34,Distilled,"September 25 , 2011",$ 0.99
13456,Stuart McCallum ( of the Cinematic Orchestra ),"Dance & Electronic , Jazz",Distilled,6:01,Distilled,"September 25 , 2011",$ 0.99
13457,Bassnectar,"Electronica , Dance & Electronic , Dubstep",Upside Down ( Bassnectar & Terravita Remix ),5:18,Divergent Spectrum Remix EP,"January 12 , 2012",$ 1.29
13458,Bassnectar,"Electronica , Dance & Electronic , Dubstep",Red Step ( Steve Aoki Remix ),5:12,Divergent Spectrum Remix EP,"January 12 , 2012",$ 1.29
13459,Bassnectar,"Electronica , Dance & Electronic , Dubstep",Voodoo ( Bassnectar & ill . Gates Remix ),4:32,Divergent Spectrum Remix EP,"January 12 , 2012",$ 1.29
13460,Bassnectar,"Electronica , Dance & Electronic , Dubstep",Heads Up ( The Glitch Mob Remix ),4:28,Divergent Spectrum Remix EP,"January 12 , 2012",$ 1.29
13461,Bassnectar,"Electronica , Dance & Electronic , Dubstep",Voodoo ( Beats Antique Remix ),5:13,Divergent Spectrum Remix EP,"January 12 , 2012",$ 1.29
13462,Bassnectar,"Electronica , Dance & Electronic , Dubstep",Color Storm,7:45,Divergent Spectrum Remix EP,"January 12 , 2012",$ 1.29
13463,Bassnectar,"Electronica , Dance & Electronic , Dubstep",Upside Down,5:19,Divergent Spectrum,"August 2 , 2011",$ 1.29
13464,Bassnectar,"Electronica , Dance & Electronic , Dubstep",Plugged In ( Bassnectar Remix ),4:35,Divergent Spectrum,"August 2 , 2011",$ 1.29
13465,Bassnectar,"Electronica , Dance & Electronic , Dubstep",Immigraniada ( Bassnectar Remix ),4:34,Divergent Spectrum,"August 2 , 2011",$ 1.29
