acm_id,event_year,pub_desc,journal_name
1325,2001,operating system extensions for the teradata parallel vldb,very large data bases
1326,2001,query engines for web-accessible xml data,very large data bases
1327,2001,warehousing workflow data : challenges and opportunities,very large data bases
1328,2001,"business process coordination : state of the art , trends , and open issues",very large data bases
1329,2001,analyzing quantitative databases : image is everything,very large data bases
1330,2001,tavant system architecture for sell-side channel management,very large data bases
1331,2001,efficient progressive skyline computation,very large data bases
1332,2001,a formal perspective on the view selection problem,very large data bases
1333,2001,online scaling in a highly available database,very large data bases
1334,2001,dynamic update cube for range-sum queries,very large data bases
1335,2001,functional properties of information filtering,very large data bases
1336,2001,leo - db2 's learning optimizer,very large data bases
1337,2001,storage service providers : a solution for storage management ? ( panel ),very large data bases
1338,2001,distinct sampling for highly-accurate answers to distinct values queries and event reports,very large data bases
1339,2001,are web services the next revolution in e-commerce ? ( panel ),very large data bases
1340,2001,smooth - a distributed multimedia database system,very large data bases
1341,2001,navigating large-scale semi-structured data in business portals,very large data bases
1342,2001,approximate query processing : taming the terabytes,very large data bases
1343,2001,user-optimizer communication using abstract plans in sybase ase,very large data bases
1344,2001,c2p : clustering based on closest pairs,very large data bases
1345,2001,caching technologies for web applications,very large data bases
1346,2001,developing an indexing scheme for xml document collection using the oracle8i extensibility framework,very large data bases
1347,2001,update propagation strategies for improving the quality of data on the web,very large data bases
1348,2001,mv3r-tree : a spatio-temporal access method for timestamp and interval queries,very large data bases
1349,2001,a comparative study of alternative middle tier caching solutions to support dynamic web content acceleration,very large data bases
1350,2001,supporting incremental join queries on ranked inputs,very large data bases
1351,2001,intelligent rollups in multidimensional olap data,very large data bases
1352,2001,weaving relations for cache performance,very large data bases
1353,2001,answering xml queries on heterogeneous data sources,very large data bases
1354,2001,architectures for internal web services deployment,very large data bases
1355,2000,cheetah : a lightweight transaction server for plug-and-play internet data management,very large data bases
1356,2000,concurrency in the data warehouse,very large data bases
1357,2000,evolution of groupware for business applications : a database perspective on lotus domino/notes,very large data bases
1358,2000,"biodiversity informatics : the challenge of rapid development , large databases , and complex data ( keynote )",very large data bases
1359,2000,"do n't be lazy , be consistent : postgres-r , a new way to implement database replication",very large data bases
1360,2000,focused crawling using context graphs,very large data bases
1361,2000,an ultra highly available dbms,very large data bases
1362,2000,local dimensionality reduction : a new approach to indexing high dimensional spaces,very large data bases
1363,2000,hierarchical compact cube for range-max queries,very large data bases
1364,2000,panel : is generic metadata management feasible ?,very large data bases
1365,2000,linking business to deliver value : a data management challenge,very large data bases
1366,2000,building scalable internet applications with oracle8i server,very large data bases
1367,2000,model-based information integration in a neuroscience mediator system,very large data bases
1368,2000,the 3w model and algebra for unified data mining,very large data bases
1369,2000,xperanto : middleware for publishing object-relational data as xml documents,very large data bases
1370,2000,"panel : future directions of database research - the vldb broadening strategy , part 1",very large data bases
1371,2000,optimizing multi-feature queries for image databases,very large data bases
1372,2000,practical applications of triggers and constraints : success and lingering issues ( 10-year award ),very large data bases
1373,2000,approximating aggregate queries about web pages via random walks,very large data bases
