bev_id,brewery,beer_style,beer_nm
1238,TwoDEEP Brewing Co. .,American Amber / Red Ale,Brickhouse
1239,Smokehouse Brewing Co. .,American Amber / Red Ale,Barley 's Red Molly Imp
1240,Feather River Brewing Co,American Amber / Red Ale,Honey Ale
1241,Birrificio Indipendente Elav,American Amber / Red Ale,Indie Ale
1242,Anacapa Brewing Company,American Amber / Red Ale,Santa Rosa Red
1243,Warped Wing Brewing Company,American Amber / Red Ale,Irreverent
1244,Spoonwood Brewing Company,American Amber / Red Ale,Cold Drip City
1245,Brothers Craft Brewing,American Amber / Red Ale,Maintop Mountain Ale
1246,Birrificio L'Olmaia,American Amber / Red Ale,L'Olmaia La 9
1247,Pisgah Brewing Co. .,American Amber / Red Ale,Pisgah Red Ale
1248,Lumber Barons Brewery,American Amber / Red Ale,Cardinal Red
1249,San Marcos Brewery & Grill,American Amber / Red Ale,San Marcos Red Amber Ale
1250,The Brew Gentlemen Beer Co. .,American Amber / Red Ale,Business Casual
1251,Red Car Brewery and Restaurant,American Amber / Red Ale,Big Red Ale
1252,Park Tavern,American Amber / Red Ale,Olmsted Amber
1253,Alpine Beer Company,American Amber / Red Ale,Toronado Red
1254,Les Brasseurs du Hameau,American Amber / Red Ale,D'Ham Rousse
1255,Church Brew Works,American Amber / Red Ale,King Crimson
1256,Revelry Brewing Co,American Amber / Red Ale,Small Victories
1257,Claremont Craft Ales,American Amber / Red Ale,Roble 'd
1258,Taft 's Ale House,American Amber / Red Ale,Cherrywood
1259,Lookout Brewing Co. .,American Amber / Red Ale,Topless Amber
1260,Broken Tooth Brewing,American Amber / Red Ale,Northern Lights Amber
1261,BrewCult,American Amber / Red Ale,Keep On Truckin ' Red IPA
1262,Cigar City Brewing,American Amber / Red Ale,IWCB Unite
1263,Microbrasserie La Chouape,American Amber / Red Ale,Rousse
1264,Barley Mow Brewing Company,American Amber / Red Ale,The Huntsman
1265,Stallhagens Bryggeri Ab,American Amber / Red Ale,Stallhagen US Red Ale
1266,Brouwerij De Dochter van de Korenaar,American Amber / Red Ale,AmitiÃ ©
1267,Brasserie Les 2 FrÃ ¨ res,American Amber / Red Ale,Charles Henri Ale AmbrÃ ©
1268,Assawoman Bay Brewing Company,American Amber / Red Ale,Coastal Edge Copper
1269,Cascade Brewing / Raccoon Lodge & Brewpub,American Amber / Red Ale,Red Eye Rye
1270,Angry Erik Brewing,American Amber / Red Ale,RavÃ ¸ l
1271,Siren Craft Brew,American Amber / Red Ale,Liquid Monstrous
1272,Cool Springs Brewery,American Amber / Red Ale,FatBack Amber
1273,Gilgamesh Brewing,American Amber / Red Ale,Pumphouse Copper
1274,Karl Strauss Brewing Company,American Amber / Red Ale,Red Trolley Ale
1275,Broken Bow Brewery,American Amber / Red Ale,Broken Red Ale
1276,Breakwater Brewing,American Amber / Red Ale,Railslide Red
1277,Lagerheads Smokehouse & Brewing Co. .,American Amber / Red Ale,Oktoberfest
1278,Pacific Coast Brewing Company,American Amber / Red Ale,Blue Whale Ale
1279,The Beer 'd Brewing Co. .,American Amber / Red Ale,Crack-of-Noon
1280,Squam Brewing,American Amber / Red Ale,Asquam Amber Ale
1281,Backpocket Brewing,American Amber / Red Ale,Blood On The Blade Red IPA
1282,Six Corners Brew Works,American Amber / Red Ale,Stump Splitter
1283,Baja Brewing Company,American Amber / Red Ale,Peliroja
1284,Monterey Coast Brewing,American Amber / Red Ale,Scottish Red
1285,Cannery Brewing Company,American Amber / Red Ale,Vulcan Ale
1286,Bagby Beer Company,American Amber / Red Ale,Absolutely Amber
1287,Microbrasserie Nouvelle-France,American Amber / Red Ale,Nouvelle France Rouge
1288,Cascade Lakes Brewing Co. .,American Amber / Red Ale,Angus MacDougal 's Amber
1289,Mad Anthony Brewing Company,American Amber / Red Ale,Mad Anthony Muddy River Amber Ale
1290,Big Al Brewing,American Amber / Red Ale,Tutta Bella Amber
1291,Microbrasserie Nouvelle-France,American Amber / Red Ale,MessagÃ ¨ re Red Ale
1292,Casa Bruja,American Amber / Red Ale,Sir Francis
1293,Olds College Teaching Brewery,American Amber / Red Ale,Aggie Ale
1294,Wayward Brewing,American Amber / Red Ale,Charmer
1295,Budge Brothers Brewery,American Amber / Red Ale,Spokamber
1296,River Company Restaurant & Brewery,American Amber / Red Ale,River Red
1297,Roak Brewing Co. .,American Amber / Red Ale,Mean Street
1298,Brasserie De Brunehaut,American Amber / Red Ale,Brunehaut Organic Belgian Amber Ale
1299,Wormtown Brewery,American Amber / Red Ale,Elm Park Amber
1300,Carneros Brewing Company,American Amber / Red Ale,Morena Ale
1301,Fogbelt Brewing Company,American Amber / Red Ale,Hyperion Red Ale
1302,Hideout Brewing Company,American Amber / Red Ale,Tommy Gun Red
1303,JW Dover Beer & Wine Makers Supplies / Black Box Brewing Co. .,American Amber / Red Ale,Javelin Ale
1304,Grist House Brewing,American Amber / Red Ale,Camp Slap
1305,Snowbank Brewing,American Amber / Red Ale,Colorado Red
1306,Greenbush Brewing Company,American Amber / Red Ale,Postcards From Dongola
1307,Cerveses DeDues S.L.,American Amber / Red Ale,DeDues Original Ale
1308,Kannah Creek Brewing Company,American Amber / Red Ale,Winter Soulstiz Robust Red Ale
1309,Ballast Point Brewing Company,American Amber / Red Ale,Calico - Rum Barrel Aged
1310,Cervejaria Rasen Bier Ltda,American Amber / Red Ale,Rasen Bier Ambar
1311,Blue Tractor BBQ & Brewery,American Amber / Red Ale,Smokehouse Amber
1312,Bahamian Brewery Beverage & Co. Ltd. .,American Amber / Red Ale,Virgil Ale
1313,Uncle Billy 's Brew & Que,American Amber / Red Ale,Uncle Billy 's Bitchin ' Camaro
1314,Kannah Creek Brewing Company,American Amber / Red Ale,Vertical Drop Robust Red Ale
1315,Ormond Brewing Company,American Amber / Red Ale,Tomashank
1316,Pacific Beach Ale House,American Amber / Red Ale,Amber Wave
1317,Tequesta Brewing Company,American Amber / Red Ale,Oscar `` Red '' Dragon
1318,Wicklow Wolf Brewing Co. .,American Amber / Red Ale,American Amber
1319,Deschutes Brewery,American Amber / Red Ale,Fire King IRA
1320,Lenny Boy Brewing Co. .,American Amber / Red Ale,No-Show Amber
1321,Ferme Brasserie Schoune,American Amber / Red Ale,_ rable Rouge
1322,Mudhook Brewing Company,American Amber / Red Ale,The Live Bait Amber Ale
1323,Turtle Anarchy Brewing Company,American Amber / Red Ale,Scarlet Harlot
1324,Sigtuna Brygghus,American Amber / Red Ale,Sigtuna Red Ale
1325,Hopvine Brewing Company,American Amber / Red Ale,Aurora Amber
1326,Tahquamenon Falls Brewery & Pub,American Amber / Red Ale,Falls Tannin
1327,Ladyface Ale Companie,American Amber / Red Ale,Agoura Ale
1328,Mornington Peninsula Brewery,American Amber / Red Ale,Mornington Peninsula Imperial Amber
1329,BrickHouse Brewery,American Amber / Red Ale,BrickHouse Red
1330,Allentown Brew Works,American Amber / Red Ale,Very Special Ale
1331,John Harvard 's Brewery & Ale House,American Amber / Red Ale,Colonial Red
1332,Tool Shed Brewing,American Amber / Red Ale,Unite Red
1333,American Amber / Red Ale,5,Amber Guerre __ Ground Zero Beer
1334,Cigar City Brewing,American Amber / Red Ale,Sun Spear
1335,HammerHeart Brewing Company,American Amber / Red Ale,Brekkefossenvann
1336,Triple C Brewing Co. .,American Amber / Red Ale,Imperial Smoked Amber
1337,Ruhstaller,American Amber / Red Ale,Nugget Ale
1338,Big Texan Brewery,American Amber / Red Ale,Jack Rabbit Red
1339,SkellefteÃ ¥ Bryggeri AB,American Amber / Red Ale,Kallholmen Levande Ale
1340,Breakside Brewery,American Amber / Red Ale,Guava IRA
1341,Brasserie Uberach,American Amber / Red Ale,Doigt De Dieu
1342,Wigram Brewing Co,American Amber / Red Ale,Harvard Honey Ale
1343,Lupine Brewing Company,American Amber / Red Ale,Convocation Tea Ale
1344,Microbrasserie Jukebox,American Amber / Red Ale,Jukebox Jazz
1345,Ahnapee Brewery,American Amber / Red Ale,Little Soldier
1346,Tun Tavern,American Amber / Red Ale,Crimson Ale
1347,KAIJU ! Beer,American Amber / Red Ale,Hopped Out Red Ale
1348,Prohibition Brewing Company,American Amber / Red Ale,Sweet Biscuit Amber Ale
1349,Electric Nurse ( Brewtrade Sweden AB ),American Amber / Red Ale,Christmas Ale
1350,Thirsty Pagan Brewing,American Amber / Red Ale,North Coast Amber
1351,El Toro Brewing Co. .,American Amber / Red Ale,El Toro Peach Flavored Ale
1352,Shades Of Pale Brewing Company,American Amber / Red Ale,Ready To Fly
1353,Mill House Brewing Company,American Amber / Red Ale,Alpha W / Chamomile
1354,Seventh Son Brewing Co. .,American Amber / Red Ale,Mongrel
1355,Barley Mow Brewing Company,American Amber / Red Ale,Lamp Lighter Amber
1356,Flagstaff Brewing Company,American Amber / Red Ale,Flagstaff Agassiz Amber
1357,North Country Brewing,American Amber / Red Ale,Imperial Glacial Amber
1358,Sweet Mullets Brewing Co. .,American Amber / Red Ale,501 Red Ale
1359,Fiddlehead Brewing Company,American Amber / Red Ale,Mellow Mike
1360,Krugher & Brent,American Amber / Red Ale,Krugher & Brent Red Beer
1361,Demented Brewing Company,American Amber / Red Ale,Scarlet Night
1362,Sixpoint Brewery,American Amber / Red Ale,Atlantic Antic Amber
1363,Maui Brewing Co. .,American Amber / Red Ale,Amber Reign
1364,Naked Brewing Company,American Amber / Red Ale,Nakeds Red
1365,Kruhnen,American Amber / Red Ale,Der Drachenorden ( L _ ™ ordre Du Dragon )
1366,Northbound Brewpub,American Amber / Red Ale,Wild Rice Amber
1367,Green Man Brewery,American Amber / Red Ale,Oakey Lafarge
1368,Two Brothers Brewing Company,American Amber / Red Ale,Bottlenectar
1369,Columbia Kettle Works,American Amber / Red Ale,Kettleface
1370,Thorn Street Brewery,American Amber / Red Ale,Smugglers Cove Agave Amber
1371,Ethereal Brewing,American Amber / Red Ale,The Reckoner
1372,Columbia Kettle Works,American Amber / Red Ale,Bald Guy
1373,Something Brewing,American Amber / Red Ale,Drummond Gluten Free
1374,Dostal Alley Brewpub,American Amber / Red Ale,Pub Ale
1375,Books & Brews,American Amber / Red Ale,Clifford The Big Red Ale
1376,Cross Plains Beer Company,American Amber / Red Ale,Esser 's Anniversary Ale
1377,World Brews,American Amber / Red Ale,Wild Range Amber Ale
1378,Westfield River Brewing Company,American Amber / Red Ale,Westfield River Big Red Barn
1379,Palmetto Brewing Company,American Amber / Red Ale,Ginger Slap
1380,Buxton Brewery,American Amber / Red Ale,American Rye
1381,Lazy Boy Brewing,American Amber / Red Ale,Dumb Luck Amber
1382,Amarcord Birra Artigianale Italiana,American Amber / Red Ale,Artigianale Italian Red Ale
1383,Castle Danger Brewery,American Amber / Red Ale,Nestor Grade
1384,NW Peaks Brewery,American Amber / Red Ale,Redoubt Red
1385,Barrio Brewing Company,American Amber / Red Ale,Barrio Red Cat Amber
1386,Cigar City Brewing,American Amber / Red Ale,Cold Brew Red Ale
1387,Custom Tap Brews,American Amber / Red Ale,Revolution Harbor Amber Ale
1388,Imperial Oak Brewing,American Amber / Red Ale,Barrel Aged Odin 's Beard
1389,Naparbier Sdad . Coop .,American Amber / Red Ale,Naparbier Amber Ale
1390,Pacific Western Brewing Company,American Amber / Red Ale,Scandal Ale
1391,New English Brewing Co. .,American Amber / Red Ale,Dragoon
1392,Old Market Pub And Brewery,American Amber / Red Ale,Mr. Toad 's Wild Red Ale
1393,Al 's of Hampden / Pizza Boy Brewing,American Amber / Red Ale,Hop Test # 1 ( Ginger Red Ale )
1394,Bentley Brewing Company / Dark Horse Tavern,American Amber / Red Ale,Hooligan Amber Ale
1395,Martha 's Exchange,American Amber / Red Ale,Revolution Red
1396,Wormtown Brewery,American Amber / Red Ale,Masswhole : Hop Session
1397,Tipping Point Brewery & Tavern,American Amber / Red Ale,Chunky Gal
1398,Captured By Porches Brewing Company,American Amber / Red Ale,Red Emma Amber Ale
1399,Willimantic Brewing Co. .,American Amber / Red Ale,Willimantic Fire Engine Red
1400,St. Peter 's Brewery Co Ltd,American Amber / Red Ale,St. Peter 's Amarillo Ale
1401,Breaker Brewing Company,American Amber / Red Ale,Lunch Pail Ale
1402,Ellicottville Brewing Co. .,American Amber / Red Ale,Amber EVL Ale
1403,Triple Rock Brewery & Alehouse,American Amber / Red Ale,Reindeer Ale
1404,St. Francis Brewery & Restaurant,American Amber / Red Ale,Archbishop Amber
1405,Turner Alley Brewing,American Amber / Red Ale,Roosevelt Imperial Red
1406,Oaken Barrel Brewing Company,American Amber / Red Ale,Victory Amber
1407,River Horse Brewing Co. .,American Amber / Red Ale,Burnt Sugar Ale
1408,TrÃ ¶ egs Brewing Company,American Amber / Red Ale,Scratch Beer 199 - 2015 ( Amber Ale )
1409,Golden Road Brewing,American Amber / Red Ale,Trouble Ahead Red
1410,L'Inox,American Amber / Red Ale,Trois De Pique
1411,Hops Grillhouse & Brewery,American Amber / Red Ale,Winter Amber Ale
1412,Uncle Buck 's Brewery & Steakhouse,American Amber / Red Ale,Sportsman 's Ale
1413,Big Rock Brewery,American Amber / Red Ale,Original Joe 's Red Ale
1414,Fordham Brewing Company,American Amber / Red Ale,Pamlico Amber
1415,Old Market Pub And Brewery,American Amber / Red Ale,Hop On !
1416,Bottle Logic Brewing,American Amber / Red Ale,Imperial Red-Ioactive
1417,Ranga Brewing Co. .,American Amber / Red Ale,Ranga Premium Red Ale
1418,Appalachian Mountain Brewery,American Amber / Red Ale,Kilt Lifter
1419,Monkish Brewing Co. .,American Amber / Red Ale,False Prophet
1420,Dust Bowl Brewing Company,American Amber / Red Ale,Red IPA
1421,Sasquatch Brewing Company,American Amber / Red Ale,Red Electric IRA
1422,Sycamore Brewing,American Amber / Red Ale,Salty Coconut Red Ale
1423,Big Ridge Brewing Co. .,American Amber / Red Ale,Red Truck Ale
1424,John Harvard 's Brewery & Ale House,American Amber / Red Ale,Oatmeal Amber
1425,Boylan Bridge Brewpub,American Amber / Red Ale,Autumn Amber Ale
1426,Pinglehead Brewing Co. / Brewer 's Pizza,American Amber / Red Ale,Jones
1427,Picaroons Brewing Co. .,American Amber / Red Ale,Afterglow Aphrodisiac Ale
1428,Mount Dora Brewing,American Amber / Red Ale,Dora Drawdy Drool
1429,Broken Goblet Brewing Company,American Amber / Red Ale,Angry Troll Amber
1430,Sleeman Breweries Ltd. .,American Amber / Red Ale,Big Life Amber
1431,Electric Nurse ( Brewtrade Sweden AB ),American Amber / Red Ale,Easter Ale
1432,Okanagan Spring Brewery,American Amber / Red Ale,Antler Ale
1433,New Helvetia Brewing Company,American Amber / Red Ale,Molly American Red Ale
1434,Rogue 's Harbor Brewing,American Amber / Red Ale,Route 34 Red Ale
1435,Growlers,American Amber / Red Ale,Alley Way Amber
1436,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,Mountian Goat Rare Breed India Red Ale
1437,Ice Harbor Brewing Company,American Amber / Red Ale,Double Red
1438,Free Will Brewing Co. .,American Amber / Red Ale,Kim Jong Ale
1439,Arvada Beer Company,American Amber / Red Ale,Arvada Red
1440,Flyers Restaurant And Brewery,American Amber / Red Ale,First Flight Amber Ale
1441,Rivertowne Pourhouse,American Amber / Red Ale,Arctic Amber
1442,Riverport Brewing Company,American Amber / Red Ale,River Rat Red
1443,Device Brewing Co. .,American Amber / Red Ale,Derby Gurl
1444,Barrier Brewing Company,American Amber / Red Ale,Nunu Bru
1445,Fegley 's Bethlehem Brew Works,American Amber / Red Ale,Richter 's Revenge
1446,The Bobcat CafÃ © & Brewery,American Amber / Red Ale,Ripton Red
1447,Sun King Brewing Company,American Amber / Red Ale,Bring The Hops
1448,Erie Brewing Co. .,American Amber / Red Ale,Defenders Of Freedom Choice Ale
1449,Uncommon Brewers,American Amber / Red Ale,Rubidus Red Ale
1450,Cigar City Brewing,American Amber / Red Ale,White Oak Sunspear With Coffee
1451,Mammoth Brewing Company,American Amber / Red Ale,Lake Tahoe Crystal Bay Red Ale
1452,Panhead Custom Ales,American Amber / Red Ale,Johnny Octane
1453,Pecan Street Brewing,American Amber / Red Ale,Ten Penny Nail
1454,Frampton Brasse,American Amber / Red Ale,St - _ douard
1455,McMenamins,American Amber / Red Ale,Bagdad Ale
1456,CervecerÃa Barbarian,American Amber / Red Ale,Barbarian Red Ale
1457,Rockingham Brewing Company,American Amber / Red Ale,Rockingham Ale
1458,Laurelwood Public House & Brewery,American Amber / Red Ale,Deranger Imperial Red Ale
1459,Diamondback Beer,American Amber / Red Ale,3:30 Amber Ale
1460,Haines Brewing Company,American Amber / Red Ale,Eldred Rock Amber
1461,Eight Bridges Brewing Co. .,American Amber / Red Ale,Twisted Red
1462,House of Brews,American Amber / Red Ale,A-Frame Amber
1463,Rockaway Brewing Company,American Amber / Red Ale,Curiosity
1464,COAST Brewing Company,American Amber / Red Ale,Smoked Red
1465,Genesee Brew House,American Amber / Red Ale,Genesee Brew House American Red
1466,Big Texan Brewery,American Amber / Red Ale,Texas Red Amber Ale
1467,Liberty Brewing,American Amber / Red Ale,Yakima Scarlet
1468,Boston Beer Company ( Samuel Adams ),American Amber / Red Ale,Beantown Ale
1469,Toxic Brewing Co. .,American Amber / Red Ale,Gem City Ruby
1470,Great Dane Pub & Brewing Company ( Downtown ),American Amber / Red Ale,Big 10 Red
1471,Peak Organic Brewing Company,American Amber / Red Ale,Mount Washington Organic Amber Ale
1472,C.J. 's Brewing Company,American Amber / Red Ale,CJ 's Rich-Hagg Red Ale
1473,Lord Nelson Pub ( Brasserie Du Molard ),American Amber / Red Ale,L'Ambree
1474,Catawba Brewing Co. .,American Amber / Red Ale,Revenuers Red Ale
1475,Rocky Mountain Brewing,American Amber / Red Ale,Rocky Mountain Redhead
1476,7th Settlement Brewery,American Amber / Red Ale,Common Ale
1477,Microbrasserie de l'ile d'OrlÃ © ans,American Amber / Red Ale,_ lÃ © onore De Grandmaison
1478,Bicycle Craft Brewery,American Amber / Red Ale,Crimson Cascade
1479,Portneuf Valley Brewing,American Amber / Red Ale,Twisted Stick Amber Ale
1480,Three Notch 'd Brewing Company,American Amber / Red Ale,Jazzfest Sugarcane And Pecan Ale
1481,Cambridge Brewing Company,American Amber / Red Ale,Valley Girl !
1482,Heist Brewery,American Amber / Red Ale,American Style Red Ale
1483,Oskar Blues Grill & Brew,American Amber / Red Ale,Sherry Barrel Aged G'Knight
1484,Broken Goblet Brewing Company,American Amber / Red Ale,Amber Management
1485,Black Donkey Brewing Ltd,American Amber / Red Ale,Buck It
1486,Calfkiller Brewing Company,American Amber / Red Ale,Scorned Hooker
1487,Ipswich Ale Brewery,American Amber / Red Ale,Ipswich Red Ale
1488,Kelly 's Brewpub,American Amber / Red Ale,Kellys Amber Ale
1489,Rising Tide Brewing Company,American Amber / Red Ale,Autohelm
1490,Seabright Brewery,American Amber / Red Ale,Seabright Amber
1491,Big Al Brewing,American Amber / Red Ale,Fresh Hopped Harvest Ale
1492,Bagby Beer Company,American Amber / Red Ale,Hop Crop Red Ale
1493,Great Basin Brewing Co. .,American Amber / Red Ale,Truckee River Organic Red
1494,Triple Crossing Brewing,American Amber / Red Ale,Demon Days
1495,Perth Brewing Co. .,American Amber / Red Ale,Easy Amber
1496,Coors Brewing Company,American Amber / Red Ale,Keystone V9
1497,Red Brick Station,American Amber / Red Ale,Charlotte
1498,Pinglehead Brewing Co. / Brewer 's Pizza,American Amber / Red Ale,Head East
1499,Woodland Empire Ale Craft,American Amber / Red Ale,Moon Dog Amber
1500,First Magnitude Brewing Company,American Amber / Red Ale,450 Amber
1501,Stewart 's Brewing Co. .,American Amber / Red Ale,Big Bear Amber Ale
1502,Marston 's PLC,American Amber / Red Ale,Revisionist Red Ale
1503,The Run of the Mill Public House & Brewery,American Amber / Red Ale,State Budget Red Ale
1504,BNS Brewing & Distilling Co. .,American Amber / Red Ale,Ole Prospector
1505,Timeless Pints Brewing Company,American Amber / Red Ale,A Precarious Proposal
1506,Desert Edge Brewery,American Amber / Red Ale,Augustus Amber Ale
1507,3 Cordilleras,American Amber / Red Ale,3 Cordilleras Mulata
1508,Gritty McDuff 's Brewing Company,American Amber / Red Ale,Mt Abram Ale
1509,Callahan 's Pub & Brewery,American Amber / Red Ale,Callahan Red
1510,Vancouver Island Brewery,American Amber / Red Ale,Mile High Mountain Ale
1511,Big Rock Urban Brewery and Eatery,American Amber / Red Ale,Hollow Tree
1512,Titletown Brewing Company,American Amber / Red Ale,Addlepated Ale
1513,Willimantic Brewing Co. .,American Amber / Red Ale,Willimantic AmBeerLicious American Ale
1514,Szot MicrocervecerÃa,American Amber / Red Ale,Szot Amber Ale
1515,Frog Island Brewing Company,American Amber / Red Ale,Frog Island Amber Ale
1516,MashCraft Brewing,American Amber / Red Ale,MashCraft Red
1517,Yukon Brewing Company,American Amber / Red Ale,You Only Live Once
1518,Freedom 's Edge Brewing Co. .,American Amber / Red Ale,Wrangler Red Ale
1519,Northbound Brewpub,American Amber / Red Ale,Pride Red
1520,THAT Brewery,American Amber / Red Ale,THAT Amber
1521,Micro-Brasserie L'Alchimiste,American Amber / Red Ale,Pale Ale Rousse
1522,Cooper 's Cave Ale Company,American Amber / Red Ale,Radeau Red Ale
1523,The Beer Company,American Amber / Red Ale,Blood Shot Red
1524,BearWaters Brewing Co. .,American Amber / Red Ale,Barrel Aged Red Ale
1525,Bluejacket / Arsenal Restaurant,American Amber / Red Ale,Velour - Imperial Brett Red
1526,Boxing Rock Brewing Co. .,American Amber / Red Ale,Unobtanium Intrepid Amber Ale
1527,The Lab Brewing Co. .,American Amber / Red Ale,Big Ass Red
1528,Brasseurs du Petit-Sault,American Amber / Red Ale,Louis XVII
1529,Block 15 Brewery & Restaurant,American Amber / Red Ale,King Caspian
1530,Puyallup River Brewing,American Amber / Red Ale,Fryingpan
1531,Fitger 's Brewhouse,American Amber / Red Ale,Duluth Red Ale
1532,Astoria Brewing Company / Wet Dog Cafe,American Amber / Red Ale,Red Tide Amber
1533,Cerveza Jerome,American Amber / Red Ale,Cerveza Jerome Andean Red Ale
1534,Northampton Brewery,American Amber / Red Ale,Northampton Clifford
1535,Quidi Vidi Brewing Company,American Amber / Red Ale,Mummer 's Brew
1536,Palouse Falls Brewing Company,American Amber / Red Ale,Crimson Pride
1537,Imperial Oak Brewing,American Amber / Red Ale,Odin 's Beard
1538,Congregation Ale House,American Amber / Red Ale,Communion Red
1539,BrewHouse at Whistler / High Mountain Brewing Company,American Amber / Red Ale,Alta Lake Ale
1540,Lassen Ale Works,American Amber / Red Ale,Almanor Amber Ale
1541,Maui Brewing Co. .,American Amber / Red Ale,Island Hopper Red
1542,By The Horns,American Amber / Red Ale,Diamond Geezer
1543,Bare Bones Grill & Brewery,American Amber / Red Ale,Tiber River Red
1544,Candia Road Brewing Company,American Amber / Red Ale,Nepenthe Ales New Hampshire Harvest
1545,Nail Brewing Australia Pty Ltd,American Amber / Red Ale,Beazle Brew
1546,TrÃ ¶ egs Brewing Company,American Amber / Red Ale,Nugget Nectar W/columbus
1547,Tow Yard Brewing,American Amber / Red Ale,Oatis Redding Imperial Red
1548,Brasserie BVM Inc. .,American Amber / Red Ale,Vieux MontrÃ © al Rousse
1549,Beerbliotek,American Amber / Red Ale,Imperial Amber Ale
1550,Point Ybel Brewing Company,American Amber / Red Ale,Red Mangrove
1551,Wolf Creek Brewing,American Amber / Red Ale,Little Red Ryeding Hood
1552,The Scalehouse Brewpub,American Amber / Red Ale,Scalehouse Red Ale
1553,Rapscallion,American Amber / Red Ale,Rapscallion Acton Ale
1554,Central Coast Brewing,American Amber / Red Ale,Old Mission Amber Ale
1555,Pub Dog Brewing,American Amber / Red Ale,Amber Dog
1556,Horsefly Brewery,American Amber / Red Ale,Tabano Red
1557,Black Raven Brewing Co. .,American Amber / Red Ale,NW Imperial Red
1558,Town in City Brewing Co. .,American Amber / Red Ale,City Amber
1559,Green Room Brewing,American Amber / Red Ale,South Swell
1560,Allentown Brew Works,American Amber / Red Ale,West End Red
1561,Quigley 's Pint & Plate,American Amber / Red Ale,Neck Red Ale
1562,Heavy Seas Beer,American Amber / Red Ale,Obrycki 's Amber Ale
1563,Boston Beer Company ( Samuel Adams ),American Amber / Red Ale,Grendel 's Ale
1564,Gella 's Diner & Lb . Brewing Co. .,American Amber / Red Ale,No. 45 Red Rider
1565,Left Hand Brewing Company,American Amber / Red Ale,Safety Round # 2
1566,Bissell Brothers Brewing Co. .,American Amber / Red Ale,Strawberry Swing
1567,Storz Trophy Room Grill & Brewery,American Amber / Red Ale,Gold Crest Amber Ale
1568,Atomic Ale Brewpub And Eatery,American Amber / Red Ale,Atomic Amber
1569,Elevation 66 Brewing,American Amber / Red Ale,Ramble Tamble Red Ale
1570,Stewart 's Brewing Co. .,American Amber / Red Ale,Winterfest
1571,King Street Brewing Company,American Amber / Red Ale,King Street Amber
1572,Amarcord Birra Artigianale Italiana,American Amber / Red Ale,Premium Amber Ale
1573,Border Brewing Company,American Amber / Red Ale,Rooftop Red
1574,Woodward Avenue Brewers,American Amber / Red Ale,WAB Blonde
1575,Urban Growler,American Amber / Red Ale,Amber Skyline
1576,Fountain Square Brewing Co. .,American Amber / Red Ale,Coffee Hour
1577,Minneapolis Town Hall Brewery,American Amber / Red Ale,Rift Red Rye
1578,Argus Brewery,American Amber / Red Ale,Wild Rice
1579,The Phoenix Ale Brewery,American Amber / Red Ale,Uptown Amber
1580,Kona Brewing Co. .,American Amber / Red Ale,Big Island Ginger Beer
1581,Alpha Brewing Company,American Amber / Red Ale,Game Day Red Ale
1582,Powerhouse Restaurant And Brewery,American Amber / Red Ale,Amperage Amber
1583,Loowit Brewing Company,American Amber / Red Ale,Two-Sixteen Red Ale
1584,Naples Beach Brewery,American Amber / Red Ale,Rojo Especial
1585,Ohana Brewing Company,American Amber / Red Ale,Hollenbeck Amber Ale
1586,Green Room Brewing,American Amber / Red Ale,Holla Ray
1587,Otto 's Pub and Brewery,American Amber / Red Ale,Arthur 's Imperial Red Ale
1588,Flying Goose Brew Pub & Grille,American Amber / Red Ale,Wildflower Honey Ale
1589,Les Brasseurs,American Amber / Red Ale,Ambre
1590,Firehouse Brewing Co. .,American Amber / Red Ale,Semper Fi
1591,Spiteful Brewing,American Amber / Red Ale,Angry Adam
1592,Geaux Brewing,American Amber / Red Ale,BTR
1593,Magic Rock Brewing,American Amber / Red Ale,Big Top
1594,Conshohocken Brewing Company,American Amber / Red Ale,Hale Fire
1595,BS Brewing,American Amber / Red Ale,College Chronic
1596,Wolf 's Ridge Brewing,American Amber / Red Ale,Little Red Riding Ale
1597,Vindication Brewing Co. .,American Amber / Red Ale,Premium Session Bold Ale
1598,Thomas Creek Brewery,American Amber / Red Ale,City Brew
1599,Bowen Island Brewing Co. Ltd. .,American Amber / Red Ale,Sea Spray Amber Ale
1600,Anner Bier,American Amber / Red Ale,Libertadora
1601,Birrificio Rurale,American Amber / Red Ale,Reset
1602,Old Mill Brewery & Grill,American Amber / Red Ale,Riverside Red
1603,Hyouko Yashiki No Mori Brewery,American Amber / Red Ale,Swan Lake Amber Ale
1604,Titanic Brewery,American Amber / Red Ale,Morrisons American Red Ale
1605,BrÃ 1/4 eprint Brewing Company,American Amber / Red Ale,Brue Scarlet
1606,McCall Brewing Company,American Amber / Red Ale,Mackinaw Red ( Amber Ale )
1607,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,Rock Bottom Raptor Red
1608,La Cumbre Brewing Co. .,American Amber / Red Ale,Grange 's Red Card
1609,Cervecera Regional,American Amber / Red Ale,Cerveza Queretaro
1610,John Harvard 's Brewery & Ale House,American Amber / Red Ale,Amberdextrous
1611,Copperpoint Brewing Company,American Amber / Red Ale,A10 Hop Hog
1612,Waconia Brewing Company,American Amber / Red Ale,255 Amber
1613,North River Hops and Brewing,American Amber / Red Ale,Hoppy Red Ale
1614,Big Rock Brewery,American Amber / Red Ale,Pine Creek River Valley Red Ale
