entry_id,track,duration_min,music_style,issue_date,album,artist_title,copyright_info,music_price
387,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Rock , Pop/Rock",10-Nov-14,Nick Jonas ( Deluxe ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
388,Nothing Would Be Better,4:34,"Pop , Music , Christian & Gospel , Gospel , Pop/Rock , Teen Pop , Rock",10-Nov-14,Nick Jonas,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
389,Chains ( feat . Jhen ' © Aiko ) [ Remix ],3:23,"R&B / Soul , Music",2-Mar-15,Chains ( feat . Jhen ' © Aiko ) [ Remix ] - Single,Nick Jonas,"2015 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",$ 1.29
390,Stronger ( Back On the Ground ),4:54,"Rock , Music , Pop , Teen Pop , Pop/Rock",2-Feb-10,Who I Am,Nick Jonas & The Administration,2010 Jonas Enterprises,$ 0.99
391,Nothing Would Be Better,4:34,"Pop , Music , Pop/Rock , Rock",10-Nov-14,Nick Jonas,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
392,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Teen Pop , Pop/Rock , Rock",10-Nov-14,Nick Jonas ( Deluxe Version ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
393,Nothing Would Be Better,4:34,"Pop , Music , Pop/Rock , Rock",10-Nov-14,Nick Jonas,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
394,Nothing Would Be Better,4:34,"Pop , Music , Pop/Rock , Rock",10-Nov-14,Nick Jonas,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
395,Nothing Would Be Better,4:34,"Pop , Music , Pop/Rock , Rock",10-Nov-14,Nick Jonas,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
396,Nothing Would Be Better,4:34,"Pop , Music , Pop/Rock , Rock",10-Nov-14,Nick Jonas,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
397,Chains ( DJ Mike D and ChAdachi Remix ),3:36,"Dance , Music , R&B / Soul , Rock , Electronic",27-Mar-15,Chains ( DJ Mike D and ChAdachi Remix ) - Single,Nick Jonas,"2015 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
398,If the World Turned Upside Down,3:53,"Soundtrack , Music",9-Jun-15,Finding Neverland : The Album ( Songs from the Broadway Musical ),The Goo Goo Dolls,"2015 Republic Records , a division of UMG Recordings , Inc.",$ 1.29
399,Nothing Would Be Better,4:34,"Pop , Music , Christian & Gospel , Gospel , Pop/Rock , Teen Pop , Rock",10-Nov-14,Nick Jonas,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
400,Nothing Would Be Better,4:34,"Pop , Music , Christian & Gospel , Gospel , Pop/Rock , Teen Pop , Rock",10-Nov-14,Nick Jonas,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
401,Nothing Would Be Better,4:34,"Pop , Music , Christian & Gospel , Gospel , Pop/Rock , Teen Pop , Rock",10-Nov-14,Nick Jonas,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
402,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Rock , Pop/Rock",10-Nov-14,Nick Jonas ( Deluxe ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
403,Nothing Would Be Better,4:34,"Pop , Music , Pop/Rock , Rock",10-Nov-14,Nick Jonas,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
404,Nothing Would Be Better,4:34,"Pop , Music , Pop/Rock , Rock",10-Nov-14,Nick Jonas,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
405,Nothing Would Be Better,4:34,"Pop , Music , Christian & Gospel , Gospel , Pop/Rock , Teen Pop , Rock",10-Nov-14,Nick Jonas,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
406,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Teen Pop , Pop/Rock , Rock",10-Nov-14,Nick Jonas ( Deluxe Version ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
407,Nothing Would Be Better,4:34,"Pop , Music , Pop/Rock , Rock",10-Nov-14,Nick Jonas,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
408,Chains ( Mike Hawkins Remix ),4:01,"Dance , Music , R&B / Soul , Rock , Electronic",16-Sep-14,Chains ( Mike Hawkins Remix ) - Single,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc.",$ 1.29
409,Nothing Would Be Better,4:34,"Pop , Music , Christian & Gospel , Gospel , Pop/Rock , Teen Pop , Rock",10-Nov-14,Nick Jonas,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
410,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Rock , Pop/Rock",10-Nov-14,Nick Jonas ( Deluxe ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
411,Stronger ( Back On the Ground ),4:54,"Rock , Music , Pop , Teen Pop , Pop/Rock",2-Feb-10,Who I Am,Nick Jonas & The Administration,2010 Jonas Enterprises,$ 0.99
412,Stronger ( Back On the Ground ),4:54,"Rock , Music , Pop , Teen Pop , Pop/Rock",2-Feb-10,Who I Am,Nick Jonas & The Administration,2010 Jonas Enterprises,$ 0.99
413,Stronger ( Back On the Ground ),4:54,"Rock , Music , Pop , Teen Pop , Pop/Rock",2-Feb-10,Who I Am,Nick Jonas & The Administration,2010 Jonas Enterprises,$ 0.99
414,Stronger ( Back On the Ground ),4:54,"Rock , Music , Pop , Teen Pop , Pop/Rock",2-Feb-10,Who I Am,Nick Jonas & The Administration,2010 Jonas Enterprises,$ 0.99
415,Chains ( Dan Farber Remix ),3:28,"Dance , Music , R&B / Soul , Rock , Electronic",16-Sep-14,Chains ( Dan Farber Remix ) - Single,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc.",$ 1.29
416,Nothing Would Be Better,4:34,"Pop , Music , Christian & Gospel , Gospel , Pop/Rock , Teen Pop , Rock",10-Nov-14,Nick Jonas,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
417,Nothing Would Be Better,4:34,"Pop , Music , Christian & Gospel , Gospel , Pop/Rock , Teen Pop , Rock",10-Nov-14,Nick Jonas,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
418,Nothing Would Be Better,4:34,"Pop , Music , Christian & Gospel , Gospel , Pop/Rock , Teen Pop , Rock",10-Nov-14,Nick Jonas,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
419,Jealous ( Ugo Remix ),3:58,"Dance , Music , Rock , R&B / Soul",27-Oct-14,Jealous ( Ugo Remix ) - Single,Nick Jonas,"2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",$ 1.29
420,Jealous ( The Rooftop Boys Remix ),4:16,"Dance , Music , Rock , R&B / Soul",27-Oct-14,Jealous ( The Rooftop Boys Remix ) - Single,Nick Jonas,"2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",$ 1.29
421,Jealous ( Bent Collective Remix ),7:02,"Dance , Music , Rock , R&B / Soul",27-Oct-14,Jealous ( Bent Collective Remix ) - Single,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
422,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Rock , Pop/Rock",10-Nov-14,Nick Jonas ( Deluxe ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
423,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Rock , Pop/Rock",10-Nov-14,Nick Jonas ( Deluxe ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
424,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Rock , Pop/Rock",10-Nov-14,Nick Jonas ( Deluxe ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
425,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Rock , Pop/Rock",10-Nov-14,Nick Jonas ( Deluxe ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
426,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Rock , Pop/Rock",10-Nov-14,Nick Jonas ( Deluxe ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
427,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Rock , Pop/Rock",10-Nov-14,Nick Jonas ( Deluxe ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
428,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Rock , Pop/Rock",10-Nov-14,Nick Jonas ( Deluxe ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
429,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Rock , Pop/Rock",10-Nov-14,Nick Jonas ( Deluxe ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
430,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Rock , Pop/Rock",10-Nov-14,Nick Jonas ( Deluxe ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
431,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Rock , Pop/Rock",10-Nov-14,Nick Jonas ( Deluxe ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
432,Nothing Would Be Better,4:34,"Pop , Music , Pop/Rock , Rock",10-Nov-14,Nick Jonas,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
433,Nothing Would Be Better,4:34,"Pop , Music , Pop/Rock , Rock",10-Nov-14,Nick Jonas,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
434,Nothing Would Be Better,4:34,"Pop , Music , Pop/Rock , Rock",10-Nov-14,Nick Jonas,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
435,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Teen Pop , Pop/Rock , Rock",10-Nov-14,Nick Jonas ( Deluxe Version ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
436,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Teen Pop , Pop/Rock , Rock",10-Nov-14,Nick Jonas ( Deluxe Version ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
437,Nothing Would Be Better,4:34,"Pop , Music , Christian & Gospel , Gospel , Pop/Rock , Teen Pop , Rock",10-Nov-14,Nick Jonas,Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
438,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Teen Pop , Pop/Rock , Rock",10-Nov-14,Nick Jonas ( Deluxe Version ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
439,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Teen Pop , Pop/Rock , Rock",10-Nov-14,Nick Jonas ( Deluxe Version ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
440,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Teen Pop , Pop/Rock , Rock",10-Nov-14,Nick Jonas ( Deluxe Version ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
441,Jealous ( feat . Tinash ' © ) [ Remix ],3:42,"R&B / Soul , Music , Rock",5-Nov-14,Jealous ( Remix ) [ feat . Tinash ' © ] - Single,Nick Jonas,"2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",$ 1.29
442,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Teen Pop , Pop/Rock , Rock",10-Nov-14,Nick Jonas ( Deluxe Version ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
443,Closer ( feat . Mike Posner ),3:48,"Pop , Music , Teen Pop , Pop/Rock , Rock",10-Nov-14,Nick Jonas ( Deluxe Version ),Nick Jonas,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
444,Levels,2:47,"Pop , Music",21-Aug-15,Levels - Single,Nick Jonas,"2015 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",$ 1.29
445,I See Fire,4:59,"Singer/Songwriter , Music",20-Jun-14,x ( Deluxe Edition ),Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company , except track 16 2013 Warner Bros. . Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.",Album Only
446,Give Me Love,8:46,"Singer/Songwriter , Music,Folk-Rock , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",9-Sep-11,+,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
447,I See Fire,4:59,"Singer/Songwriter , Music",20-Jun-14,x ( Deluxe Edition ),Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company , except track 16 2013 Warner Bros. . Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.",Album Only
448,Sunburn ( Bonus Track ),4:35,"Singer/Songwriter , Music",9-Sep-11,#NAME ?,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
449,Sunburn ( Bonus Track ),4:35,"Singer/Songwriter , Music",9-Sep-11,#NAME ?,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
450,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ),--,"Soundtrack , Music , Soundtrack , Classical , Original Score",10-Dec-13,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ),Ed Sheeran & Howard Shore,2013 WaterTower Music,Album Only
451,Sunburn ( Bonus Track ),4:35,"Singer/Songwriter , Music",9-Sep-11,#NAME ?,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
452,I See Fire,4:59,"Singer/Songwriter , Music",20-Jun-14,x ( Deluxe Edition ),Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company , except track 16 2013 Warner Bros. . Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.",Album Only
453,I See Fire,4:59,"Singer/Songwriter , Music",20-Jun-14,x ( Deluxe Edition ),Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company , except track 16 2013 Warner Bros. . Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.",Album Only
454,I See Fire,4:59,"Singer/Songwriter , Music",20-Jun-14,x ( Deluxe Edition ),Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company , except track 16 2013 Warner Bros. . Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.",Album Only
455,I See Fire,4:59,"Singer/Songwriter , Music",20-Jun-14,x ( Deluxe Edition ),Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company , except track 16 2013 Warner Bros. . Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.",Album Only
456,Best Shot ( Bonus Track ),2:53,"Soundtrack , Music",19-May-14,The Fault In Our Stars ( Music From the Motion Picture ),Birdy & Jaymes Young,This compilation 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$ 1.29
457,Set This Town Alight,3:04,"Alternative , Music",10-Apr-09,"Sounds of the East Coast , Vol . II - Sound Waves Amplify the Coast",Silk and Steel,2009 Soundwaves,$ 0.99
458,The A Team ( Live ),5:01,"Singer/Songwriter , Music",3-Sep-12,iTunes Festival : London 2012 - EP,Ed Sheeran,2012 Warner Music UK LImited,$ 1.99
459,Give Me Love,8:46,"Singer/Songwriter , Music,Folk-Rock , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",9-Sep-11,+,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
460,Give Me Love,8:46,"Singer/Songwriter , Music,Folk-Rock , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",9-Sep-11,+,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
461,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
462,Afire Love,5:14,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",20-Jun-14,x,Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company",$ 1.29
463,Sunburn ( Bonus Track ),4:35,"Singer/Songwriter , Music",9-Sep-11,#NAME ?,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
464,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
465,Friends,3:10,"Pop , Music , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",12-Aug-14,Do n't - EP,Ed Sheeran,"2014 Asylum Records UK , a division of Atlantic Records UK , except track 2 2014 BBC under licence to Asylum Records UK , a division of Atlantic Records UK . A Warner Music Group company",$ 1.29
466,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
467,Sunburn ( Bonus Track ),4:35,"Singer/Songwriter , Music",9-Sep-11,#NAME ?,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
468,Give Me Love,8:46,"Singer/Songwriter , Music,Folk-Rock , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",9-Sep-11,+,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
469,Afire Love,5:14,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",20-Jun-14,x,Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company",$ 1.29
470,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
471,I See Fire,4:59,"Singer/Songwriter , Music",20-Jun-14,x ( Deluxe Edition ),Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company , except track 16 2013 Warner Bros. . Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.",Album Only
472,Friends,3:10,"Pop , Music , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",12-Aug-14,Do n't - EP,Ed Sheeran,"2014 Asylum Records UK , a division of Atlantic Records UK , except track 2 2014 BBC under licence to Asylum Records UK , a division of Atlantic Records UK . A Warner Music Group company",$ 1.29
473,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
474,Give Me Love,8:46,"Singer/Songwriter , Music,Folk-Rock , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",9-Sep-11,+,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
475,Sunburn ( Bonus Track ),4:35,"Singer/Songwriter , Music",9-Sep-11,#NAME ?,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
476,Sunburn ( Bonus Track ),4:35,"Singer/Songwriter , Music",9-Sep-11,#NAME ?,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
477,I See Fire,4:59,"Singer/Songwriter , Music",20-Jun-14,x ( Deluxe Edition ),Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company , except track 16 2013 Warner Bros. . Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.",Album Only
478,Friends,3:10,"Pop , Music , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",12-Aug-14,Do n't - EP,Ed Sheeran,"2014 Asylum Records UK , a division of Atlantic Records UK , except track 2 2014 BBC under licence to Asylum Records UK , a division of Atlantic Records UK . A Warner Music Group company",$ 1.29
479,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
480,Give Me Love,8:46,"Singer/Songwriter , Music,Folk-Rock , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",9-Sep-11,+,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
481,Sunburn ( Bonus Track ),4:35,"Singer/Songwriter , Music",9-Sep-11,#NAME ?,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
482,I See Fire,4:59,"Singer/Songwriter , Music",20-Jun-14,x ( Deluxe Edition ),Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company , except track 16 2013 Warner Bros. . Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.",Album Only
483,Afire Love,5:14,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",20-Jun-14,x,Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company",$ 1.29
484,I See Fire,4:59,"Singer/Songwriter , Music",20-Jun-14,x ( Deluxe Edition ),Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company , except track 16 2013 Warner Bros. . Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.",Album Only
485,Sunburn ( Bonus Track ),4:35,"Singer/Songwriter , Music",9-Sep-11,#NAME ?,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
486,Outro,2:16,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Sep-11,The Slumdon Bridge - EP,Ed Sheeran & Yelawolf,2012 Warner Music UK Limited,$ 1.29
487,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
488,Give Me Love,8:46,"Singer/Songwriter , Music,Folk-Rock , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",9-Sep-11,+,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
489,Sunburn,4:26,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Dec-11,You Need Me - EP,Ed Sheeran,2011 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
490,Outro,2:16,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Sep-11,The Slumdon Bridge - EP,Ed Sheeran & Yelawolf,2012 Warner Music UK Limited,$ 1.29
491,Do n't ( Don Diablo Remix ),4:09,"Pop , Music",17-Oct-14,Do n't ( Don Diablo Remix ) - Single,Ed Sheeran,2014 Warner Music UK Limited,$ 1.29
492,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
493,Afire Love,5:14,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",20-Jun-14,x,Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company",$ 1.29
494,Afire Love,5:14,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",20-Jun-14,x,Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company",$ 1.29
495,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
496,Sunburn ( Bonus Track ),4:35,"Singer/Songwriter , Music",9-Sep-11,#NAME ?,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
497,Sunburn ( Bonus Track ),4:35,"Singer/Songwriter , Music",9-Sep-11,#NAME ?,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
498,Firefly ( Bravado Dubstep Remix ),4:29,"Singer/Songwriter , Music , Contemporary Singer/Songwriter , Rock , Adult Alternative",9-Dec-11,Loose Change,Ed Sheeran,2010 All tracks ( p ) 2010 Paw Print Records under exclusive license to Warner Music UK Limited except for track 1 ( p ) 2011Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
499,Bloodstream ( Arty Remix ),6:35,"Dance , Music",27-Mar-15,Bloodstream ( Arty Remix ) - Single,Ed Sheeran & Rudimental,"2015 Asylum Records , a division of Warner Music UK , A Warner Music Group Company",$ 1.29
500,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
501,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
502,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
503,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
504,Sunburn ( Bonus Track ),4:35,"Singer/Songwriter , Music",9-Sep-11,#NAME ?,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
505,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
506,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
507,The A Team ( Live ),5:01,"Singer/Songwriter , Music",3-Sep-12,iTunes Festival : London 2012 - EP,Ed Sheeran,2012 Warner Music UK LImited,$ 1.99
508,Afire Love,5:14,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",20-Jun-14,x,Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company",$ 1.29
