itunes_track_id,music_name,price_amount,length,artist_label,music_album,copyright_text,music_style
5880,One Less Lonely Girl,$ 1.29,3:49,Justin Bieber,My World,‰ ãÑ 2009 The Island Def Jam Music Group,"Pop , Music , Dance , Teen Pop , R&B / Soul , Contemporary R&B , Rock"
5881,First Dance ( feat . Usher ),$ 1.29,3:42,Justin Bieber,My World,‰ ãÑ 2009 The Island Def Jam Music Group,"Pop , Music , Dance , Teen Pop , R&B / Soul , Contemporary R&B , Rock"
5882,Love Me,$ 1.29,3:11,Justin Bieber,My World,‰ ãÑ 2009 The Island Def Jam Music Group,"Pop , Music , Dance , Teen Pop , R&B / Soul , Contemporary R&B , Rock"
5883,Common Denominator ( Bonus Track ),$ 1.29,4:08,Justin Bieber,My World,‰ ãÑ 2009 The Island Def Jam Music Group,"Pop , Music , Dance , Teen Pop , R&B / Soul , Contemporary R&B , Rock"
5884,Put You In a Song,$ 1.29,3:40,Keith Urban,Get Closer ( Deluxe Version ),"‰ ãÑ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37","Country , Music , Honky Tonk , Pop , Pop/Rock , Contemporary Country , Rock"
5885,You Gon na Fly,$ 1.29,3:36,Keith Urban,Get Closer ( Deluxe Version ),"‰ ãÑ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37","Country , Music , Honky Tonk , Pop , Pop/Rock , Contemporary Country , Rock"
5886,All for You,$ 1.29,3:37,Keith Urban,Get Closer ( Deluxe Version ),"‰ ãÑ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37","Country , Music , Honky Tonk , Pop , Pop/Rock , Contemporary Country , Rock"
5887,Long Hot Summer,$ 1.29,4:33,Keith Urban,Get Closer ( Deluxe Version ),"‰ ãÑ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37","Country , Music , Honky Tonk , Pop , Pop/Rock , Contemporary Country , Rock"
5888,Without You,$ 1.29,3:56,Keith Urban,Get Closer ( Deluxe Version ),"‰ ãÑ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37","Country , Music , Honky Tonk , Pop , Pop/Rock , Contemporary Country , Rock"
5889,Georgia Woods,$ 1.29,5:17,Keith Urban,Get Closer ( Deluxe Version ),"‰ ãÑ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37","Country , Music , Honky Tonk , Pop , Pop/Rock , Contemporary Country , Rock"
5890,Right On Back to You,$ 1.29,4:48,Keith Urban,Get Closer ( Deluxe Version ),"‰ ãÑ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37","Country , Music , Honky Tonk , Pop , Pop/Rock , Contemporary Country , Rock"
5891,Shut Out the Lights,$ 1.29,4:18,Keith Urban,Get Closer ( Deluxe Version ),"‰ ãÑ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37","Country , Music , Honky Tonk , Pop , Pop/Rock , Contemporary Country , Rock"
5892,Big Promises,$ 1.29,3:47,Keith Urban,Get Closer ( Deluxe Version ),"‰ ãÑ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37","Country , Music , Honky Tonk , Pop , Pop/Rock , Contemporary Country , Rock"
5893,The Luxury of Knowing,$ 1.29,4:15,Keith Urban,Get Closer ( Deluxe Version ),"‰ ãÑ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37","Country , Music , Honky Tonk , Pop , Pop/Rock , Contemporary Country , Rock"
5894,Winning,$ 1.29,3:40,Keith Urban,Get Closer ( Deluxe Version ),"‰ ãÑ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37","Country , Music , Honky Tonk , Pop , Pop/Rock , Contemporary Country , Rock"
5895,"Once In a Lifetime ( Live In Gwinnett , GA )",$ 1.29,7:10,Keith Urban,Get Closer ( Deluxe Version ),"‰ ãÑ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37","Country , Music , Honky Tonk , Pop , Pop/Rock , Contemporary Country , Rock"
5896,"You Look Good In My Shirt ( Live In Gwinnett , GA )",$ 1.29,5:18,Keith Urban,Get Closer ( Deluxe Version ),"‰ ãÑ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37","Country , Music , Honky Tonk , Pop , Pop/Rock , Contemporary Country , Rock"
5897,"Better Life ( Live In Gwinnett , GA )",$ 1.29,5:42,Keith Urban,Get Closer ( Deluxe Version ),"‰ ãÑ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37","Country , Music , Honky Tonk , Pop , Pop/Rock , Contemporary Country , Rock"
5898,"Everybody ( Live In Gwinnett , GA )",$ 1.29,6:55,Keith Urban,Get Closer ( Deluxe Version ),"‰ ãÑ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37","Country , Music , Honky Tonk , Pop , Pop/Rock , Contemporary Country , Rock"
5899,Romeo 's Tune,$ 1.29,3:47,Keith Urban,Greatest Hits ( Deluxe Edition ),"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","Country , Music , Honky Tonk , Contemporary Country"
5900,Got It Right This Time ( The Celebration ),$ 1.29,4:44,Keith Urban,Greatest Hits ( Deluxe Edition ),"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","Country , Music , Honky Tonk , Contemporary Country"
5901,I Told You So,$ 1.29,4:02,Keith Urban,Greatest Hits ( Deluxe Edition ),"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","Country , Music , Honky Tonk , Contemporary Country"
5902,Stupid Boy,$ 1.29,6:21,Keith Urban,Greatest Hits ( Deluxe Edition ),"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","Country , Music , Honky Tonk , Contemporary Country"
5903,Better Life,$ 1.29,4:43,Keith Urban,Greatest Hits ( Deluxe Edition ),"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","Country , Music , Honky Tonk , Contemporary Country"
5904,Making Memories of Us,$ 1.29,3:56,Keith Urban,Greatest Hits ( Deluxe Edition ),"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","Country , Music , Honky Tonk , Contemporary Country"
5905,Once In a Lifetime,$ 1.29,4:11,Keith Urban,Greatest Hits ( Deluxe Edition ),"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","Country , Music , Honky Tonk , Contemporary Country"
5906,Tonight I Wan na Cry,$ 1.29,4:19,Keith Urban,Greatest Hits ( Deluxe Edition ),"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","Country , Music , Honky Tonk , Contemporary Country"
5907,You 're My Better Half,$ 1.29,3:59,Keith Urban,Greatest Hits ( Deluxe Edition ),"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","Country , Music , Honky Tonk , Contemporary Country"
5908,Days Go By,$ 1.29,3:49,Keith Urban,Greatest Hits ( Deluxe Edition ),"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","Country , Music , Honky Tonk , Contemporary Country"
5909,But For the Grace of God,$ 1.29,3:44,Keith Urban,Greatest Hits ( Deluxe Edition ),"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","Country , Music , Honky Tonk , Contemporary Country"
5910,You 'll Think of Me,$ 1.29,3:51,Keith Urban,Greatest Hits ( Deluxe Edition ),"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","Country , Music , Honky Tonk , Contemporary Country"
5911,Who Would n't Wan na Be Me,$ 1.29,3:41,Keith Urban,Greatest Hits ( Deluxe Edition ),"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","Country , Music , Honky Tonk , Contemporary Country"
5912,Raining On Sunday,$ 1.29,3:54,Keith Urban,Greatest Hits ( Deluxe Edition ),"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","Country , Music , Honky Tonk , Contemporary Country"
5913,Where the Blacktop Ends,$ 1.29,3:06,Keith Urban,Greatest Hits ( Deluxe Edition ),"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","Country , Music , Honky Tonk , Contemporary Country"
5914,Your Everything,$ 1.29,3:59,Keith Urban,Greatest Hits ( Deluxe Edition ),"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","Country , Music , Honky Tonk , Contemporary Country"
5915,Somebody Like You,$ 1.29,5:23,Keith Urban,Greatest Hits ( Deluxe Edition ),"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","Country , Music , Honky Tonk , Contemporary Country"
5916,Everybody,$ 1.29,3:57,Keith Urban,Greatest Hits ( Deluxe Edition ),"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","Country , Music , Honky Tonk , Contemporary Country"
5917,You 're My Better Half ( Single Edit ),$ 1.29,3:59,Keith Urban,Greatest Hits,"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","Country , Music , Contemporary Country , Honky Tonk"
5918,But for the Grace of God,$ 1.29,3:44,Keith Urban,Greatest Hits,"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203","Country , Music , Contemporary Country , Honky Tonk"
5919,I 'm Like a Bird,$ 1.29,4:04,Nelly Furtado,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5920,Turn Off the Light,$ 1.29,4:35,Nelly Furtado,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5921,**** On the Radio ( Remember the Days ),$ 1.29,3:55,Nelly Furtado,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5922,FotografÌ_a,$ 1.29,4:00,Nelly Furtado & Juanes,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5923,Powerless ( Say What You Want ),$ 1.29,3:54,Nelly Furtado,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5924,Try,$ 1.29,4:38,Nelly Furtado,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5925,Forca,$ 0.99,3:41,Nelly Furtado,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5926,Promiscuous ( feat . Timbaland ),$ 1.29,4:02,Nelly Furtado & Timbaland,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5927,Maneater,$ 1.29,4:18,Nelly Furtado,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5928,Say It Right,$ 0.99,3:43,Nelly Furtado,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5929,All Good Things ( Come to an End ),$ 1.29,5:09,Nelly Furtado,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5930,In God 's Hands,$ 1.29,4:12,Nelly Furtado,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5931,Broken Strings ( feat . James Morrison ),$ 0.99,4:10,Nelly Furtado & James Morrison,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5932,Girlfriend In the City,$ 1.29,4:41,Nelly Furtado,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5933,Night Is Young,$ 1.29,3:32,Nelly Furtado,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5934,Stars,$ 1.29,4:28,Nelly Furtado,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5935,Manos al Aire,$ 0.99,3:29,Nelly Furtado,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5936,"Quando , Quando , Quando",$ 0.99,4:44,Nelly Furtado & Michael BublÌ ©,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5937,Te BusquÌ © ( feat . Juanes ),$ 1.29,3:39,Nelly Furtado & Juanes,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5938,Island of Wonder ( feat . Caetano Veloso ),$ 0.69,3:48,Nelly Furtado & Caetano Veloso,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5939,I 'm Like a Bird ( Nelly vs. Asha Remix ),$ 1.29,5:26,Nelly Furtado,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5940,Who Wants to Be Alone ( feat . Nelly Furtado ),$ 0.99,4:36,Nelly Furtado & TiÌÇsto,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5941,Sacrifice ( feat . Nelly Furtado ),$ 0.99,4:44,Nelly Furtado & The Roots,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5942,In God 's Hands ( feat . Keith Urban ),$ 0.99,4:34,Nelly Furtado & Keith Urban,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5943,Night Is Young ( Remix by FrankMusik `` Montreal Mist Edit '' ) [ Bonus Track ],Album Only,4:29,Nelly Furtado,The Best of Nelly Furtado ( Deluxe Version ),‰ ãÑ 2010 Geffen Records,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter"
5944,Right Here With You,$ 1.29,4:02,Olivia Newton-John & Delta Goodrem,A Celebration In Song,"‰ ãÑ 2011 ONJ Productions , Inc. . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by EMI CMG ,","Singer/Songwriter , Music , Rock , Christian & Gospel , CCM , Vocal , Pop , Adult Contemporary"
5945,Find a Little Faith,$ 1.29,4:13,Olivia Newton-John & Cliff Richard,A Celebration In Song,"‰ ãÑ 2011 ONJ Productions , Inc. . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by EMI CMG ,","Singer/Songwriter , Music , Rock , Christian & Gospel , CCM , Vocal , Pop , Adult Contemporary"
5946,Courageous,$ 1.29,3:37,Olivia Newton-John & Melinda Schneider,A Celebration In Song,"‰ ãÑ 2011 ONJ Productions , Inc. . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by EMI CMG ,","Singer/Songwriter , Music , Rock , Christian & Gospel , CCM , Vocal , Pop , Adult Contemporary"
5947,The Heart Knows,$ 1.29,3:31,Olivia Newton-John & Barry Gibb,A Celebration In Song,"‰ ãÑ 2011 ONJ Productions , Inc. . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by EMI CMG ,","Singer/Songwriter , Music , Rock , Christian & Gospel , CCM , Vocal , Pop , Adult Contemporary"
5948,Everything Love Is,$ 1.29,3:58,Olivia Newton-John & Jimmy Barnes,A Celebration In Song,"‰ ãÑ 2011 ONJ Productions , Inc. . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by EMI CMG ,","Singer/Songwriter , Music , Rock , Christian & Gospel , CCM , Vocal , Pop , Adult Contemporary"
5949,Is n't It Amazing,$ 1.29,4:08,Olivia Newton-John & Sun,A Celebration In Song,"‰ ãÑ 2011 ONJ Productions , Inc. . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by EMI CMG ,","Singer/Songwriter , Music , Rock , Christian & Gospel , CCM , Vocal , Pop , Adult Contemporary"
5950,Never Far Away,$ 1.29,4:47,Olivia Newton-John & Richard Marx,A Celebration In Song,"‰ ãÑ 2011 ONJ Productions , Inc. . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by EMI CMG ,","Singer/Songwriter , Music , Rock , Christian & Gospel , CCM , Vocal , Pop , Adult Contemporary"
5951,Sunburned Country,$ 1.29,5:39,Olivia Newton-John & Keith Urban,A Celebration In Song,"‰ ãÑ 2011 ONJ Productions , Inc. . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by EMI CMG ,","Singer/Songwriter , Music , Rock , Christian & Gospel , CCM , Vocal , Pop , Adult Contemporary"
5952,Reckless,$ 1.29,3:20,Olivia Newton-John & John Farrar,A Celebration In Song,"‰ ãÑ 2011 ONJ Productions , Inc. . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by EMI CMG ,","Singer/Songwriter , Music , Rock , Christian & Gospel , CCM , Vocal , Pop , Adult Contemporary"
5953,Angel In the Wings,$ 1.29,3:21,Olivia Newton-John & Jann Arden,A Celebration In Song,"‰ ãÑ 2011 ONJ Productions , Inc. . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by EMI CMG ,","Singer/Songwriter , Music , Rock , Christian & Gospel , CCM , Vocal , Pop , Adult Contemporary"
5954,The Water Is Wide,$ 1.29,3:26,"Olivia Newton-John , Amy Sky & RyanDan",A Celebration In Song,"‰ ãÑ 2011 ONJ Productions , Inc. . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by EMI CMG ,","Singer/Songwriter , Music , Rock , Christian & Gospel , CCM , Vocal , Pop , Adult Contemporary"
5955,Beautiful Thing,$ 1.29,3:56,Olivia Newton-John & Belinda Emmett,A Celebration In Song,"‰ ãÑ 2011 ONJ Productions , Inc. . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by EMI CMG ,","Singer/Songwriter , Music , Rock , Christian & Gospel , CCM , Vocal , Pop , Adult Contemporary"
5956,Wagon Wheel,Album Only,4:58,Darius Rucker,"NOW That 's What I Call Country , Vol . 7","‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment","Country , Music"
5957,I Want Crazy,Album Only,3:56,Hunter Hayes,"NOW That 's What I Call Country , Vol . 7","‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment","Country , Music"
5958,Compass,Album Only,3:02,Lady Antebellum,"NOW That 's What I Call Country , Vol . 7","‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment","Country , Music"
5959,Do n't Ya,Album Only,3:01,Brett Eldredge,"NOW That 's What I Call Country , Vol . 7","‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment","Country , Music"
5960,Friday Night,Album Only,2:47,Eric Paslay,"NOW That 's What I Call Country , Vol . 7","‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment","Country , Music"
5961,Beat This Summer,Album Only,4:41,Brad Paisley,"NOW That 's What I Call Country , Vol . 7","‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment","Country , Music"
5962,See You Again,Album Only,4:06,Carrie Underwood,"NOW That 's What I Call Country , Vol . 7","‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment","Country , Music"
5963,We Were Us,Album Only,3:10,Keith Urban & Miranda Lambert,"NOW That 's What I Call Country , Vol . 7","‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment","Country , Music"
5964,I Hold On,Album Only,4:39,Dierks Bentley,"NOW That 's What I Call Country , Vol . 7","‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment","Country , Music"
5965,Wasting All These Tears,Album Only,3:35,Cassadee Pope,"NOW That 's What I Call Country , Vol . 7","‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment","Country , Music"
5966,Redneck Crazy,Album Only,3:35,Tyler Farr,"NOW That 's What I Call Country , Vol . 7","‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment","Country , Music"
5967,Whatever She 's Got,Album Only,3:54,David Nail,"NOW That 's What I Call Country , Vol . 7","‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment","Country , Music"
5968,See You Tonight,Album Only,3:46,Scotty McCreery,"NOW That 's What I Call Country , Vol . 7","‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment","Country , Music"
5969,Get Me Some of That,Album Only,3:08,Thomas Rhett,"NOW That 's What I Call Country , Vol . 7","‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment","Country , Music"
5970,Carolina,Album Only,3:21,Parmalee,"NOW That 's What I Call Country , Vol . 7","‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment","Country , Music"
5971,Pull Me Back ( NOW What 's Next ! ),Album Only,3:09,Leah Turner,"NOW That 's What I Call Country , Vol . 7","‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment","Country , Music"
5972,The Boys of Fall,$ 1.29,6:31,Kenny Chesney,Hemingway 's Whiskey,‰ ãÑ 2010 Sony Music Entertainment,"Country , Music , Honky Tonk , Contemporary Country"
5973,Live a Little,$ 1.29,3:39,Kenny Chesney,Hemingway 's Whiskey,‰ ãÑ 2010 Sony Music Entertainment,"Country , Music , Honky Tonk , Contemporary Country"
5974,Coastal,$ 1.29,2:39,Kenny Chesney,Hemingway 's Whiskey,‰ ãÑ 2010 Sony Music Entertainment,"Country , Music , Honky Tonk , Contemporary Country"
