pub_id,title_name,pub_authors,article_year,pub_forum
790,spatial and temporal content-based access to hypervideo databases,"ahmed k. elmagarmid , haitao jiang",1998,vldb j.
791,distributed processing over stand-alone systems and applications,"claus hagen , hans-jörg schek , gustavo alonso , markus tresch",1997,vldb
792,synchronizing a database to improve freshness,"junghoo cho , hector garcia-molina",2000,sigmod conference
793,the double life of the transaction abstraction : fundamental principle and evolving system concept,henry f. korth,1995,vldb
794,density biased sampling : an improved method for data mining and clustering,"christopher r. palmer , christos faloutsos",2000,sigmod conference
795,the tsql2 final language definition announcement,?,1994,sigmod record
796,efficient progressive skyline computation,"pin-kwang eng , kian-lee tan , beng chin ooi",2001,vldb
797,mpeg-7 and multimedia database systems,harald kosch,2002,sigmod record
798,storage and querying of e-commerce data,"yirong xu , rakesh agrawal , amit somani",2001,vldb
799,dynamat : a dynamic view management system for data warehouses,"nick roussopoulos , yannis kotidis",1999,sigmod conference
800,how to summarize the universe : dynamic maintenance of quantiles,"martin strauss , s. muthukrishnan , yannis kotidis , anna c. gilbert",2002,vldb
801,parameterized complexity for the database theorist,martin grohe,2002,sigmod record
802,editor 's notes,michael j. franklin,2000,sigmod record
803,formal semantics and analysis of object queries,gavin m. bierman,2003,sigmod conference
804,metu object-oriented dbms,"cetin ozkan , cem evrendilek , yuksel saygin , ilker altintas , ismailcem budak arpinar , mehmet altinel , tansel okay , ilker durusoy , asuman dogac",1994,sigmod conference
805,orthogonally persistent object systems,"malcolm p. atkinson , ronald morrison",1995,vldb j.
806,concurrent garbage collection in o2,"marcin skubiszewski , patrick valduriez",1997,vldb
807,"constructing and integrating data-centric web applications : methods , tools , and techniques","ioana manolescu , stefano ceri",2003,vldb
808,guest editor 's introduction,"robert meersman , amit p. sheth",2002,sigmod record
809,dtl 's dataspot : database exploration using plain language,"gadi entin , shai geva , shaul dar , eran palmon",1998,vldb
810,editor 's notes,michael j. franklin,1998,sigmod record
811,applying database technology in the adsm mass storage system,"robert rees , luis-felipe cabrera , wayne hineman",1995,vldb
812,dynamic buffer allocation in video-on-demand systems,"kyu-young whang , yang-sae moon , il-yeol song , sang ho lee",2001,sigmod conference
813,holistic twig joins on indexed xml documents,"wei wang , haifeng jiang , hongjun lu , jeffrey xu yu",2003,vldb
814,obtaining complete answers from incomplete databases,alon y. levy,1996,vldb
815,incremental maintenance of externally materialized views,"martin staudt , matthias jarke",1996,vldb
816,databases for gis,"claudia bauzer medeiros , fatima pires",1994,sigmod record
817,query optimization in the presence of limited access patterns,"dan suciu , ioana manolescu , daniela florescu , alon y. levy",1999,sigmod conference
818,an effective hash based algorithm for mining association rules,"ming-syan chen , philip s. yu , jong soo park",1995,sigmod conference
819,a dependability benchmark for oltp application environments,"henrique madeira , marco vieira",2003,vldb
820,high speed on-line backup when using logical log operations,david b. lomet,2000,sigmod conference
821,towards on-line analytical mining in large databases,jiawei han,1998,sigmod record
822,facilitating multimedia database exploration through visual interfaces and perpetual query reformulations,"kyoji hirata , yoshinori hara , wen-syan li , k. selçuk candan",1997,vldb
823,"the glue-nail deductive database system : design , implementation , and evaluation","geoffrey phipps , marcia a. derr , shinichi morishita",1994,vldb j.
824,cubetree : organization of and bulk updates on the data cube,"nick roussopoulos , mema roussopoulos , yannis kotidis",1997,sigmod conference
825,interview with avi silberschatz,marianne winslett,2002,sigmod record
826,database research at the university of illinois at urbana-champaign,"chengxiang zhai , marianne winslett , yuanyuan zhou , kevin chen-chuan chang , jiawei han , anhai doan",2002,sigmod record
827,sql open heterogeneous data access,"berthold reinwald , hamid pirahesh",1998,sigmod conference
828,report on the 18th british national conference on databases ( bncod ),"carole a. goble , brian j. read",2002,sigmod record
829,materialized view selection for multidimensional datasets,"jeffrey f. naughton , amit shukla , prasad deshpande",1998,vldb
830,hmap - a temporal data model managing intervals with different granularities and indeterminacy from natural language sentences,"carlo combi , giuseppe pozzi",2001,vldb j.
831,"topaz : a cost-based , rule-driven , multi-phase parallelizer","bernhard mitschang , clara nippl",1998,vldb
832,a sequential pattern query language for supporting instant data mining for e-services,"reza sadri , amir m. zarkesh , jafar adibi , carlo zaniolo",2001,vldb
833,combi-operator : database support for data mining applications,"wolfgang lehner , alexander hinneburg , dirk habich",2003,vldb
834,the semantic web : semantics for data on the web,"vipul kashyap , stefan decker",2003,vldb
835,managing video data in a mobile environment,"rafael alonso , yuh-lin chang , v. s. mani , liviu iftode",1995,sigmod record
836,parallel query scheduling and optimization with time - and space-shared resources,"yannis e. ioannidis , minos n. garofalakis",1997,vldb
837,a general solution of the n-dimensional b-tree problem,michael freeston,1995,sigmod conference
838,parallel database systems 101,jim gray,1995,sigmod conference
839,secure buffering in firm real-time database systems,"binto george , jayant r. haritsa",1998,vldb
840,workflow history management,"pinar koksal , sena nural arpinar , asuman dogac",1998,sigmod record
841,broadcast disks : data management for asymmetric communications environments,"michael j. franklin , stanley b. zdonik , swarup acharya , rafael alonso",1995,sigmod conference
842,comparing data streams using hamming norms ( how to zero in ),"mayur datar , piotr indyk , s. muthukrishnan , graham cormode",2002,vldb
843,the a-tree : an index structure for high-dimensional spaces using relative approximation,"masatoshi yoshikawa , shunsuke uemura , yasushi sakurai , haruhiko kojima",2000,vldb
844,r-tree based indexing of now-relative bitemporal data,"simonas saltenis , christian s. jensen , giedrius slivinskas , rasa bliujute",1998,vldb
845,skew handling techniques in sort-merge join,"richard t. snodgrass , wei li , dengfeng gao",2002,sigmod conference
846,online index rebuild,"hanuma kodavalla , nagavamsi ponnekanti",2000,sigmod conference
847,efficient similarity search for market basket data,"alexandros nanopoulos , yannis manolopoulos",2002,vldb j.
848,compressed accessibility map : efficient access control for xml,"divesh srivastava , ting yu , h. v. jagadish , laks v. s. lakshmanan",2002,vldb
849,toxgene : a template-based data generator for xml,"alberto o. mendelzon , john keenleyside , denilson barbosa , kelly a. lyons",2002,sigmod conference
850,interviewing during a tight job market,"zachary g. ives , qiong luo",2002,sigmod record
851,star-cubing : computing iceberg cubes by top-down and bottom-up integration,"jiawei han , xiaolei li , benjamin w. wah , dong xin",2003,vldb
852,datawarehousing has more colours than just black & white,"thomas zurek , markus sinnwell",1999,vldb
853,chronological scheduling of transactions with temporal dependencies,"marek rusinkiewicz , dimitrios georgakopoulos , witold litwin",1994,vldb j.
854,query processing over object views of relational data,"gustav fahl , tore risch",1997,vldb j.
855,semantic caching of web queries,"boris chidlovskii , uwe m. borghoff",2000,vldb j.
856,capturing and querying multiple aspects of semistructured data,"curtis e. dyreson , michael h. böhlen , christian s. jensen",1999,vldb
857,aggregate maintenance for data warehousing in informix red brick vista,"latha s. colby , gopal mulagund , richard l. cole , craig j. bunker , william j. mckenna , david wilhite",2001,vldb
858,supporting state-wide immunisation tracking using multi-paradigm workflow technology,"devashish worah , souvik das , ivan shevchenko , amit p. sheth , john a. miller , chenye lin , devanand palaniswami , krys kochut , john lynch",1996,vldb
859,visual coko : a debugger for query optimizer development,"daniel j. abadi , mitch cherniack",2002,sigmod conference
860,data compression in oracle,"meikel pöss , dmitry potapov",2003,vldb
861,a multidatabase system for tracking and retrieval of financial data,"munir cochinwala , john bradley",1994,vldb
862,shrinking the warehouse update window,"hector garcia-molina , ramana yerneni , wilburt labio",1999,sigmod conference
863,an efficient algorithm for mining association rules in large databases,"edward omiecinski , shamkant b. navathe , ashok savasere",1995,vldb
864,update propagation strategies to improve freshness in lazy master replicated databases,"eric simon , esther pacitti",2000,vldb j.
865,the sift information dissemination system,"tak w. yan , hector garcia-molina",1999,acm trans . database syst .
866,special issue on data mining for intrusion detection and threat analysis - guest editor 's introduction,daniel barbará,2001,sigmod record
867,extracting and exploiting structure in text search,prabhakar raghavan,2003,sigmod conference
868,plastic : reducing query optimization overheads through plan recycling,"jayant r. haritsa , vibhuti s. sengar",2003,sigmod conference
869,wavelet synopses with error guarantees,"phillip b. gibbons , minos n. garofalakis",2002,sigmod conference
870,generating efficient plans for queries using views,"chen li , jeffrey d. ullman , foto n. afrati",2001,sigmod conference
871,qc-trees : an efficient summary structure for semantic olap,"laks v. s. lakshmanan , jian pei , yan zhao",2003,sigmod conference
872,information management for genome level bioinformatics,"norman w. paton , carole a. goble",2001,vldb
873,efficient filtering of xml documents for selective dissemination of information,"michael j. franklin , mehmet altinel",2000,vldb
874,bounded ignorance : a technique for increasing concurrency in a replicated system,"arthur j. bernstein , narayanan krishnakumar",1994,acm trans . database syst .
875,editor 's notes and erratum,arie segev,1994,sigmod record
876,research and products : are they relevant to each other ? ( panel ),herb edelstein,1995,sigmod conference
877,nsf workshop on industrial/academic cooperation in database systems,"leonard j. seligman , michael j. carey",1999,sigmod record
878,operating system extensions for the teradata parallel vldb,"sorana rabinovici , john catozzi",2001,vldb
879,efficient mining of xml query patterns for caching,"liang huai yang , mong-li lee , wynne hsu",2003,vldb
880,is gui programming a database research problem ?,"ravi krishnamurthy , charles hoch , nita goyal , michael suckow , brian meckler",1996,sigmod conference
881,report on xewa-00 : the xml enabled wide-area searches for bioinformatics workshop,terence critchlow,2001,sigmod record
882,toward recovery-oriented computing,armando fox,2002,vldb
883,adaptable similarity search using non-relevant information,"t. v. ashwin , rahul gupta , sugata ghosal",2002,vldb
884,"biodiversity informatics : the challenge of rapid development , large databases , and complex data ( keynote )","james l. edwards , meridith a. lane , ebbe nielsen",2000,vldb
885,temporal database bibliography update,"anil kumar , vassilis j. tsotras",1996,sigmod record
886,an orthogonally persistent java,"mick j. jordan , susan spence , laurent daynès , malcolm p. atkinson , tony printezis",1996,sigmod record
887,socqet : semantic olap with compressed cube and summarization,"yan zhao , laks v. s. lakshmanan , jian pei",2003,sigmod conference
888,integration of electronic tickets and personal guide system for public transport using mobile terminals,"yahiko kambayashi , koichi goto",2003,sigmod conference
889,tail recursion elimination in deductive databases,kenneth a. ross,1996,acm trans . database syst .
890,a case-based approach to information integration,"maurizio panti , alberto giretti , luca spalazzi",2000,vldb
891,distributed transactions in practice,"lyman do , pamela drew , prabhu ram",1999,sigmod record
892,"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system","zhao-hui tang , fei sha , georges gardarin",1996,vldb
893,quality of service in multimedia digital libraries,"elisa bertino , ahmed k. elmagarmid , mohand-said hacid",2001,sigmod record
894,eiha ?!? : deploying web and wap services using xml technology,"jean-christophe r. pazzaglia , chiara biancheri , gavino paddeu",2001,sigmod record
895,join synopses for approximate query answering,"swarup acharya , viswanath poosala , phillip b. gibbons , sridhar ramaswamy",1999,sigmod conference
896,distributed hypertext resource discovery through examples,"martin van den berg , soumen chakrabarti , byron dom",1999,vldb
897,data management challenges in crm,george colliat,2003,sigmod conference
898,sql standardization : the next steps,"andrew eisenberg , jim melton",2000,sigmod record
899,devise : integrated querying and visualization of large datasets,"miron livny , raghu ramakrishnan , donko donjerkovic , shilpa lawande , jussi myllymaki , guangshun chen , r. kent wenger , kevin s. beyer",1997,sigmod conference
900,storage estimation for multidimensional aggregates in the presence of hierarchies,"jeffrey f. naughton , amit shukla , karthikeyan ramasamy , prasad deshpande",1996,vldb
901,an optimal and progressive algorithm for skyline queries,"bernhard seeger , dimitris papadias , greg fu , yufei tao",2003,sigmod conference
902,methodology for development and employment of ontology based knowledge management applications,"steffen staab , rudi studer , york sure",2002,sigmod record
903,processing complex aggregate queries over data streams,"alin dobra , johannes gehrke , rajeev rastogi , minos n. garofalakis",2002,sigmod conference
904,web services ( industrial session ),felipe cabrera,2003,vldb
905,query flocks : a generalization of association-rule mining,"chris clifton , svetlozar nestorov , rajeev motwani , shalom tsur , jeffrey d. ullman , arnon rosenthal , serge abiteboul",1998,sigmod conference
906,i/o-conscious data preparation for large-scale web search engines,"maxim lifantsev , tzi-cker chiueh",2002,vldb
907,reminiscences on influential papers,richard t. snodgrass,1999,sigmod record
908,a protein patent query system powered by kleisli,"jing chen , louxin zhang , limsoon wong",1998,sigmod conference
909,database systems - breaking out of the box,"abraham silberschatz , stanley b. zdonik",1997,sigmod record
910,providing database migration tools - a practicioner 's approach,andreas meier,1995,vldb
911,synthesis of extended transaction models using acta,"panos k. chrysanthis , krithi ramamritham",1994,acm trans . database syst .
912,amdb : an access method debugging tool,"joseph m. hellerstein , mehul a. shah , marcel kornacker",1998,sigmod conference
913,checkpointing in oracle,"juan loaiza , ashok joshi , tirthankar lahiri , william bridge",1998,vldb
914,"title , foreword , vldb journal to be published electronically , index vol . 4",?,1995,vldb j.
915,design and management of data warehouses : report on the dmdw '99 workshop,"martin staudt , yannis vassiliou , manfred a. jeusfeld , stella gatziu",1999,sigmod record
916,information sharing across private databases,"ramakrishnan srikant , rakesh agrawal , alexandre v. evfimievski",2003,sigmod conference
917,adaptive parallel aggregation algorithms,"jeffrey f. naughton , ambuj shatdal",1995,sigmod conference
918,indexing medium-dimensionality data in oracle,"jayant sharma , kothuri venkata ravi kanth , jay banerjee , siva ravada",1999,sigmod conference
919,view maintenance in a warehousing environment,"jennifer widom , hector garcia-molina , yue zhuge , joachim hammer",1995,sigmod conference
920,chair 's message,richard t. snodgrass,1999,sigmod record
921,disima : a distributed and interoperable image database system,"vincent oria , benjamin bin yao , shu lin , paul iglinski , m. tamer özsu",2000,sigmod conference
922,change-centric management of versions in an xml warehouse,"laurent mignet , amélie marian , gregory cobena , serge abiteboul",2001,vldb
923,spirit : sequential pattern mining with regular expression constraints,"rajeev rastogi , kyuseok shim , minos n. garofalakis",1999,vldb
924,user-adaptive exploration of multidimensional data,sunita sarawagi,2000,vldb
925,improving timeliness in real-time secure database systems,"sang hyuk son , rasikan david , bhavani m. thuraisingham",1996,sigmod record
926,an extensible compressor for xml data,"dan suciu , hartmut liefke",2000,sigmod record
927,the demarcation protocol : a technique for maintaining constraints in distributed database systems,"daniel barbará , hector garcia-molina",1994,vldb j.
928,monitoring streams - a new class of data management applications,"mitch cherniack , stanley b. zdonik , nesime tatbul , ugur çetintemel , greg seidman , michael stonebraker , christian convey , donald carney , sangdon lee",2002,vldb
929,client-server paradise,"jignesh m. patel , jie-bing yu , navin kabra , david j. dewitt , jun luo",1994,vldb
930,from data independence to knowledge independence : an on-going story,laurent vieille,1998,vldb
931,petabyte databases,dirk düllmann,1999,sigmod conference
932,query rewriting for semistructured data,"vasilis vassalos , yannis papakonstantinou",1999,sigmod conference
933,outerjoin simplification and reordering for query optimization,"césar a. galindo-legaria , arnon rosenthal",1997,acm trans . database syst .
934,reminiscences on influential papers,richard t. snodgrass,1998,sigmod record
935,integrating symbolic images into a multimedia database system using classification and abstraction approaches,"hanan samet , aya soffer",1998,vldb j.
936,javax.xxl : a prototype for a library of query processing algorithms,"bernhard seeger , jens-peter dittrich , jochen van den bercken",2000,sigmod conference
937,`` one size fits all '' database architectures do not work for dds,clark d. french,1995,sigmod conference
938,interview with david maier,marianne winslett,2002,sigmod record
939,factorizing complex predicates in queries to exploit indexes,"prasanna ganesan , sunita sarawagi , surajit chaudhuri",2003,sigmod conference
940,a taxonomy of correctness criteria in database applications,"krithi ramamritham , panos k. chrysanthis",1996,vldb j.
941,editor 's notes,ling liu,2003,sigmod record
942,book review column,karl aberer,2002,sigmod record
943,dna-miner : a system prototype for mining dna sequences,"jiawei han , liangyou chen , jian pei , ying lu , yaqin liao , hasan m. jamil",2001,sigmod conference
944,efficient algorithms for minimizing tree pattern queries,prakash ramanan,2002,sigmod conference
945,research directions in biodiversity informatics,john l. schnase,2000,vldb
946,information integration and xml in ibm 's db2,patricia g. selinger,2002,vldb
947,peer-to-peer research at stanford,"mayank bawa , sergio marti , sepandar d. kamvar , brian cooper , mario t. schlosser , neil daswani , qi sun , hector garcia-molina , arturo crespo , beverly yang , patrick vinograd , prasanna ganesan",2003,sigmod record
948,text databases : a survey of text models and systems,arjan loeffen,1994,sigmod record
949,dissemination of dynamic data,"pavan deolasee , amol katkar , krithi ramamritham , ankur panchbudhe , prashant j. shenoy",2001,sigmod conference
950,walking through a very large virtual environment in real-time,"yixin ruan , kian-lee tan , jason chionh , lidan shou , zhiyong huang",2001,vldb
951,"improving business process quality through exception understanding , prediction , and prevention","fabio casati , daniela grigori , umeshwar dayal , ming-chien shan",2001,vldb
952,the design of a retrieval technique for high-dimensional data on tertiary storage,"ratko orlandic , craig swietlik , jack lukaszuk",2002,sigmod record
953,accessing relational databases from the world wide web,"tam nguyen , v. srinivasan",1996,sigmod conference
954,"high-performance and scalability through application tier,in-memory data management",?,2000,vldb
955,fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",1996,sigmod conference
956,locating and accessing data repositories with websemantics,"george a. mihaila , louiqa raschid , anthony tomasic",2002,vldb j.
957,guest editorial,"kyu-young whang , gunter schlageter , amr el abbadi",2001,vldb j.
958,reminiscences on influential papers,"s. sudarshan , charu c. aggarwal , mihalis yannakakis , alfons kemper , kenneth a. ross , sunita sarawagi",2000,sigmod record
959,the dedale system for complex spatial queries,"luc segoufin , philippe rigaux , stéphane grumbach",1998,sigmod conference
960,semantic data caching and replacement,"björn þór jónsson , shaul dar , divesh srivastava , michael tan , michael j. franklin",1996,vldb
961,inferring function semantics to optimize queries,"mitch cherniack , stanley b. zdonik",1998,vldb
962,the evolution of effective b-tree : page organization and techniques : a personal account,david b. lomet,2001,sigmod record
963,efficient testing of high performance transaction processing systems,"d. wildfogel , ramana yerneni",1997,vldb
964,generic database cost models for hierarchical memory systems,"peter a. boncz , martin l. kersten , stefan manegold",2002,vldb
965,an extended entity-relationship model for geographic applications,"nectaria tryfona , thanasis hadzilacos",1997,sigmod record
966,optimizing result prefetching in web search engines with segmented indices,"shlomo moran , ronny lempel",2002,vldb
967,experiments on access to digital libraries : how can images and text be used together,michael lesk,1994,vldb
968,reminiscences on influential papers,"james r. hamilton , limsoon wong , kenneth a. ross , laks v. s. lakshmanan",2001,sigmod record
969,ensuring consistency in multidatabases by preserving two-level serializability,sharad mehrotra,1998,acm trans . database syst .
970,"object-relational database systems : principles , products , and challenges ( tutorial )","michael j. carey , anil nori , nelson mendonça mattos",1997,sigmod conference
971,synchronization and recovery in a client-server storage system,"alexandros biliris , euthimios panagos",1997,vldb j.
972,applying update streams in a soft real-time database system,"brad adelberg , hector garcia-molina , ben kao",1995,sigmod conference
973,the ccube constraint object-oriented database system,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",1999,sigmod conference
974,index research : forest or trees ? ( panel abstract ),joseph m. hellerstein,2000,sigmod conference
975,nonstop sql : scalability and availability for decision support,susanne englert,1994,sigmod conference
976,query processing techniques for arrays,"arunprasad p. marathe , kenneth salem",2002,vldb j.
977,the ecobase project : database and web technologies for environmental information systems,"asterio k. tanaka , patrick valduriez",2001,sigmod record
978,sap r/3 : a database application system ( tutorial ),"alfons kemper , florian matthes , donald kossmann",1998,sigmod conference
979,olympic records for data at the 1998 nagano games,edwin r. lassettre,1998,sigmod conference
980,mosaico - a system for conceptual modeling and rapid prototyping of object-oriented database application,"m. toiati , michele missikoff",1994,sigmod conference
981,query processing for high-volume xml message brokering,"michael j. franklin , yanlei diao",2003,vldb
982,treasurer 's message,joachim hammer,2002,sigmod record
983,chair 's message,m. tamer özsu,2002,sigmod record
984,an almost-serial protocol for transaction execution in main-memory database systems,"stephen blott , henry f. korth",2002,vldb
985,mining frequent itemsets using support constraints,"jiawei han , ke wang , yu he",2000,vldb
986,interviso : dealing with the complexity of federated database access,"edward maros , darrel j. van buer , marjorie templeton , herbert henley",1995,vldb j.
987,open object database management systems,josé a. blakeley,1994,sigmod conference
988,materialized views selection in a multidimensional database,"ernest teniente , elena baralis , stefano paraboschi",1997,vldb
989,on saying enough already ! in sql,"donald kossmann , michael j. carey",1997,sigmod conference
990,shoring up persistent applications,"mark l. mcauliffe , c. k. tan , marvin h. solomon , nancy e. hall , michael j. zwilling , michael j. carey , michael j. franklin , seth j. white , jeffrey f. naughton , david j. dewitt , odysseas g. tsatalos , daniel t. schuh",1994,sigmod conference
991,load shedding in a data stream manager,"michael stonebraker , nesime tatbul , mitch cherniack , stanley b. zdonik , ugur çetintemel",2003,vldb
992,optimizing queries on files,"tova milo , mariano p. consens",1994,sigmod conference
993,rainforest - a framework for fast decision tree construction of large datasets,"johannes gehrke , venkatesh ganti , raghu ramakrishnan",1998,vldb
994,probabilistic optimization of top n queries,"donko donjerkovic , raghu ramakrishnan",1999,vldb
995,bigsur : a system for the management of earth science data,"paul brown , michael stonebraker",1995,vldb
996,data management research at the mitre corporation,"arnon rosenthal , edward lafferty , leonard j. seligman , catherine d. mccollum , bhavani m. thuraisingham , barbara t. blaustein",1995,sigmod record
997,rrxf : redundancy reducing xml storage in relations,"carmem s. hara , susan b. davidson , yi chen , yifeng zheng",2003,vldb
998,psoup : a system for streaming queries over streaming data,"sirish chandrasekaran , michael j. franklin",2003,vldb j.
999,ontology-based support for digital government,"ahmed k. elmagarmid , athman bouguettaya , mourad ouzzani , brahim medjahed",2001,vldb
1000,monitoring xml data on the web,"benjamin nguyen , serge abiteboul , gregory cobena , mihai preda",2001,sigmod conference
1001,join queries with external text sources : execution and optimization techniques,"umeshwar dayal , surajit chaudhuri , tak w. yan",1995,sigmod conference
1002,neurorule : a connectionist approach to data mining,"hongjun lu , huan liu , rudy setiono",1995,vldb
1003,chair 's message,richard t. snodgrass,1998,sigmod record
1004,editor 's notes,jennifer widom,1995,sigmod record
1005,voodb : a generic discrete-event random simulation model to evaluate the performances of oodbs,"michel schneider , jérôme darmont",1999,vldb
1006,the sdss skyserver : public access to the sloan digital sky server data,"tanu malik , jordan raddick , alexander s. szalay , peter z. kunszt , jim gray , christopher stoughton , ani thakar , jan vandenberg",2002,sigmod conference
1007,"panel : future directions of database research - the vldb broadening strategy , part 1",hans-jörg schek,2000,vldb
1008,"gangam - a solution to support multiple data models , their mappings and maintenance","elke a. rundensteiner , gail mitchell , wang-chien lee , harumi a. kuno , xin zhang , hong su , kajal t. claypool",2001,sigmod conference
1009,distance-based outliers : algorithms and applications,"v. tucakov , raymond t. ng , edwin m. knorr",2000,vldb j.
1010,spotfire : an information exploration environment,christopher ahlberg,1996,sigmod record
1011,quality-driven integration of heterogenous information systems,"johann christoph freytag , felix naumann , ulf leser",1999,vldb
1012,"ambient intelligence with the ubiquitous network , the embedded computer devices and the hidden databases ( abstract )",egbert-jan sol,2001,vldb
1013,spatial join selectivity using power laws,"christos faloutsos , bernhard seeger , caetano traina jr. , agma j. m. traina",2000,sigmod conference
1014,red brick warehouse : a read-mostly rdbms for open smp platforms,phillip m. fernandez,1994,sigmod conference
1015,report on the 1995 international workshop on temporal databases,"arie segev , richard t. snodgrass , christian s. jensen",1995,sigmod record
1016,implementation aspects of an object-oriented dbms,"ilker durusoy , cetin ozkan , mehmet altinel , asuman dogac",1995,sigmod record
1017,safe and efficient sharing of persistent objects in thor,"atul adya , liuba shrira , miguel castro , robert gruber , andrew c. myers , barbara liskov , umesh maheshwari , sanjay ghemawat , mark day",1996,sigmod conference
1018,the worlinfo assistant : spatio-temporal information integration on the web,"cyrus shahabi , mohammad r. kolahdouzan , craig a. knoblock , josé luis ambite , maria muslea , snehal thakkar",2001,vldb
1019,the software information base : a server for reuse,"panos constantopoulos , yannis vassiliou , matthias jarke , john mylopoulos",1995,vldb j.
1020,database research at arizona state university,"suzanne w. dietrich , forouzan golshani , susan darling urban",1996,sigmod record
1021,the algres testbed of chimera : an active object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",1995,sigmod conference
1022,editor 's notes,ling liu,2002,sigmod record
1023,about quark digital media system,kamar aulakh,1998,sigmod conference
1024,research perspectives for time series management systems,"duri schmidt , angelika kotz dittrich , werner dreyer",1994,sigmod record
1025,collaborative analytical processing - dream or reality ? ( panel abstract ),"goetz graefe , william o'connell , andrew witkowski",2001,vldb
1026,building hierarchical classifiers using class proximity,"shiang chen liew , senqiang zhou , ke wang",1999,vldb
1027,profiling and internet connectivity in automotive environments,"p. hasselmayer , mariano cilia , alejandro p. buchmann",2002,vldb
1028,tam : a system for dynamic transactional activity management,"ling liu , calton pu , tong zhou",1999,sigmod conference
1029,scalable techniques for mining causal structures,"sergey brin , craig silverstein , rajeev motwani , jeffrey d. ullman",1998,vldb
1030,caching multidimensional queries using chunks,"karthikeyan ramasamy , prasad deshpande , amit shukla , jeffrey f. naughton",1998,sigmod conference
1031,copy detection mechanisms for digital documents,"hector garcia-molina , sergey brin , james davis",1995,sigmod conference
1032,"ratio rules : a new paradigm for fast , quantifiable data mining","yannis kotidis , christos faloutsos , flip korn , alexandros labrinidis",1998,vldb
1033,data page layouts for relational databases on deep memory hierarchies,"david j. dewitt , mark d. hill , anastassia ailamaki",2002,vldb j.
1034,optimizing multi-feature queries for image databases,"ulrich güntzer , werner kießling , wolf-tilo balke",2000,vldb
1035,trade press news,rafael alonso,1995,sigmod record
1036,automatic generation of production rules for integrity maintenance,"letizia tanca , stefano ceri , piero fraternali , stefano paraboschi",1994,acm trans . database syst .
1037,efficient integration and aggregation of historical information,"amr el abbadi , mirek riedewald , divyakant agrawal",2002,sigmod conference
1038,transactional client-server cache consistency : alternatives and performance,"michael j. franklin , michael j. carey , miron livny",1997,acm trans . database syst .
1039,why and how to benchmark xml databases,"ralph busse , michael j. carey , daniela florescu , martin l. kersten , albrecht schmidt , florian waas , ioana manolescu",2001,sigmod record
1040,"fault-tolerant , load-balancing queries in telegraph","mehul a. shah , sirish chandrasekaran",2001,sigmod conference
1041,size separation spatial join,"kenneth c. sevcik , nick koudas",1997,sigmod conference
1042,distributing a search tree among a growing number of processors,"brigitte kröll , peter widmayer",1994,sigmod conference
1043,mining quantitative association rules in large relational tables,"ramakrishnan srikant , rakesh agrawal",1996,sigmod conference
1044,communication efficient distributed mining of association rules,"ran wolff , assaf schuster",2001,sigmod conference
1045,database design with common sense business reasoning and learning,"debabrata dey , roger h. l. chiang , shankar sundaresan , robert c. goldstein , veda c. storey",1997,acm trans . database syst .
