song_id,date_released,genre_desc,duration_min,song_name_text,collection_name,price_tag,performer,publisher_info
14212,,"R&B , Rap & Hip-Hop",4:09,Greyhound,Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14213,,"R&B , Rap & Hip-Hop",6:06,Pressure ( Alesso Remix ),Driving Beats : Electronic Road Trip,$ 0.99,Mr. Probz,2010 Traumashop
14214,,"R&B , Rap & Hip-Hop",3:43,Delilah ( Diplo Remix ),Driving Beats : Electronic Road Trip,$ 0.99,Mr. Probz,2010 Traumashop
14215,,"R&B , Rap & Hip-Hop",6:22,Fortune Days,Driving Beats : Electronic Road Trip,$ 0.99,Mr. Probz,2010 Traumashop
14216,,"R&B , Rap & Hip-Hop",5:15,Total Fascination,Driving Beats : Electronic Road Trip,$ 0.99,Mr. Probz,2010 Traumashop
14217,,"R&B , Rap & Hip-Hop",5:07,Cinema ( Skrillex Remix ),Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14218,,"R&B , Rap & Hip-Hop",3:51,Atmosphere,Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14219,,"R&B , Rap & Hip-Hop",4:02,Vanished,Driving Beats : Electronic Road Trip,$ 0.99,Mr. Probz,2010 Traumashop
14220,,"R&B , Rap & Hip-Hop",3:38,We Own The Night ( feat . Luciana ) [ Radio Edit ],Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14221,,"R&B , Rap & Hip-Hop",4:07,Thinking About You,Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14222,,"R&B , Rap & Hip-Hop",4:26,Lionhearted [ feat . Urban Cone ],Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14223,,"R&B , Rap & Hip-Hop",5:00,Redline,Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14224,,"R&B , Rap & Hip-Hop",4:10,Civilization,Driving Beats : Electronic Road Trip,$ 0.99,Mr. Probz,2010 Traumashop
14225,,"R&B , Rap & Hip-Hop",5:52,Bodywork,Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14226,,"R&B , Rap & Hip-Hop",3:33,Creator ( vs. Switch and FreQ Nasty ),Driving Beats : Electronic Road Trip,$ 0.99,Mr. Probz,2010 Traumashop
14227,,"R&B , Rap & Hip-Hop",5:08,Sweet Nothing ( Diplo + Grandtheft Remix ),Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14228,,"R&B , Rap & Hip-Hop",5:19,Ca n't Stop Me ( Tiesto Mix ) [ feat . Shermanology ],Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14229,,"R&B , Rap & Hip-Hop",4:27,Hold On,Driving Beats : Electronic Road Trip,$ 0.89,Mr. Probz,2010 Traumashop
14230,,"R&B , Rap & Hip-Hop",5:14,C'mon ( feat . Diplo ),Driving Beats : Electronic Road Trip,$ 0.99,Mr. Probz,2010 Traumashop
14231,,"R&B , Rap & Hip-Hop",6:23,Contact,Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14232,,"R&B , Rap & Hip-Hop",4:03,Spectrum [ feat . Matthew Koma ],Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14233,,"R&B , Rap & Hip-Hop",4:03,Scary Monsters And Nice Sprites,Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14234,,"R&B , Rap & Hip-Hop",4:44,Reaching Out,Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14235,,"R&B , Rap & Hip-Hop",3:39,The Night Out ( Madeon Remix ),Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14236,,"R&B , Rap & Hip-Hop",6:21,Hope There 's Someone,Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14237,,"R&B , Rap & Hip-Hop",3:23,Peanut Butter Jelly,Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14238,,"R&B , Rap & Hip-Hop",6:40,Seeya [ feat . Colleen D'Agostino ],Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14239,,"R&B , Rap & Hip-Hop",4:43,When A Fire Starts To Burn,Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14240,,"R&B , Rap & Hip-Hop",4:09,Greyhound,Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14241,,"R&B , Rap & Hip-Hop",6:06,Pressure ( Alesso Remix ),Driving Beats : Electronic Road Trip,$ 0.99,Mr. Probz,2010 Traumashop
14242,,"R&B , Rap & Hip-Hop",3:43,Delilah ( Diplo Remix ),Driving Beats : Electronic Road Trip,$ 0.99,Mr. Probz,2010 Traumashop
14243,,"R&B , Rap & Hip-Hop",6:22,Fortune Days,Driving Beats : Electronic Road Trip,$ 0.99,Mr. Probz,2010 Traumashop
14244,,"R&B , Rap & Hip-Hop",5:15,Total Fascination,Driving Beats : Electronic Road Trip,$ 0.99,Mr. Probz,2010 Traumashop
14245,,"R&B , Rap & Hip-Hop",5:07,Cinema ( Skrillex Remix ),Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14246,,"R&B , Rap & Hip-Hop",3:51,Atmosphere,Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14247,,"R&B , Rap & Hip-Hop",4:02,Vanished,Driving Beats : Electronic Road Trip,$ 0.99,Mr. Probz,2010 Traumashop
14248,,"R&B , Rap & Hip-Hop",3:38,We Own The Night ( feat . Luciana ) [ Radio Edit ],Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14249,,"R&B , Rap & Hip-Hop",4:07,Thinking About You,Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14250,,"R&B , Rap & Hip-Hop",4:26,Lionhearted [ feat . Urban Cone ],Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14251,,"R&B , Rap & Hip-Hop",5:00,Redline,Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14252,,"R&B , Rap & Hip-Hop",4:10,Civilization,Driving Beats : Electronic Road Trip,$ 0.99,Mr. Probz,2010 Traumashop
14253,,"R&B , Rap & Hip-Hop",5:52,Bodywork,Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14254,,"R&B , Rap & Hip-Hop",3:33,Creator ( vs. Switch and FreQ Nasty ),Driving Beats : Electronic Road Trip,$ 0.99,Mr. Probz,2010 Traumashop
14255,,"R&B , Rap & Hip-Hop",5:08,Sweet Nothing ( Diplo + Grandtheft Remix ),Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14256,,"R&B , Rap & Hip-Hop",5:19,Ca n't Stop Me ( Tiesto Mix ) [ feat . Shermanology ],Driving Beats : Electronic Road Trip,$ 1.29,Mr. Probz,2010 Traumashop
14257,,"R&B , Rap & Hip-Hop",4:27,Hold On,Driving Beats : Electronic Road Trip,$ 0.89,Mr. Probz,2010 Traumashop
14258,,"R&B , Rap & Hip-Hop",5:14,C'mon ( feat . Diplo ),Driving Beats : Electronic Road Trip,$ 0.99,Mr. Probz,2010 Traumashop
14259,"April 20 , 2011",Dance & Electronic,3:04,Drop It Like It 's Hot ( The Wideboys Radio Edit ),Drop It Like It 's Hot ( The Wideboys Remixes ),$ 0.99,Therese,( C ) 2011 Universal Music AB
14260,"April 20 , 2011",Dance & Electronic,5:56,Drop It Like It 's Hot ( The Wideboys Dub ),Drop It Like It 's Hot ( The Wideboys Remixes ),$ 0.99,Therese,( C ) 2011 Universal Music AB
14261,"April 20 , 2011",Dance & Electronic,5:54,Drop It Like It 's Hot ( The Wideboys Full Club ),Drop It Like It 's Hot ( The Wideboys Remixes ),$ 0.99,Therese,( C ) 2011 Universal Music AB
14262,"January 17 , 2011","Electronica , Dance & Electronic , House",5:42,Drop ( Original Mix ),Drop,$ 0.89,The Squatters,Burn The Fire Records
14263,"January 17 , 2011","Electronica , Dance & Electronic , House",6:30,Drop ( Alex Mind Remix ),Drop,$ 0.89,The Squatters,Burn The Fire Records
14264,"January 17 , 2011","Electronica , Dance & Electronic , House",6:22,Drop ( Peacetreaty Remix ),Drop,$ 0.89,The Squatters,Burn The Fire Records
14265,"April 14 , 2009","Electronica , Dance & Electronic",5:49,Drown In The Now ( Album Version ),Drown In The Now,$ 0.99,The Crystal Method featuring Matisyahu,Burn The Fire Records
14266,,Jazz,4:44,Shadow,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14267,,Jazz,4:57,I Want You Back,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14268,,Jazz,5:05,Now That You 've Gone,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14269,,Jazz,7:42,Red Baron,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14270,,Jazz,5:11,Hands Up !,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14271,,Jazz,5:02,Jah Spirit,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14272,,Jazz,5:30,Sensation,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14273,,Jazz,4:27,Africa 's Sounds,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14274,,Jazz,6:24,Leaving Now,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14275,,Jazz,4:38,Okky Dokky,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14276,,Jazz,4:38,Real Funk,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14277,,Jazz,6:01,Take Seven,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14278,,Jazz,5:04,Waveform,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14279,,Jazz,6:55,Final Destination,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14280,,Jazz,2:10,Amazon,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14281,,Jazz,5:14,One More Time to Live,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14282,,Jazz,4:22,Let Me Breathe,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14283,,Jazz,7:46,Running,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14284,,Jazz,2:12,Ozone ( Part . 1 ),"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14285,,Jazz,6:28,Ozone ( Part . 2 ),"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14286,,Jazz,5:34,We the People,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14287,,Jazz,4:47,Route,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14288,,Jazz,8:24,Roller,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14289,,Jazz,6:46,Destiny,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14290,,Jazz,6:30,Stratus,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14291,,Jazz,7:06,Electric Man,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14292,,Jazz,5:04,I 'd Like to Changee,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14293,,Jazz,5:14,Alive,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14294,,Jazz,4:24,Dreamer,"Drum 'N' Voice , Vol . 1 , 2 , 3 ( feat . Chaka Khan , Gino Vanelli , Randy Brecker , Michael Brecker , Eddie Gomez , Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lin",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14295,"December 20 , 2006","Electronica , Dance & Electronic , House",6:51,Drum In My Life ( Shooshine 's Garden of Drums ),Drum In My Life,$ 0.89,Good Guy Mikesh,( c ) Michael Schiedt
14296,"December 20 , 2006","Electronica , Dance & Electronic , House",5:01,Drum In My Life,Drum In My Life,$ 0.89,Good Guy Mikesh,( c ) Michael Schiedt
14297,"December 20 , 2006","Electronica , Dance & Electronic , House",5:57,Drum In My Life ( DrumInMyLife'Less ` Mix ),Drum In My Life,$ 0.89,Good Guy Mikesh,( c ) Michael Schiedt
14298,"December 20 , 2006","Electronica , Dance & Electronic , House",7:01,Drum In My Life ( Sei 's - Drum-Mix By Gunne ),Drum In My Life,$ 0.89,Good Guy Mikesh,( c ) Michael Schiedt
14299,,Jazz,4:38,Real Funk,"Drum 'n' Voice , Vol . 2 ( feat . Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lindup , Jan Hammer , John Patitucci , Guy Barker , Novecento )",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14300,,Jazz,6:01,Take Seven,"Drum 'n' Voice , Vol . 2 ( feat . Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lindup , Jan Hammer , John Patitucci , Guy Barker , Novecento )",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14301,,Jazz,5:04,Waveform,"Drum 'n' Voice , Vol . 2 ( feat . Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lindup , Jan Hammer , John Patitucci , Guy Barker , Novecento )",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14302,,Jazz,6:55,Final Destination,"Drum 'n' Voice , Vol . 2 ( feat . Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lindup , Jan Hammer , John Patitucci , Guy Barker , Novecento )",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14303,,Jazz,2:10,Amazon,"Drum 'n' Voice , Vol . 2 ( feat . Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lindup , Jan Hammer , John Patitucci , Guy Barker , Novecento )",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14304,,Jazz,5:14,One More Time to Live,"Drum 'n' Voice , Vol . 2 ( feat . Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lindup , Jan Hammer , John Patitucci , Guy Barker , Novecento )",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14305,,Jazz,4:22,Let Me Breathe,"Drum 'n' Voice , Vol . 2 ( feat . Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lindup , Jan Hammer , John Patitucci , Guy Barker , Novecento )",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14306,,Jazz,7:46,Running,"Drum 'n' Voice , Vol . 2 ( feat . Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lindup , Jan Hammer , John Patitucci , Guy Barker , Novecento )",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14307,,Jazz,2:12,Ozone ( Part . 1 ),"Drum 'n' Voice , Vol . 2 ( feat . Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lindup , Jan Hammer , John Patitucci , Guy Barker , Novecento )",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14308,,Jazz,6:28,Ozone ( Part . 2 ),"Drum 'n' Voice , Vol . 2 ( feat . Buddy Miles , Frank Gambale , Brian Auger , Airto Moreira , Dominic Miller , Jeff Berlin , Mike Lindup , Jan Hammer , John Patitucci , Guy Barker , Novecento )",$ 0.99,Billy Cobham,( p ) Nicolosiproductions/soul Trade
14309,"October 31 , 2014",Dance & Electronic,4:29,Drummer ( Original Mix ),Drummer,$ 0.89,Late Night Alumni,Audio Arkade
14310,"January 19 , 2004",Classical,3:33,"Saint-SaÌÇns : Danse macabre , Op. 40",Duel,$ 0.99,Duel and Gavyn Wright and London Session Orchestra,( C ) 2004 Decca Music Group Limited
14311,"January 19 , 2004",Classical,5:06,Chi Mai ( Theme from The Life and Times of David Lloyd George '' ) '',Duel,$ 0.99,Duel and Gavyn Wright and London Session Orchestra,( C ) 2004 Decca Music Group Limited
14312,"January 19 , 2004",Classical,4:12,Theme From Merry Christmas Mr. Lawrence,Duel,$ 0.99,Duel and Gavyn Wright and London Session Orchestra,( C ) 2004 Decca Music Group Limited
14313,"January 19 , 2004",Classical,4:03,Ashokan Farewell,Duel,$ 0.99,Duel and Gavyn Wright and London Session Orchestra,( C ) 2004 Decca Music Group Limited
14314,"January 19 , 2004",Classical,3:34,"Boccherini : Minuet ( Quintet in E , Op. 13 , No. 5 )",Duel,$ 0.99,Duel and Gavyn Wright and London Session Orchestra,( C ) 2004 Decca Music Group Limited
14315,"January 19 , 2004",Classical,3:37,Cavatina ( Theme from The Deer Hunter '' ) '',Duel,$ 0.99,Duel and Gavyn Wright and London Session Orchestra,( C ) 2004 Decca Music Group Limited
14316,"January 19 , 2004",Classical,4:01,Pachelbel : Kanon in D major,Duel,$ 0.99,Duel and Gavyn Wright and London Session Orchestra,( C ) 2004 Decca Music Group Limited
14317,"January 19 , 2004",Classical,2:35,Brahms : Hungarian Dance No. 1 in G minor,Duel,$ 0.99,Duel and Gavyn Wright and London Session Orchestra,( C ) 2004 Decca Music Group Limited
14318,"January 19 , 2004",Classical,3:32,"Offenbach : Les Contes d'Hoffmann - Arr . Hale , Parker , Sanders , Waterman - Barcarolle ( Les Contes d'Hoffmann )",Duel,$ 0.99,Duel and Gavyn Wright and London Session Orchestra,( C ) 2004 Decca Music Group Limited
14319,"January 19 , 2004",Classical,3:15,"Borodin : String Quartet No. 2 in D - Arranged Hale , Parker , Sanders , Waterman - Notturno Andante",Duel,$ 0.99,Duel and Gavyn Wright and London Session Orchestra,( C ) 2004 Decca Music Group Limited
14320,"January 19 , 2004",Classical,3:48,Holst : In The Bleak Midwinter ( from The English Hymnal '' ) '',Duel,$ 0.99,Duel and Gavyn Wright and London Session Orchestra,( C ) 2004 Decca Music Group Limited
14321,"January 19 , 2004",Classical,2:52,Petite Fleur,Duel,$ 0.99,Duel and Gavyn Wright and London Session Orchestra,( C ) 2004 Decca Music Group Limited
14322,"January 19 , 2004",Classical,2:53,"Wagner : Lohengrin - Arr . Hale , Parker , Sanders , Waterman - Treulich gefÌ_hrt ziehet dahin ( Bridal Chorus from Lohengrin '' ) ''",Duel,$ 0.99,Duel and Gavyn Wright and London Session Orchestra,( C ) 2004 Decca Music Group Limited
14323,"May 18 , 2011",Dance & Electronic,5:23,Duel,Duel,$ 0.99,Third Party,2011 SIZE Records
14324,"February 1 , 2014",Country,1:53,Duelling Banjos,Duelling Banjos And Other Instrumental Country Hits,$ 0.99,Various Artists & The Naughty Boys From Nashville,& copy ; 2014 Glory Days Music under license from V&H Holdings Pty Ltd
14325,"February 1 , 2014",Country,2:47,Orange Blossom Special,Duelling Banjos And Other Instrumental Country Hits,$ 0.99,Various Artists & The Naughty Boys From Nashville,& copy ; 2014 Glory Days Music under license from V&H Holdings Pty Ltd
14326,"February 1 , 2014",Country,2:32,Last Date,Duelling Banjos And Other Instrumental Country Hits,$ 0.99,Various Artists & The Naughty Boys From Nashville,& copy ; 2014 Glory Days Music under license from V&H Holdings Pty Ltd
14327,"February 1 , 2014",Country,2:05,Wabash Cannonball,Duelling Banjos And Other Instrumental Country Hits,$ 0.99,Various Artists & The Naughty Boys From Nashville,& copy ; 2014 Glory Days Music under license from V&H Holdings Pty Ltd
14328,"February 1 , 2014",Country,2:50,Tennessee Waltz,Duelling Banjos And Other Instrumental Country Hits,$ 0.99,Various Artists & The Naughty Boys From Nashville,& copy ; 2014 Glory Days Music under license from V&H Holdings Pty Ltd
14329,"February 1 , 2014",Country,2:42,Faded Love,Duelling Banjos And Other Instrumental Country Hits,$ 0.99,Various Artists & The Naughty Boys From Nashville,& copy ; 2014 Glory Days Music under license from V&H Holdings Pty Ltd
