song_entry_id,rights_info,price_amount,music_title,genre_name,performer_name,release_day,album_title_name,track_time
3025,Compilation ( P ) 2011 Sony Music Entertainment,Album Only,To the P **** y,"Soundtrack , Music",The Inbetweeners,19-Aug-11,The Inbetweeners Movie,0:04
3026,"2011 Ultra Records , Inc.",$ 0.99,Cinema ( Laidback Luke Remix ) [ feat . Gary Go ],"Dance , Music , Electronic",Benny Benassi,11-Oct-11,The Jersey Shore 3,5:30
3027,"2011 Ultra Records , Inc.",$ 0.99,Alone Again ( Original Mix ) [ feat . Jump Smokers ],"Dance , Music , Electronic",Alyssa Reid,8-Nov-11,Ultra 2012,3:25
3028,"2012 Ultra Records , Inc.",$ 0.99,I Wan na ( Feat . Pitbull ),"Dance , Music , Electronic",Honorebel,28-Feb-12,As Heard On TV,3:26
3029,"2012 Ultra Records , Inc.",$ 1.29,# 1 in Heaven ( Infuze Remix ),"Dance , Music , Electronic",MNDR,29-May-12,Ultra Weekend 8,4:17
3030,"2012 Ultra Records , Inc.",$ 1.29,Redline,"Dance , Music , Electronic",Wolfgang Gartner,5-Jun-12,"Electric Daisy Carnival , Vol . 3 ( Mixed By R3hab )",5:00
3031,"2012 Ultra Records , Inc.",$ 1.29,Beat Down ( feat . Iggy Azalea ),"Dance , Music , Electronic",Steve Aoki & Angger Dimas,20-Jul-12,Ultra Summer,3:29
3032,"2012 Ultra Records , Inc.",$ 1.29,Raise Your Weapon ( Noisia Remix ),"Dance , Music , Electronic",deadmau5,9-Oct-12,Ultra Dubstep,5:34
3033,2012 Ministry of Sound Recordings Limited,$ 1.29,Close Enemies ( Dyro Remix ),"Dance,Music,Electronic,Hip-Hop / Rap , Rock",Example,19-Nov-12,The Evolution of Man ( Deluxe Version ),4:19
3034,2012 Ministry of Sound Recordings Limited,$ 1.29,We 'll Be Coming Back,"Dance,Music,Electronic,Hip-Hop / Rap , Rock",Example & Calvin Harris,19-Nov-12,The Evolution of Man,3:57
3035,2012 Sony Music Entertainment UK under exclusive license to Ultra Music / Roc Nation / Columbia Records,$ 1.29,Thinking About You ( feat . Ayah Marar ),"Dance , Music , House , Rock , Electronic",Calvin Harris,30-Oct-12,18 Months,4:07
3036,2012 Sony Music Entertainment UK under exclusive license to Ultra Music / Roc Nation / Columbia Records,$ 1.29,Thinking About You ( feat . Ayah Marar ),"Dance , Music , House , Rock , Electronic",Calvin Harris,30-Oct-12,18 Months,4:07
3037,2012 Sony Music Entertainment UK under exclusive license to Ultra Music / Roc Nation / Columbia Records,$ 1.29,Thinking About You ( feat . Ayah Marar ),"Dance , Music , House , Rock , Electronic",Calvin Harris,30-Oct-12,18 Months,4:07
3038,2012 Sony Music Entertainment UK under exclusive license to Ultra Music / Roc Nation / Columbia Records,$ 1.29,Thinking About You ( feat . Ayah Marar ),"Dance , Music , House , Rock , Electronic",Calvin Harris,30-Oct-12,18 Months,4:07
3039,2012 Sony Music Entertainment UK under exclusive license to Ultra Music / Roc Nation / Columbia Records,$ 1.29,Thinking About You ( feat . Ayah Marar ),"Dance , Music , House , Rock , Electronic",Calvin Harris,30-Oct-12,18 Months,4:07
3040,"2012 Ultra Records , Inc.",$ 1.29,Thank You ( feat . Loleatta Holloway ),"Dance , Music , Children 's Music",Third Party,27-Nov-12,School Sessions ( DJ Kai Song Presents ),4:37
3041,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,Ready for the Weekend ( Dave Spoon Dub Remix ),"Dance , Music , Rock , Electronic",Calvin Harris,15-Sep-09,Ready for the Weekend - EP,6:35
3042,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,Ready for the Weekend ( Dave Spoon Dub Remix ),"Dance , Music , Rock , Electronic",Calvin Harris,15-Sep-09,Ready for the Weekend - EP,6:35
3043,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,Ready for the Weekend ( Dave Spoon Dub Remix ),"Dance , Music , Rock , Electronic",Calvin Harris,15-Sep-09,Ready for the Weekend - EP,6:35
3044,"2009 Ultra Records , Inc.",$ 0.99,Heat Aka Heat of the Moment ( Jorge Jaramillo Club Remix ),"Dance , Music , Electronic","Steven Lee , Gaby Dershin & Asia",17-Nov-09,Pacha A ' ± o 2010,4:46
3045,"2009 Ultra Records , Inc.",$ 0.99,Calabria ( Junkyard Remix ) [ feat . Natasja ],"Electronic , Music , Dance",Enur,17-Nov-09,Ultra Chilled 06,4:07
3046,2009 The Island Def Jam Music Group,$ 0.99,Future Love Remix ( feat . Pitbull ) [ Bonus Track ],"Dance , Music",Kristinia DeBarge,1-Dec-09,Just Dance 2 ( Bonus Track Version ),3:23
3047,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,Flashback ( Instrumental ),"Dance , Music , Electronic",Calvin Harris,1-Dec-09,Flashback - EP,3:46
3048,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,Flashback ( Instrumental ),"Dance , Music , Electronic",Calvin Harris,1-Dec-09,Flashback - EP,3:46
3049,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,Flashback ( Instrumental ),"Dance , Music , Electronic",Calvin Harris,1-Dec-09,Flashback - EP,3:46
3050,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,Flashback ( Instrumental ),"Dance , Music , Electronic",Calvin Harris,1-Dec-09,Flashback - EP,3:46
3051,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,Flashback ( Instrumental ),"Dance , Music , Electronic",Calvin Harris,1-Dec-09,Flashback - EP,3:46
3052,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,Flashback ( Instrumental ),"Dance , Music , Electronic",Calvin Harris,1-Dec-09,Flashback - EP,3:46
3053,"2009 Ultra Records , Inc.",$ 1.29,Cry Tonight ( Kiss Me Back ) [ Jeff Martens Radio Edit ] { Bonus Track },"Dance , Music , Electronic",Kim Sozzi,22-Dec-09,Ultra Top 10 December,2:50
3054,"2009 Ultra Records , Inc.",$ 0.99,You Can Be the One ( Sultan & Ned Shepard Remix ),"Dance , Music , Electronic , Rock",Late Night Alumni,8-Dec-09,Ultra Electro 3,6:18
3055,"2010 Ultra Records , Inc.",$ 1.29,Every Morning ( Extended Mix ),"Dance , Music , Pop",Basshunter,26-Jan-10,Ultra Dance 11,4:15
3056,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,You Used to Hold Me,"Dance , Music , Electronic , Rock",Calvin Harris,9-Feb-10,You Used to Hold Me - EP,3:51
3057,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,You Used to Hold Me,"Dance , Music , Electronic , Rock",Calvin Harris,9-Feb-10,You Used to Hold Me - EP,3:51
3058,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,You Used to Hold Me,"Dance , Music , Electronic , Rock",Calvin Harris,9-Feb-10,You Used to Hold Me - EP,3:51
3059,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,You Used to Hold Me,"Dance , Music , Electronic , Rock",Calvin Harris,9-Feb-10,You Used to Hold Me - EP,3:51
3060,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,You Used to Hold Me,"Dance , Music , Electronic , Rock",Calvin Harris,9-Feb-10,You Used to Hold Me - EP,3:51
3061,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,You Used to Hold Me,"Dance , Music , Electronic , Rock",Calvin Harris,9-Feb-10,You Used to Hold Me - EP,3:51
3062,"2010 Ultra Records , Inc.",$ 1.29,This Is How It Goes ( Kaskade 's Grand Club Edit ),"Dance , Music , Electronic",Haley,2-Mar-10,Ultra Top 10 March,6:24
3063,2007 Sony BMG Music Entertainment ( UK ) Limited,$ 0.99,The Girls ( Groove Armada Dub ),"Dance , Music , Electronic",Calvin Harris,26-Feb-08,The Girls - EP,7:48
3064,2007 Sony BMG Music Entertainment ( UK ) Limited,$ 0.99,The Girls ( Groove Armada Dub ),"Dance , Music , Electronic",Calvin Harris,26-Feb-08,The Girls - EP,7:48
3065,2007 Sony BMG Music Entertainment ( UK ) Limited,$ 0.99,The Girls ( Groove Armada Dub ),"Dance , Music , Electronic",Calvin Harris,26-Feb-08,The Girls - EP,7:48
3066,2007 Sony BMG Music Entertainment ( UK ) Limited,$ 0.99,The Girls ( Groove Armada Dub ),"Dance , Music , Electronic",Calvin Harris,26-Feb-08,The Girls - EP,7:48
3067,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,I 'm Not Alone ( deadmau5 Mix ) [ Bonus Track ],"Dance , Music , Electronic , Rock",Calvin Harris,18-Aug-09,Ready for the Weekend ( Bonus Track Version ),8:15
3068,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,I 'm Not Alone ( deadmau5 Mix ) [ Bonus Track ],"Dance , Music , Electronic , Rock",Calvin Harris,18-Aug-09,Ready for the Weekend ( Bonus Track Version ),8:15
3069,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,I 'm Not Alone ( deadmau5 Mix ) [ Bonus Track ],"Dance , Music , Electronic , Rock",Calvin Harris,18-Aug-09,Ready for the Weekend ( Bonus Track Version ),8:15
3070,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,I 'm Not Alone ( deadmau5 Mix ) [ Bonus Track ],"Dance , Music , Electronic , Rock",Calvin Harris,18-Aug-09,Ready for the Weekend ( Bonus Track Version ),8:15
3071,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,I 'm Not Alone ( deadmau5 Mix ) [ Bonus Track ],"Dance , Music , Electronic , Rock",Calvin Harris,18-Aug-09,Ready for the Weekend ( Bonus Track Version ),8:15
3072,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,I 'm Not Alone ( deadmau5 Mix ) [ Bonus Track ],"Dance , Music , Electronic , Rock",Calvin Harris,18-Aug-09,Ready for the Weekend ( Bonus Track Version ),8:15
3073,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,I 'm Not Alone ( deadmau5 Mix ) [ Bonus Track ],"Dance , Music , Electronic , Rock",Calvin Harris,18-Aug-09,Ready for the Weekend ( Bonus Track Version ),8:15
3074,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,I 'm Not Alone ( deadmau5 Mix ) [ Bonus Track ],"Dance , Music , Electronic , Rock",Calvin Harris,18-Aug-09,Ready for the Weekend ( Bonus Track Version ),8:15
3075,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,I 'm Not Alone ( deadmau5 Mix ) [ Bonus Track ],"Dance , Music , Electronic , Rock",Calvin Harris,18-Aug-09,Ready for the Weekend ( Bonus Track Version ),8:15
3076,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,I 'm Not Alone ( deadmau5 Mix ) [ Bonus Track ],"Dance , Music , Electronic , Rock",Calvin Harris,18-Aug-09,Ready for the Weekend ( Bonus Track Version ),8:15
3077,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,I 'm Not Alone ( deadmau5 Mix ) [ Bonus Track ],"Dance , Music , Electronic , Rock",Calvin Harris,18-Aug-09,Ready for the Weekend ( Bonus Track Version ),8:15
3078,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",$ 0.99,I 'm Not Alone ( deadmau5 Mix ) [ Bonus Track ],"Dance , Music , Electronic , Rock",Calvin Harris,18-Aug-09,Ready for the Weekend ( Bonus Track Version ),8:15
3079,"2009 2009 Sony Music Entertainment UK Limited under exclusive licence to Ultra Records , Inc.",$ 0.99,I 'm Not Alone ( Instrumental ),"Dance , Music , Electronic",Calvin Harris,1-Sep-09,I 'm Not Alone,3:31
3080,"2009 2009 Sony Music Entertainment UK Limited under exclusive licence to Ultra Records , Inc.",$ 0.99,I 'm Not Alone ( Instrumental ),"Dance , Music , Electronic",Calvin Harris,1-Sep-09,I 'm Not Alone,3:31
3081,"2009 2009 Sony Music Entertainment UK Limited under exclusive licence to Ultra Records , Inc.",$ 0.99,I 'm Not Alone ( Instrumental ),"Dance , Music , Electronic",Calvin Harris,1-Sep-09,I 'm Not Alone,3:31
3082,"2009 2009 Sony Music Entertainment UK Limited under exclusive licence to Ultra Records , Inc.",$ 0.99,I 'm Not Alone ( Instrumental ),"Dance , Music , Electronic",Calvin Harris,1-Sep-09,I 'm Not Alone,3:31
3083,"2009 2009 Sony Music Entertainment UK Limited under exclusive licence to Ultra Records , Inc.",$ 0.99,I 'm Not Alone ( Instrumental ),"Dance , Music , Electronic",Calvin Harris,1-Sep-09,I 'm Not Alone,3:31
3084,"2009 2009 Sony Music Entertainment UK Limited under exclusive licence to Ultra Records , Inc.",$ 0.99,I 'm Not Alone ( Instrumental ),"Dance , Music , Electronic",Calvin Harris,1-Sep-09,I 'm Not Alone,3:31
3085,"2009 2009 Sony Music Entertainment UK Limited under exclusive licence to Ultra Records , Inc.",$ 0.99,I 'm Not Alone ( Instrumental ),"Dance , Music , Electronic",Calvin Harris,1-Sep-09,I 'm Not Alone,3:31
3086,"2009 2009 Sony Music Entertainment UK Limited under exclusive licence to Ultra Records , Inc.",$ 0.99,I 'm Not Alone ( Instrumental ),"Dance , Music , Electronic",Calvin Harris,1-Sep-09,I 'm Not Alone,3:31
3087,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,Electro Man,"Electronic , Music , Pop , Dance , Rock",Calvin Harris,11-Jun-07,I Created Disco,4:58
3088,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,Electro Man,"Electronic , Music , Pop , Dance , Rock",Calvin Harris,11-Jun-07,I Created Disco,4:58
3089,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,Electro Man,"Electronic , Music , Pop , Dance , Rock",Calvin Harris,11-Jun-07,I Created Disco,4:58
3090,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,Electro Man,"Electronic , Music , Pop , Dance , Rock",Calvin Harris,11-Jun-07,I Created Disco,4:58
3091,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,Electro Man,"Electronic , Music , Pop , Dance , Rock",Calvin Harris,11-Jun-07,I Created Disco,4:58
3092,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,Electro Man,"Electronic , Music , Pop , Dance , Rock",Calvin Harris,11-Jun-07,I Created Disco,4:58
3093,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,Electro Man,"Electronic , Music , Pop , Dance , Rock",Calvin Harris,11-Jun-07,I Created Disco,4:58
3094,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,Electro Man,"Electronic , Music , Pop , Dance , Rock",Calvin Harris,11-Jun-07,I Created Disco,4:58
3095,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,Electro Man,"Electronic , Music , Pop , Dance , Rock",Calvin Harris,11-Jun-07,I Created Disco,4:58
3096,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,Electro Man,"Electronic , Music , Pop , Dance , Rock",Calvin Harris,11-Jun-07,I Created Disco,4:58
3097,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,Electro Man,"Electronic , Music , Pop , Dance , Rock",Calvin Harris,11-Jun-07,I Created Disco,4:58
3098,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,We 're All the Same,"Dance , Music , R&B / Soul , Disco , Electronic , Rock",Calvin Harris,18-Jun-07,I Created Disco,3:56
3099,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,We 're All the Same,"Dance , Music , R&B / Soul , Disco , Electronic , Rock",Calvin Harris,18-Jun-07,I Created Disco,3:56
3100,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,We 're All the Same,"Dance , Music , R&B / Soul , Disco , Electronic , Rock",Calvin Harris,18-Jun-07,I Created Disco,3:56
3101,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,We 're All the Same,"Dance , Music , R&B / Soul , Disco , Electronic , Rock",Calvin Harris,18-Jun-07,I Created Disco,3:56
3102,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,We 're All the Same,"Dance , Music , R&B / Soul , Disco , Electronic , Rock",Calvin Harris,18-Jun-07,I Created Disco,3:56
3103,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,We 're All the Same,"Dance , Music , R&B / Soul , Disco , Electronic , Rock",Calvin Harris,18-Jun-07,I Created Disco,3:56
3104,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,We 're All the Same,"Dance , Music , R&B / Soul , Disco , Electronic , Rock",Calvin Harris,18-Jun-07,I Created Disco,3:56
3105,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,We 're All the Same,"Dance , Music , R&B / Soul , Disco , Electronic , Rock",Calvin Harris,18-Jun-07,I Created Disco,3:56
3106,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,We 're All the Same,"Dance , Music , R&B / Soul , Disco , Electronic , Rock",Calvin Harris,18-Jun-07,I Created Disco,3:56
3107,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,We 're All the Same,"Dance , Music , R&B / Soul , Disco , Electronic , Rock",Calvin Harris,18-Jun-07,I Created Disco,3:56
3108,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,We 're All the Same,"Dance , Music , R&B / Soul , Disco , Electronic , Rock",Calvin Harris,18-Jun-07,I Created Disco,3:56
3109,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,We 're All the Same,"Dance , Music , R&B / Soul , Disco , Electronic , Rock",Calvin Harris,18-Jun-07,I Created Disco,3:56
3110,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,We 're All the Same,"Dance , Music , R&B / Soul , Disco , Electronic , Rock",Calvin Harris,18-Jun-07,I Created Disco,3:56
3111,"2015 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc.",$ 1.29,Immortale,"Dance , Music , Electronic , House",Alesso,26-May-15,Forever,3:11
3112,"2015 Ultra Records , LLC",$ 1.29,Bricks ( feat . Migos ),"Dance , Music , Electronic",Carnage,24-Feb-15,Ultra Dance 16,4:23
3113,"2014 Ultra Records , LLC",Album Only,Waves ( Robin Schulz vs. Mr. Probz Extended Edit ),"Dance , Music , Electronic",Mr. Probz,26-Aug-14,Ultra Hits 2,6:16
3114,"2014 UMG Recordings , Inc. and Sony Music Entertainment",Album Only,Red Lights,"Fitness & Workout , Music",Ti ' âsto,19-May-14,NOW That 's What I Call a Workout 4,3:21
3115,"2013 UMG Recordings , Inc. and Sony Music Entertainment",Album Only,This Is What It Feels Like ( feat . Trevor Guthrie ),"Fitness & Workout , Music",Armin van Buuren,17-Dec-13,NOW That 's What I Call a Workout 3,3:23
3116,"2013 Ultra Records , LLC",$ 1.29,Pillz ( feat . Green Velvet ),"Dance , Music , Electronic",Flosstradamus & Yellow Claw,26-Nov-13,Ultra 2014,3:10
3117,"Compilation 2013 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",Album Only,Safe and Sound ( NOW What 's Next Bonus Track ),"Pop , Music",Capital Cities,5-Feb-13,Now 45,3:12
3118,"Compilation 2012 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",Album Only,I Do n't Like You ( Bonus Track ),"Pop , Music",Eva Simons,7-Aug-12,"Now That 's What I Call Music , Vol . 43",4:11
3119,"Compilation 2012 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",Album Only,Sexy and I Know It,"Fitness & Workout , Music , Pop",LMFAO,18-Dec-12,NOW That 's What I Call a Workout,3:19
3120,"Compilation 2012 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",Album Only,Earthquake ( feat . Busta Rhymes ) [ Bonus Track ],"Pop , Music",Labrinth,1-May-12,"Now That 's What I Call Music , Vol . 42",4:19
3121,"2013 Gum Prod , under exclusive license to Parlophone Music France , under exclusive licence to WEA INTERNATIONAL INC",Album Only,Dynamo,"Dance , Music",Laidback Luke & Hardwell,12-Jul-13,Cathy & David Guetta Present FMIF ! Ibiza Mix 2013,3:55
3122,"2013 UMG Recordings , Inc. and Sony Music Entertainment",Album Only,If I Lose Myself ( Alesso vs OneRepublic ),"Fitness & Workout , Music",OneRepublic & Alesso,18-Jun-13,NOW That 's What I Call a Workout 2,3:33
3123,2013 Musical Freedom,Album Only,"Club Life , Vol . 3 - Stockholm - Digital Booklet","Dance , Music , Trance , Electronic",Ti ' âsto,18-Jun-13,"Club Life , Vol . 3 - Stockholm",--
3124,2013 Musical Freedom,Album Only,"Club Life , Vol . 3 - Stockholm - Digital Booklet","Dance , Music , Trance , Electronic",Ti ' âsto,18-Jun-13,"Club Life , Vol . 3 - Stockholm",--
3125,"2013 Ultra Records , Inc.",$ 1.29,Who We Are ( feat . Miss Palmer ) [ Original Mix ],"Dance , Music , Electronic",Tom Swoon,12-Feb-13,Ultra Dance 14,5:28
3126,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,$ 0.99,Electro Man,"Electronic , Music , Pop , Dance , Rock",Calvin Harris,11-Jun-07,I Created Disco,4:58
3127,2015 Ministry of Sound Recordings Ltd,$ 1.29,Body Language ( IR Edit ),"Dance , Music",M.A.N.D.Y. & Booka Shade,4-Sep-15,R3HAB : Inspired - Ministry of Sound,5:53
3128,2015 Ministry of Sound Recordings Ltd,$ 1.29,Body Language ( IR Edit ),"Dance , Music",M.A.N.D.Y. & Booka Shade,4-Sep-15,R3HAB : Inspired - Ministry of Sound,5:53
3129,2015 Ministry of Sound Recordings Ltd,$ 1.29,Body Language ( IR Edit ),"Dance , Music",M.A.N.D.Y. & Booka Shade,4-Sep-15,R3HAB : Inspired - Ministry of Sound,5:53
3130,2015 Ministry of Sound Recordings Ltd,$ 1.29,Body Language ( IR Edit ),"Dance , Music",M.A.N.D.Y. & Booka Shade,4-Sep-15,R3HAB : Inspired - Ministry of Sound,5:53
3131,"2015 Columbia Records , a Division of Sony Music Entertainment",$ 1.29,I Ca n't Take It ( Party Favor Remix ),"Dance , Music , Electronic",Dillon Francis,14-Aug-15,This Mixtape Is Fire,4:01
3132,2015 Sony Music Entertainment UK Limited,$ 1.29,How Deep Is Your Love ( DJ Snake Remix ),"Dance , Music",Calvin Harris & Disciples,28-Aug-15,How Deep Is Your Love ( DJ Snake Remix ) - Single,3:42
3133,2015 Sony Music Entertainment UK Limited,$ 1.29,How Deep Is Your Love ( Disciples & Unorthodox Remix ),"Dance , Music , Rock",Calvin Harris & Disciples,7-Aug-15,How Deep Is Your Love ( Remixes ) - EP,6:04
3134,2015 Sony Music Entertainment UK Limited,$ 1.29,How Deep Is Your Love ( Disciples & Unorthodox Remix ),"Dance , Music , Rock",Calvin Harris & Disciples,7-Aug-15,How Deep Is Your Love ( Remixes ) - EP,6:04
3135,2013 Sony Music Entertainment UK Limited,$ 1.29,Under Control ( feat . Hurts ),"Dance , Music",Calvin Harris & Alesso,12-Nov-14,Under Control ( feat . Hurts ) - Single,3:04
3136,2015 Sony Music Entertainment UK Limited,$ 1.29,How Deep Is Your Love ( Disciples & Unorthodox Remix ),"Dance , Music , Rock",Calvin Harris & Disciples,7-Aug-15,How Deep Is Your Love ( Remixes ) - EP,6:04
3137,2012 Sony Music Entertainment UK under exclusive license to Ultra Music / Roc Nation / Columbia Records,$ 1.29,Thinking About You ( feat . Ayah Marar ),"Dance , Music , House , Rock , Electronic",Calvin Harris,30-Oct-12,18 Months,4:07
3138,2014 Sony Music Entertainment UK Limited,$ 1.29,Dollar Signs ( feat . Tinashe ),"Dance , Music , R&B / Soul , Rock , Electronic",Calvin Harris,4-Nov-14,Motion,3:56
3139,2012 Sony Music Entertainment UK under exclusive license to Ultra Music / Roc Nation / Columbia Records,$ 1.29,Thinking About You ( feat . Ayah Marar ),"Dance , Music , House , Rock , Electronic",Calvin Harris,30-Oct-12,18 Months,4:07
3140,2012 Sony Music Entertainment UK under exclusive license to Ultra Music / Roc Nation / Columbia Records,$ 1.29,Thinking About You ( feat . Ayah Marar ),"Dance , Music , House , Rock , Electronic",Calvin Harris,30-Oct-12,18 Months,4:07
3141,2012 Sony Music Entertainment UK under exclusive license to Ultra Music / Roc Nation / Columbia Records,$ 1.29,Thinking About You ( feat . Ayah Marar ),"Dance , Music , House , Rock , Electronic",Calvin Harris,30-Oct-12,18 Months,4:07
3142,2014 Sony Music Entertainment UK Limited,$ 1.29,Dollar Signs ( feat . Tinashe ),"Dance , Music , R&B / Soul , Rock , Electronic",Calvin Harris,4-Nov-14,Motion,3:56
3143,2015 Sony Music Entertainment UK Limited,$ 1.29,How Deep Is Your Love ( Disciples & Unorthodox Remix ),"Dance , Music , Rock",Calvin Harris & Disciples,7-Aug-15,How Deep Is Your Love ( Remixes ) - EP,6:04
3144,2012 Sony Music Entertainment UK under exclusive license to Ultra Music / Roc Nation / Columbia Records,$ 1.29,Thinking About You ( feat . Ayah Marar ),"Dance , Music , House , Rock , Electronic",Calvin Harris,30-Oct-12,18 Months,4:07
3145,2014 Sony Music Entertainment UK Limited,$ 1.29,Dollar Signs ( feat . Tinashe ),"Dance , Music , R&B / Soul , Rock , Electronic",Calvin Harris,4-Nov-14,Motion,3:56
3146,2014 Sony Music Entertainment UK Limited,$ 1.29,Dollar Signs ( feat . Tinashe ),"Dance , Music , R&B / Soul , Rock , Electronic",Calvin Harris,4-Nov-14,Motion,3:56
3147,2014 Sony Music Entertainment UK Limited,$ 1.29,Dollar Signs ( feat . Tinashe ),"Dance , Music , R&B / Soul , Rock , Electronic",Calvin Harris,4-Nov-14,Motion,3:56
3148,2015 Sony Music Entertainment UK Limited,$ 1.29,How Deep Is Your Love,"Dance , Music , Rock",Calvin Harris & Disciples,17-Jul-15,How Deep Is Your Love - Single,3:32
3149,2005 19 Recordings Limited,$ 1.29,Inside Your Heaven,"Pop , Music , Rock , Country , Contemporary Country , Adult Contemporary",Carrie Underwood,14-Nov-05,Some Hearts,3:44
3150,2005 19 Recordings Limited,$ 1.29,Inside Your Heaven,"Pop , Music , Rock , Country , Contemporary Country , Adult Contemporary",Carrie Underwood,14-Nov-05,Some Hearts,3:44
3151,2006 BMG Music,$ 0.99,Perfect Day,"Country , Music",Josh Bates,22-Aug-06,Believe,4:05
3152,2005 19 Recordings Limited,$ 1.29,Inside Your Heaven,"Pop , Music , Rock , Country , Contemporary Country , Adult Contemporary",Carrie Underwood,14-Nov-05,Some Hearts,3:44
3153,2005 19 Recordings Limited,$ 1.29,Inside Your Heaven,"Pop , Music , Rock , Country , Contemporary Country , Adult Contemporary",Carrie Underwood,14-Nov-05,Some Hearts,3:44
