item_id,music_album,play_time,release_date,copyright_details,song_title,singer_name,genre_class,item_price
5748,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),3:40,25-Nov-13,"‰ ãÑ 2013 Big Machine Label Group , LLC",Party People ( feat . Jaren Johnston ),Florida Georgia Line,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29
5749,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),3:42,25-Nov-13,"‰ ãÑ 2013 Big Machine Label Group , LLC",This Is How We Roll ( feat . Luke Bryan ),Florida Georgia Line,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29
5750,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),3:29,25-Nov-13,"‰ ãÑ 2013 Big Machine Label Group , LLC",Take It Out On Me,Florida Georgia Line,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29
5751,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),4:02,25-Nov-13,"‰ ãÑ 2013 Big Machine Label Group , LLC",People Back Home,Florida Georgia Line,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29
5752,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),3:44,25-Nov-13,"‰ ãÑ 2013 Big Machine Label Group , LLC",Headphones,Florida Georgia Line,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29
5753,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),3:11,25-Nov-13,"‰ ãÑ 2013 Big Machine Label Group , LLC",Hands On You,Florida Georgia Line,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29
5754,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),3:26,25-Nov-13,"‰ ãÑ 2013 Big Machine Label Group , LLC",Cruise ( feat . Nelly ) [ Remix ],Florida Georgia Line,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29
5755,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),4:54,25-Nov-13,"‰ ãÑ 2013 Big Machine Label Group , LLC",Cruise ( Behind The Scenes/Album Version ),Florida Georgia Line,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.99
5756,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),2:58,25-Nov-13,"‰ ãÑ 2013 Big Machine Label Group , LLC",Cruise ( feat . Nelly ) [ Remix/Behind The Scenes ],Florida Georgia Line,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",Album Only
5757,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),12:17,25-Nov-13,"‰ ãÑ 2013 Big Machine Label Group , LLC",Get Your Shine On ( Behind The Scenes ),Florida Georgia Line,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",Album Only
5758,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),9:01,25-Nov-13,"‰ ãÑ 2013 Big Machine Label Group , LLC",Round Here ( Behind The Scenes ),Florida Georgia Line,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",Album Only
5759,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),4:23,25-Nov-13,"‰ ãÑ 2013 Big Machine Label Group , LLC",Stay ( Behind The Scenes ),Florida Georgia Line,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",Album Only
5760,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),6:05,25-Nov-13,"‰ ãÑ 2013 Big Machine Label Group , LLC",Making of the Album ( Behind The Scenes ),Florida Georgia Line,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",Album Only
5761,Here 's to the Good Times,4:11,4-Dec-12,"‰ ãÑ 2012 Big Machine Label Group , LLC",Here 's to the Good Times,Florida Georgia Line,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29
5762,Here 's to the Good Times,3:26,4-Dec-12,"‰ ãÑ 2012 Big Machine Label Group , LLC","Dayum , Baby",Florida Georgia Line,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29
5763,Here 's to the Good Times,3:39,4-Dec-12,"‰ ãÑ 2012 Big Machine Label Group , LLC",Party People,Florida Georgia Line,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29
5764,Alabama & Friends,4:22,27-Aug-13,"‰ ãÑ 2013 Show Dog ‰ ÛÒ Universal Music , LLC",Tennessee River,Jason Aldean,"Country , Music",$ 1.29
5765,Alabama & Friends,3:23,27-Aug-13,"‰ ãÑ 2013 Show Dog ‰ ÛÒ Universal Music , LLC",Love In the First Degree,Luke Bryan,"Country , Music",$ 1.29
5766,Alabama & Friends,3:12,27-Aug-13,"‰ ãÑ 2013 Show Dog ‰ ÛÒ Universal Music , LLC",Old Flame,Rascal Flatts,"Country , Music",$ 1.29
5767,Alabama & Friends,3:57,27-Aug-13,"‰ ãÑ 2013 Show Dog ‰ ÛÒ Universal Music , LLC",Lady Down On Love,Kenny Chesney,"Country , Music",$ 1.29
5768,Alabama & Friends,3:38,27-Aug-13,"‰ ãÑ 2013 Show Dog ‰ ÛÒ Universal Music , LLC",The Closer You Get,Eli Young Band,"Country , Music",$ 1.29
5769,Alabama & Friends,3:35,27-Aug-13,"‰ ãÑ 2013 Show Dog ‰ ÛÒ Universal Music , LLC",Forever 's As Far As I 'll Go,Trisha Yearwood,"Country , Music",$ 1.29
5770,Alabama & Friends,3:57,27-Aug-13,"‰ ãÑ 2013 Show Dog ‰ ÛÒ Universal Music , LLC",She and I,Toby Keith,"Country , Music",$ 1.29
5771,Alabama & Friends,2:51,27-Aug-13,"‰ ãÑ 2013 Show Dog ‰ ÛÒ Universal Music , LLC",I 'm In a Hurry ( And Do n't Know Why ),Florida Georgia Line,"Country , Music",$ 1.29
5772,Alabama & Friends,3:40,27-Aug-13,"‰ ãÑ 2013 Show Dog ‰ ÛÒ Universal Music , LLC",That 's How I Was Raised,Alabama,"Country , Music",$ 1.29
5773,Alabama & Friends,3:13,27-Aug-13,"‰ ãÑ 2013 Show Dog ‰ ÛÒ Universal Music , LLC",All American,Alabama,"Country , Music",$ 1.29
5774,Alabama & Friends,6:37,27-Aug-13,"‰ ãÑ 2013 Show Dog ‰ ÛÒ Universal Music , LLC",My Home 's In Alabama,Jamey Johnson,"Country , Music",$ 1.29
5775,Nashville Outlaws : A Tribute to MÌ ¦ tley CrÌ_e,3:53,19-Aug-14,"‰ ãÑ 2014 Big Machine Records , LLC .",Kickstart My Heart,Rascal Flatts,"Country , Music",$ 1.29
5776,Nashville Outlaws : A Tribute to MÌ ¦ tley CrÌ_e,3:41,19-Aug-14,"‰ ãÑ 2014 Big Machine Records , LLC .",If I Die Tomorrow,Florida Georgia Line,"Country , Music",$ 1.29
5777,Nashville Outlaws : A Tribute to MÌ ¦ tley CrÌ_e,4:51,19-Aug-14,"‰ ãÑ 2014 Big Machine Records , LLC .",Smokin ' In the Boys Room,LeAnn Rimes,"Country , Music",$ 1.29
5778,Nashville Outlaws : A Tribute to MÌ ¦ tley CrÌ_e,3:50,19-Aug-14,"‰ ãÑ 2014 Big Machine Records , LLC .",Home Sweet Home ( feat . Vince Neil ),Justin Moore,"Country , Music",$ 1.29
5779,Nashville Outlaws : A Tribute to MÌ ¦ tley CrÌ_e,4:12,19-Aug-14,"‰ ãÑ 2014 Big Machine Records , LLC .",The Animal In Me,Cassadee Pope,"Country , Music",$ 1.29
5780,Nashville Outlaws : A Tribute to MÌ ¦ tley CrÌ_e,3:51,19-Aug-14,"‰ ãÑ 2014 Big Machine Records , LLC .",Afraid,Aaron Lewis,"Country , Music",$ 1.29
5781,Nashville Outlaws : A Tribute to MÌ ¦ tley CrÌ_e,4:22,19-Aug-14,"‰ ãÑ 2014 Big Machine Records , LLC .",Same Ol' Situation ( S.O.S. ),Big & Rich,"Country , Music",$ 1.29
5782,Nashville Outlaws : A Tribute to MÌ ¦ tley CrÌ_e,3:27,19-Aug-14,"‰ ãÑ 2014 Big Machine Records , LLC .",Without You,Clare Bowen & Sam Palladio,"Country , Music",$ 1.29
5783,Nashville Outlaws : A Tribute to MÌ ¦ tley CrÌ_e,3:57,19-Aug-14,"‰ ãÑ 2014 Big Machine Records , LLC .",Do n't Go Away Mad ( Just Go Away ),Eli Young Band,"Country , Music",$ 1.29
5784,Nashville Outlaws : A Tribute to MÌ ¦ tley CrÌ_e,4:31,19-Aug-14,"‰ ãÑ 2014 Big Machine Records , LLC .",Looks That Kill,Lauren Jenkins,"Country , Music",$ 1.29
5785,Nashville Outlaws : A Tribute to MÌ ¦ tley CrÌ_e,4:07,19-Aug-14,"‰ ãÑ 2014 Big Machine Records , LLC .",Live Wire,The Cadillac Three,"Country , Music",$ 1.29
5786,Nashville Outlaws : A Tribute to MÌ ¦ tley CrÌ_e,5:13,19-Aug-14,"‰ ãÑ 2014 Big Machine Records , LLC .",Dr. Feelgood,The Mavericks,"Country , Music",$ 1.29
5787,Nashville Outlaws : A Tribute to MÌ ¦ tley CrÌ_e,4:04,19-Aug-14,"‰ ãÑ 2014 Big Machine Records , LLC .","Girls , Girls , Girls",Brantley Gilbert,"Country , Music",$ 1.29
5788,Nashville Outlaws : A Tribute to MÌ ¦ tley CrÌ_e,4:40,19-Aug-14,"‰ ãÑ 2014 Big Machine Records , LLC .",Wild Side,Gretchen Wilson,"Country , Music",$ 1.29
5789,Nashville Outlaws : A Tribute to MÌ ¦ tley CrÌ_e,3:31,19-Aug-14,"‰ ãÑ 2014 Big Machine Records , LLC .",Time for Change,Darius Rucker,"Country , Music",$ 1.29
5790,Jason Derulo ( Deluxe Version ),3:42,26-Feb-10,‰ ãÑ 2010 Warner Bros. . Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,Whatcha Say,Jason Derulo,"Pop , Music , R&B / Soul,Rock,Hip-Hop / Rap , Rap , Contemporary R&B , Dance",$ 1.29
5791,Jason Derulo ( Deluxe Version ),3:35,26-Feb-10,‰ ãÑ 2010 Warner Bros. . Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,Ridin ' Solo,Jason Derulo,"Pop , Music , R&B / Soul,Rock,Hip-Hop / Rap , Rap , Contemporary R&B , Dance",$ 1.29
5792,Jason Derulo ( Deluxe Version ),3:18,26-Feb-10,‰ ãÑ 2010 Warner Bros. . Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,In My Head,Jason Derulo,"Pop , Music , R&B / Soul,Rock,Hip-Hop / Rap , Rap , Contemporary R&B , Dance",$ 1.29
5793,Jason Derulo ( Deluxe Version ),3:42,26-Feb-10,‰ ãÑ 2010 Warner Bros. . Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,The Sky 's the Limit,Jason Derulo,"Pop , Music , R&B / Soul,Rock,Hip-Hop / Rap , Rap , Contemporary R&B , Dance",$ 1.29
5794,Jason Derulo ( Deluxe Version ),3:22,26-Feb-10,‰ ãÑ 2010 Warner Bros. . Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,What If,Jason Derulo,"Pop , Music , R&B / Soul,Rock,Hip-Hop / Rap , Rap , Contemporary R&B , Dance",$ 1.29
5795,Jason Derulo ( Deluxe Version ),3:19,26-Feb-10,‰ ãÑ 2010 Warner Bros. . Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,Love Hangover,Jason Derulo,"Pop , Music , R&B / Soul,Rock,Hip-Hop / Rap , Rap , Contemporary R&B , Dance",$ 1.29
5796,Jason Derulo ( Deluxe Version ),3:43,26-Feb-10,‰ ãÑ 2010 Warner Bros. . Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,Encore,Jason Derulo,"Pop , Music , R&B / Soul,Rock,Hip-Hop / Rap , Rap , Contemporary R&B , Dance",$ 1.29
5797,Jason Derulo ( Deluxe Version ),3:15,26-Feb-10,‰ ãÑ 2010 Warner Bros. . Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,Fallen,Jason Derulo,"Pop , Music , R&B / Soul,Rock,Hip-Hop / Rap , Rap , Contemporary R&B , Dance",$ 1.29
5798,Jason Derulo ( Deluxe Version ),3:35,26-Feb-10,‰ ãÑ 2010 Warner Bros. . Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,Blind,Jason Derulo,"Pop , Music , R&B / Soul,Rock,Hip-Hop / Rap , Rap , Contemporary R&B , Dance",$ 1.29
5799,Jason Derulo ( Deluxe Version ),2:57,26-Feb-10,‰ ãÑ 2010 Warner Bros. . Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,Queen of Hearts,Jason Derulo,"Pop , Music , R&B / Soul,Rock,Hip-Hop / Rap , Rap , Contemporary R&B , Dance",$ 1.29
5800,Jason Derulo ( Deluxe Version ),3:42,26-Feb-10,‰ ãÑ 2010 Warner Bros. . Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,Whatcha Say ( Acoustic Version ),Jason Derulo,"Pop , Music , R&B / Soul,Rock,Hip-Hop / Rap , Rap , Contemporary R&B , Dance",$ 1.29
5801,Jason Derulo ( Deluxe Version ),3:18,26-Feb-10,‰ ãÑ 2010 Warner Bros. . Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,In My Head ( Rhythm Remix ),Jason Derulo,"Pop , Music , R&B / Soul,Rock,Hip-Hop / Rap , Rap , Contemporary R&B , Dance",$ 1.29
5802,Believe,4:04,19-Jun-12,‰ ãÑ 2012 The Island Def Jam Music Group,All Around the World ( feat . Ludacris ),Justin Bieber,"Pop , Music , Dance , Vocal , Teen Pop , Rock",$ 1.29
5803,Believe,2:51,19-Jun-12,‰ ãÑ 2012 The Island Def Jam Music Group,Boyfriend,Justin Bieber,"Pop , Music , Dance , Vocal , Teen Pop , Rock",$ 1.29
5804,Believe,3:49,19-Jun-12,‰ ãÑ 2012 The Island Def Jam Music Group,As Long As You Love Me ( feat . Big Sean ),Justin Bieber,"Pop , Music , Dance , Vocal , Teen Pop , Rock",$ 1.29
5805,Believe,3:54,19-Jun-12,‰ ãÑ 2012 The Island Def Jam Music Group,Catching Feelings,Justin Bieber,"Pop , Music , Dance , Vocal , Teen Pop , Rock",$ 1.29
5806,Believe,3:40,19-Jun-12,‰ ãÑ 2012 The Island Def Jam Music Group,Take You,Justin Bieber,"Pop , Music , Dance , Vocal , Teen Pop , Rock",$ 1.29
5807,Believe,3:24,19-Jun-12,‰ ãÑ 2012 The Island Def Jam Music Group,Right Here ( feat . Drake ),Justin Bieber,"Pop , Music , Dance , Vocal , Teen Pop , Rock",$ 1.29
5808,Believe,4:08,19-Jun-12,‰ ãÑ 2012 The Island Def Jam Music Group,Fall,Justin Bieber,"Pop , Music , Dance , Vocal , Teen Pop , Rock",$ 1.29
5809,Believe,3:57,19-Jun-12,‰ ãÑ 2012 The Island Def Jam Music Group,Die In Your Arms,Justin Bieber,"Pop , Music , Dance , Vocal , Teen Pop , Rock",$ 1.29
5810,Believe,3:50,19-Jun-12,‰ ãÑ 2012 The Island Def Jam Music Group,Thought of You,Justin Bieber,"Pop , Music , Dance , Vocal , Teen Pop , Rock",$ 1.29
5811,Believe,3:47,19-Jun-12,‰ ãÑ 2012 The Island Def Jam Music Group,Beauty and a Beat ( feat . Nicki Minaj ),Justin Bieber,"Pop , Music , Dance , Vocal , Teen Pop , Rock",$ 1.29
5812,Believe,3:54,19-Jun-12,‰ ãÑ 2012 The Island Def Jam Music Group,One Love,Justin Bieber,"Pop , Music , Dance , Vocal , Teen Pop , Rock",$ 1.29
5813,Believe,3:09,19-Jun-12,‰ ãÑ 2012 The Island Def Jam Music Group,Be Alright,Justin Bieber,"Pop , Music , Dance , Vocal , Teen Pop , Rock",$ 1.29
5814,Believe,3:40,19-Jun-12,‰ ãÑ 2012 The Island Def Jam Music Group,Believe,Justin Bieber,"Pop , Music , Dance , Vocal , Teen Pop , Rock",$ 1.29
5815,Believe,4:39,19-Jun-12,‰ ãÑ 2012 The Island Def Jam Music Group,Love Me Like You Do,Justin Bieber,"Pop , Music , Dance , Vocal , Teen Pop , Rock",$ 1.29
5816,Under the Mistletoe,3:12,1-Nov-11,‰ ãÑ 2011 The Island Def Jam Music Group,Only Thing I Ever Get for Christmas,Justin Bieber,"Holiday , Music , Christmas , Pop , Teen Pop , Rock",$ 1.29
5817,Under the Mistletoe,3:02,1-Nov-11,‰ ãÑ 2011 The Island Def Jam Music Group,Mistletoe,Justin Bieber,"Holiday , Music , Christmas , Pop , Teen Pop , Rock",$ 1.29
5818,Under the Mistletoe,3:35,1-Nov-11,‰ ãÑ 2011 The Island Def Jam Music Group,The Christmas Song ( Chestnuts Roasting On an Open Fire ) [ feat . Usher ],Justin Bieber,"Holiday , Music , Christmas , Pop , Teen Pop , Rock",$ 1.29
5819,Under the Mistletoe,3:36,1-Nov-11,‰ ãÑ 2011 The Island Def Jam Music Group,Santa Claus Is Coming to Town,Justin Bieber,"Holiday , Music , Christmas , Pop , Teen Pop , Rock",$ 1.29
5820,Under the Mistletoe,3:05,1-Nov-11,‰ ãÑ 2011 The Island Def Jam Music Group,Fa La La ( feat . Boyz II Men ),Justin Bieber,"Holiday , Music , Christmas , Pop , Teen Pop , Rock",$ 1.29
5821,Under the Mistletoe,4:00,1-Nov-11,‰ ãÑ 2011 The Island Def Jam Music Group,All I Want for Christmas Is You ( SuperFestive ! ) [ Duet with Mariah Carey ],Justin Bieber & Mariah Carey,"Holiday , Music , Christmas , Pop , Teen Pop , Rock",Album Only
5822,Under the Mistletoe,3:45,1-Nov-11,‰ ãÑ 2011 The Island Def Jam Music Group,Drummer Boy ( feat . Busta Rhymes ),Justin Bieber,"Holiday , Music , Christmas , Pop , Teen Pop , Rock",$ 1.29
5823,Under the Mistletoe,3:43,1-Nov-11,‰ ãÑ 2011 The Island Def Jam Music Group,Christmas Eve,Justin Bieber,"Holiday , Music , Christmas , Pop , Teen Pop , Rock",$ 1.29
5824,Under the Mistletoe,3:36,1-Nov-11,‰ ãÑ 2011 The Island Def Jam Music Group,All I Want Is You,Justin Bieber,"Holiday , Music , Christmas , Pop , Teen Pop , Rock",$ 1.29
5825,Under the Mistletoe,3:24,1-Nov-11,‰ ãÑ 2011 The Island Def Jam Music Group,Home This Christmas ( feat . The Band Perry ),Justin Bieber,"Holiday , Music , Christmas , Pop , Teen Pop , Rock",$ 1.29
5826,Under the Mistletoe,2:49,1-Nov-11,‰ ãÑ 2011 The Island Def Jam Music Group,Silent Night,Justin Bieber,"Holiday , Music , Christmas , Pop , Teen Pop , Rock",$ 1.29
5827,Believe ( Deluxe Edition ),3:57,19-Jun-12,‰ ãÑ 2012 The Island Def Jam Music Group,Die in Your Arms,Justin Bieber,"Pop , Music",$ 1.29
5828,Believe ( Deluxe Edition ),3:33,19-Jun-12,‰ ãÑ 2012 The Island Def Jam Music Group,Out of Town Girl,Justin Bieber,"Pop , Music",$ 1.29
5829,Believe ( Deluxe Edition ),3:59,19-Jun-12,‰ ãÑ 2012 The Island Def Jam Music Group,She Do n't Like the Lights,Justin Bieber,"Pop , Music",$ 1.29
5830,Believe ( Deluxe Edition ),4:07,19-Jun-12,‰ ãÑ 2012 The Island Def Jam Music Group,Maria,Justin Bieber,"Pop , Music",$ 1.29
5831,My Worlds Acoustic,3:06,8-Feb-11,‰ ãÑ 2011 The Island Def Jam Music Group,One Time ( Acoustic Version ),Justin Bieber,"Pop , Music , Vocal , R&B / Soul , Contemporary R&B , Rock , Teen Pop",$ 1.29
5832,My Worlds Acoustic,3:35,8-Feb-11,‰ ãÑ 2011 The Island Def Jam Music Group,Baby ( Acoustic Version ),Justin Bieber,"Pop , Music , Vocal , R&B / Soul , Contemporary R&B , Rock , Teen Pop",$ 1.29
5833,My Worlds Acoustic,3:57,8-Feb-11,‰ ãÑ 2011 The Island Def Jam Music Group,One Less Lonely Girl ( Acoustic Version ),Justin Bieber,"Pop , Music , Vocal , R&B / Soul , Contemporary R&B , Rock , Teen Pop",$ 1.29
5834,My Worlds Acoustic,4:03,8-Feb-11,‰ ãÑ 2011 The Island Def Jam Music Group,Down to Earth ( Acoustic Version ),Justin Bieber,"Pop , Music , Vocal , R&B / Soul , Contemporary R&B , Rock , Teen Pop",$ 1.29
5835,My Worlds Acoustic,3:16,8-Feb-11,‰ ãÑ 2011 The Island Def Jam Music Group,U Smile ( Acoustic Version ),Justin Bieber,"Pop , Music , Vocal , R&B / Soul , Contemporary R&B , Rock , Teen Pop",$ 1.29
5836,My Worlds Acoustic,3:18,8-Feb-11,‰ ãÑ 2011 The Island Def Jam Music Group,Stuck In the Moment ( Acoustic Version ),Justin Bieber,"Pop , Music , Vocal , R&B / Soul , Contemporary R&B , Rock , Teen Pop",$ 1.29
5837,My Worlds Acoustic,5:09,8-Feb-11,‰ ãÑ 2011 The Island Def Jam Music Group,Favorite Girl ( Acoustic Version ) [ Live ],Justin Bieber,"Pop , Music , Vocal , R&B / Soul , Contemporary R&B , Rock , Teen Pop",$ 1.29
5838,My Worlds Acoustic,4:09,8-Feb-11,‰ ãÑ 2011 The Island Def Jam Music Group,That Should Be Me ( Acoustic Version ),Justin Bieber,"Pop , Music , Vocal , R&B / Soul , Contemporary R&B , Rock , Teen Pop",$ 1.29
5839,My Worlds Acoustic,3:43,8-Feb-11,‰ ãÑ 2011 The Island Def Jam Music Group,Never Say Never ( feat . Jaden Smith ) [ Acoustic Version ],Justin Bieber,"Pop , Music , Vocal , R&B / Soul , Contemporary R&B , Rock , Teen Pop",$ 1.29
5840,My Worlds Acoustic,3:32,8-Feb-11,‰ ãÑ 2011 The Island Def Jam Music Group,Pray ( Acoustic Version ),Justin Bieber,"Pop , Music , Vocal , R&B / Soul , Contemporary R&B , Rock , Teen Pop",$ 1.29
5841,My World 2.0 ( Bonus Track Version ),3:34,23-Mar-10,‰ ãÑ 2010 The Island Def Jam Music Group,Baby,Justin Bieber,"Pop , Music , Teen Pop , Rock , Dance , R&B / Soul , Contemporary R&B",$ 1.29
5842,My World 2.0 ( Bonus Track Version ),3:40,23-Mar-10,‰ ãÑ 2010 The Island Def Jam Music Group,Somebody to Love,Justin Bieber,"Pop , Music , Teen Pop , Rock , Dance , R&B / Soul , Contemporary R&B",$ 1.29
5843,My World 2.0 ( Bonus Track Version ),3:42,23-Mar-10,‰ ãÑ 2010 The Island Def Jam Music Group,Stuck In the Moment,Justin Bieber,"Pop , Music , Teen Pop , Rock , Dance , R&B / Soul , Contemporary R&B",$ 1.29
5844,My World 2.0 ( Bonus Track Version ),3:16,23-Mar-10,‰ ãÑ 2010 The Island Def Jam Music Group,U Smile,Justin Bieber,"Pop , Music , Teen Pop , Rock , Dance , R&B / Soul , Contemporary R&B",$ 1.29
5845,My World 2.0 ( Bonus Track Version ),3:32,23-Mar-10,‰ ãÑ 2010 The Island Def Jam Music Group,Runaway Love,Justin Bieber,"Pop , Music , Teen Pop , Rock , Dance , R&B / Soul , Contemporary R&B",$ 1.29
5846,My World 2.0 ( Bonus Track Version ),4:24,23-Mar-10,‰ ãÑ 2010 The Island Def Jam Music Group,Never Let You Go,Justin Bieber,"Pop , Music , Teen Pop , Rock , Dance , R&B / Soul , Contemporary R&B",$ 1.29
5847,My World 2.0 ( Bonus Track Version ),4:11,23-Mar-10,‰ ãÑ 2010 The Island Def Jam Music Group,Overboard,Justin Bieber,"Pop , Music , Teen Pop , Rock , Dance , R&B / Soul , Contemporary R&B",$ 1.29
5848,My World 2.0 ( Bonus Track Version ),3:22,23-Mar-10,‰ ãÑ 2010 The Island Def Jam Music Group,Eenie Meenie,Justin Bieber & Sean Kingston,"Pop , Music , Teen Pop , Rock , Dance , R&B / Soul , Contemporary R&B",Album Only
5849,My World 2.0 ( Bonus Track Version ),3:54,23-Mar-10,‰ ãÑ 2010 The Island Def Jam Music Group,Up,Justin Bieber,"Pop , Music , Teen Pop , Rock , Dance , R&B / Soul , Contemporary R&B",$ 1.29
5850,My World 2.0 ( Bonus Track Version ),3:52,23-Mar-10,‰ ãÑ 2010 The Island Def Jam Music Group,That Should Be Me,Justin Bieber,"Pop , Music , Teen Pop , Rock , Dance , R&B / Soul , Contemporary R&B",$ 1.29
5851,My World 2.0 ( Bonus Track Version ),3:46,23-Mar-10,‰ ãÑ 2010 The Island Def Jam Music Group,Kiss and Tell ( Bonus Track ),Justin Bieber,"Pop , Music , Teen Pop , Rock , Dance , R&B / Soul , Contemporary R&B",Album Only
5852,My World 2.0 ( Bonus Track Version ),3:39,23-Mar-10,‰ ãÑ 2010 The Island Def Jam Music Group,Baby ( Bonus Video ),Justin Bieber,"Pop , Music , Teen Pop , Rock , Dance , R&B / Soul , Contemporary R&B",$ 1.99
5853,Kiss,3:21,18-Sep-12,‰ ãÑ 2012 School Boy/Interscope Records,Tiny Little Bows,Carly Rae Jepsen,"Pop , Music , Rock , Vocal , Dance , Teen Pop , World",$ 1.29
5854,Kiss,3:48,18-Sep-12,‰ ãÑ 2012 School Boy/Interscope Records,This Kiss,Carly Rae Jepsen,"Pop , Music , Rock , Vocal , Dance , Teen Pop , World",$ 1.29
5855,Kiss,3:33,18-Sep-12,‰ ãÑ 2012 School Boy/Interscope Records,Curiosity,Carly Rae Jepsen,"Pop , Music , Rock , Vocal , Dance , Teen Pop , World",$ 1.29
5856,Kiss,3:25,18-Sep-12,‰ ãÑ 2012 School Boy/Interscope Records,Good Time,Carly Rae Jepsen & Owl City,"Pop , Music , Rock , Vocal , Dance , Teen Pop , World",$ 1.29
5857,Kiss,4:02,18-Sep-12,‰ ãÑ 2012 School Boy/Interscope Records,More Than a Memory,Carly Rae Jepsen,"Pop , Music , Rock , Vocal , Dance , Teen Pop , World",$ 1.29
5858,Kiss,3:44,18-Sep-12,‰ ãÑ 2012 School Boy/Interscope Records,Turn Me Up,Carly Rae Jepsen,"Pop , Music , Rock , Vocal , Dance , Teen Pop , World",$ 1.29
5859,Kiss,3:08,18-Sep-12,‰ ãÑ 2012 School Boy/Interscope Records,Hurt So Good,Carly Rae Jepsen,"Pop , Music , Rock , Vocal , Dance , Teen Pop , World",$ 1.29
5860,Kiss,3:17,18-Sep-12,‰ ãÑ 2012 School Boy/Interscope Records,Beautiful,Carly Rae Jepsen & Justin Bieber,"Pop , Music , Rock , Vocal , Dance , Teen Pop , World",$ 1.29
5861,Kiss,3:39,18-Sep-12,‰ ãÑ 2012 School Boy/Interscope Records,Tonight I 'm Getting Over You,Carly Rae Jepsen,"Pop , Music , Rock , Vocal , Dance , Teen Pop , World",$ 1.29
5862,Kiss,3:26,18-Sep-12,‰ ãÑ 2012 School Boy/Interscope Records,Guitar String / Wedding Ring,Carly Rae Jepsen,"Pop , Music , Rock , Vocal , Dance , Teen Pop , World",$ 1.29
5863,Kiss,3:49,18-Sep-12,‰ ãÑ 2012 School Boy/Interscope Records,Your Heart Is a Muscle,Carly Rae Jepsen,"Pop , Music , Rock , Vocal , Dance , Teen Pop , World",$ 1.29
5864,Never Say Never ( The Remixes ),3:47,14-Feb-11,‰ ãÑ 2011 The Island Def Jam Music Group,Never Say Never ( feat . Jaden Smith ),Justin Bieber,"Pop , Music , Teen Pop , Dance , Rock , Vocal",$ 1.29
5865,Never Say Never ( The Remixes ),3:50,14-Feb-11,‰ ãÑ 2011 The Island Def Jam Music Group,That Should Be Me ( Remix ) [ feat . Rascal Flatts ],Justin Bieber,"Pop , Music , Teen Pop , Dance , Rock , Vocal",$ 1.29
5866,Never Say Never ( The Remixes ),3:40,14-Feb-11,‰ ãÑ 2011 The Island Def Jam Music Group,Somebody to Love ( Remix ) [ feat . Usher ],Justin Bieber,"Pop , Music , Teen Pop , Dance , Rock , Vocal",$ 1.29
5867,Never Say Never ( The Remixes ),3:55,14-Feb-11,‰ ãÑ 2011 The Island Def Jam Music Group,Up ( Remix ) [ feat . Chris Brown ],Justin Bieber,"Pop , Music , Teen Pop , Dance , Rock , Vocal",$ 1.29
