object_id,author_team,publication_year,event_name
39835,tf piatkowski,,"computer networks ,"
39836,p elbow,1997.0,"new directions for teaching and learning ,"
39837,"pm fernandez , da schneider",1996.0,"sigmod conference ,"
39838,ws humphrey,,
39839,"ss han , cw pannell",1999.0,"economic geography ,"
39840,"v mukherjee , sp mohanty , e kougianos",,
39841,ii insight,,"san diego : msi ,"
39842,m dubois-violette,,"sci . paris , serie i ,"
39843,"j allen , s appleby , g churcher",2004.0,"bt technology journal ,"
39844,"p schwartz , a luniewski , k shoens , j stamosetal",,"inproceedings of the acm sigmod conference on management of & hellip ; ,"
39845,t dahlin,,"procs . geovision ,"
39846,u kulkarni,2000.0,
39847,"j sola , l scherer , j haller",1995.0,"journal of emergency medicine ,"
39848,"a bhardwaj , j gripp , j simsarian , m zirngibl",,proc . 28th
39849,kr cox,1998.0,"political geography ,"
39850,jf andersen,1986.0,"new directions for teaching and learning ,"
39851,"sm abramov , r gluck",2002.0,"lecture notes in computer science ,"
39852,"z bien , km huh",1989.0,"& hellip ; proceedings d [ see also iee proceedings-control theory and & hellip ; ,"
39853,"eon patrick , jon elizabeth , ic shankar pal",,"sigmod conference ,"
39854,t kudrass,,
39855,me mcguire,1991.0,"social studies and the young learner ,"
39856,s paul,1995.0,"new directions for program evaluation ,"
39857,"rp brown , t charnsangavej , ka keough , ml newman ,",2000.0,"journal of personality and social psychology ,"
39858,gr pantsulaia,,"georgian technical university press ,"
39859,"nj bray , m del favero",2004.0,"new directions for teaching and learning ,"
39860,"c faloutsos , k lin",,"proc . of sigmod ,"
39861,s allworth,,"& hellip ; of the first australian data management conference , & hellip ; ,"
39862,"pj ohlott , mn ruderman , cd mccauley",1994.0,"the academy of management journal ,"
39863,"a erdã © lyi , w magnus , f oberhettinger , fg tricomi",,
39864,"e vivancos , c healy , f mueller",,
39865,"ch hill , g matrone",1970.0,"fed proc ,"
39866,car hoare,1961.0,"communications of the acm ,"
39867,s dostoglou,,"& hellip ; geometry , edited by d. salamon , proceedings of a conference"
39868,j tulkki,1991.0,"oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,"
39869,"w yu , r karlsen",,
39870,"g bhanot , g alexe , b venkataraghavan , aj levine",,
39871,s pike,,"pc magazine ,"
39872,"ua liberman , sj marx",,"see ref ,"
39873,l trigeorgis,,
39874,"fm lauraya , alr sala",,"international conference on irrigation management transfer ,"
39875,ij deary,,"journal of personality and social psychology ,"
39876,s dumaisâ ? ¦,,"microsoft research ,"
39877,"h goto , k tanabe , e manser , l lim , y yasui , m",2002.0,"genes to cells ,"
39878,"w litwin , a abdellatif",,"ieee-computer ,"
39879,al wilson,1993.0,"new directions for adult and continuing education ,"
39880,"m mavronicolas , d roth",,"technical report , harvard university , cambridge , massachusetts ,"
39881,"a bestavros , s braoudakis",1995.0,"proceedings of the international conference on very large & hellip ; ,"
39882,"sj wourms , kw bauer jr",,
39883,"pj napier , ar thompson , rd ekers",1983.0,"ieee , proceedings ,"
39884,ay halevy,2000.0,"sigmod record ,"
39885,"cs claxton , ph murrell",1984.0,"new directions for teaching and learning ,"
39886,v romano,,
39887,ca van eijl,2002.0,"bt technology journal ,"
39888,"dl stenlund , id charvat",1994.0,"mycorrhiza ,"
39889,cj willmott,,"physical geography ,"
39890,"s koenig , r paige",1981.0,"vldb ,"
39891,s claude,2001.0,
39892,l grimm,,"& hellip ; for american archaeology meetings , seattle , washington ,"
39893,g schlageter,1981.0,"acm sigmod record ,"
39894,"am barbancho , a peinado",2003.0,"computer networks ,"
39895,"km salikhov , aj van der est , d stehlik",1998.0,"applied magnetic resonance ,"
39896,"s saltenis , cs jensen , st leutenegger , ma lopez",,"management of data ,"
39897,l erianger,,"pc magazine ,"
39898,f levy,,"phil . mag ,"
39899,d biton,1983.0,
39900,"pd drake , mr vetsuypens",,
39901,"r weber , hj schek , s blott , aq analysis",,proceedings of the 24rd international conference on very
39902,ma heller,,"perception ,"
39903,"n hegde , k sohraby",2002.0,"computer networks ,"
39904,"d ramduny , a dix , t rodden",1998.0,"proc acm conf comput support coop work ,"
39905,j doyle,1982.0,"iee proceedings ,"
39906,p saengpongpaew,,
39907,"b pang , h shao , w zhu , w gao",,"proc . 21st ieee int . performance , computing , communications"
39908,b badcock,1995.0,"urban geography ,"
39909,"a ion , k vassiliki , d aggeliki , c jo , o jon",,proc . 29th conference on computer applications and
39910,"j kim , cr carlson",2001.0,"information & software technology ,"
39911,l sudan,1984.0,"computerworld. ,"
39912,j elliott,2005.0,"bt technology journal ,"
39913,mw peterson,2000.0,"new directions for higher education ,"
39914,m weimer,2001.0,"new directions for teaching and learning ,"
39915,"s euvrard , j kanitakis , c pouteil-noble , f disant",1995.0,"transplantation proceedings ,"
39916,"w data , m dc",,"acm press , new"
39917,"mh pittler , co thompson , e ernst",2002.0,"cochrane database syst rev ,"
39918,"v poosala , ye ioannidis , pj haas , ej shekita",1996.0,
39919,"ws li , ks candan , wp hsiung , o po , d agrawal , q",2001.0,"proceedings of the 27th international conference on very & hellip ; ,"
39920,"d chan , rm goldberg , j mason , l chan",1996.0,"journal of emergency medicine ,"
39921,"w humphrey , r ryne , t cleland , j cummings , s habib",1998.0,"lecture notes in computer science ,"
39922,m adiba,,
39923,mfj shan,,procs . int . process techn .
39924,"lh macdonald , aw smart , rc wissmar",1991.0,
39925,d batens,,
39926,"e simon , j kiernan , c de maindreville",1992.0,"proceedings of the international conference on very large & hellip ; ,"
39927,"do ` connor , s marshall , n massy-westropp",2003.0,"cochrane database syst . rev ,"
39928,"a ambainis , a nayak , a ta-shma , u vazirani",,"proc . acm stoc ,"
39929,"sm blackburn , ks mckinley",,
39930,hj sussmann,,proceedings of the 23rd ieee conference on decision and
39931,"y saygin , vs verykios , c clifton",2001.0,"acm sigmod record ,"
39932,"kcc chan , wh au",,
39933,jd procaccino,,information and software
39934,gl neal,1973.0,"national aerospace meeting , washington , d. c , proceedings ,"
39935,"wg aref , h samet",,"acm-gis ,"
39936,"r zhang , n koudas , bc ooi , d srivastava",2005.0,"proceedings of the 2005 acm sigmod international conference & hellip ; ,"
39937,jt light,,"univ. washington , seattle ,"
39938,cr greene,1978.0,"ph. d. thesis california univ. , santa barbara. ,"
39939,"gl wells , i gavanski",,"journal of personality and social psychology ,"
39940,"sn choi , m golin",,"analyses and applications , '' proceedings of the 23rd & hellip ; ,"
39941,"v sigrist , p marti",1994.0,
39942,"m rinard , p diniz",1995.0,
39943,rw swiniarski,2001.0,"applied mathematics and computer science ,"
39944,"df boesch , dm anderson , ra horner , se shumway , pa",,"md ,"
39945,h sollberger,,san
39946,"r mahajan , d wetherall , t anderson",,"proceedings of acm/usenix nsdi ,"
39947,"pps narayan , s seshadri , s sudarshan , hv jagadish ,",,
39948,"f bry , a yahya",1996.0,"lecture notes in computer science ,"
39949,s thomason,,"ieee computer ,"
39950,"mo leach , km brindle , jl evelhoch , jr griffiths , m",,"proc int soc magn reson med ,"
39951,"b noble , jw daniel",,
39952,"jd kurfess , bf phlips",2001.0,"submitted for publication ,"
39953,"cc mitchell , ch burmester",,"farm demonstration report s-1-88 , auburn university , auburn , & hellip ; ,"
39954,n paltz,1989.0,"sigmod record ,"
39955,"ja blakeley , g graefe",,
39956,ml songini,,
39957,m nixon,,"spie proceedings ,"
39958,"d gries , d marsh",,"comm . acm ,"
39959,j sengupta,,
39960,m auguston,1990.0,"acm sigplan notices ,"
39961,e seuss,,
39962,"ag rossberg , k bartholome , j timmer",,
39963,c may,,"proc . 29th natl. shade tree conf ,"
39964,"be krantz , a chairman",,"md ,"
39965,jl lions,1973.0,
39966,"b lemyre , pg davis , ag de paoli",2002.0,"cochrane database syst rev ,"
39967,pe oâ ?? neil,,"acm trans . database syst ,"
39968,"b nolan , s gabram , r schwartz",1996.0,"journal of emergency medicine ,"
39969,"wr van schmus , me bickford , i zietz",,"see kr6ner ,"
39970,"wa bailey , st knox , ef lynch",,"proceedings of acm chi ,"
39971,"a bryant , a evans , o oo",,"information & software technology ,"
39972,r harris,2001.0,"area ,"
39973,rm young,,"san diego ,"
39974,"kl anderson , gw cottrell",,"proceedings of the 23rd annual conference of the cognitive & hellip ; ,"
39975,n boorstyn,1983.0,"computerworld. ,"
39976,ab chaudhri,1998.0,"sigmod record ,"
39977,aj de jong,1992.0,"new directions for higher education ,"
39978,y lw,,proceedings of the 1978 acm sigmod international conference
39979,ed paul,,proceedings of the 23rd annual conference on computer
39980,"h markus , m crane , s bernstein , m siladi",,"journal of personality and social psychology ,"
39981,r adorno,,"see schwartz ,"
39982,"jf chen , tl laidig , ke wampler , rf caldwell , kh",1999.0,"proc . spie ,"
39983,"ss bhowmick , wk ng , sk madria , ep lim",,"information & software technology ,"
39984,"g shegalov , g weikum , r barga , d lomet",,"proceedings of the 28th international conference on very & hellip ; ,"
39985,c ioannidis,1996.0,
39986,h margenau,,
39987,va atwood,1989.0,"social studies and the young learner ,"
39988,s position,,"& hellip ; . 21st international conference on vldb , zurich , switzerland ,"
39989,b shneiderman,1978.0,"acm transactions on database systems ,"
39990,"aj hansen , f castri",,
39991,nrw kultusminister des landes,,band
39992,sascv narasayya,,
39993,"h kanakia , p mishra , a reibman",,proc . acm
39994,"j widom , s finkelstein",,"proc . of the acm sigmod conference on management of data ,"
39995,"b freisleben , h luttermann",,"& hellip ; journal of intelligent information processing systems ,"
39996,"hu keller , ge thomas",1976.0,"study of comets , proceedings of iau colloq . 25 , held in & hellip ; ,"
39997,ks hagen,,"proc . int . congr . entomol ,"
39998,b machrone,,"pc magazine ,"
39999,a deshpande,2004.0,"sigmod record ,"
40000,mj dragich,1996.0,"wisconsin law review ,"
40001,aj kennedy,,"phil . mag ,"
40002,"f biraud , g bourgois , j crovisier , r fillit , e",1976.0,"study of comets , proceedings of iau colloq . 25 , held in & hellip ; ,"
40003,"f petrini , m vanneschi",,
40004,sb twombly,1990.0,"new directions for higher education ,"
40005,jws liu,1976.0,"acm transactions on database systems ,"
40006,"p karbhari , m rabinovich , z xiao , f douglis",,"proceedings of acm sigmod ,"
40007,d bursly,1997.0,
40008,acms anthology,,
40009,"dj sherman , bo bauer",,"geography ,"
40010,"rg jeroslow , j wang",1990.0,"annals of mathematics and artificial intelligence ,"
40011,"cm wyss , e robertson",2005.0,"acm transactions on database systems ,"
40012,"k ikeda , t stuehler , m meisterernst",2002.0,"genes to cells ,"
40013,"j carreira , h madeira , jg silva",1998.0,"dependable computing and fault tolerant systems ,"
40014,"k arregi , g molina-azaola",,
40015,"yj garcä ± a , ma lopez , st leutenegger",,"proc . very large databases ( vldb ) ,"
40016,jdw andrews,1985.0,"new directions for teaching and learning ,"
40017,je kurland,1980.0,"new directions for higher education ,"
40018,me orlowska,1993.0,"acm sigmod record ,"
40019,rl hood,1994.0,"journal of emergency medicine ,"
40020,sc lindhurst,1997.0,
40021,"rw mccarney , k linde , t lasserson",2004.0,"cochrane database syst rev ,"
40022,tw kuo,1996.0,"sigmod record ,"
40023,rw keyes,1975.0,"ieee , proceedings ,"
40024,um fayyadâ ? ¦,1996.0,
40025,"sg hardcastle , mk gangal , ej udd , mg grenier , gw",,"procs . 26th int . conf . of safety in mines research & hellip ; ,"
40026,"d choi , m im , h kim",,
40027,e landolt,1986.0,
40028,"v steinbiss , bh tran , h ney",,proc . int . conf . on spoken language
40029,rd miller,1995.0,
40030,"a scharl , r brandtweiner",,
40031,"e gouzoulis , u von bardeleben , a rupp , ka kovar",1993.0,"neuropsychopharmacology-san diego - ,"
40032,"ka ethier , k deaux",1994.0,"journal of personality and social psychology ,"
40033,ms inc,,"mathsoft inc. , seattle , washington ,"
40034,"n goodman , r suri , yc tay",1983.0,"proceedings of the 2nd acm sigact-sigmod symposium on & hellip ; ,"
40035,"kn truong , em huang , gd abowd",2004.0,"lecture notes in computer science ,"
40036,l rayleigh,,"phil . mag ,"
40037,p goldstein,1997.0,"wisconsin law review ,"
40038,"jv conner , cf bryan",,"proc . 28th ann . conf . southeast . assoc. game and fish . comm ,"
40039,r vargic,1998.0,"radioengineering-prague - ,"
40040,"rh gueting , m schneider",1993.0,"lecture notes in computer science ,"
40041,"ma goggin , aj davidson , sv cantril , lk okeefe , jm",2000.0,"journal of emergency medicine ,"
40042,"p feldman , s micali",1988.0,"proceedings of the twentieth annual acm symposium on theory & hellip ; ,"
40043,"a todd , b yuri , fk henry , w avishai",,procs . of the acm sigmod international conf . on management
40044,"lp brion , ef bell , ts raghuveer",2003.0,"cochrane database syst rev ,"
40045,a baird-smith,,"world wide web consortium , mit laboratory for computer & hellip ; ,"
40046,"sp lus , gto statistics",,"inc. seattle , washington ,"
40047,"s olcoz , l entrena , l berrojo",,
40048,r zahniser,1988.0,"information and software technology ,"
40049,"h mokhtar , j su , o ibarra",2002.0,"proceedings of the twenty-first acm sigmod-sigact-sigart & hellip ; ,"
40050,p poncet,,submitted for
40051,"n kimura , c tokunaga , s dalal , c richardson , k",2003.0,"genes to cells ,"
40052,"t bozkaya , m ozsoyoglu",1999.0,"acm transactions on database systems ,"
40053,"v crescenzi , g mecca , p merialdo , p missier",2004.0,"proceedings of the international conference on very large & hellip ; ,"
40054,"pa bernstein , n goodman , e wong , cl reeve",1981.0,acm transactions on database
40055,"j grabowski , e rudolph , m schmitt",,
40056,"v wiels , s easterbrook",,
40057,"d wettschereck , dw aha",1995.0,"lecture notes in computer science ,"
40058,"p folkesson , s svensson , j karlsson",,"proc . 28th fault-tolerant computer systems symp ,"
40059,rg wetzel,,"san diego , california ,"
40060,"s case , m thint",2003.0,"bt technology journal ,"
40061,ljc riggin,,"new directions for program evaluation ,"
40062,j prosise,,"pc magazine ,"
40063,"drj kurose , d towsley",,"the proc . of acm sigmetricsâ ?? 00 ,"
40064,"ca thekkath , td nguyen , e moy , ed lazowska",,proc . acm sigcom
40065,"wy chen , sk gupta , ma breuer",,"proc . intâ ?? l test conf ,"
40066,l paul,,
40067,ls larkey,,"proc . of acm sigir ,"
40068,"al moustakas , s arunachalam , kh wu , h heller",,"int . symp . 3g infrastructure and services , athens , greece , & hellip ; ,"
40069,"d weimer , sk ganapathy",1992.0,"acm press , new york ,"
40070,"sl neuberg , st fiske",1987.0,"journal of personality and social psychology ,"
40071,"n bruno , s chaudhuri",2005.0,"proceedings of the 31st international conference on very & hellip ; ,"
40072,k girard,,"computerworld ,"
40073,tr gruber,1990.0,
40074,"m desainte-catherine , s marchand",,
40075,ad webb,1993.0,"new directions for adult and continuing education ,"
40076,r rivest,,"mit laboratory for computer science and rsa data security , inc. ,"
40077,"pb gibbons , y matias",1998.0,"sigmod conference ,"
40078,"k frank , mgf fuortes",,"fed proc ,"
40079,"r mcgraw , ja lord",1997.0,"journal of emergency medicine ,"
40080,"trr rao , pb kadam , rd chaudhari",1980.0,"powder metallurgy alloys symposium [ abstracts ] , bombay , india & hellip ; ,"
40081,y tsuchiya,,"proc . int . seaweed symp ,"
40082,jd roberts,2004.0,"acc chem res ,"
40083,"m garofalakis , pb gibbons",2004.0,"acm transactions on database systems ,"
40084,"wb frakes , pb gandel",1990.0,"information and software technology ,"
40085,mp mccarthy,,"geography ,"
40086,t grust,,"acm sigmod ,"
40087,e shapiro,1983.0,"acm sigart bulletin ,"
40088,"jm castro , ma anderson , ks hanson , lb helms",1998.0,"journal of emergency nursing ,"
40089,"n hazari , p mountford",2005.0,"acc . chem . res ,"
40090,sb cohnâ ? ¦,,"proc . ire ,"
40091,s satoh,1999.0,"proceedings of the seventh acm international conference on & hellip ; ,"
40092,a swaminathan,,
40093,"b adelberg , h garcia-molina , b kao",1995.0,"sigmod conference ,"
40094,"pw jones , m greenstone",2001.0,"cochrane database syst rev ,"
40095,y wang,2003.0,"electronic markets ,"
40096,"re weiss , ds knowlton , bw speckâ ? ¦",2000.0,"new directions for teaching and learning ,"
40097,wc mcgee,,"ifip working conference data base management ,"
40098,"nf mott , j non-crystal",,"phil . mag ,"
40099,cg enke,2003.0,
40100,n dickmeyer,1981.0,"new directions for higher education ,"
40101,"s furui , k maekawa , h isahara",,"proc . icslp ,"
40102,"d maier , ds warren",,
40103,"k van eijk , b mesman , caa pinto , q zhao , m bekooij",2000.0,"acm transactions on design automation of electronic systems ,"
40104,es kempa,,"technical university of wroclaw ,"
40105,"l fegaras , c srinivasan , a rajendran , d maier",2000.0,"acm sigmod record ,"
40106,ej krogh,1988.0,"contributions to mineralogy and petrology ,"
40107,"c mohan , d haderle , b lindsay , h pirahesh , p",,"acm transactions on database systems ,"
40108,dm chance,,"financial management ,"
40109,"s agrawal , s chaudhuri , g das",,
40110,g huston,,
40111,"pr cohen , m johnston , d mcgee , sl oviatt , j",,
40112,p wolper,,unpublished
40113,t levenson,,i >
40114,a drozd,,"electronic simulation ,"
40115,"r smith , eh mamdani",,"bt technology journal ,"
40116,"kfr huhyu , tc redman , ar watkins",,"information and software technology ,"
40117,"jc avise , d walker , gc johns",1998.0,"proceedings : biological sciences ,"
40118,"m theobald , r schenkel , g weikum",2005.0,"proceedings of the 31st international conference on very & hellip ; ,"
40119,"sg sripada , e reiter , j hunter , j yu",,
40120,"k yi , j hong",,
40121,"b jacobs , krm leino",,"technical report msr-tr-2005-85 , microsoft research , jun"
40122,"ai kiryushin , nn ponomarev-stepnoi , es glushkovâ ? ¦",,at .
40123,jh schuster,1993.0,"new directions for teaching and learning ,"
40124,k hashiguchi,,"proc . jsce ,"
40125,"r ramakrishnan , m cheng , m livny , p seshadri",,"proc . int . conf . management of data , december ,"
40126,d jugendinstitut,,teil i.
40127,"o cooper , a edakkunni , mj franklin , w hong , sr",2004.0,"proceedings of the international conference on very large & hellip ; ,"
40128,"p vanroose , ga kalberer , p wambacq , l van gool",,
40129,n padmanabhan venkata,,"technical report msr-tr-2002-37 . usa : microsoft research ,"
40130,"c sun , xh jia , yc zhang , y yang",1997.0,
40131,mj wargo,1983.0,"new directions for program evaluation ,"
40132,"ch stilwell , ab markman",,
40133,ma andel,1990.0,"social studies and the young learner ,"
40134,n verloopâ ? ¦,2001.0,"international journal of educational research ,"
40135,"mw van tulder , p jellema , mn van poppel , al",2000.0,"cochrane database syst rev ,"
40136,"j devenyns , n troughton , f desprez",1994.0,
40137,"d garlan , r allen",,"& hellip ; onsoftwareengineering , seattle , washington , april ,"
40138,"d duggan , j ophel",,"submitted for publication ,"
40139,"e emerson , c hatton",,"unpublished manuscript ,"
40140,a borgida,,"proceedings acm sigmod ,"
40141,b phillips,1998.0,"ieee computer ,"
40142,"b ross , m sofka",,"unpublished manuscript ,"
40143,"j wegener , a baresel , h sthamer",2001.0,"information & software technology ,"
40144,"e egan , ch amon",,
40145,"o bukhres , j chen , r pezzoli",1993.0,"proceedings of the 1993 acm sigmod international conference & hellip ; ,"
40146,"s hadjiefthymiades , d martakos",1997.0,"www6 / computer networks ,"
40147,de knuth,,
40148,"s ubergegongen , asr xy",1982.0,"acc . chem . res ,"
40149,"d woiki , a giesen , p roth",,"proc . int . symp . shock waves ,"
40150,"b davidson , r patel",2003.0,
40151,hj putzâ ? ¦,,"san diego , nov ,"
40152,cj date,1979.0,"very large data bases , 1979 . fifth international conference & hellip ; ,"
40153,"j hsieh , t leng , v mashayekhi , r rooholamini",,submitted for
40154,"t lake , c rayment , k wong",,"procs . of 2000 fall simulation interoperability workshop , & hellip ; ,"
40155,"m guelrud , do cohen",,"achalasia : demonstration of hypersensitivity of the lower & hellip ; ,"
40156,"c michalopoulos , d tattrie , c miller , pk robins , p",,"social research and demonstration corporation ,"
40157,"m enachescu , y ganjali , a goel , n mckeown , t",,
40158,g ridgeway,,"technical report msr-tr-97-24 , microsoft research ,"
40159,"i de soysa , a wagner",2003.0,"unpublished manuscript ,"
40160,s gibson,,"computerworld ,"
40161,h owen,,
40162,"g quan , l niu , xs hu , b mochocki",,proceedings of the 25 thieee real-time systems
40163,"ne westcott , db johnson , ar jameson",1984.0,"conference on radar meteorology , 22 nd , zurich , switzerland ,"
40164,"jg cooprider , km victor",1993.0,"proceedings of the international conference on information & hellip ; ,"
40165,"je roberts , ih gotlib , jd kassel",1996.0,"journal of personality and social psychology ,"
40166,"f das-neves , ea fox , x yu",2005.0,"proceedings of the 14th acm international conference on & hellip ; ,"
40167,"m lieberherr , b grosse , mt tassin , m kachkache , a",,"proceedings of the ninth workshop on vitamin d , orlando , & hellip ; ,"
40168,p marwedel,1986.0,"proceedings of the 23rd acm/ieee conference on design & hellip ; ,"
40169,"j gordijn , yh tan",,
40170,a oulasvirta,,"proc . acm sigchi 2004 ,"
40171,"j destombes , h hollard , s willefert",,"see holland ,"
40172,t weiss,,"computerworld ,"
40173,ips letters,,
40174,"a swami , kb schiefer",1995.0,"the vldb journal the international journal on very large & hellip ; ,"
40175,bfch garcia-molina,,"technical report , stanford university database group ,"
40176,"n beiruti , sa hussein",,"damascus , regional demonstration , training and research & hellip ; ,"
40177,"w daelemans , a van den bosch , t weijters",1997.0,"artificial intelligence review ,"
40178,a moore,,"electronic production ,"
40179,ma fields,,
40180,s muller,1998.0,
40181,"s soman , c krintz , df bacon",2004.0,"submitted for publication ,"
40182,"k chakrabarti , s mehrotra",2000.0,"vldb ,"
40183,"m patella , p ciaccia , p zezula",,proceedings of the international conference on very large
40184,eb lilly,2001.0,"electronic library ,"
40185,"r de nys , k yamamoto , m givskov , n kumar , p",,submitted for
40186,h wilf,1990.0,
40187,"t he , ja stankovic , c lu , t abdelzaher",,"proceedings of the 23rd international conference on & hellip ; ,"
40188,"c chee-yao , m garofalakis , r rastogi",,"proceedings of the vldb conference , hong kong ,"
40189,s abiteboul,,proceedings of acm
40190,"m leyland , e zinicola",2001.0,"cochrane database syst rev ,"
40191,"zm ozsoyoglu , ly yuan",,"acm tods ,"
40192,"lu hongjun , liu hongyan",,"proc of the 26th int conf on very large databasescairo : & hellip ; ,"
40193,"d mekhaldi , d lalanne , r ingold",2004.0,"proceedings of the 12th annual acm international conference & hellip ; ,"
40194,"a kumaran , jr haritsa",,"proc . of 29th vldb conf ,"
40195,"nc abbot , lf stead , ar white , j barnes , e ernst",2000.0,"cochrane database syst rev ,"
40196,el lundelius,,"proc . 21st int . geol . congr. , copenhagen ,"
40197,"j widom , sj finkelstein",,conf . on management of
40198,"t systae , k koskimies , e maekinen",2002.0,"information & software technology ,"
40199,"f xiong , q luo , dj zhao",2005.0,"proceedings of the 14th acm international conference on & hellip ; ,"
40200,s jagannathan,,"parallel environments . technical report lcs-tr 434 ,"
40201,rm cyert,1981.0,"new directions for higher education ,"
40202,ml brodie,1980.0,"vldb ,"
40203,wr stanek,,"pc magazine ,"
40204,"rs andersen , w huber",1988.0,
40205,j richter,1999.0,
40206,"pb gibbons , y matias , v poosala",2002.0,"acm transactions on database systems ,"
40207,"t leighton , cl leiserson , m klugerman",1991.0,
40208,ab knox,1992.0,"new directions for adult and continuing education ,"
40209,"jg march , z shapira",1987.0,"management science ,"
40210,m lyons,2003.0,"bt technology journal ,"
40211,"i ilyas , ra shah",,"proc . of acm sigmod ,"
40212,"p yamashita , j kelseyâ ? ¦",1998.0,"journal of emergency medicine ,"
40213,"lm pelus , h bian , ag king , s fukuda",,
40214,r pdvest,1992.0,
40215,"u glavitsch , p schauble , m wechsler",1994.0,"sigmod record ,"
40216,d saari,1994.0,
40217,"mv russo , pa fouts",1997.0,"the academy of management journal ,"
40218,j hoe,,"technical report , laboratory for computer science , massachusetts"
40219,t skutnabb-kangas,,"unpublished manuscript ,"
40220,"p miller , re swanson , ce heckler",1998.0,"applied mathematics and computer science ,"
40221,r enz,,"zurich , union bank of switzerland ,"
40222,"ld shea , d wang , rt franceschi , dj mooney",,
40223,md soo,1991.0,"acm sigmod record ,"
40224,"e burdet , r siegwart",1994.0,
40225,b chu,,"san diego , calif ,"
40226,j russell,2004.0,
40227,"d stammer , k ueyoshi , c wunsch",,"submitted for publication ,"
40228,"j ormel , t wohlfarth",1991.0,"journal of personality and social psychology ,"
40229,"a homaifar , j turner , s ali",1992.0,"southeastcon &#39; 92 , proceedings. , ieee ,"
40230,cd rutenberg,2000.0,"journal of emergency nursing ,"
40231,"tl anderson , g ariav",1986.0,"proceedings of the 1986 acm sigmod international conference & hellip ; ,"
40232,"n verma , r hendra",,
40233,dl donoho,,
40234,k oehler,,
40235,d simmons,1994.0,"social studies and the young learner ,"
40236,ch weiss,,"new directions for program evaluation , no ,"
40237,"pt beatty , pj ilsley",1992.0,"new directions for adult and continuing education ,"
40238,"dg bobrow , lg demichiel , rp gabriel , se keene , g",1988.0,"acm sigplan notices ,"
40239,"m tresch , mh scholl",1993.0,"sigmod record ,"
40240,a ghan,,"proc of the 1982 vldb conf , mexico city , mexico ,"
40241,"j roschelle , sd teasley",1994.0,"nato asi series f computer and systems sciences ,"
40242,"e levy , h korth , a silberschatz",,"proceedings of the acm sigmod ,"
40243,"v daems , f delvaux , cm huang , yi chang , ch lin , js",1997.0,"information and software technology ,"
40244,mj miller,1993.0,"pc magazine ,"
40245,"tj bergin , rg gibson",1996.0,"history of programming languages -- ii table of contents ,"
40246,"cd poole , ra wanger",,"electronic . lett ,"
40247,do masson,,"phil . mag ,"
40248,"s blau , j rooth , j axell , f hellstrand , m buhrgard",1999.0,"computer networks ,"
40249,w lemahieu,2002.0,"computer networks ,"
40250,"d lomet , b salzberg",,"sigmod record ,"
40251,"c olston , j widom",,"technical report , database group , stanford university ,"
40252,ja kruse,2001.0,"journal of emergency medicine ,"
40253,"gj bex , f neven , j van den bussche",,
40254,"k bohm , k aberer , ej neuhold , x yang",,in vldb
40255,j middleton,1976.0,"new directions for higher education ,"
40256,"hjg van de kant , me boon , dg de rooij",1988.0,"the histochemical journal ,"
40257,j yoon,1999.0,
40258,"ts ignatova , lv uzberg , vn yamov",,"no . i ,"
40259,"a mekkittikul , n mckeown",,"technical report csl-tr-97-747 , stanford university ,"
40260,aj bonner,1999.0,"proc acm sigact sigmod sigart symp princ database syst ,"
40261,ac novello,,"md ,"
40262,n hellas,1983.0,
40263,"a fabrikant , c papadimitriou , k talwar",2003.0,
40264,"lh staib , js duncan",1992.0,"proc . spie ,"
40265,"jt kelly , k anandam",1984.0,"new directions for higher education ,"
40266,"km robinette , h daanen , e paquet",1999.0,"3-d digital imaging and modeling , 1999 . proceedings . second & hellip ; ,"
40267,"k sun , koâ ?? neill , f shubitidze , i shamatava , k",,"submitted for publication ,"
40268,pmt promise,,"tr1043 , demonstration resultsâ ?? swedish test site , karlsson & hellip ; ,"
40269,t fox,,"& hellip ; with : new directions in collaborative teaching , learning ,"
40270,"ml sullivan , cm martinez , ej gallagher",1999.0,"journal of emergency medicine ,"
40271,"jf seara , kh strobl , e martin , g schmidt",,procs . 3rd ieee int . conf . humanoid
40272,g white,2000.0,"bt technology journal ,"
40273,j andreasen,,"new theatre quarterly ,"
40274,"v christophides , s cluet",,"proceedings of acm sigmod conf . on management of data , & hellip ; ,"
40275,"r huebsch , n lanham , b loo , j hellerstein , s",,"proceedings of 29th international conference on very large & hellip ; ,"
40276,"n lynch , k goldman",,"technical report , laboratory of computer science , mit , cambridge"
40277,"w wang , c wang , y zhu , b shi , j pei , x yan , j han",2005.0,"proceedings of the 2005 acm sigmod international conference & hellip ; ,"
40278,"a sontacchi , p majdak , m noisternig , r holdrich",,proc . aes 21st int .
40279,"pb gibbons , ymnsb summary",,"seattle , usa ,"
40280,"f chackett , p walker",,"phil . mag ,"
40281,ca maggi,,"see wood ,"
40282,mm watts,2003.0,"new directions for teaching and learning ,"
40283,"raj gehrke , dgp raghavan",,
40284,"s kashyap , vk garg",2005.0,"proceedings of the 20th ieee/acm international conference on & hellip ; ,"
40285,el groshen,1991.0,"the journal of human resources ,"
40286,"b anindya , chl ong , a rasala , fb shepherd , g",,proc . of acm sigcomm
40287,"o cheong , a efrat , s har-peled",,
40288,"jc coulson , c thomas",,"proc . int . ornithol . congr . berlin ,"
