ref_id,contributors,source_name,pub_yr
2581,"a levy , a rajaraman , j ordille",vldb,1996
2582,"m winslett , x ma , t yu",sigmod record,2003
2583,"a sheth , k kochut , j miller , d worah , s das , c lin , d palaniswami , j lynch , i shevchenko",vldb,1996
2584,j kleewein,vldb,1996
2585,,,2002
2586,"j melton , a eisenberg",sigmod record,2002
2587,"r cochrane , h pirahesh , n mattos",vldb,1996
2588,,,2002
2589,d gawlick,vldb,1996
2590,r snodgrass,sigmod record,2002
2591,n mattos,vldb,1996
2592,"w grosky , d sreenath , f fotouhi",sigmod record,2002
2593,s atal,vldb,1996
2594,"k aberer , p cudrщ-mauroux , m hauswirth",sigmod record,2002
2595,a dasgupta,vldb,1996
2596,b hammond,vldb,1996
2597,"a sheth , r meersman",sigmod record,2002
2598,k aberer,sigmod record,2002
2599,t rengarajan,vldb,1996
2600,"e bertino , c bettini , e ferrari , p samarati",vldb,1996
2601,"p spyns , r meersman , m jarrar",sigmod record,2002
2602,"m rys , m norrie , h schek",vldb,1996
2603,l liu,sigmod record,2002
2604,"s agarwal , r agrawal , p deshpande , a gupta , j naughton , r ramakrishnan , s sarawagi",vldb,1996
2605,"e maximilien , m singh",sigmod record,2002
2606,f cuppens,vldb,1996
2607,"c bussler , d fensel , a maedche",sigmod record,2002
2608,,,2003
2609,c dyreson,vldb,1996
2610,,,2003
2611,"a shukla , p deshpande , j naughton , k ramasamy",vldb,1996
2612,,,2003
2613,"r ramakrishnan , d ram",vldb,1996
2614,"j shafer , r agrawal , m mehta",vldb,1996
2615,,,2003
