publication_id,article_year,journal_title,event_location,contributors
243,1996,lore : a lightweight object repository for semistructured data,international conference on management of data,"dallan quass , jennifer widom , roy goldman , kevin haas , qingshan luo , jason mchugh , svetlozar nestorov , anand rajaraman , hugo rivero , serge abiteboul , jeff ullman , janet wiener"
244,1996,capbased-ams : a capability-based and event-driven activity management system,international conference on management of data,"patrick c. k. hung , helen p. yeung , kamalakar karlapalem"
245,1996,the multiview project : object-oriented view technology and applications,international conference on management of data,"e. a. rundensteiner , h. a. kuno , y.-g . ra , v. crestana-taube , m. c. jones , p. j. marron"
246,1996,metu interoperable database system,international conference on management of data,"asuman dogac , ugur halici , ebru kilic , gokhan ozhan , fatma ozcan , sena nural , cevdet dengi , sema mancuhan , budak arpinar , pinar koksal , cem evrendilek"
247,1996,sonar : system for optimized numeric association rules,international conference on management of data,"takeshi fukuda , yasuhiko morimoto , shinichi morishita , takeshi tokuyama"
248,1996,repository system engineering,international conference on management of data,pillip a. bernstein
249,1996,databases and visualization,international conference on management of data,daniel a. keim
250,1997,"adaptive , fine-grained sharing in a client-server oodbms : a callback-based approach",acm transactions on database systems ( tods ),"markos zaharioudakis , michael j. carey , michael j. franklin"
251,1996,the ins and outs ( and everything in between ) of data warehousing,international conference on management of data,"phil fernandez , donovan schneider"
252,1996,thinksheet : a tool for tailoring complex documents,international conference on management of data,"peter piatko , roman yangarber , daoi lin , dennis shasha"
253,1996,hyperstorm-administering structured documents using object-oriented database technology,international conference on management of data,"klemens b &#246; hm , karl aberer"
254,1996,state of the art in workflow management research and products,international conference on management of data,c. mohan
255,1996,data mining techniques,international conference on management of data,jiawei han
256,2001,minimization of tree pattern queries,international conference on management of data,"sihem amer-yahia , sungran cho , laks v. s. lakshmanan , divesh srivastava"
257,2001,data-driven understanding and refinement of schema mappings,international conference on management of data,"ling ling yan , ren &#233; e j. miller , laura m. haas , ronald fagin"
258,2001,communication-efficient distributed mining of association rules,international conference on management of data,"assaf schuster , ran wolff"
259,2001,selectivity estimation using probabilistic models,international conference on management of data,"lise getoor , benjamin taskar , daphne koller"
260,2001,applying the golden rule of sampling for query estimation,international conference on management of data,"yi-leh wu , divyakant agrawal , amr el abbadi"
261,2001,monitoring xml data on the web,international conference on management of data,"benjamin nguyen , serge abiteboul , gr &#233; gory cobena , miha &#237; preda"
262,2001,on supporting containment queries in relational database management systems,international conference on management of data,"chun zhang , jeffrey naughton , david dewitt , qiong luo , guy lohman"
263,2001,updating xml,international conference on management of data,"igor tatarinov , zachary g. ives , alon y. halevy , daniel s. weld"
264,2001,the nimble integration engine,international conference on management of data,"denise draper , alon y. halevy , daniel s. weld"
265,2001,experiences in mining aviation safety data,international conference on management of data,"zohreh nazeri , eric bloedorn , paul ostwald"
266,2001,catalog management in websphere commerce suite,international conference on management of data,thomas maguire
267,2001,content integration for e-business,international conference on management of data,"michael stonebraker , joseph m. hellerstein"
268,2001,the network is the database : data management for highly distributed systems,international conference on management of data,"julio c. navas , michael wynblatt"
269,2001,enabling dynamic content caching for database-driven web sites,international conference on management of data,"k. sel &#231; uk candan , wen-syan li , qiong luo , wang-pin hsiung , divyakant agrawal"
270,2001,"storhouse metanoia - new applications for database , storage & ; data warehousing",international conference on management of data,"felipe cari &#241; o , jr. , pekka kostamaa , art kaufmann , john burgess"
271,2001,reconciling schemas of disparate data sources : a machine-learning approach,international conference on management of data,"anhai doan , pedro domingos , alon y. halevy"
272,2001,review : a real-time virtual walkthrough system,international conference on management of data,"l. shou , c. h. chionh , z. huang , y. ruan , kian-lee tan"
273,2001,kweelt : more than just yet another framework to query xml !,international conference on management of data,arnaud sahuguet
274,2001,dissemination of dynamic data,international conference on management of data,"pavan deolasee , amol katkar , ankur panchbudhe , krithi ramamritham , prashant shenoy"
275,2001,"cosima - your smart , speaking e-salesperson",international conference on management of data,"werner kie &#946; ling , stefan holland , stefan fischer , thorsten ehm"
276,2001,exploiting constraint-like data characterizations in query optimization,international conference on management of data,"parke godfrey , jarek gryz , calisto zuzarte"
277,2001,fast-start : quick fault recovery in oracle,international conference on management of data,"tirthankar lahiri , amit ganesh , ron weiss , ashok joshi"
278,2001,"data management : lasting impact on wild , wild , web",international conference on management of data,reed m. meseck
279,2001,orthogonal optimization of subqueries and aggregation,international conference on management of data,"c &#233; sar galindo-legaria , milind joshi"
280,2001,materialized view and index selection tool for microsoft sql server 2000,international conference on management of data,"sanjay agrawal , surajit chaudhuri , vivek narasayya"
281,2001,the prototype of the dare system,international conference on management of data,"tiziana catarci , giuseppe santucci"
282,2001,"sangam - a solution to support multiple data models , their mappings and maintenance",international conference on management of data,"kajal t. claypool , elke a. rundensteiner , xin zhang , su hong , harumi kuno , wang-chien lee , gail mitchell"
283,2001,clio : a semi-automatic tool for schema mapping,international conference on management of data,"mauricio a. hern &#225; ndez , ren &#233; e j. miller , laura m. haas"
284,2001,ominisearch : a method for searching dynamic content on the web,international conference on management of data,"david buttler , ling liu , calton pu , henrique paques , wei han , wei tang"
285,2001,securing xml documents : the author-x project demonstration,international conference on management of data,"elisa bertino , silvana castano , elena ferrari"
286,2001,monitoring business processes through event correlation based on dependency model,international conference on management of data,"asaf adii , david botzer , opher etzion , tali yatzkar-haham"
287,2001,vqbd : exploring semistructured data,international conference on management of data,"sudarshan s. chawathe , thomas baby , jihwang yoo"
288,2001,mining needle in a haystack : classifying rare classes via two-phase rule induction,international conference on management of data,"mahesh v. joshi , ramesh c. agarwal , vipin kumar"
289,2001,data bubbles : quality preserving performance boosting for hierarchical clustering,international conference on management of data,"markus m. breunig , hans-peter kriegel , peer kr &#246; ger , j &#246; rg sander"
290,2001,filtering algorithms and implementation for very fast publish/subscribe systems,international conference on management of data,"fran &#231; oise fabret , h. arno jacobsen , fran &#231; ois llirbat , jo &#259; o pereira , kenneth a. ross , dennis shasha"
291,2001,efficient evaluation of xml middle-ware queries,international conference on management of data,"mary fernandez , atsuyuki morishima , dan suciu"
292,2001,bit-sliced index arithmetic,international conference on management of data,"denis rinfret , patrick o'neil , elizabeth o'neil"
293,2001,outlier detection for high dimensional data,international conference on management of data,"charu c. aggarwal , philip s. yu"
294,2001,"probe , count , and classify : categorizing hidden web databases",international conference on management of data,"panagiotis g. ipeirotis , luis gravano , mehran sahami"
295,2001,space-efficient online computation of quantile summaries,international conference on management of data,"michael greenwald , sanjeev khanna"
296,2001,efficient and effective metasearch for text databases incorporating linkages among documents,international conference on management of data,"clement yu , weiyi meng , wensheng wu , king-lup liu"
297,2001,automatic segmentation of text into structured records,international conference on management of data,"vinayak borkar , kaustubh deshmukh , sunita sarawagi"
298,2001,stholes : a multidimensional workload-aware histogram,international conference on management of data,"nicolas bruno , surajit chaudhuri , luis gravano"
299,2001,independence is good : dependency-based histogram synopses for high-dimensional data,international conference on management of data,"amol deshpande , minos garofalakis , rajeev rastogi"
300,2001,optimizing multidimensional index trees for main memory access,international conference on management of data,"kihong kim , sang k. cha , keunjoo kwon"
301,2001,adaptable query optimization and evaluation in temporal middleware,international conference on management of data,"giedrius slivinskas , christian s. jensen , richard thomas snodgrass"
302,2001,main-memory index structures with fixed-size partial keys,international conference on management of data,"philip bohannon , peter mcllroy , rajeev rastogi"
303,2001,locally adaptive dimensionality reduction for indexing large time series databases,international conference on management of data,"eamonn keogh , kaushik chakrabarti , michael pazzani , sharad mehrotra"
304,2001,query optimization in compressed database systems,international conference on management of data,"zhiyuan chen , johannes gehrke , flip korn"
305,2001,spartan : a model-based semantic compression system for massive data tables,international conference on management of data,"shivnath babu , minos garofalakis , rajeev rastogi"
306,2001,"a robust , optimization-based approach for approximate answering of aggregate queries",international conference on management of data,"surajit chaudhuri , gautam das , vivek narasayya"
307,2001,materialized view selection and maintenance using multi-query optimization,international conference on management of data,"hoshi mistry , prasan roy , s. sudarshan , krithi ramamritham"
308,2001,global optimization of histograms,international conference on management of data,"h. v. jagadish , hui jin , beng chin ooi , kian-lee tan"
309,2001,improving index performance through prefetching,international conference on management of data,"shimin chen , phillip b. gibbons , todd c. mowry"
310,2001,efficient and tumble similar set retrieval,international conference on management of data,"aristides gionis , dimitrios gunopulos , nick koudas"
311,2001,prefer : a system for the efficient execution of multi-parametric ranked queries,international conference on management of data,"vagelis hristidis , nick koudas , yannis papakonstantinou"
312,2001,proxy-server architectures for olap,international conference on management of data,"panos kalnis , dimitris papadias"
313,2001,epsilon grid order : an algorithm for the similarity join on massive high-dimensional data,international conference on management of data,"christian b &#246; hm , bernhard braunm &#252; ller , florian krebs , hans-peter kriegel"
314,2001,modeling high-dimensional index structures using sampling,international conference on management of data,"christian a. lang , ambuj k. singh"
315,2001,progressive approximate aggregate queries with a multi-resolution tree structure,international conference on management of data,"iosif lazaridis , sharad mehrotra"
316,2001,generating efficient plans for queries using views,international conference on management of data,"foto n. afrati , chen li , jeffrey d. ullman"
317,2001,"optimizing queries using materialized views : a practical , scalable solution",international conference on management of data,"jonathan goldstein , per - &#197; ke larson"
318,2001,dynamic buffer allocation in video-on-demand systems,international conference on management of data,"sang-ho lee , kyu-young whang , yang-sae moon , il-yeol song"
319,2001,adaptive precision setting for cached approximate values,international conference on management of data,"chris olston , boon thau loo , jennifer widom"
320,1996,"database research at the indian institute of technology , bombay",acm sigmod record,"d. b. phatak , n. l. sarda , s. seshadri , s. sudarshan"
321,1996,object query standards,acm sigmod record,andrew e. wade
322,1996,lifestreams : a storage model for personal data,acm sigmod record,"eric freeman , david gelernter"
323,1996,database research at arizona state university,acm sigmod record,"susan d. urban , suzanne w. dietrich , forouzan golshani"
324,2001,applying an update method to a set of receivers,acm transactions on database systems ( tods ),"marc andries , luca cabibbo , jan paredaens , jan van den bussche"
325,1996,"shutdown , budget , and funding",acm sigmod record,xiaolei qian
326,1996,mqseries and cics link for lotus notes,acm sigmod record,lotus development corp.
327,1996,an illustra technical white paper,acm sigmod record,john gaffney
328,2001,data mining with optimized two-dimensional association rules,acm transactions on database systems ( tods ),"takeshi fukuda , yasuhiko morimoto , shimichi morishita , takeshi tokuyama"
329,2001,querying atsql databases with temporal logic,acm transactions on database systems ( tods ),"jan chomicki , david toman , michael h. b &#246; hlen"
330,2001,i/o reference behavior of production database workloads and the tpc benchmarks-an analysis at the logical level,acm transactions on database systems ( tods ),"windsor w. hsu , alan jay smith , honesty c. young"
331,2001,"probabilistic temporal databases , i : algebra",acm transactions on database systems ( tods ),"alex dekhtyar , robert ross , v. s. subrahmanian"
332,2001,answering queries with useful bindings,acm transactions on database systems ( tods ),"chen li , edward chang"
333,2001,probabilistic object bases,acm transactions on database systems ( tods ),"thomas eiter , james j. lu , thomas lukasiewicz , v. s. subrahmanian"
334,1998,reminiscences in influential papers,acm sigmod record,richard snodgrass
335,2001,flexible support for multiple access control policies,acm transactions on database systems ( tods ),"sushil jajodia , pierangela samarati , maria luisa sapino , v. s. subrahmanian"
336,2001,multiway spatial joins,acm transactions on database systems ( tods ),"nikos mamoulis , dimitris papadias"
337,2001,schemasql : an extension to sql for multidatabase interoperability,acm transactions on database systems ( tods ),"laks v. s. lakshmanan , fereidoon sadri , subbu n. subramanian"
338,2001,an extension of the relational data model to incorporate ordered domains,acm transactions on database systems ( tods ),wilfred ng
339,2001,a case for dynamic view management,acm transactions on database systems ( tods ),"yannis kotidis , nick roussopoulos"
340,2002,distributed query evaluation on semistructured data,acm transactions on database systems ( tods ),dan suciu
341,2002,atomicity and isolation for transactional processes,acm transactions on database systems ( tods ),"heiko schuldt , gustavo alonso , catriel beeri , hans-j &#246; rg schek"
342,2001,editorial,acm transactions on database systems ( tods ),richard snodgrass
343,2001,editorial,acm transactions on database systems ( tods ),richard snodgrass
344,2002,data management issues in electronic commerce : guest editor 's introduction,acm sigmod record,asuman dogac
345,2002,the design and performance evaluation of alternative xml storage strategies,acm sigmod record,"feng tian , david j. dewitt , jianjun chen , chun zhang"
346,2002,a logical foundation for deductive object-oriented databases,acm transactions on database systems ( tods ),"mengchi liu , gillian dobbie , tok wang ling"
347,2002,data management issues in electronic commerce,acm sigmod record,asuman dogac
348,2002,an active functionality service for e-business applications,acm sigmod record,"m. cilia , a. p. buchmann"
349,2002,contracting in the days of ebusiness,acm sigmod record,"w. h &#252; mmer , w. lehner , h. wedekind"
350,2002,supporting global user profiles through trusted authorities,acm sigmod record,ibrahim cingil
351,2002,the n-tier hub technology,acm sigmod record,"rainer a. sommer , thomas r. gulledge , david bailey"
352,2001,snowball : a prototype system for extracting relations from large text collections,international conference on management of data,"eugene agichtein , luis gravano , jeff pavel , viktoriya sokolova , aleksandr voskoboynik"
353,2001,"fault-tolerant , load-balancing queries in telegraph",international conference on management of data,"mehul a. shah , sirish chandrasekaran"
354,2001,spatial data management for computer aided design,international conference on management of data,"hans-peter kriegel , andreas m &#252; ller , marco p &#246; tke , thomas seidl"
355,2001,pbir - perception-based image retrieval,international conference on management of data,"edward chang , kwang-ting cheng , lihyuarn l. chang"
356,2001,dynamic content acceleration : a caching solution to enable scalable dynamic web page generation,international conference on management of data,"anindya datta , kaushik dutta , krithi ramamritham , helen thomas , debra vandermeer"
357,2001,retina : a real-time traffic navigation system,international conference on management of data,"kam-yiu lam , edward chan , tei-wei kuo , s. w. ng , dick hung"
358,2001,dna-miner : a system prototype for mining dna sequences,international conference on management of data,"jiawei han , hasan jamil , ying lu , liangyou chen , yaqin liao , jian pei"
359,2001,lots o'ticks : real time high performance time series queries on billions of trades and quotes,international conference on management of data,"arthur whitney , dennis shasha"
360,2001,xml data management ( panel session ) : go native or spruce up relational systems ?,international conference on management of data,"per - &#197; ke larson , dana florescu , goetz graefe , guido moerkotte , hamid pirahesh , harald sch &#246; ning"
361,2001,dyda : data warehouse maintenance in fully concurrent environments,international conference on management of data,"jun chen , xin zhang , songting chen , andreas koeller , elke a. rundensteiner"
362,2001,application servers ( panel session ) : born-again tp monitors for the web,international conference on management of data,"c. mohan , larry cable , matthieu devin , scott dietzen , pat helland , dan wolfson"
363,2001,will database researchers have any role in data security ? ( panel session ),international conference on management of data,"arnon rosenthal , klaus dittrich , jim donahue , bill maimone"
364,2001,time series similarity measures and time series indexing ( abstract only ),international conference on management of data,"dimitrios gunopulos , gautam das"
365,2001,online query processing : a tutorial,international conference on management of data,"peter j. haas , joseph m. hellerstein"
366,2001,models and languages for describing and discovering e-services,international conference on management of data,"fabio casati , ming-chien shan"
367,2001,semantic b2b integration,international conference on management of data,christoph bussler
368,2001,standard for multimedia databases,international conference on management of data,john r. smith
369,2000,temporal statement modifiers,acm transactions on database systems ( tods ),"michael h. b &#246; hlen , christian s. jensen , richard thomas snodgrass"
370,2000,optimizing object queries using an effective calculus,acm transactions on database systems ( tods ),"leonidas fegaras , david maier"
371,2000,cache investment : integrating query optimization and distributed data placement,acm transactions on database systems ( tods ),"donald kossmann , michael j. franklin , gerhard drasch , wig ag"
372,1996,advances in real-time database systems research,acm sigmod record,azer bestavros
373,1996,"integrating temporal , real-time , an active databases",acm sigmod record,"krithi ramamritham , raju sivasankaran , john a. stankovic , don t. towsley , ming xiong"
374,1996,real-time index concurrency control,acm sigmod record,"jayant r. haritsa , s. seshadri"
375,1996,real-time database - similarity and resource scheduling,acm sigmod record,"tei-wei kuo , aloysius k. mok"
376,1996,exploiting main memory dbms features to improve real-time concurrency control protocols,acm sigmod record,"&#214; zg &#252; r ulusoy , alejandro buchmann"
377,1996,enhancing external consistency in real-time transactions,acm sigmod record,"kwei-jay lin , ching-shan peng"
378,1996,improving timeliness in real-time secure database systems,acm sigmod record,"sang h. son , rasikan david , bhavani thuraisingham"
379,1996,deeds towards a distributed and active real-time database system,acm sigmod record,"s. f. andler , j. hansson , j. eriksson , j. mellin , m. berndtsson , b. eftring"
380,1996,overview of the stanford real-time information processor ( strip ),acm sigmod record,"brad adelberg , ben kao , hector garcia-molina"
381,1996,database research : achievements and opportunities into the 1st century,acm sigmod record,"avi silberschatz , mike stonebraker , jeff ullman"
382,1996,workshop report : the first international workshop on active and real-time database systems ( artdb-95 ),acm sigmod record,"mikael berndtsson , j &#246; rgen hansson"
383,1996,integrating contents and structure in text retrieval,acm sigmod record,"ricardo baeza-yates , gonzalo navarro"
384,2000,lambda-db : an odmg-based object-oriented dbms,international conference on management of data,"leonidas fegaras , chandrasekhar srinivasan , arvind rajendran , david maier"
385,2000,an approximate search engine for structural databases,international conference on management of data,"jason t. l. wang , xiong wang , dennis shasha , bruce a. shapiro , kaizhong zhang , qicheng ma , zasha weinberg"
386,2000,research issues in moving objects databases ( tutorial session ),international conference on management of data,ouri wolfson
387,2000,self-organizing data sharing communities with sagres,international conference on management of data,"zachary ives , alon levy , jayant madhavan , rachel pottinger , stefan saroiu , igor tatarinov , shiori betzler , qiong chen , ewa jaslikowska , jing su , wai tak theodora yeung"
388,2000,data access ( tutorial session ),international conference on management of data,"jos &#233; a. blakeley , anand deshpande"
389,2000,ldap directory services - just another database application ? ( tutorial session ),international conference on management of data,"shridhar shukla , anand deshpande"
390,2000,designing an ultra highly available dbms ( tutorial session ),international conference on management of data,"svein erik bratsberg , &#216; ystein torbj &#248; rnsen"
391,2000,"data management in ecommerce ( tutorial session ) : the good , the bad , and the ugly",international conference on management of data,avigdor gal
392,2000,application architecture ( panel session ) : 2tier or 3tier ? what is dbms 's role ?,international conference on management of data,anil k. nori
393,2000,of xml and databases ( panel session ) : where 's the beef ?,international conference on management of data,"jennifer widom , adam bosworth , bruce lindsay , michael stonebraker , dan suciu"
394,2000,from browsing to interacting : dbms support for responsive websites,international conference on management of data,raghu ramakrishnan
395,2000,index research ( panel session ) : forest or trees ?,international conference on management of data,"joseph m. hellerstein , hans-peter kriegel , david comet , christos falsutsos , raghu ramakrishnan , paul brown"
396,2000,sqlem : fast clustering in sql using the em algorithm,international conference on management of data,"carlos ordonez , paul cereghini"
397,2000,anatomy of a real e-commerce system,international conference on management of data,anant jhingran
398,2000,handling very large databases with informix extended parallel server,international conference on management of data,andreas weininger
399,2000,internet traffic warehouse,international conference on management of data,"chung-min chen , munir cochinwala , claudio petrone , marc pucci , sunil samtani , patrizia santa"
400,2000,disima : a distributed and interoperable image database system,international conference on management of data,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao"
401,2000,integrating replacement policies in storm : an extensible approach,international conference on management of data,"chong leng goh , beng chin ooi , stephane bressan , kian-lee tan"
402,2000,spire : a progressive content-based spatial image retrieval engine,international conference on management of data,"chung-sheng li , lawrence d. bergman , yuan-chi chang , vittorio castelli , john r. smith"
403,2000,aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems,international conference on management of data,"ling liu , calton pu , david buttler , wei han , henrique paques , wei tang"
404,2000,tip : a temporal extension to informix,international conference on management of data,"jun yang , huacheng c. ying , jennifer widom"
405,2000,a goal-driven auto-configuration tool for the distributed workflow management system mentorlite,international conference on management of data,"michael gillmann , jeanine weissenfels , german shegalov , wolfgang wonner , gerhard weikum"
406,2000,mocha : a database middleware system featuring automatic deployment of application-specific functionality,international conference on management of data,"manuel rodr &#237; guez-mart &#237; nez , nick roussopoulos , john m. mcgann , stephen kelley , vadim katz , zhexuan song , joseph j &#225; j &#225;"
407,2000,image mining in iris : integrated retinal information system,international conference on management of data,"wynne hsu , mong li lee , kheng guan goh"
408,2000,towards data mining benchmarking : a test bed for performance study of frequent pattern mining,international conference on management of data,"jian pei , runying mao , kan hu , hua zhu"
409,2000,concept based design of data warehouses : the dwq demonstrators,international conference on management of data,"m. jarke , c. quix , d. calvanese , m. lenzerini , e. franconi , s. ligoudistianos , p. vassiliadis , y. vassiliou"
410,2000,ajax : an extensible data cleaning tool,international conference on management of data,"helena galhardas , daniela florescu , dennis shasha , eric simon"
411,2000,"i3 : intelligent , interactive investigation of olap data cubes",international conference on management of data,"sunita sarawagi , gayatri sathe"
412,2000,javax.xxl : a prototype for a library of query processing algorithms,international conference on management of data,"jochen van den bercken , jens-peter dittrich , bernhard seeger"
413,2000,fact : a learning based web query processing system,international conference on management of data,"songting chen , yanlei diao , hongjun lu , zengping tian"
414,2000,homer : a model-based case tool for data-intensive web sites,international conference on management of data,"paolo merialdo , paolo atzeni , marco magnante , giansalvatore mecca , marco pecorone"
415,2000,serfing the web : web site management made easy,international conference on management of data,"elke a. rundensteiner , kajal t. claypool , li chen , hong su , keiji oenoki"
416,2000,webview materialization,international conference on management of data,"alexandros labrinidis , nick roussopoulos"
417,2000,niagaracq : a scalable continuous query system for internet databases,international conference on management of data,"jianjun chen , david j. dewitt , feng tian , yuan wang"
418,2000,the onion technique : indexing for linear optimization queries,international conference on management of data,"yuan-chi chang , lawrence bergman , vittorio castelli , chung-sheng li , ming-ling lo , john r. smith"
419,2000,on effective multi-dimensional indexing for strings,international conference on management of data,"h. v. jagadish , nick koudas , divesh srivastava"
420,2000,a data model and data structures for moving objects databases,international conference on management of data,"luca forlizzi , ralf hartmut g &#252; ting , enrico nardelli , markus schneider"
421,2000,indexing the positions of continuously moving objects,international conference on management of data,"simonas &#352; altenis , christian s. jensen , scott t. leutenegger , mario a. lopez"
422,2000,adaptive multi-stage distance join processing,international conference on management of data,"hyoseop shin , bongki moon , sukho lee"
423,2000,finding replicated web collections,international conference on management of data,"junghoo cho , narayanan shivakumar , hector garcia-molina"
424,2000,a chase too far ?,international conference on management of data,"lucian popa , alin deutsch , arnaud sahuguet , val tannen"
425,2000,wsq/dsq : a practical approach for combined querying of databases and the web,international conference on management of data,"roy goldman , jennifer widom"
426,2000,a framework for expressing and combining preferences,international conference on management of data,"rakesh agrawal , edward l. wimmers"
427,2000,microsoft terraserver : a spatial data warehouse,international conference on management of data,"tom barclay , jim gray , don slutz"
428,2000,towards self-tuning data placement in parallel database systems,international conference on management of data,"mong li lee , masaru kitsuregawa , beng chin ooi , kian-lee tan , anirban mondal"
429,2000,lh * rs : a high-availability scalable distributed data structure using reed solomon codes,international conference on management of data,"witold litwin , thomas schwarz"
430,2000,efficient and extensible algorithms for multi query optimization,international conference on management of data,"prasan roy , s. seshadri , s. sudarshan , siddhesh bhobe"
431,2000,eddies : continuously adaptive query processing,international conference on management of data,"ron avnur , joseph m. hellerstein"
432,2000,dlfm : a transactional resource manager,international conference on management of data,"hui-i hsiao , inderpal narang"
433,2000,going beyond personalization : rule engines at work,international conference on management of data,eric kintzer
434,2000,indexing images in oracle8i,international conference on management of data,"melliyal annamalai , rajiv chopra , samuel defazio , susan mavris"
435,2000,online index rebuild,international conference on management of data,"nagavamsi ponnekanti , hanuma kodavalla"
436,2000,maintenance of cube automatic summary tables,international conference on management of data,"wolfgang lehner , richard sidle , hamid pirahesh , roberta wolfgang cochrane"
437,2000,benchmarking queries over trees : learning the hard truth the hard way,international conference on management of data,"fanny wattez , sophie cluet , v &#233; ronique benzaken , guy ferran , christian fiegel"
438,2000,expressing business rules,international conference on management of data,ronald g. ross
439,2000,challenges in automating declarative business rules to enable rapid business response,international conference on management of data,val huber
440,2000,making b + - trees cache conscious in main memory,international conference on management of data,"jun rao , kenneth a. ross"
441,2000,approximating multi-dimensional aggregate range queries over real attributes,international conference on management of data,"dimitrios gunopulos , george kollios , vassilis j. tsotras , carlotta domeniconi"
442,2000,"counting , enumerating , and sampling of execution plans in a cost-based query optimizer",international conference on management of data,"florian waas , c &#233; sar galindo-legaria"
443,2000,congressional samples for approximate answering of group-by queries,international conference on management of data,"swarup acharya , phillip b. gibbons , viswanath poosala"
444,2000,efficient algorithms for mining outliers from large data sets,international conference on management of data,"sridhar ramaswamy , rajeev rastogi , kyuseok shim"
445,2000,efficient and cost-effective techniques for browsing and indexing large video databases,international conference on management of data,"junghwan oh , kien a. hua"
446,2000,designing and mining multi-terabyte astronomy archives : the sloan digital sky survey,international conference on management of data,"alexander s. szalay , peter z. kunszt , ani thakar , jim gray , don slutz , robert j. brunner"
447,2000,privacy-preserving data mining,international conference on management of data,"rakesh agrawal , ramakrishnan srikant"
448,2000,using quantitative information for efficient association rule generation,acm sigmod record,"b. p &#244; ssas , m. carvalho , r. resende , w. meita , jr."
449,2000,object database evolution using separation of concerns,acm sigmod record,"awais rashid , peter sawyer"
450,2000,report on the vldb workshop on technologies for e-services ( tes ),acm sigmod record,"fabio casati , umesh dayal , ming-chien shan"
451,2000,research and practice in federated information systems,acm sigmod record,"w. hasselbring , w.-j . van den heuvel , g. j. houben , r.-d . kutsche , b. rieger , m. roantree , k. subieta"
452,2000,moving up the food chain : supporting e-commerce applications on databases,acm sigmod record,anant jhingran
453,2000,a vision for management of complex models,acm sigmod record,"phillip a. bernstein , alon y. halevy , rachel a. pottinger"
454,2000,cache invalidation scheme for mobile computing systems with real-time data,acm sigmod record,"joe chun-hung yuen , edward chan , kam-yiu lam , h. w. leung"
455,2000,theory of answering queries using views,acm sigmod record,alon y. halevy
456,2000,metadata standards for data warehousing : open information model vs. common warehouse metadata,acm sigmod record,"thomas vetterli , anca vaduva , martin staudt"
457,2000,comparative analysis of six xml schema languages,acm sigmod record,"dongwon lee , wesley w. chu"
