song_id,paid_amount,copyright_text,publication_date,album,creator,genre_class,song_duration,song_label
4526,Album Only,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,,Made In the A.M.,One Direction,"Pop , Music",--,Track 13
4527,Pre-Order Only,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,,Made In the A.M. ( Deluxe Edition ),One Direction,"Pop , Music",--,TBC Video 2
4528,$ 1.29,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,17-Nov-14,FOUR ( Ultimate Edition ),One Direction,"Pop , Music",3:18,Act My Age
4529,$ 1.29,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,17-Nov-14,FOUR ( Ultimate Edition ),One Direction,"Pop , Music",3:18,Act My Age
4530,$ 1.29,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,17-Nov-14,FOUR ( Ultimate Edition ),One Direction,"Pop , Music",3:18,Act My Age
4531,$ 1.29,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,17-Nov-14,FOUR ( Ultimate Edition ),One Direction,"Pop , Music",3:18,Act My Age
4532,$ 1.29,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,17-Nov-14,FOUR ( Ultimate Edition ),One Direction,"Pop , Music",3:18,Act My Age
4533,$ 1.29,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,17-Nov-14,FOUR ( Ultimate Edition ),One Direction,"Pop , Music",3:18,Act My Age
4534,$ 1.29,2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,17-Feb-13,One Way or Another ( Teenage Kicks ) - Single,One Direction,"Pop , Music , Rock , Dance , Pop/Rock , Teen Pop",2:37,One Way or Another ( Teenage Kicks )
4535,$ 1.29,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,17-Nov-14,FOUR ( Ultimate Edition ),One Direction,"Pop , Music",3:18,Act My Age
4536,$ 1.29,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,17-Nov-14,FOUR ( Ultimate Edition ),One Direction,"Pop , Music",3:18,Act My Age
4537,Pre-Order Only,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,,Made In the A.M. ( Deluxe Edition ),One Direction,"Pop , Music",--,TBC Video 2
4538,Pre-Order Only,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,,Made In the A.M. ( Deluxe Edition ),One Direction,"Pop , Music",--,TBC Video 2
4539,$ 1.29,2002 Capitol Records Nashville,4-Oct-02,Golden Road,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",8:31,You 're Not My God
4540,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:52,Heart Like Mine
4541,$ 1.29,2002 Capitol Records Nashville,4-Oct-02,Golden Road,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",8:31,You 're Not My God
4542,$ 1.29,1999 Capitol Records Nashville,19-Oct-99,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:51,I Thought You Knew
4543,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:52,Heart Like Mine
4544,$ 1.29,2004 Capitol Records Nashville,21-Sep-04,Be Here,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",2:49,These Are the Days
4545,Album Only,"2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",31-Mar-09,Defying Gravity,Keith Urban,"Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock",--,Booklet - Defying Gravity
4546,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse ( Deluxe Version ),Keith Urban,"Country , Music",3:06,Lucky Charm
4547,$ 1.29,1997 Capitol Nashville,1997,In the Ranch,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:46,Billy
4548,$ 1.29,2008 Sony Music Entertainment,3-Nov-08,Play,Brad Paisley,"Country , Music , Urban Cowboy , Contemporary Country",5:02,Waitin ' On a Woman ( with Andy Griffith )
4549,$ 1.29,"2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",10-Oct-06,"Love , Pain & the Whole Crazy Thing",Keith Urban,"Country , Music , Contemporary Country , Honky Tonk",5:28,Slow Turning
4550,$ 1.29,"2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",10-Oct-06,"Love , Pain & the Whole Crazy Thing",Keith Urban,"Country , Music , Contemporary Country , Honky Tonk",5:28,Slow Turning
4551,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse ( Deluxe Version ),Keith Urban,"Country , Music",3:06,Lucky Charm
4552,$ 1.29,2002 Capitol Records Nashville,4-Oct-02,Golden Road,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",8:31,You 're Not My God
4553,$ 1.29,2002 Capitol Records Nashville,4-Oct-02,Golden Road,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",8:31,You 're Not My God
4554,Album Only,"2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",31-Mar-09,Defying Gravity,Keith Urban,"Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock",--,Booklet - Defying Gravity
4555,$ 1.29,1999 Capitol Records Nashville,19-Oct-99,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:51,I Thought You Knew
4556,$ 1.29,1999 Capitol Records Nashville,19-Oct-99,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:51,I Thought You Knew
4557,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:52,Heart Like Mine
4558,$ 1.29,2004 Capitol Records Nashville,21-Sep-04,Be Here,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",2:49,These Are the Days
4559,$ 1.29,2004 Capitol Records Nashville,21-Sep-04,Be Here,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",2:49,These Are the Days
4560,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse ( Deluxe Version ),Keith Urban,"Country , Music",3:06,Lucky Charm
4561,Album Only,"2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",31-Mar-09,Defying Gravity,Keith Urban,"Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock",--,Booklet - Defying Gravity
4562,Album Only,"2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",31-Mar-09,Defying Gravity,Keith Urban,"Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock",--,Booklet - Defying Gravity
4563,$ 1.29,2004 Capitol Records Nashville,21-Sep-04,Be Here,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",2:49,These Are the Days
4564,$ 1.29,2004 Capitol Records Nashville,21-Sep-04,Be Here,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",2:49,These Are the Days
4565,$ 1.29,2004 Capitol Records Nashville,21-Sep-04,Be Here,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",2:49,These Are the Days
4566,$ 1.29,"2015 Mercury Records , a Division of UMG Recordings , Inc.",7-Aug-15,Gas Monkey Garage : Let 's Ride,Keith Urban,"Country , Music",3:48,Days Go By
4567,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse ( Deluxe Version ),Keith Urban,"Country , Music",3:06,Lucky Charm
4568,Album Only,"2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",31-Mar-09,Defying Gravity,Keith Urban,"Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock",--,Booklet - Defying Gravity
4569,Album Only,"2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",31-Mar-09,Defying Gravity,Keith Urban,"Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock",--,Booklet - Defying Gravity
4570,$ 1.29,1999 Capitol Records Nashville,19-Oct-99,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:51,I Thought You Knew
4571,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse ( Deluxe Version ),Keith Urban,"Country , Music",3:06,Lucky Charm
4572,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:52,Heart Like Mine
4573,$ 1.29,2002 Capitol Records Nashville,4-Oct-02,Golden Road,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",8:31,You 're Not My God
4574,$ 1.29,"2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",10-Oct-06,"Love , Pain & the Whole Crazy Thing",Keith Urban,"Country , Music , Contemporary Country , Honky Tonk",5:28,Slow Turning
4575,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse ( Deluxe Version ),Keith Urban,"Country , Music",3:06,Lucky Charm
4576,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse ( Deluxe Version ),Keith Urban,"Country , Music",3:06,Lucky Charm
4577,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse ( Deluxe Version ),Keith Urban,"Country , Music",3:06,Lucky Charm
4578,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse ( Deluxe Version ),Keith Urban,"Country , Music",3:06,Lucky Charm
4579,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:52,Heart Like Mine
4580,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:52,Heart Like Mine
4581,$ 1.29,"2012 Relativity Music Group , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by EMI Label Services ,",24-Aug-12,For You - Single,Keith Urban,"Country , Music , Rock",4:49,For You
4582,$ 1.29,"2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",10-Oct-06,"Love , Pain & the Whole Crazy Thing",Keith Urban,"Country , Music , Contemporary Country , Honky Tonk",5:28,Slow Turning
4583,$ 1.29,"2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",10-Oct-06,"Love , Pain & the Whole Crazy Thing",Keith Urban,"Country , Music , Contemporary Country , Honky Tonk",5:28,Slow Turning
4584,$ 1.29,1997 Capitol Nashville,1997,In the Ranch,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:46,Billy
4585,$ 1.29,1997 Capitol Nashville,1997,In the Ranch,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:46,Billy
4586,$ 1.29,1997 Capitol Nashville,1997,In the Ranch,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:46,Billy
4587,$ 1.29,1997 Capitol Nashville,1997,In the Ranch,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:46,Billy
4588,$ 1.29,1997 Capitol Nashville,1997,In the Ranch,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:46,Billy
4589,$ 1.29,1997 Capitol Nashville,1997,In the Ranch,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:46,Billy
4590,$ 1.29,1997 Capitol Nashville,1997,In the Ranch,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:46,Billy
4591,$ 1.29,1997 Capitol Nashville,1997,In the Ranch,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:46,Billy
4592,$ 1.29,1997 Capitol Nashville,1997,In the Ranch,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:46,Billy
4593,$ 1.29,1997 Capitol Nashville,1997,In the Ranch,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:46,Billy
4594,$ 1.29,2004 Capitol Records Nashville,21-Sep-04,Be Here,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",2:49,These Are the Days
4595,$ 1.29,2004 Capitol Records Nashville,21-Sep-04,Be Here,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",2:49,These Are the Days
4596,$ 1.29,2004 Capitol Records Nashville,21-Sep-04,Be Here,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",2:49,These Are the Days
4597,$ 1.29,2004 Capitol Records Nashville,21-Sep-04,Be Here,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",2:49,These Are the Days
4598,$ 1.29,2004 Capitol Records Nashville,21-Sep-04,Be Here,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",2:49,These Are the Days
4599,$ 1.29,2002 Capitol Records Nashville,4-Oct-02,Golden Road,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",8:31,You 're Not My God
4600,$ 1.29,2002 Capitol Records Nashville,4-Oct-02,Golden Road,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",8:31,You 're Not My God
4601,$ 1.29,2002 Capitol Records Nashville,4-Oct-02,Golden Road,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",8:31,You 're Not My God
4602,$ 1.29,2002 Capitol Records Nashville,4-Oct-02,Golden Road,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",8:31,You 're Not My God
4603,$ 1.29,2002 Capitol Records Nashville,4-Oct-02,Golden Road,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",8:31,You 're Not My God
4604,Album Only,"2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",31-Mar-09,Defying Gravity,Keith Urban,"Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock",--,Booklet - Defying Gravity
4605,Album Only,"2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",31-Mar-09,Defying Gravity,Keith Urban,"Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock",--,Booklet - Defying Gravity
4606,Album Only,"2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",31-Mar-09,Defying Gravity,Keith Urban,"Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock",--,Booklet - Defying Gravity
4607,$ 1.29,1999 Capitol Records Nashville,19-Oct-99,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:51,I Thought You Knew
4608,$ 1.29,1999 Capitol Records Nashville,19-Oct-99,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:51,I Thought You Knew
4609,$ 1.29,1999 Capitol Records Nashville,19-Oct-99,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:51,I Thought You Knew
4610,$ 1.29,1999 Capitol Records Nashville,19-Oct-99,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:51,I Thought You Knew
4611,$ 1.29,1999 Capitol Records Nashville,19-Oct-99,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:51,I Thought You Knew
4612,$ 1.29,1999 Capitol Records Nashville,19-Oct-99,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:51,I Thought You Knew
4613,$ 1.29,1999 Capitol Records Nashville,19-Oct-99,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:51,I Thought You Knew
4614,$ 1.29,1999 Capitol Records Nashville,19-Oct-99,Keith Urban,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:51,I Thought You Knew
4615,$ 1.29,1997 Capitol Nashville,1997,In the Ranch,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:46,Billy
4616,$ 1.29,1997 Capitol Nashville,1997,In the Ranch,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:46,Billy
4617,$ 1.29,1997 Capitol Nashville,1997,In the Ranch,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:46,Billy
4618,$ 1.29,"2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",10-Oct-06,"Love , Pain & the Whole Crazy Thing",Keith Urban,"Country , Music , Contemporary Country , Honky Tonk",5:28,Slow Turning
4619,$ 1.29,"2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",10-Oct-06,"Love , Pain & the Whole Crazy Thing",Keith Urban,"Country , Music , Contemporary Country , Honky Tonk",5:28,Slow Turning
4620,$ 1.29,"2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",10-Oct-06,"Love , Pain & the Whole Crazy Thing",Keith Urban,"Country , Music , Contemporary Country , Honky Tonk",5:28,Slow Turning
4621,$ 1.29,"2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",10-Oct-06,"Love , Pain & the Whole Crazy Thing",Keith Urban,"Country , Music , Contemporary Country , Honky Tonk",5:28,Slow Turning
4622,$ 1.29,"2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",10-Oct-06,"Love , Pain & the Whole Crazy Thing",Keith Urban,"Country , Music , Contemporary Country , Honky Tonk",5:28,Slow Turning
4623,$ 1.29,"2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",10-Oct-06,"Love , Pain & the Whole Crazy Thing",Keith Urban,"Country , Music , Contemporary Country , Honky Tonk",5:28,Slow Turning
4624,$ 1.29,"2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",10-Oct-06,"Love , Pain & the Whole Crazy Thing",Keith Urban,"Country , Music , Contemporary Country , Honky Tonk",5:28,Slow Turning
4625,$ 1.29,"2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",10-Oct-06,"Love , Pain & the Whole Crazy Thing",Keith Urban,"Country , Music , Contemporary Country , Honky Tonk",5:28,Slow Turning
4626,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse ( Deluxe Version ),Keith Urban,"Country , Music",3:06,Lucky Charm
4627,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:52,Heart Like Mine
4628,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:52,Heart Like Mine
4629,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:52,Heart Like Mine
4630,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:52,Heart Like Mine
4631,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:52,Heart Like Mine
4632,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:52,Heart Like Mine
4633,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",3:52,Heart Like Mine
4634,Album Only,"2014 UMG Recordings , Inc. and Sony Music Entertainment",21-Jan-14,NOW That 's What I Call Country Ballads 2,Gloriana,"Country , Music",3:53,( Kissed You ) Good Night
4635,Album Only,"Compilation 2012 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",24-Jan-12,NOW That 's What I Call Country Ballads,Alan Jackson,"Country , Music",4:32,Remember When
4636,Album Only,"2012 EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS , INC.",12-Jun-12,"NOW That 's What I Call Country , Vol . 5",Dierks Bentley,"Country , Music",3:58,Home
4637,Album Only,"2011 EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS , INC.",14-Jun-11,"Now That 's What I Call Country , Vol . 4",George Strait,"Country , Music",3:34,The Breath You Take
4638,$ 0.99,2001 Rounder,16-Oct-01,Country Goes Raffi,Kathy Mattea,"Children 's Music , Music , Country",2:16,One Light One Sun
4639,$ 0.99,1996 Ark 21 Records,1-Jan-96,Twang ! A Tribute to Hank Marvin & The Shadows,B ' © la Fleck & The Flecktones,"Tribute , Music , Pop , Rock",3:47,The Stranger
4640,$ 1.29,2008 Rounder Records Corp.,21-Jul-08,Good Thing Going,Rhonda Vincent,"Singer/Songwriter , Music , Country , Contemporary Bluegrass , Contemporary Country , Bluegrass",3:08,Bluegrass Saturday Night
4641,$ 1.29,2011 Kidz Bop,1-Feb-11,Let 's Eat,The Wiggles,"Children 's Music,Music,Sing-Along , Soundtrack , Rock",0:32,Sunday Is Sandwich Day !
4642,$ 1.29,2012 CVR,16-Apr-12,The Choice ( Country Artists for Soles4Souls ) - Single,"Billy Gilman , Rodney Atkins , Montgomery Gentry , Vince Gill , Amy Grant , Steve Holy , Alan Jackson , Wynonna Judd , Richie McDonald , Reba McEntire , Ronnie Milsap , Craig Morgan , Kellie Pickler , LeAnn Rimes , Diamond Rio , Kenny Rogers , Randy Travis , Josh Turner & Keith Urban","Country , Music",3:57,The Choice ( Country Artists for Soles4Souls )
4643,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse ( Deluxe Version ),Keith Urban,"Country , Music",3:06,Lucky Charm
4644,$ 1.29,"Compilation 2012 Relativity Music Group , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by EMI Label Services ,",17-Feb-12,Act of Valor,Wynonna Judd,"Country , Music",5:20,Whatever Brings You Back
4645,$ 1.29,2004 Capitol Records Nashville,21-Sep-04,Be Here,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",2:49,These Are the Days
4646,Album Only,"2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",31-Mar-09,Defying Gravity,Keith Urban,"Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock",--,Booklet - Defying Gravity
4647,$ 1.29,2004 Capitol Records Nashville,21-Sep-04,Be Here,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",2:49,These Are the Days
4648,Album Only,"2008 , 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",31-Mar-09,Defying Gravity,Keith Urban,"Country , Music , Alternative Country , Pop , Pop/Rock , Contemporary Country , Honky Tonk , Rock",--,Booklet - Defying Gravity
4649,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse ( Deluxe Version ),Keith Urban,"Country , Music",3:06,Lucky Charm
4650,$ 1.29,2002 Capitol Records Nashville,4-Oct-02,Golden Road,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",8:31,You 're Not My God
4651,$ 1.29,"2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",10-Oct-06,"Love , Pain & the Whole Crazy Thing",Keith Urban,"Country , Music , Contemporary Country , Honky Tonk",5:28,Slow Turning
4652,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse ( Deluxe Version ),Keith Urban,"Country , Music",3:06,Lucky Charm
4653,$ 1.29,2002 Capitol Records Nashville,4-Oct-02,Golden Road,Keith Urban,"Country , Music , Honky Tonk , Contemporary Country",8:31,You 're Not My God
4654,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse ( Deluxe Version ),Keith Urban,"Country , Music",3:06,Lucky Charm
4655,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse ( Deluxe Version ),Keith Urban,"Country , Music",3:06,Lucky Charm
4656,$ 1.29,2013 Hit Red Records under exclusive license to Capitol Records Nashville,10-Sep-13,Fuse ( Deluxe Version ),Keith Urban,"Country , Music",3:06,Lucky Charm
4657,$ 1.29,2015 Hit Red Records under exclusive license to Capitol Records Nashville,9-Jun-15,"John Cougar , John Deere , John 3:16 - Single",Keith Urban,"Country , Music",3:41,"John Cougar , John Deere , John 3:16"
4658,$ 1.29,"2012 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",27-Dec-11,Bangarang,Skrillex,"Dance , Music , Electronic",6:54,Skrillex Orchestral Suite By Varien ( Bonus Track )
