acm_id,researchers,conf_venue,year_published
1744,"ashish gupta , venky harinarayan , anand rajaraman",acm sigmod record,1997
1745,"s. conrad , b. eaglestone , w. hasselbring , m. roantree , m. sch &#246; hoff , m. str &#228; ssler , m. vermeer , f. saltor",acm sigmod record,1997
1746,"sushil jajodia , daniel barbar &#225; , alex brodsky , larry kerschberg , ami motro , edgar sibley , x. sean wang",acm sigmod record,1997
1747,"jim gray , goetz graefe",acm sigmod record,1997
1748,"robert a. nado , scott b. huffman",acm sigmod record,1997
1749,"jason mchugh , jennifer widom",acm sigmod record,1997
1750,"r. mcclatchey , g. vossen",acm sigmod record,1997
1751,"svetlozer nestorov , serge abiteboul , rajeev motwani",acm sigmod record,1997
1752,dan suciu,acm sigmod record,1997
1753,"brigitta k &#246; nig-ries , peter c. lockermann",acm sigmod record,1997
1754,"paolo atzeni , giansalvatore mecca , paolo merialdo",acm sigmod record,1997
1755,"naveen ashish , craig a. knoblock",acm sigmod record,1997
1756,"avi silberschatz , stan zdonik",acm sigmod record,1997
1757,"nenad a. jukic , susan v. vrbsky",acm sigmod record,1997
1758,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997
1759,"krithi ramamritham , nandit soparkar",acm sigmod record,1997
1760,arnon rosenthal,acm sigmod record,1998
1761,philip a. bernstein,acm sigmod record,1998
1762,jiawei han,acm sigmod record,1998
1763,"franz baader , manfred a. jeusfeld , werner nutt",acm sigmod record,1997
1764,"vassilis j. tsotras , christian s. jensen , richard thomas snodgrass",acm sigmod record,1998
1765,"chialin chang , anurag acharya , alan sussman , joel saltz",acm sigmod record,1998
1766,"pinar koksal , sena nural arpinar , asuman dogac",acm sigmod record,1998
1767,frank manola,acm sigmod record,1998
1768,nick roussopoulos,acm sigmod record,1998
1769,"bradley f. burton , victor w. marek",acm sigmod record,1998
1770,"stella gatziu , arne koschel , g &#252; nter von b &#252; ltzingsloewen , hans fritschi",acm sigmod record,1998
1771,"chan man kuok , ada fu , man hon wong",acm sigmod record,1998
1772,"peter dadam , wolfgang klas",acm sigmod record,1997
1773,akmal b. chaudhri,acm sigmod record,1998
1774,"ron musick , chris miller",acm sigmod record,1998
1775,praveen seshadri,acm sigmod record,1998
1776,"sophie cluet , claude delobel , j &#233; r &#466; me sim &#233; on , katarzyna smaga",international conference on management of data,1998
1777,"k. v. ravi kanth , divyakant agrawal , ambuj singh",international conference on management of data,1998
1778,"thomas seidl , hans-peter kriegel",international conference on management of data,1998
1779,"stefan berchtold , christian b &#246; hm , hans-peter kriegal",international conference on management of data,1998
1780,"tolga urhan , michael j. franklin , laurent amsaleg",international conference on management of data,1998
1781,"bj &#246; rn t. j &#243; nsson , michael j. franklin , divesh srivastava",international conference on management of data,1998
1782,"navin kabra , david j. dewitt",international conference on management of data,1998
1783,"rakesh agrawal , johannes gehrke , dimitrios gunopulos , prabhakar raghavan",international conference on management of data,1998
1784,"roberto j. bayardo , jr.",international conference on management of data,1998
1785,"sudipto guha , rajeev rastogi , kyuseok shim",international conference on management of data,1998
1786,"mitch cherniack , stan zdonik",international conference on management of data,1998
1787,leonidas fegaras,international conference on management of data,1998
1788,"jun rao , kenneth a. ross",international conference on management of data,1998
1789,"takahiko shintani , masaru kitsuregawa",international conference on management of data,1998
1790,"raymond t. ng , laks v. s. lakshmanan , jiawei han , alex pang",international conference on management of data,1998
1791,"dick tsur , jeffrey d. ullman , serge abiteboul , chris clifton , rajeev motwani , svetlozar nestorov , arnon rosenthal",international conference on management of data,1998
1792,"chee-yong chan , yannis e. ioannidis",international conference on management of data,1998
1793,"surajit chaudhuri , vivek narasayya",international conference on management of data,1998
1794,"phillip b. gibbons , yossi matias",international conference on management of data,1998
1795,"sunita sarawagi , shiby thomas , rakesh agrawal",international conference on management of data,1998
1796,"soumen chakrabarti , byron dom , piotr indyk",international conference on management of data,1998
1797,"subbu n. subramanian , shivakumar venkataraman",international conference on management of data,1998
1798,brad adelberg,international conference on management of data,1998
1799,"svetlozar nestorov , serge abiteboul , rajeev motwani",international conference on management of data,1998
1800,"prasad m. deshpande , karthikeyan ramasamy , amit shukla , jeffrey f. naughton",international conference on management of data,1998
1801,"yihong zhao , prasad m. deshpande , jeffrey f. naughton , amit shukla",international conference on management of data,1998
1802,"g &#237; sli r. hjaltason , hanan samet",international conference on management of data,1998
1803,"yannis kotidis , nick roussopoulos",international conference on management of data,1998
1804,"st &#233; phane grumbach , philippe rigaux , luc segoufin",international conference on management of data,1998
1805,"apostolos n. papadopoulos , yannis manolopoulos",international conference on management of data,1998
1806,re &#233; e j. miller,international conference on management of data,1998
1807,william w. cohen,international conference on management of data,1998
1808,"timothy griffin , richard hull",international conference on management of data,1997
1809,"michael j. carey , donald kossmann",international conference on management of data,1997
1810,"sergey brin , rajeev motwani , jeffrey d. ullman , shalom tsur",international conference on management of data,1997
1811,"andrea c. arpaci-dusseau , remzi h. arpaci-dusseau , david e. culler , joseph m. hellerstein , david a. patterson",international conference on management of data,1997
1812,"eui-hong han , george karypis , vipin kumar",international conference on management of data,1997
1813,"sergey brin , rajeev motwani , craig silverstein",international conference on management of data,1997
1814,"m. livny , r. ramakrishnan , k. beyer , g. chen , d. donjerkovic , s. lawande , j. myllymaki , k. wenger",international conference on management of data,1997
1815,"flip korn , h. v. jagadish , christos faloutsos",international conference on management of data,1997
1816,"michael j. carey , david j. dewitt , jeffrey f. naughton , mohammad asgarian , paul brown , johannes e. gehrke , dhaval n. shah",international conference on management of data,1997
1817,"joachen doppelhammer , thomas h &#246; ppler , alfons kemper , donald kossmann",international conference on management of data,1997
1818,"yihong zhao , prasad m. deshpande , jeffrey f. naughton",international conference on management of data,1997
1819,"brad adelberg , hector garcia-molina , jennifer widom",international conference on management of data,1997
1820,"swarup acharya , michael franklin , stanley zdonik",international conference on management of data,1997
1821,"joseph m. hellerstein , peter j. haas , helen j. wang",international conference on management of data,1997
1822,"luis gravano , chen-chuan k. chang , h &#233; ctor garc &#237; a-molina , andreas paepcke",international conference on management of data,1997
1823,"r. j. bayardo , jr. , w. bohrer , r. brice , a. cichocki , j. fowler , a. helal , v. kashyap , t. ksiezyk , g. martin , m. nodine , m. rashid , m. rusinkiewicz , r. shea , c. unnikrishnan , a. unruh , d. woelk",international conference on management of data,1997
1824,"latha s. colby , akira kawaguchi , daniel f. lieuwen , inderpal singh mumick , kenneth a. ross",international conference on management of data,1997
1825,"d. agrawal , a. el abbadi , a. singh , t. yurek",international conference on management of data,1997
1826,"fran &#231; ois llirbat , fran &#231; oise fabret , eric simon",international conference on management of data,1997
1827,"iakovos motakis , carlo zaniolo",international conference on management of data,1997
1828,"r. j. miller , y. yang",international conference on management of data,1997
1829,"binto george , jayant haritsa",international conference on management of data,1997
1830,"sushil jajodia , pierangela samarati , v. s. subrahmanian , eliza bertino",international conference on management of data,1997
1831,"ramesh gupta , jayant haritsa , krithi ramamritham",international conference on management of data,1997
