brew_id,beer_desc,brew_fct_name,beer_abv_percent,beer_variety
1505,Big Horse Little Red Rooster,Big Horse Brewing,-,Amber Ale
1506,Rusty Scupper Amber Ale,Miller Brewing Company &#40; MillerCoors &#41;,-,Amber Ale
1507,TRVE Crown of Eyes,TRVE Brewing,5 %,Amber Ale
1508,Iron Fist Blame Canada &#033;,Iron Fist Brewing Company,9 %,Imperial Stout
1509,Great Lakes Independence Ale,Great Lakes Brewing &#40; Ohio &#41;,6 %,Amber Ale
1510,Redemption Keen Massey Ale,Redemption,3.60 %,Mild Ale
1511,BullDog Rotty_s Red Ale,BullDog Brewery,5.50 %,Amber Ale
1512,Broken Tooth Anchorage Amber Ale,Broken Tooth Brewing Company,5.90 %,Amber Ale
1513,BrÃ ¸ ckhouse Amber,BrÃ ¸ ckhouse &#40; Premium Beer &#41;,5.40 %,Amber Ale
1514,Abrahalls Thundering Molly,Celtic Marches Cider,5.20 %,Cider
1515,Baladin Birra Lurisia Speciale,Le Baladin,6.30 %,Amber Ale
1516,Black Sky Kelvin & Hops Copper Ale,Black Sky Brewery,5.20 %,Amber Ale
1517,Piney River Masked Bandit IPA,Piney River Brewing Company,7 %,Black IPA
1518,Willimantic Mt. Rainier Red,Willimantic Brewing Company,5.50 %,Irish Ale
1519,Lavery Imperial Red Ale &#40; IRA &#41;,Lavery Brewing Company,8.20 %,American Strong Ale
1520,Right Brain Fenton Fire Hall Ale,Right Brain Brewery,4.80 %,Amber Ale
1521,Fire Station 5 Brush Fire Summer Ale,Portland Brewing Company &#40; Pyramid - North American Breweries &#41;,-,Golden Ale/Blond Ale
1522,Two Metre Tall Forester Bitter Amber Ale,Two Metre Tall Brewing Company,5.30 %,Amber Ale
1523,Calanda PanachÃ ©,Heineken Switzerland,2.40 %,Radler/Shandy
1524,Crooked Fence Exiled Series 3 of 6 : Hunters Imperial Red,Crooked Fence Brewing Company,8 %,American Strong Ale
1525,7 Fjell Kjuagutt Amber Ale,7 Fjell Bryggeri,4.70 %,Amber Ale
1526,Bent Paddle / Fitger_s Barrel Aged Red Smoke Rye Ale,Bent Paddle Brewing Co. .,-,Smoked
1527,Big Wood Lil _ Red Riding Wood,Big Wood Brewery,5 %,Amber Ale
1528,Ellicottville E_vil Hoppy Winter Ale,Ellicottville Brewing,5.50 %,American Pale Ale
1529,Holy City The Gentle Mongoose,Holy City Brewing,6.90 %,Amber Ale
1530,La Boite _ Malt Gros Ours,Microbrasserie La Boite _ Malt,5 %,Amber Ale
1531,Chunky_s Red Carpet Ale,Woodstock Inn Brewery,5.50 %,Amber Ale
1532,Flying Monkey Amber Ale,Weston Brewing Company,4 %,Amber Ale
1533,23rd Street California Common,23rd Street Brewery,5.40 %,California Common
1534,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,9.50 %,American Strong Ale
1535,Breckenridge Mountain Series : Hoppy Amber Ale,Breckenridge Brewery,6.10 %,Amber Ale
1536,AleSmith Speedway Stout - Red Velvet,AleSmith Brewing Company,12 %,Imperial Stout
1537,Battlefield Iwo Jima Red Ale,Battlefield Brewery,6.40 %,Irish Ale
1538,Elysian Breadwinner,Elysian Brewing &#40; AB-InBev &#41;,5.40 %,Amber Ale
1539,Rock Bottom Orland Park Kiss Me Im Irish Dry Stout,Rock Bottom Orland Park,4.20 %,Dry Stout
1540,O_Fallon O_Bar Amber Ale,O_Fallon Brewery,5.50 %,Amber Ale
1541,Iechyd Da Brass Band Golden Ale,Iechyd Da Brewing Company,5.70 %,Golden Ale/Blond Ale
1542,Beer Works Boston Red Ale,Beer Works,5 %,Amber Ale
1543,Fallbrook Secret Lake Amber Ale,Fallbrook Brewing Company,5.60 %,Amber Ale
1544,Brady_s Calibration Ale,Brady_s Brewhouse,-,Amber Ale
1545,Galactic Coast Goblin Hunter,Galactic Coast Brewing Company,6.60 %,Oktoberfest/M Ã $ rzen
1546,75th Street Happy Ending Strong Ale,75th Street Brewery,6.20 %,English Strong Ale
1547,Breakside Just The Tip Spruced Wheat,Breakside Brewery,-,Spice/Herb/Vegetable
1548,Bitter Creek Red Desert Ale,Bitter Creek Brewing Company,-,Amber Ale
1549,Four Peaks McCarthys Red,Four Peaks Brewing Company,5 %,American Pale Ale
1550,Marshall Revival Red Ale,Marshall Brewing Company,6.50 %,Amber Ale
1551,Ale Mania Imperial Red Ale,Ale Mania &#40; Fritz Ale &#41;,9.50 %,American Strong Ale
1552,1516 Opal Pils,1516 Brewing Company,-,Pilsener
1553,Fountain City Prairie Moon Red,Grays Brewing Company,-,Amber Ale
1554,Freedom_s Edge Magnitude Imperial Red,Freedom_s Edge Brewing,7.50 %,American Strong Ale
1555,Alley Kat Pumpkin Pie Spiced Ale,Alley Kat Brewing Company,5.40 %,Spice/Herb/Vegetable
1556,Brewer_s Alley Two Loves Chocolate Ale,Brewer_s Alley Restaurant & Brewery,5.70 %,Brown Ale
1557,Caledonian Drop Kick,Caledonian &#40; Heineken UK &#41;,4 %,English Pale Ale
1558,The Unknown Open Road Hop Red,The Unknown Brewing Company,6.50 %,Amber Ale
1559,Black Dog Bone Crusher Barley Wine,Black Dog Brewery,12 %,Barley Wine
1560,Old Bakery The Observer,Old Bakery Beer Company,5.30 %,Amber Ale
1561,Gardians Grain rouge,BiÃ ¨ re des Gardians,4.70 %,Amber Ale
1562,Le Malbord La Rousse du Malbord,Le Malbord,5 %,Amber Ale
1563,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,5.50 %,Amber Ale
1564,McMenamins Workingmans Red,McMenamins Pubs and Breweries,6 %,Amber Ale
1565,Ship in a Bottle Mersey Ale,Liverpool Organic,5.30 %,Amber Ale
1566,Oakshire Amber,Oakshire Brewing,5.40 %,Amber Ale
1567,All Saints Crimson Halo,All Saints Brewing Company,5.30 %,Amber Ale
1568,Redfish Wildfire Smoked Porter,Redfish New Orleans Brewhouse,5.60 %,Smoked
1569,Cheaha Xena Winter Ale,Cheaha Brewing Company,8.60 %,Spice/Herb/Vegetable
1570,Mia and Pias Rods Rodeo Red,Mia and Pias Pizzeria and Brewhouse,4.70 %,Amber Ale
1571,Awesome Red : Red House IRA,Seven Brides Brewing Company,6.50 %,India Pale Ale &#40; IPA &#41;
1572,Stone Levitation Ale,Stone Brewing Company,4.40 %,Amber Ale
1573,Anchor BigLeaf Maple Autumn Red,Anchor Brewing Company,6 %,Amber Ale
1574,A. Le Coq Special Red,A. Le Coq &#40; Olvi &#41;,5.20 %,Amber Lager/Vienna
1575,Barnstormers Red Baron Ale,Custom Brewcrafters,-,Amber Ale
1576,Blacksmith Montana Amber Ale,Blacksmith Brewing Company,5.40 %,Amber Ale
1577,Hellbender Red Line Ale &#40; Rum Barrel &#41;,Hellbender Brewing Company,6 %,Amber Ale
1578,Hoppers Tampa Red,Hoppers Grille & Brewery,4.80 %,Irish Ale
1579,Royal Gorge Skyline Rye,Royal Gorge Brewing Company,6.50 %,Specialty Grain
1580,Camino del Sol Cerveza Artesanal Red Llama Ale,Camino del Sol Cerveza Artesanal,5.30 %,Amber Ale
1581,3 Guys & A Beer_d 2 Bit IPA,3 Guys & A Beer_d Brewing Company,-,India Pale Ale &#40; IPA &#41;
1582,D_s Aggie Amber Ale,De La Vega_s Pecan Grill and Brewery,-,Amber Ale
1583,Archers Robin Red Breast,Archers &#40; Evan Evans &#41;,4 %,Bitter
1584,Beerbliotek Mankerbeer Red Ale,Beerbliotek,6 %,Amber Ale
1585,AdstraGold Red Summer Wheat,AdstraGold Microbrewery & Bistro Bar,4 %,Wheat Ale
1586,Crazy Mountain Boohai Red Ale &#40; Kura Koa &#41;,Crazy Mountain Brewing Company,6 %,Amber Ale
1587,Garage &#40; CA &#41; Ragtop Red,Garage Brewing Company and Pizzeria,5.40 %,Amber Ale
1588,Bad Tattoo No Walls Berliner Weisse,Bad Tattoo Brewing,3.30 %,Berliner Weisse
1589,Sprague Farm French and Indian Corn Ale,Sprague Farm & Brew Works,-,Specialty Grain
1590,Ise Kadoya Amarillo Amber Ale,Ise Kadoya,-,Amber Ale
1591,Philipsburg NewlyRed Double Red,Philipsburg Brewing Company,6.90 %,American Strong Ale
1592,Bricktowne Table Rock Red Ale,Bricktowne Brewing Company,5.60 %,Amber Ale
1593,Flossmoor Station Rot Geist American Red Wheat,Flossmoor Station Restaurant & Brewery,6 %,Wheat Ale
1594,Charleville Tornado Alley Amber Ale,Charleville Vineyard & Microbrewery,-,Amber Ale
1595,14th Star Maple Breakfast Stout,14th Star Brewing Company,5.50 %,Stout
1596,Thirsty Monk Robustus Rubeus Imperial Red,Thirsty Monk Pub and Brewery,8.30 %,Imperial IPA
1597,Sunriver Chalk Rock Amber,Sunriver Brewing Company,5 %,Amber Ale
1598,Roosters Brewing Rude Ram Red,Roosters Brewing Co. &#40; US &#41;,4 %,Amber Ale
1599,la Loire 109,Brasserie de la Loire,6 %,Amber Ale
1600,Cervecera del Centro Ambar,Cervecera del Centro,5.50 %,Oktoberfest/M Ã $ rzen
1601,JT Schmids Emils Amber Ale,JT Schmids Brewhouse & Eatery,5.20 %,Amber Ale
1602,Amherst Minuteman Red,Amherst Brewing Company,4.80 %,Amber Ale
1603,Lazy Hiker Inaugural Amber,Lazy Hiker Brewing Company,5.25 %,Amber Ale
1604,Stadin American Red Ale,Stadin Panimo,4.50 %,Amber Ale
1605,Cumberland Slewfoot,Cumberland Brews &#40; US &#41;,4.20 %,Amber Ale
1606,Anacortes Creamsicle Ale,Rockfish Grill & Anacortes Brewery,-,Spice/Herb/Vegetable
1607,Swamp Cabbage Merry Cinnamas,Swamp Cabbage Brewing Company,5 %,Amber Ale
1608,192 Amber Rye,192 Brewing Company,6 %,Specialty Grain
1609,Siren Red Rind IPA,Siren,5.80 %,India Pale Ale &#40; IPA &#41;
1610,Creature Comforts Borboya Reclaimed Rye,Creature Comforts Brewing Company,5.50 %,Amber Ale
1611,Aftershock Misty Mountain Hop White IPA,Aftershock Brewing Company,7 %,India Pale Ale &#40; IPA &#41;
1612,Base Camp New Wave Amber,Base Camp Brewing Company,5.60 %,Amber Lager/Vienna
1613,Blind Pig Hopped-up Red,Blind Pig Brewery,5.80 %,Amber Ale
1614,Copper Kettle Belgian Tart Wit,Copper Kettle Brewing &#40; CO &#41;,-,Witbier
1615,Cannonball Creek Lil _ Vic,Cannonball Creek Brewing Company,4.70 %,Session IPA
1616,PÃµhjala / Norway Brewing Co. . Batch Zero,PÃµhjala,8.70 %,Amber Ale
1617,De Molen Bed & Breakfast,Brouwerij de Molen,4.40 %,Spice/Herb/Vegetable
1618,Le Magnifiche Elbana,La Petrognola / Rio Maggio,8 %,Amber Ale
1619,Odell Fir Na Tine,Odell Brewing Company,5.30 %,Amber Ale
1620,Crooked Eye Regimental 80 Scottish Ale,Crooked Eye Brewery,4.70 %,Scottish Ale
1621,Obed and Isaac_s Obed_s Pride Amber Ale,Obed and Isaac_s Microbrewery and Eatery,5.40 %,Amber Ale
1622,3 Freaks Lucky Clover Red Ale,3 Freaks Brewery,4.50 %,Irish Ale
1623,Crazy Mountain Loco Rio,Crazy Mountain Brewing Company,5.50 %,Amber Lager/Vienna
1624,Moncada Notting Hill Red,Moncada,6 %,Amber Ale
1625,BÃ © ily_s Foxtail Red,BÃ © ily_s Brewing Co. .,5.50 %,Amber Ale
1626,RJ King Wingwalker Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,4.50 %,Oktoberfest/M Ã $ rzen
1627,Bewdley Tornado,Bewdley,4.10 %,Bitter
1628,Snake River Fireweed IRA,Snake River Brewing Co. .,6.50 %,Amber Ale
1629,Brewerkz Mad Bee Honey Ale,Brewerkz,6 %,Golden Ale/Blond Ale
1630,Kirin Fuyu Nodogoshi Hanayagu Koku,Kirin Brewery Company,6 %,Amber Lager/Vienna
1631,Abbeydale Serenity,Abbeydale,3.60 %,Golden Ale/Blond Ale
1632,Big Bear Lake Sage Hopinion IPA,Big Bear Lake Brewing Company,4.30 %,Session IPA
1633,Cellar Rats Rat Tail Ale,Cellar Rats Brewery &#40; DebonnÃ © Vineyards &#41;,6 %,American Pale Ale
1634,Everards Stateside Rye,Everards,4.50 %,Specialty Grain
1635,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,7.10 %,American Strong Ale
1636,La Rouget de Lisle PrintaniÃ ¨ re,La Rouget de Lisle,6.40 %,Premium Lager
1637,Pyynikin Papabeers Ruby Jazz Ale Special Edition,Pyynikin KÃ $ sityÃ ¶ lÃ $ ispanimo,5.30 %,Amber Ale
1638,Ballast Point Tongue Buckler Imperial Red Ale,Ballast Point Brewing Company,10 %,American Strong Ale
1639,Adkin Alfred_s Elswith Ale,Adkin,4 %,Bitter
1640,7venth Sun / Red Light Red Light Let_s Go Halvsies,7venth Sun Brewery,4 %,Berliner Weisse
1641,The Livery Harbor Shores Amber,The Livery,4.75 %,Amber Ale
1642,16 Mile Soulful Ginger,16 Mile Brewing Company,-,Spice/Herb/Vegetable
1643,12 Degree Crimson Fog,12 Degree Brewing,9 %,Abt/Quadrupel
1644,Vadia Loira Export,Essencia D_Alma Lda - Vadia Cervejas,5.10 %,Pilsener
1645,8 Wired Tall Poppy India Red Ale,Renaissance Brewing,7 %,Amber Ale
1646,Red Arrow Midnite Umber Ale,Red Arrow Brewing,5.10 %,Amber Ale
1647,Bull City Movamber Moustache Ale,Bull City Burger and Brewery,-,Amber Ale
1648,Covered Bridge Moustache SMaSH,Covered Bridge Brewing Company,5 %,American Pale Ale
1649,TitanbrÃ $ u Rossa,TitanbrÃ $ u - Birrificio Artigianale Sammarinese,7.50 %,Amber Ale
1650,Pike Unite Red Rye Ale,Pike Brewing Company,4.60 %,Amber Ale
1651,Twisted Pine American Amber Ale,Twisted Pine Brewing,5.50 %,Amber Ale
1652,3 Rivers Manchester IPA,3 Rivers,4.20 %,Bitter
1653,On Rotation Saved By The Belma,On Rotation,5 %,Amber Ale
1654,Ambar Pale Ale 1900,La Zaragozana,4.80 %,English Pale Ale
1655,LTD I Dream of Amber,LTD Brewing Company,5.50 %,Amber Ale
1656,Findlay Sweet Amber Ale,Findlay Brewing Company,5.50 %,Amber Ale
1657,Clocktower Fenian Red,Clocktower Brewpub,-,Irish Ale
1658,10 Barrel Big Daddy Fresh,10 Barrel Brewing &#40; AB InBev &#41;,6.10 %,India Pale Ale &#40; IPA &#41;
1659,BarNone Red Eye IPA,BarNone Brewing,-,India Pale Ale &#40; IPA &#41;
1660,Highlands Hollow 3 Speed,Highlands Hollow,6.30 %,Amber Ale
1661,Edge Imperial Red Ale &#40; Spring Seasonal &#41;,Edge Brewing Company,8.50 %,American Strong Ale
1662,BJ_s Barrel Aged Jeremiah Red,BJ_s Restaurant & Brewhouse,7.30 %,American Strong Ale
1663,Marthas Will_s Fault Wicked Good Beah,Marthas Exchange Restaurant and Brewing,5.30 %,Premium Bitter/ESB
1664,Snake River Danimal_s Farmhouse Saison,Snake River Brewing Co. .,7 %,Saison
1665,Brewbakers Red Hawk Ale,Brewbakers Brewing Company,-,Amber Ale
1666,ManRock Fear The Reaper Amber,ManRock Brewing Company,6.10 %,Amber Ale
1667,Bulldog Roby Red Ale,Bulldog Brewing Company,-,Amber Ale
1668,Asheville United Pale Ale,Asheville Brewing Company,5.60 %,American Pale Ale
1669,Brewster_s Red Hop Lover,Brewster_s &#40; UK &#41;,4.20 %,Bitter
1670,Angel City Belligerent Bloke &#40; 4.5 % &#41;,Angel City Brewing Company,4.50 %,Amber Ale
1671,Beer & Burger No. 2 India Pale Ale,Old Town Brewery &#40; formerly Motala Brygghus &#41;,6.30 %,India Pale Ale &#40; IPA &#41;
1672,St. George Fishbones Amber Ale,St. George Brewing Company,5.20 %,Amber Ale
1673,Tempest A Face With No Name,Tempest Brew Co,6 %,Amber Ale
1674,Le Saint Graal Flashwood,Le Saint Graal,5.50 %,Amber Ale
1675,Crux Experimental Off Leash,Crux Fermentation Project,4.50 %,Session IPA
1676,Brains Open Casket,Brains,4.50 %,Bitter
1677,Birdsview Amber Lushus,Birdsview Brewing Company,7.30 %,Amber Ale
1678,Mammoth / June Lake Swordfight IRA,Mammoth Brewing Company,6 %,India Pale Ale &#40; IPA &#41;
1679,Brannon_s Deputation Imperial Red Ale,Brannon_s Pub and Brewery,8.79 %,American Strong Ale
1680,Caldera No Grain No Pain,Caldera Brewing Company,5.40 %,Amber Ale
1681,Fat Bottom Ruby Red American Ale,Fat Bottom Brewery,4.60 %,Amber Ale
1682,Barley_s Barrel Aged Ulysses Imperial Red Ale,Barley_s Brewing Company,8.60 %,American Strong Ale
1683,Whetstone Station Waimea Wonders,Whetstone Station,5.40 %,Amber Ale
1684,Knucklehead Ehret_s Amber Ale,Knucklehead Craft Brewing,5.90 %,Amber Ale
1685,Liquid Riot Jewel Box Bronze,Liquid Riot Bottling Company,6 %,Amber Ale
1686,Olivers Shot Down in Flames,Oliver Breweries,8 %,English Strong Ale
1687,Lighthouse Race Rocks Ale,Lighthouse Brewing &#40; Canada &#41;,5.20 %,Amber Ale
1688,Amber_s Honey Brown,Alley Kat Brewing Company,5 %,Amber Lager/Vienna
1689,508 Brollaboration Series # 2 - Hamber,508 Gastrobrewery,6.20 %,Amber Ale
1690,Draught House Nut Bush Ale,Draught House Pub & Brewery,-,Amber Ale
1691,Katabatic Anabatic Amber,Katabatic Brewing Company,6 %,Amber Ale
1692,Pismo Roadster Red Ale,Pismo Brewing Company,5.70 %,Amber Ale
1693,Brutal Brewing Texas State Of Mind Austin Amber,Spendrups Bryggeri,5 %,Amber Ale
1694,Buffalo Tap Room Amber Ale,Custom Brewcrafters,5.20 %,Amber Ale
1695,Bindlestick Monkey Wagon Amber Ale,Bindlestick Brewing Company,5.30 %,Amber Ale
1696,Glastonbury Lady of the Lake,Glastonbury,4.20 %,Bitter
1697,Carbondale Beer Works Bonedog Amber,Carbondale Beer Works,5.50 %,Amber Ale
1698,Swamp Head Sciaenhops Imperial Red Ale,Swamp Head Brewery,8.30 %,American Strong Ale
1699,Blue Heron Walking Red,Blue Heron Brewpub,9.25 %,American Strong Ale
1700,Nurse Vetusta,Cerveza Mica de la Sierra,5.30 %,Amber Ale
1701,Dungeness Agnew Amber,Dungeness Brewing Company,-,Amber Ale
1702,Lakefront Fixed Gear,Lakefront Brewery,6.50 %,Amber Ale
1703,Freetail Belgian Freetail Ale,Freetail Brewing Co. .,-,Belgian Ale
1704,Edge Amber The Enabler,Edge Brewing Company,6 %,Amber Ale
1705,Buonconvento Ambrio,Birrificio Angel,7.20 %,Abbey Dubbel
1706,Barley Mow The Fez Amber,Barley Mow Brewing Company,4.50 %,Amber Ale
1707,360Â ° Pacific Red # 45,360Â ° Brewing,4.50 %,Amber Ale
1708,Fixture Fox River Red Ale,Fixture Brewing Company,5.90 %,Amber Ale
1709,Lumberjack Railhead Red Ale,Lumberjack Brewing Company,5.80 %,Amber Ale
1710,Waen Hanging Rock,Waen,5.60 %,Amber Ale
1711,Lucky Labrador Rose City Red Ale,Lucky Labrador Brewing Company,4.90 %,Amber Ale
1712,Thirsty Monk Electrum Autumn Ale,Thirsty Monk Pub and Brewery,5.50 %,Amber Ale
1713,3 Sheeps Baaad Boy Black Wheat,3 Sheeps Brewing Company,5.50 %,Dunkelweizen
1714,Flying Fish Pescade Rojo Grande,Flying Fish Brewing Company,9 %,American Strong Ale
1715,Allendale End 67 Ruby Tuesday,Allendale,4.50 %,Bitter
1716,Rock Creek Red Ale,Chesapeake Bay Brewing &#40; formerly Rock Creek &#41;,-,American Pale Ale
1717,Ballast Point Victory at Sea - Rum Raisin and Cinnamon,Ballast Point Brewing Company,10 %,Imperial Porter
1718,Angelic Arch Amber,Angelic Brewing Company,-,Premium Bitter/ESB
1719,8 Wired Chardonnay Barrel Aged Saeson,Renaissance Brewing,7 %,Saison
1720,Great Lakes x Amsterdam x Bar Hop Misdemeanor,Great Lakes Brewing &#40; Ontario &#41;,4 %,Session IPA
1721,3 Freaks Freaks Amber,3 Freaks Brewery,7.80 %,Amber Ale
1722,Feral Nan_s Driving,Feral Brewing Co. .,3.20 %,Amber Ale
1723,Son Pampa,Ca l_Arenys - Cervezas Guineu,5 %,Brown Ale
1724,Glentworth Spellbound,Glentworth,4 %,Golden Ale/Blond Ale
1725,Brewsters School_s Out PB&J Brownie,Brewsters Brewing Co. - Alberta,-,Spice/Herb/Vegetable
1726,Dodgeton Creek Red_s Dirty Lil _ Ale,Dodgeton Creek Brewing Company,6.50 %,Amber Ale
1727,George Killian_s Irish Red,Coors Brewing Company &#40; MillerCoors &#41;,4.90 %,Amber Lager/Vienna
1728,North Sound Here_s Your Damn Amber,North Sound Brewing Company,5.60 %,Amber Ale
1729,Badger Export Ale,Badger &#40; Hall & Woodhouse &#41;,4.80 %,Premium Bitter/ESB
1730,Angry Chair Red Ale - Rose Hips and Juniper Berries,Angry Chair Brewing,5.80 %,Amber Ale
1731,Belly Love Bunk Off &#033;,Belly Love Brewing Company,5.10 %,Amber Ale
1732,GoatHouse Dirty Redhead,GoatHouse Brewing,7.50 %,Smoked
1733,AB BiÃ ¨ re La Margoulette de NoÃ `` l,AB BiÃ ¨ re,8 %,Belgian Strong Ale
1734,Muddy York Unearthed Amber Ale,Muddy York Brewing Co,5.20 %,Amber Ale
1735,Cricket Hill Fall Festivus,Cricket Hill Brewing Co. .,5.10 %,Premium Bitter/ESB
1736,5 Seasons Westside Red-Headed Stepchild,5 Seasons Westside,-,Saison
1737,Freedom Soho Red,Freedom,4.70 %,Amber Lager/Vienna
1738,Ruosniemen Pikkupomo,Ruosniemen panimo,6 %,American Pale Ale
1739,Rock Bottom Chicago My-O-My Amber Rye,Rock Bottom Chicago,5.50 %,Specialty Grain
1740,Det Lille Bryggeri Celebration Ale # 4 Festbier,Det Lille Bryggeri &#40; Roskilde _ l &#41;,5 %,Amber Ale
1741,Free State The Vortex Red,Free State Brewing Company,6.10 %,Amber Ale
1742,B&T Tinker,B&T Brewery,4.50 %,Bitter
1743,406 Snowy Owl Scotch Ale,406 Brewing Company,6.20 %,Scotch Ale
1744,Solemn Oath Axe Scar Pig,Solemn Oath Brewery,5.60 %,Amber Ale
1745,Heartland Fresh Hop Amber Lager,Greenpoint Beer Works,5.25 %,Amber Lager/Vienna
1746,Block Alias Amber,Block Brewing Company,5.90 %,Amber Ale
1747,Hillbilly FU2 Amber Ale,Maiden Wines LLC,5.70 %,Amber Ale
1748,Armstrong Ales St. George_s Ginger Brown Ale,Armstrong Ales,4.50 %,Brown Ale
1749,La Cotta di Giulietta e Romeo Birra Verona Rossa,Birrificio Mastino,5.50 %,Amber Lager/Vienna
1750,Denver Beer 549 Lohi Amber Ale,Denver Beer Company,5.80 %,Amber Ale
1751,Zeroday Critical Condition,Zeroday Brewing Company,-,American Strong Ale
1752,Red Eye S.H.R. American Amber - Horizon,Red Eye Brewing Company,5 %,Amber Ale
1753,Backshore Hop Solo,Backshore Brewing Company,6.20 %,India Pale Ale &#40; IPA &#41;
1754,Hoppy Face Amber Ale,Hoppy Brewing Company,6.10 %,India Pale Ale &#40; IPA &#41;
1755,La Micro Guato Gato,La Micro Brewing Co. .,-,Spice/Herb/Vegetable
1756,Bear Republic Toyon Brut,Bear Republic Brewing Company,5.50 %,Sour/Wild Ale
1757,Broken Horn Blood Of My Enemies,Broken Horn Brewing Company,9 %,Mead
1758,Brays Redeye IPA,Brays Brewing,-,India Pale Ale &#40; IPA &#41;
1759,Port Townsend Santa Kisser,Port Townsend Brewing Company,-,Spice/Herb/Vegetable
1760,Ascension Amber,Ascension Brewing Company,5.80 %,Amber Ale
1761,Stewarts Rough Sesh,Stewarts Brewing Company,4.70 %,Amber Ale
1762,Brutopia Frosty Morning Amber Ale,Brutopia,5 %,Amber Ale
1763,Elk Street Oakley_s Amber,Elk Street Brewery,4.60 %,Amber Ale
1764,Conshohocken In Amber Clad,Conshohocken Brewing Co. .,6.60 %,Amber Ale
1765,Ale Asylum Velveteen Habit,Ale Asylum,7.50 %,India Pale Ale &#40; IPA &#41;
1766,Rivertowne Sow Your Oats Red Ale,Rivertowne Pour House,5.40 %,Specialty Grain
1767,Siren Liquid Mistress,Siren,5.80 %,Amber Ale
1768,Belder Red Ginger Ale,Belder,5 %,Spice/Herb/Vegetable
1769,Border Town Firehouse 28 Red Ale,Border Town Pub Brewery & Eatery,5.10 %,Amber Ale
1770,8 Wired Fresh HopWired,8 Wired Brewing,7.30 %,India Pale Ale &#40; IPA &#41;
1771,4T_s Santas Sack,4T_s,4.20 %,Golden Ale/Blond Ale
1772,Boundary Road Brewer_s Cut Red Baron,Independent Breweries NZ &#40; Boundary Road &#41;,5.60 %,Amber Ale
1773,Gallows Hill Amber Ale,Two Rivers Brewing Company,5.50 %,Amber Ale
1774,Big Island Red Sea of Cacao,Big Island Brewhaus,8.70 %,Spice/Herb/Vegetable
1775,18th Street Villain,18th Street Brewery,8.90 %,Imperial IPA
1776,Due South Red Hoptober,Due South Brewing Co. .,5.50 %,Amber Ale
1777,Cascade Lakes Slippery Slope,Cascade Lakes Brewing Co. .,6.40 %,English Strong Ale
1778,Flat 12 Red Oat-tober,Flat 12 Bierwerks,4.70 %,Specialty Grain
1779,Yak and Yeti Rupee Red,Yak and Yeti,-,Amber Ale
1780,Michael_s Genuine Home Brew,Back Forty Beer Company,-,Golden Ale/Blond Ale
1781,Kaktus Amber Late Hop Ale,Kaktus Brewing Company,5 %,Amber Ale
1782,Arch Rock Brewer_s Select Series # 2 : Trident Black IPA,Arch Rock Brewing Company,6 %,Black IPA
1783,Moosehead Boundary Ale,Moosehead Brewery,5.30 %,Amber Ale
1784,Solemn Oath Man vs. Internet vs. Mothra,Solemn Oath Brewery,9 %,Belgian Strong Ale
1785,Main Seidla Amber Spezial,Brauhaus Binkert / Main Seidla,5.50 %,Amber Ale
1786,Gold Camp Mamies Amber,Gold Camp Brewing Company,4.70 %,Amber Ale
1787,Wendlandt Humpy Humpy Amber Ale,CervecerÃa Wendlandt,5.40 %,Amber Ale
1788,La Cumbre Tank 10 Red,La Cumbre Brewing Company,6.80 %,Amber Ale
1789,Lost Province Compass Rose Amber Ale,Lost Province Brewing Company,5.50 %,Amber Ale
1790,Archibald Orchards Canadian Maple,Archibald Orchards and Estate Winery,-,Cider
1791,Mountain State Almost Heaven Amber Ale,Mountain State Brewing Co. .,5.20 %,Amber Ale
1792,Barrier Calm It,Barrier Brewing Company,5.20 %,Amber Ale
1793,Marstons Single Hop Saphir,Marstons,4 %,Amber Ale
1794,Redfish Angry Monk Belgian Ale,Redfish New Orleans Brewhouse,6.70 %,Belgian Ale
1795,Sick N Twisted Balls of Fire,Sick N Twisted Brewing Company,8.50 %,Spice/Herb/Vegetable
1796,Beachside High Tide Black Beer with Pomegranate,Florida Beer Company,-,Schwarzbier
1797,Outer Banks Ruddy_s Rye I.P.A.,Outer Banks Brewing Station,-,Specialty Grain
1798,Barba Roja Barrel Aged Red Ale,Barba Roja de Anapa,9 %,American Strong Ale
1799,7venth Sun Imperial Maple Bacon Glazed Donut Porter,7venth Sun Brewery,8.80 %,Imperial Porter
