unique_id,item_description,unit_price
1719,cd269-ar1p = cisco ios enterprise/snasw plus complete package cd,2150.98
1720,4px-00078 microsoft system center essentials 2007 license 20 clients win english,379.43
1721,st. bernard software open file mgr v9.x elic most 100svr w/1yr sub ofm-s1y-50100,62553.0
1722,1460 vcom systemsuite professional v. 7 complete package 1 user cd win,36.93
1723,10547845 symantec mail security for smtp with antivirus v. 5.0 complete package -,118.03
1724,serverlock manager 100 servers,56543.88
1725,32179 kid pix deluxe home edition v. 4 complete package 1 user cd win m,14.51
1726,633808344023 wasp mobileinventory combo pack with spt1550 v. 3 complete package 5 u,1194.17
1727,microsoft ov l/sa prj ext conn ul 3yr/acqyr1 t76-01189,56493.0
1728,t3586a hp storageworks secure path for linux workgroup edition v. 3.0 c license,65395.24
1729,11105070 symantec antivirus for network attached storage v. 4.3 media cd linu,17.45
1730,01-ssc-6740 sonicwall email protection subscription subscription license 2 years + sof,771.92
1731,689-00971 microsoft autoroute 2007 media volume dvd win english europe,21.17
1732,23102459dg adobe photoshop cs3 v. 10 media gov tlp download win worldwide,21.28
1733,20100 punch ! 5 in 1 home design complete package 1 user cd win english,34.26
1734,avanquest usa 1461 system suit 7 professional,44.99
1735,98741h mobile phonetools v. 4.0 complete package 1 user cd win,18.59
1736,9912231 novanet san media server plug-in maintenance 1 year 3 servers win,339.06
1737,pc anywhere ( v12 .0 ) host / remote up symantec 10552372-in,128.69
1738,22002170 adobe acrobat standard v. 8.0 complete package 1 user cd win can,295.25
1739,j8990a hp procurve mobility manager v. 1.0 license and media 1 user win,1525.72
1740,master server-upg,174.99
1741,22r4254 ibm vmware esx host kit license 1 server,925.94
1742,ws6-eng-l-ap vmware workstation v. 6 license 1 user edu linux english,129.71
1743,emc securid appl mnt base / ext 20mo per u 15005-20k app0020000be20,17.0
1744,cd26xm-ch = cisco ios ip/fw/ids complete package cd,360.82
1745,cadktpr10u150 ca desktop protection suite v. 1.5 complete package 10 additional user,424.93
1746,chet baker deep in a dream,24.95
1747,t07-00449 microsoft business solutions crm sales standard software assurance 1 user -,335.47
1748,92707 tun plus 2005 version upgrade license 1 user win,66.09
1749,nuance communications inc. dragon naturallyspeaking preferred edition 1-yr technical support olp a109a-gf6-8 .0,27.0
1750,01-ssc-7513 sonicwall email anti-virus mcafee and sonicwall time zero subscription license,10319.39
1751,92708 tun plus 2005 version upgrade license 1 additional user win,66.09
1752,firebox x550e gateway antivirus intrusion prevention service 1yr watchguard -,319.4
1753,12302 novanet library expansion option upgrade license 1 server linux win nw,333.31
1754,atari 26162 crusader kings mb,21.99
1755,cwlms-2 .6 - ur-k9 ciscoworks lan management solution large enterprise package v. 2.6 licen,17718.45
1756,11997634 symantec backup exec system recovery desktop edition business pack v. 7.0 ),52.96
1757,10759328 symantec backup exec 11d for windows servers agent for db2 on windows servers -,644.84
1758,bhe3dus installanywhere enterprise edition v. 8 product upgrade license + 1 year,4746.16
1759,activision 75283 shrek smash n crash gc 047875752832,15.9
1760,h22-01722 microsoft office project server 2007 media volume cd win english,23.48
1761,01-ssc-6780 sonicwall email security transition from mailfrontier license 1 server 50 u,519.03
1762,norton internet security ( v3 .0 ) mac symantec 10069614-in,83.43
1763,29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra,1687.48
1764,solid chips 2book set,201.2
1765,01-ssc-6781 sonicwall email security transition from mailfrontier license 1 server 250,875.91
1766,masque 10192 slots from bally gaming,18.99
1767,130-00360 microsoft visual studio team edition 2005 for software architects complete pac,5121.98
1768,microsoft 394-00416 opens exch svr exconn l/sa qual,22575.14
1769,bablur1150s06 brightstor arcserve backup enterprise option for advantage ingres for linux (,632.18
1770,hgw hallmark card studio 2005 deluxe complete package 1 user cd win,47.43
1771,business objects crystal reports xi,459.99
1772,121744 diskeeper 2007 pro premier edition complete package 5 workstations dvd w,426.58
1773,f89-00346 microsoft internet security and acceleration server enterprise edition license,537.72
1774,sierrahome hse hallmark card studio special edition win 98 me 2000 xp,19.26
1775,633808550578 wasp time pro magstripe solution v. 5 complete package 5 administrator,930.14
1776,10224341 symantec gateway security client-to-gateway vpn license and media 10 additio,223.96
1777,wg3605 watchguard mobile user vpn complete package 5 users cd win english t,290.68
1778,sunburst t04156 every child a reader netwk 046442532334,484.04
1779,pd8w10p perfectdisk professional v. 8.0 license 10 workstations win,274.72
1780,garmin bluechart mediterranean southeast,299.0
1781,td824ll/a filemaker mobile v. 8 complete package 1 user cd win mac palm os,66.15
1782,rsa security securid software authenticator license sd820-8-60-12-500,32.0
1783,edbuua61c emc dantz annual support & maintenance emc replistor smb edition technical sup,349.37
1784,cookn vegetarian,19.99
1785,symantec backup exec 11d for windows servers agent for lotus domino server complete package,772.14
1786,05090 registry repair 2005 complete package 1 user cd win,24.59
1787,11273 hasbro family game collection 2006 complete package 1 user pc cd win,14.51
1788,fb7-00576 microsoft encarta premium 2007 media volume cd win french,23.53
1789,sr2116010 safenet softremote vpn client license 5 users win,184.57
1790,hidden expedition : titanic,15.5
1791,c8d-00006 microsoft dynamics crm small business edition v. 3.0 license 20 user c,9654.16
1792,27510889 adobe indesign cs3 v. 5 product upgrade package 1 user upgrade from,214.55
1793,cd72-ak9 = cisco ios enterprise ipsec 3des complete package cd,4837.39
1794,microsoft h32-00034 sps extrnlconnnonemplyengl & s c 805529073074,55420.56
1795,t4396a hp storageworks application recovery manager online backup license 1 server,1215.87
1796,cd362-chk9 = cisco ios ip/fw/ids plus ipsec 3des complete package cd,3060.9
1797,cd72-ar1k9 = cisco ios enterprise/snasw ipsec 3des complete package cd,10576.76
1798,6809a-g03-11 .0 scansoft paperport v. 11 complete package 5 users win english,421.17
1799,910443-004-g onweb web-to-host v. 5.1 upgrade license 1 user volume level g 3,60.44
1800,e84-00294 microsoft internet security and acceleration server license & software assuran,1821.09
1801,eqzfn07-220 zetafax additional lines for fax or sms license unlimited additional fax lin,1412.69
1802,765205-011793 beyond contacts v. 3.0 license 10 users win palm os,279.08
1803,eqzfn07-231 zetafax license 5 additional users win,499.17
1804,bu24a600000 emc insignia retrospect desktop v. 6.1 upgrade package 2 clients cd,51.85
1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,88.8
1806,microsoft t07-00336 ae open crm l/sa ste std usr qual,399.91
1807,exmpi550001m1200p exceed 2007 license + 1 year maintenance 1 user win,535.08
1808,microsoft e32-00575 sql server 2005 developer edition x64 complete product dbms 1 developer ( s ) complete product standard english pc,43.97
1809,babnbr1111s05 brightstor arcserve backup tape library option for netware w/sp1 v. 11.1 -,643.42
1810,dragon naturally speaking ( v9 .0 ) preferred wireless edition nuance a109x-wn4,161.82
1811,11888479 symantec control compliance suite v. 8.5 media symantec buying program,16.84
1812,firewall feature set complete package,506.58
1813,24p8070 ibm fastt storage manager vmware host kit complete package 1 user,712.67
1814,gods and generals,14.88
1815,42050142 adobe acrobat distiller server v. 6.0 complete package unlimited users,15689.75
1816,microspot interiors ( mac 10.2 or later ),99.95
1817,e17883d symantec backup exec for netware servers open file option v. 9.2 complet,460.7
1818,procurve vpn client software unlimited client licenses,2598.96
1819,01-ssc-7309 sonicwall cfs standard edition for sonicwall pro 1260/2040/3060 / 4060 subscript,2124.92
1820,pop up oxford spanish / english dict,13.95
1821,10731 the print shop 22 pro publisher deluxe complete package 1 user win,84.13
1822,c7s-00024 windows live onecare v. 1.5 complete package 3 pcs cd win englis,38.64
1823,299530 quickbooks premier nonprofit edition 2007 complete package 1 user cd win,344.58
1824,af071ml ibm websphere business integration server foundation for developers v. 5.1 ),851.65
1825,pantone gps206 reference library,907.97
1826,bm02jml ibm websphere host integration solution for intranet for iseries v. 4.1 -,307.42
1827,ibm fastt storage partitions upgrade licence 64 storage partitions upgrade from 16 storage partitions,11325.58
1828,u84-00101 microsoft windows server 2003 for small business license 5 device cals ope,303.9
1829,nsa-rsm-10d enterasys netsight atlas router services manager license 10 devices win s,826.36
1830,adobe 42050142 acrobat distiller 6 lnx ret cd u/l lnx,14967.47
1831,01-ssc-6669 sonicwall email protection subscription subscription license 1 year + dyna,434.84
1832,alfred 's basic piano library for children level 2 disk,26.0
1833,bb0lgml ibm db2 everyplace database edition v. 8.2.0 media cd linux win pa,108.95
1834,eesk1017 emc insignia eroom smb edition v. 7.3 complete package 10 users cd -,950.92
1835,delphi 2007 pro codegear hdb0007wwfs190,541.86
1836,fw-6900-2006 ws_ftp professional 2006 license + 1 year service agreement 5 users win -,264.58
1837,encore tlc dr seuss reading learning system 2008,17.9
1838,e17886d symantec backup exec for netware servers san shared storage option v. 9.2 ),654.28
1839,4817t02 vmware infrastructure standard v. 3 full subscription 3 years 2 so,1448.42
1840,amherst media book : digital darkroom guide with photoshop photoshop software,29.95
1841,rfipsc2-1 ipsec vpn client license 1 user,57.2
1842,29300183dm adobe creative suite 3 design standard media tlp tlp nonprofit download -,20.97
1843,s65-00393 microsoft virtual pc for mac v. 7.0 w / windows 2000 complete package -,238.48
1844,70009 nero ultra edition enhanced v. 7 complete package 1 user cd win,87.76
1845,panda software active scan pro esd 1yr bpasp12m,22.0
1846,exmpi556001m1200p exceed powersuite 2007 complete package + 1 year maintenance 1 user win,525.45
1847,panda software upg to gatdef performa 8200 4k0 1yr uabpgdpcavs-edu,12.0
1848,cd374-ch = cisco ios ip/fw/ids complete package cd,1072.9
1849,emc deployment mgr per/u 151-250 webexp-00250,4027.0
1850,4817l06 vmware consolidated backup v. 3 limited subscription 1 year 2 sock,45.47
1851,namco 15022 moto gp psp sony psp software,36.99
1852,122-00411 microsoft visual studio 2005 team edition for software testers complete packag,2184.73
1853,19300109 adobe creative suite 3 design standard product upgrade package 1 user upgr,424.74
1854,panda software enterprisecure truprevent 101-250u 3yr ub3prpesad,73.0
1855,432778-b21 scai software development toolkit subscription license renewal 1 year 1,595.04
1856,ma265zm/a final cut express hd v. 3.5 media volume dvd mac multi-country,12.98
1857,allume systems moa-w40-dem-r,43.13
1858,11105972 symantec backup exec 11d for windows small business server agent for windows sys,320.66
1859,emc auth mgr mnt base 24x7 8m per/u 40005-50000u aut0050000be8,13.0
1860,b21-00800 microsoft mappoint 2006 complete package 1 pc cd win english,288.48
1861,microsoft winvista bus upsa 1y acq y3 ent w/visent 66j-01685,144.0
1862,thq 36118 danny phantom : urban jungle action/adventure game nintendo ds,20.97
1863,cd364-ahk9 = cisco ios enterprise/firewall/ids plus ipsec 3des complete package cd,3290.22
1864,124-00458 microsoft visual studio team edition 2005 for software developers complete pac,5159.29
1865,19700045 adobe creative suite 3 web premium complete package 1 user cd mac univ,1691.87
1866,thq 36123 drake & josh ds 785138361239,28.75
1867,mz24a0075 emc insignia retrospect multi server v. 7.5 upgrade package unlimited,502.04
1868,hewlett packard 302127-b21 prol essentials rdp v1.x 1u flex lic min qty 5,119.73
1869,1950824l1 technical support maintenance 1 year english,401.18
1870,50411 spy sweeper with antivirus complete package 3 users win,38.91
1871,wg017322 watchguard gateway antivirus/intrusion prevention service subscription license,2758.34
1872,panda software clientshield 2006 3001-5k 2yr b2cs6si-gov,21.0
1873,t07-00450 microsoft business solutions crm suite module software assurance 1 user op,659.71
1874,ccl-4096 raritan commandcenter secure gateway appliance license 4096 additional nodes,21823.11
1875,5325301935 snap enterprise data replicator license 1 additional server linux unix w,4401.41
1876,ca blapdskapoem30 oem arcserve backup v11 .1 win 30u for laptops and desktops 0757943274004,518.81
1877,sp32i570305m1200u connectivity secure shell 2007 upgrade package 5 users cd win,34.22
1878,clickart 950000 premier image pack ( dvd-rom ),48.95
1879,sage ( ptree ) vernfp2007rt premium accounting for nonprofits 2007,590.35
1880,543-03927 microsoft office outlook 2007 media volume cd win english,23.33
1881,the beginners bible : noah 's ark activity center : activity center,9.95
1882,aust-0150-005 employee appraiser deluxe v. 5.0 complete package 1 user download -,231.81
1883,j2300-ipsec-ltu juniper networks ipsec license for j2300 license 1 device,339.0
1884,sp32i570001m1100p connectivity secure shell 2006 complete package + 1 year maintenance 1 user,74.76
1885,xbox games : sega 64031,12.0
1886,c8a-00066 microsoft dynamics crm professional v. 3.0 product upgrade license 20,9676.92
1887,01-ssc-7494 sonicwall email protection subscription subscription license 2 years + dyn,12690.0
1888,38038983 adobe robohelp server v. 6.0 upgrade package 1 user cd win inter,1070.64
1889,emc ju10a0075 emc retrospect 7.5 disk to disk windows emc insignia retrospect disk-to-disk v. 7.5 complete package 1 server cd win 0093156011006,266.92
1890,902453-006-g rumba unix-hp edition v. 7.3 upgrade license 1 user volume level g,93.66
1891,ra-3000 fluke reporteranalyzer license 3000 interfaces,376765.44
1892,01-ssc-3363 sonicwall global management system standard edition license 10 nodes win,1835.31
1893,vbc-00002 microsoft softgrid for terminal services v. 4.1 license 20 user cals -,419.8
1894,633808920357 wasp mobileinventory network edition with wdt3200 v. 3 complete package,2097.24
1895,pc treasures pct50130 sft elite suite deluxe 2007 vista compatible ( pc treasures pct50130 ),24.99
1896,cd374-esk9 = cisco ios enterprise services complete package cd,1430.53
1897,22101180 adobe acrobat capture page pack license 100000 pages win,1113.53
1898,81499 marvel ultimate alliance complete package 1 user sony playstation 3,64.8
1899,p72-00473 microsoft windows server enterprise edition license & software assurance 1 u,3282.33
1900,29180162 adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package,138.28
1901,38000773 macromedia director mx 2004 complete package 1 user cd win mac univer,1285.07
1902,quarkcopydesk v. 3.5 version upgrade license,56.77
1903,a209s-gd4-9 .0 dragon naturallyspeaking professional v. 9 complete package 1 user c,786.91
1904,2013001000122 details v. 3.0 complete package 1 user cd win english,290.21
1905,singing coach unlimited electronic learning products,82.5
1906,433691-b21 hp proliant essentials power regulation manager license 1 server win,88.56
1907,pcnf0040 pc-cillin internet security 2007 complete package 3 users federal win,29.02
1908,nuance dragon naturallyspeaking v. 9.0 professional upgrade,212.62
1909,wg017310 webblocker subscription license 1 year 1 appliance,624.36
1910,macrovision is1200eue installshield express edition v. 12.0 version upgrade package 1 user upgrade from 4.x or later cd win english,232.97
1911,bjmt art explosion photo objects 150000 complete package 1 user dvd mac,43.22
1912,83076 smarterm enterprise suite v. 12.1 upgrade license 1 user win,146.42
1913,633808255022 wasp bar code fontware professional + complete package 10 users cd win -,242.8
1914,4817t23 vmware virtual desktop infrastructure full subscription 3 years 100 ente,10914.69
1915,ap9009 powerchute plus license and media 1 user cd win,63.86
1916,mike dowling homespun 641634 swing guitar rhythm 's where it 's at !,22.13
1917,print explosion deluxe 3.0 : mac,49.99
1918,432797-b21 altair pbs pro license + 1 year support 1 processor 2 cores linux,187.96
1919,knowledge adventure 785105 jumpstart explore-gr1-3 add on,12.99
1920,t3840aa hp openview storage mirroring advanced server v. 4.4.1 license 10 host,42560.23
1921,epson s041886 epson epson storyteller photo book creator w / 8in x 10in book with 20 pages complete package 1 user std win,23.61
1922,fl37-p-k2 = cisco ios ipsec 3des product upgrade license upgrade from cisco ios plus,1488.8
1923,adobe software 22070152 after effects 6.5 pbupgrd,507.0
1924,fl72-h = cisco ios rsm firewall upgrade license english,4099.5
1925,rhf0211us red hat enterprise linux as premium support red hat enterprise linux as for am,53937.1
1926,adobe systems 27910468 adobe framemaker v. 7.2 complete product desktop publishing 1 user complete product standard english pc plus $ 10 off w / ebillme * free shipping *,881.0
1927,38039295dm adobe flash cs3 professional v. 9 media tlp tlp nonprofit dvd mac,18.88
1928,disney learning 1st-2nd grade win,13.61
1929,46503 novanet-web competitive upgrade license 10 users win,1135.97
1930,ze4-00004 microsoft xbox live gold subscription card subscription license 3 months -,22.5
1931,01-ssc-7544 sonicwall email anti-virus kaspersky and sonicwall time zero subscription lice,9712.66
1932,n106788 veritas sitestor v. 1.2 media and documentation set cd linux win s,68.02
1933,splashid windows mobile software for pocket pc,29.95
1934,xsr-18xx-vpn-fw enterasys operating system base/vpn/firewall upgrade package 1 router cd,1131.29
