record_id,retail_price,model_num,segment,display_name,b_name
809,9.88,f3u138v03-rtc,electronics - general,belkin f3u138v03-rtc usb 2.0 retractable cable,belkin
810,15.88,icusb1284,printers,startech.com icusb1284 6 ft usb to parallel printer adapter,startech
811,61.88,,stationery & office machinery,aleratec inc cd dvd shredder,aleratec
812,13.77,b103c-003f-40,tv accessories,accell greencable series 1m hdmi-a 1.3 cable,accell
813,3794.5,114084,electronics - general,draper glass beaded paragon electric screen - av format 20 x 20,draper
814,2346.99,84986,electronics - general,da-lite dual vision tensioned cosmopolitan electrol - av format 7 x 9 diagonal,da-lite
815,1195.99,253018,electronics - general,draper m1300 shadowbox clarion fixed frame screen - 133 diagonal hdtv format,draper
816,56.88,a361-10cp,car stereos,atrend-bbox a361-10cp b box series single speaker,atrend
817,499.99,3skb-x2828-22,electronics - general,skb cases rx series rugged roto-x shipping square case 25 1 4 h x 30 1 2 w x 30 1 4 d outside,skb cases
818,28.5,ip-904,mp3 accessories,incipio ipod touch 4g silicrylic hard shell case with silicone core all black,incipio
819,0.0,drc99392,dvd players,rca 9 portable dvd player,rca
820,84.88,engt430 dc s/di/1gd3,electronics - general,asus engt430 dc geforce gt430 1gb ddr3 graphics card,asus
821,17.49,rc8gbsdhc4,usb drives,centon 8gb sdhc memory card,centon
822,5391.99,27917,electronics - general,da-lite da-glas standard rear projection screen 81 x 108 video format,da-lite
823,616.0,93221,electronics - general,da-lite high contrast matte white model c manual screen - 8 x 10 av format,da-lite
824,67.82,rc-502-kwn1,electronics - general,cooler master centurion 5 ii mid tower chassis black w clear side window,coolermaster
825,35.69,proton 180,stationery & office machinery,fellowes proton 180 18 rotary trimmer,fellowes
826,79.88,9840,electronics - general,email delivery tracfone 450-minutes wireless airtime card,tracfone
827,179.0,e240lc-fhd,television,sceptre 24 ultra-slim e240lc-fhd,sceptre
828,28.54,05301,stationery & office machinery,inland pro 6-sheet paper shredder,inland
829,19.94,gp1ayen,photography - general,joby gorillapod original yellow,joby
830,771.59,,stationery & office machinery,3m dry-erase board w marker accessory tray 8 x4 mahogany,3m
831,25.88,side-0002,electronics - general,premiertek hi-speed usb 2.0 to sata or ide 2.5 drive adapter,premiertek
832,32.0,tip-pu301cb,electronics - general,mukii tip-pu301cb 2-port usb 3.0 expresscard,mukii
833,16.46,1739,phones,at t 1739 adjunct answering machine system,at t
834,88.73,cp825lcd,electronics - general,cyberpower 825va 450w intelligent lcd battery backup ups,cyberpower
835,20.88,suo-200m,electronics - general,sima usb firewire multi-adapter cable - usb a and firewire to usb b mini b 5-pin mini b 4-pin mini 8-pin flat and firewire,sima
836,54.99,602956006572,mp3 accessories,marware eco-vue for ipad,
837,198.0,9125-28-15,electronics - general,jabra wireless flexboom mono headset with noise canceling microphone,jabra
838,30.84,k301,phones,motorola dect 6.0 cordless care,motorola
839,76.65,c9371a,printers,hp hp 72 ink,hp
840,8.88,cb-nms012-s1,electronics - general,siig cb-nms012-s1 serial cable,siig
841,45.0,acl100,camera and camcorder accessories,sony portable handycam ac adaptor,sony
842,1985.75,113023,electronics - general,draper glass beaded ambassador electric screen - av format 9 x 12,draper
843,39.88,ms80b,electronics - general,3m monitor stand for crt lcd,3m
844,5419.45,111595,electronics - general,draper at grey signature series e acoustically transparent screen - 108 diagonal widescreen format,draper
845,17.48,cv215red,electronics - general,coby red 2-in-1 stereo headphones earphones cv215red,coby
846,149.0,k088b-001b,electronics - general,accell ultraav displayport multi-monitor adapter,accell
847,114.99,9p2014-01be,electronics - general,skb cases ls series luggage style transport case 7 11 16 h x 21 1 8 w x 15 3 4 d outside,skb cases
848,99.99,eqs746,car stereos,clarion half-din graphic equalizer with built-in crossover,clarion
849,9.54,co598,stationery & office machinery,columbian invitation envelopes with grip-seal 4.375 white 100-ct,columbian
850,47.17,pf15 .6 w,electronics - general,3m laptop lcd privacy computer filter pf15 .6 w,3m
851,77.18,11442,stationery & office machinery,avery index maker clear label unpunched dividers with white tabs,avery
852,13997.99,23046,electronics - general,da-lite da-view thru-the-wall rear projection screen - 60 x 80 video format,da-lite
853,923.99,76454,electronics - general,da-lite matte white concord designer manual screen - 70 x 70 av format,da-lite
854,74.99,,monitors,v7 ds1sa single arm desk monitor mount,v7
855,17.84,11575,electronics - general,endust lcd and plasma screen cleaner for small screens,endust
856,2240.0,89892,electronics - general,da-lite hc cinema vision tensioned cosmopolitan electrol - av format 7 x 9 diagonal,da-lite
857,139.82,tew-690ap,networking,trendnet tew-690ap wireless n access point,trendnet
858,448.0,srx5308-100nas,networking,netgear prosafe srx5308 4-port vpn appliance,netgear
859,8.69,70009,baking goods,office snax fancy assorted hard candy 2 lb,
860,49.99,lwdv310fb,camcorders,lifeworks lwdv310fb black 5mp flip style hd digital camcorder 1.44 lcd display hd recording,lifeworks
861,143.2,,furniture,chief manufacturing dual swing arm lcd wall mount,chief manufacturing
862,20.53,279044,phone accessories,nokia travel charger,nokia
863,17.84,15333,electronics - general,coolmax hd-389-u2 3.5 sata external enclosure with usb 2.0 port,coolmax
864,38.88,8031101,electronics - general,fellowes office suites monitor riser 8031101,fellowes
865,48.0,,computers,hello kitty computer accessories bundle with keyboard wireless mouse and usb flash drive,
866,0.0,32630,tv accessories,ge rca extension adapter 2pk,general electric
867,39.0,p8v,computers,apc premium audio video surge protector 8 outlet with coax protection 120v,apc
868,39.96,82262,electronics - general,maccase maccase 15 macbook powerbook pro sleeve,maccase
869,59.0,sdvd7027-black,dvd players,sylvania sdvd7027 7 portable dvd player black,sylvania
870,249.23,cb400a,printers,hp cb40 toner 7500 page-yield,hp
871,129.0,2236vw,monitors,aoc 2236vw 22 widescreen lcd monitor in piano black,aoc
872,11.88,95407,usb drives,verbatim 95407 2gb secure digital card,verbatim
873,15.84,clp-w300a,printers,samsung clp-w300a waste toner box,samsung
874,97.88,mr-s4mqn-01,mp3 accessories,quantum mr-s4mqn-01 dlttape s4 cartridge,quantum
875,148.0,ovr-121wfm,car stereos,bravo view 12.1 ovr-121wfm overhead monitor,bravo
876,53.0,mdrrf925rk,electronics - general,sony rf wireless headphones mdrrf925rk,sony
877,10.98,acm-1b,electronics - general,cyber acoustics monitor lapel microphone,cyber acoustics
878,29.82,jk-wr0212-s1,electronics - general,siig wireless multimedia keyboard mouse,siig
879,6.0,,electronics-inflexible kit,pilot q7 retractable gel roller ball pen refill fine black 2 count 3-pack,
880,25.0,36023samsill,electronics - general,samsill altego 15.6 sleeve pink,samsill
881,7.88,hp59bk,electronics - general,audiovox pillowz stereo earbuds black,audiovox
882,33.88,gc16044,electronics - general,griffin tablet stand,griffin
883,26.98,hp cz075fn # 140,printers,hp 901 black inkjet cartridge twin pack,hp
884,6.47,25181,stationery & office machinery,avery copper reinforced leather tab dividers 12-tab jan-dec letter black 12 set,avery
885,15.77,20320,stationery & office machinery,ampad evidence perf top legal red margin rule white 50-sheet pads pack dz .,ampad
886,264.99,77324,electronics - general,da-lite high power model b manual screen - 60 x 80 video format,da-lite
887,4242.99,88285,electronics - general,da-lite dual vision tensioned advantage deluxe electrol - hdtv format 92 diagonal,da-lite
888,12.18,dviextaa6in,electronics - general,startech 6 dvi-i dual link digital analog port saver cable,startech
889,29.88,,computers,logitech wireless mouse m310 bundle,
890,299.82,qc444-411-5,garden - general,q-see qc444-411-5 4-channel video surveillance system,q-see
891,10.88,sbt-scide,electronics - general,sabrent sata to ide ultra ata mini converter board,sabrent
892,45.88,pl-2301a,networking,premiertek pl-2301a powerlink amplus wireless range extender,premiertek
893,199.0,mz-5pa128 / us,hard drives,samsung 470 series 128gb sata ii solid state drive,samsung
894,79.97,gbx7tw,house wares,solo cup company guildware heavyweight plastic teaspoons 1000ct,solo
895,32.0,207492,electronics - general,diaper dude black coated grey digi laptop sleeve 13,diaper dude
896,78.88,hx-mta64da / g42,hard drives,samsung s2 640gb usb 3.0 portable external hard drive red,samsung
897,28.39,dr320dpvb,electronics - general,sony dr320dpvb voip pc audio headset black,sony
898,172.0,tl-sc3171g,garden - general,tp-link tl-sc3171g wireless day night surveillance camera,tp link
899,14.82,3fmnb2020wbk-r,electronics - general,filemate b2020 wireless standard keyboard and mouse bundle black,wintec
900,34.99,ipad2bakblk,mp3 accessories,ifrogz backbone case for ipad 2 black,ifrogz
901,35.0,dc30t,tv accessories,level tv wall mount full-motion mount for 10-30 flat-panel tvs dc30t,level mount
902,22.27,avp-h5,phones,midland behind-the-head 2-way radio headset 2-pack,midland
903,11.37,fcj1276ab,automotive - general,scosche 1974-up ford chrysler jeep multi-purpose kit including 1999-up grand cherokee,scosche
904,96.84,m119xws1,electronics - general,elite m119xws1 screens manual series pull down projection screen,elite screens
905,29.0,akb04us,computers,targus akb04us slim internet media usb keyboard,targus
906,52.82,cb2ec,networking,startech.com cb2ec expresscard to pcmcia adapter card,startech
907,144.0,ssd0064n1,hard drives,zalman n series ssd0064n1 mlc 64gb internal sata ii solid state drive,zalman usa inc
908,69.88,c6567b,stationery & office machinery,hp c6567b coated paper 1 roll 42-inches x 150 ft,hp
909,62.98,pe220204,hard drives,edge 320gb diskgo 2.5 in . backup ultra portable usb 2.0 hard drive,edge
910,98.0,,car stereos,sumas media sm-30bt 3 digital wide touch screen car stereo dvd receiver with bluetooth,sumas
911,97.82,video-338pci-lp,computers,jaton geforce 6200 256mb video card,jaton
912,44.98,kx-tg4022n,electronics - general,panasonic kx-tg4022n dect 6.0 plus expandable cordless answering system w 2 handsets,panasonic
913,20.88,k62562us,electronics - general,kensington 15.4 classic nylon laptop sleeve black,kensington
914,2285.45,102189,electronics - general,draper m1300 access series v electric screen - widescreen 132 diagonal,draper
915,9.84,bh-skthcrn/2g,usb drives,tony hawk birdhouse crowned skatedrive 2gb usb flash drive w xbox live support,ep memory
916,16.23,gun262wv,networking,iogear smartlink usb 2.0 adapter,iogear
917,35.94,40578,stationery & office machinery,oxford 5-1 4 capacity box file storage box letter binder board black orange,oxford
918,139.29,tfdvd7752,dvd players,coby 7 lcd dual screen tablet portable dvd player,coby
919,5.94,,stationery & office machinery,rubbermaid 3-hole punched plastic edge strip magazine holders for ring binders 12ct,rubbermaid
920,40.88,sllc1,stereos/audio,xantech sllc1 speaker level to line converter,xantech
921,317.99,231510ahg,electronics - general,platt heavy-duty polyethylene case with wheels and telescoping handle in gray 15 x 23 x 10,platt
922,44.99,tr-lssipd2-or / en,mp3 accessories,simplism leather sleeve case for ipad 2 orange,simplism
923,3.97,85401,stationery & office machinery,quartet dry erase tile white 5.5,quartet
924,47.88,f8z646ttc01,mp3 accessories,belkin shield micra for ipod touch tint,belkin
925,98.0,4.3502001 e7,printers,oki 43502001 type 9 black toner cartridge,oki
926,6.47,67060,stationery & office machinery,rolodex petite open tray card file,rolodex
927,95.0,cdx-gt35uw,car stereos,sony xplod cdx-gt35uw car cd receiver,sony
928,14.2,36849nhb,stationery & office machinery,wilson jones basic vinyl round ring binder w label holder,wilson jones
929,30.88,3fme3b2tw-r,electronics - general,filemate 3.5 sata usb 2.0 and esata hard drive enclosure white,wintec
930,268.88,q5985a,electronics - general,hp q5985a 500 sheets input tray for clj3000 clj3600 and clj3800 printers - 500 sheet,hp
931,118.0,cr249-ta,stereos/audio,crosley radio keepsake usb turntable tan,arkon
932,2735.99,84992,electronics - general,da-lite dual vision tensioned cosmopolitan electrol - av format 10 x 10 diagonal,da-lite
933,24.97,k6bw,house wares,dart style setter mediumweight plastic knives 1000ct,
934,32.88,512p31310lr,electronics - general,evga geforce 210 512mb ddr3 pci express graphics card,evga
935,9.0,haf150r,electronics - general,jvc gumy headphones red,jvc
936,697.54,m420sv,television,vizio 42 ultra-slim m420sv,vizio
937,19.99,30329,electronics - general,allsop clingo universal vent mount,allsop
938,1518.0,pro8500,electronics - general,viewsonic pro8500 dlp projector,viewsonic
939,14.88,sbt-pca4,networking,sabrent usb 2.0 firewire pcmcia cardbus,sabrent
940,67.43,7702,stationery & office machinery,pm company one-ply cash register point of sale rolls 3 x 150 ft white 50 carton,
941,48.88,960-000585,electronics - general,logitech hd 720p webcam c310,logitech
942,13.88,wc735i,electronics - general,gear head 1.3 mp quick webcam pro,gear head
943,29.54,gs170,prepaid wireless phones,t-mobile lg gs170 prepaid cell phone,t-mobile
944,45.54,tn360,printers,brother tn360 black toner cartridge,brother
945,204.75,c5061a,printers,hp 90 ink cyan c5061a,hp
946,94.88,idvd8peb,electronics - general,i omagic idvd8peb slim 8x dvd,i/omagic corporation
947,9.88,dvivgafm,electronics - general,startech.com dvivgafm dvi to vga cable adapter - f m,startech
948,22.88,pe187378,memory,edge 512mb 1x512mb pc2100 nonecc unbuffered 200 pin ddr sodimm,edge
949,304.88,tew-455apbo,networking,trendnet tew-455apbo wireless super g high power outdoor poe access point,trendnet
950,144.0,vw224t,monitors,asus 22 lcd monitor vw224t,asus
951,1799.45,101282,electronics - general,draper hidef grey premier electric screen premier 132 widescreen hidef grey - widescreen 132 diagonal,draper
952,3600.0,100321,electronics - general,draper m1300 signature series v electric screen - ntsc 11 diagonal,draper
953,50.54,vf30cpkb,photography - general,sony 30mm polarizing filter kit,sony
954,74.88,mkb-135b,electronics - general,adesso pro mechanical gaming keyboard,adesso
955,17.84,lp34977,photography - general,lowepro apex aw10 all-weather ultra-compact digital camera case,lowepro
956,139.0,e195bd-shd,television,sceptre 19 ultra-slim e195bd-shd,sceptre
957,144.79,,home care,buddy products hand wipe station steel black,buddy products
958,70.99,,home care,kimberly-clark wypall l40 wipers - 12 x13 .4 white wypall jumbo rag on a roll 700,kimberly-clark
959,358.0,1015pn-pu27-bu,laptop computers,asus blue 10.1 eee seashell 1015pn-pu27-bu netbook pc with intel atom dual-core n570 processor and windows 7 starter,asus
960,29.99,fva4459,electronics - general,new york mets ipod touch 4g hard case,tribeca
961,94.88,a8ex,networking,amped wireless high power outdoor 8 dbi omni-directional wi-fi antenna kit,amped wireless
962,0.0,18254,electronics - general,ge time delay fuse,general electric
963,14.19,,stationery & office machinery,rediform office products ecologix recycled weekly planner 15-minute appts . wirebound 11 x 8-1 2 green 2012,rediform office products
964,63.96,155611,electronics - general,maccase 13 macbook models,maccase
965,17.82,910001830,mice,logitech corded mouse black,logitech
966,29.99,f3u133v06gld,electronics - general,belkin gold series high-speed usb 2.0 cable 6 ft.,belkin
967,920.99,27602,electronics - general,da-lite da-glas unframed rear projection screen - 43 1 4 x 57 3 4 video format,da-lite
968,25.0,viv-vpt-4654,camera and camcorder accessories,vivitar 54 tripod,vivitar
969,4.53,,electronics - general,bic round stic grip ball pen blue 1 dozen 3-pack,
970,14.88,icc1193,mp3 accessories,iluv clear screen protective film for ipad 2,iluv
971,78.88,sv231uaf,electronics - general,startech dual-port usb vga kvm switch,startech
972,248.0,,photography - general,lowepro lp36147-peu pro runner camera and laptop backpack,lowepro
973,28.0,10n0016,printers,lexmark 16 black print cartridge 10n0016,lexmark
974,90.92,ea650green,electronics - general,antec 650w earthwatts ea-650 green psu,antec
975,34.88,pex13943,electronics - general,startech.com pex13943 4 port pcie 1394a firewire adapter card,startech
976,8.84,,electronics - general,v7 kc0b2-6n6 standard ps 2 keyboard,v7
977,19.98,cnpecl1,satellite radio,audiovox xm satellite radio cables for eclipse car stereos,audiovox
978,8.24,30001wm,stationery & office machinery,sharpie permanent markers fine point - black - 12 count,sharpie
979,23.41,trpfsipadagen,mp3 accessories,simplism protector film for ipad,simplism
980,1682.45,101305,electronics - general,draper m1300 premier electric screen - hdtv 119 diagonal,draper
981,3139.95,100348,electronics - general,draper m2500 signature series v electric screen - av format 72 x 96,draper
982,10.98,mxt101mm10,electronics - general,startech 10 ft. hd 15mm vga monitor cable,startech
983,50.05,cb278an,stationery & office machinery,hp cb278an hp 57 ink 500 page-yield tri-color,hp
984,15.0,,electronics - general,avf avf inc premium cable management in white,avf group
985,81.99,jms-12x6,tv accessories,middle atlantic 12 master slave jumper for mpr series modules sold in packs of 6,middle atlantic
986,26.88,5sh-00001,electronics - general,microsoft wireless desktop 800 for business,microsoft
987,274.99,7023,electronics - general,da-lite pixmate 25 x 30 shelf television cart with cabinet 25.5 34 42 48 54,da-lite
988,16.94,31506,stationery & office machinery,pilot g2 begreen 0.70 mm retractable gel ink roller ball pen black,pilot
989,5.86,17232,stationery & office machinery,avery silhouette flexible poly view binder 1 capacity,avery
990,7.0,27651,stationery & office machinery,avery 3 durable binder with ez-turn ring navy blue,avery
991,3.88,11416,stationery & office machinery,avery index maker clear label dividers 5-tab white,avery
992,30.5,hp 61,printers,hp 61 black tri-color combo inkjet cartridge,hp
993,397.99,91841,electronics - general,da-lite matte white model c with csr manual screen - 50 x 67 video format,da-lite
994,134.99,73101,electronics - general,da-lite matte white designer model b with fabric case in pepper - 60 x 60 av format,da-lite
995,60.09,n25938p,mp3 accessories,dicota dee bacpac green,dicota
996,29.88,190243 teb-o,electronics - general,maxell timbers wood earbuds oak,maxell
997,368.0,ivisa 50 light,portable audio,dj tech ivisa 50 light portable pa system with ipod player controller 50 watts,dj tech
998,51.7,wd3200avvs,hard drives,western digital av-gp 320gb sata desktop internal hard drive,western digital
999,7.88,ps00291-0001,phone accessories,igo ps00291-0001 keyjuice micro mini usb cable,igo
1000,14.88,90482,electronics - general,amzer transparent jelly case for motorola xoom hot pink,amzer
1001,219.0,mb511,electronics - general,motorola flipout mb511 black unlocked,motorola
1002,548.0,11433bu,laptop computers,lenovo matte black 15.6 thinkpad edge e520 laptop pc with intel i3-2310 processor and windows 7 professional,lenovo
1003,0.0,hd57683,car stereos,scosche hd full range speaker 5,scosche
1004,10.88,gg100022,mp3 accessories,gecko sowndwire retracting 3.5 mm to 3.5 mm cable,gecko gear australia
1005,14.54,vh100,stereos/audio,rca 10db video signal amplifier,rca
1006,139.88,2403-820-105,electronics - general,gn netcom 2403-820-105 jabra biz 2400 headset,gn netcom
1007,151.54,108r00676,printers,xerox 108r00676 extended-capacity maintenance kit for phaser 8550 printer,xerox
1008,314.0,340-01230,software,microsoft 340-01230 visual foxpro v. 9.0 professional edition - upgrade,microsoft
1009,164.82,brpx68u2bk,electronics - general,buffalo technology mediastation 6x blu-ray writer,buffalo technology
1010,24.56,gb01595,mp3 accessories,griffin technology screen care kit for ipad,griffin technology
1011,49.0,usb3s2sata,networking,startech superspeed usb 3.0 sata adapter cable for 2.5 in or 3.5 in hard drives usb3s2sata,startech
1012,39.88,rp-hsc200-k,electronics - general,panasonic in-ear clip earphone for iphone ipod black,panasonic
1013,429.0,jlc37bc3000,television,jvc 37 class lcd 1080p 60hz hdtv jlc7bc3000,jvc
1014,47.82,4780655,electronics - general,hercules dualpix emotion hd 720p usb webcam,hercules
1015,4.49,51507,electronics - general,innovera pc screen cleaning cloths 3 pack,innovera
1016,8.18,32726pp,stationery & office machinery,sharpie retractable permanent markers fine point assorted 3pk,sharpie
1017,20.35,7990-c24,stationery & office machinery,scotch cushion wrap,scotch
1018,130.0,413807,software,quicken rental property manager 2011 small package,intuit
1019,57.5,2379268,electronics - general,channel sources techshell for 17 macbook pro black,channel sources
