song_entry_id,song_label,album_title,time_length,purchase_price,record_label,singer,track_genre,launch_date
1668,45,Leave a Whisper,4:09,$ 1.29,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,Shinedown,"Rock , Music , Hard Rock , Alternative",27-May-03
1669,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",Leave a Whisper ( Deluxe Version ),3:59,$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,Shinedown,"Rock , Music , Hard Rock , Alternative",27-May-03
1670,Son of Sam ( Bonus Track ),The Sound of Madness ( Deluxe Version ),3:37,Album Only,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,Shinedown,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",23-Jun-08
1671,Misfits,Threat to Survival,4:05,$ 1.29,2015 Atlanic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States .,Shinedown,"Rock , Music , Alternative , Hard Rock",18-Sep-15
1672,Misfits,Threat to Survival,4:05,$ 1.29,2015 Atlanic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States .,Shinedown,"Rock , Music , Alternative , Hard Rock",18-Sep-15
1673,Misfits,Threat to Survival,4:05,$ 1.29,2015 Atlanic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States .,Shinedown,"Rock , Music , Alternative , Hard Rock",18-Sep-15
1674,Best of Cr247,Ignite the Night ( Party Edition ),6:57,Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1675,Beats a Million Bucks,Country As Me,4:15,$ 0.99,2011 Artist Revolution,Chase Rice,"Country , Music , Rock",8-Mar-11
1676,Happy Hour ( Worktape ),Dirt Road Communion,7:43,$ 0.99,2012 Dack Janiels Music,Chase Rice,"Country , Music",20-Mar-12
1677,Happy Hour ( Worktape ),Dirt Road Communion,7:43,$ 0.99,2012 Dack Janiels Music,Chase Rice,"Country , Music",20-Mar-12
1678,Best of Cr247,Ignite the Night ( Party Edition ),6:57,Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1679,Happy Hour ( Worktape ),Dirt Road Communion,7:43,$ 0.99,2012 Dack Janiels Music,Chase Rice,"Country , Music",20-Mar-12
1680,Best of Cr247,Ignite the Night ( Party Edition ),6:57,Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1681,Best of Cr247,Ignite the Night ( Party Edition ),6:57,Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1682,Happy Hour ( Worktape ),Dirt Road Communion,7:43,$ 0.99,2012 Dack Janiels Music,Chase Rice,"Country , Music",20-Mar-12
1683,Jack Daniels and Jesus,Ignite the Night,3:55,$ 1.29,2014 Dack Janiels Records,Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1684,Best of Cr247,Ignite the Night ( Party Edition ),6:57,Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1685,Best of Cr247,Ignite the Night ( Party Edition ),6:57,Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1686,Best of Cr247,Ignite the Night ( Party Edition ),6:57,Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1687,Best of Cr247,Ignite the Night ( Party Edition ),6:57,Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1688,Best of Cr247,Ignite the Night ( Party Edition ),6:57,Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1689,Best of Cr247,Ignite the Night ( Party Edition ),6:57,Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1690,Beats a Million Bucks,Country As Me,4:15,$ 0.99,2011 Artist Revolution,Chase Rice,"Country , Music , Rock",8-Mar-11
1691,Beats a Million Bucks,Country As Me,4:15,$ 0.99,2011 Artist Revolution,Chase Rice,"Country , Music , Rock",8-Mar-11
1692,Happy Hour ( Worktape ),Dirt Road Communion,7:43,$ 0.99,2012 Dack Janiels Music,Chase Rice,"Country , Music",20-Mar-12
1693,Happy Hour ( Worktape ),Dirt Road Communion,7:43,$ 0.99,2012 Dack Janiels Music,Chase Rice,"Country , Music",20-Mar-12
1694,Happy Hour ( Worktape ),Dirt Road Communion,7:43,$ 0.99,2012 Dack Janiels Music,Chase Rice,"Country , Music",20-Mar-12
1695,Happy Hour ( Worktape ),Dirt Road Communion,7:43,$ 0.99,2012 Dack Janiels Music,Chase Rice,"Country , Music",20-Mar-12
1696,Happy Hour ( Worktape ),Dirt Road Communion,7:43,$ 0.99,2012 Dack Janiels Music,Chase Rice,"Country , Music",20-Mar-12
1697,Happy Hour ( Worktape ),Dirt Road Communion,7:43,$ 0.99,2012 Dack Janiels Music,Chase Rice,"Country , Music",20-Mar-12
1698,Happy Hour ( Worktape ),Dirt Road Communion,7:43,$ 0.99,2012 Dack Janiels Music,Chase Rice,"Country , Music",20-Mar-12
1699,Happy Hour ( Worktape ),Dirt Road Communion,7:43,$ 0.99,2012 Dack Janiels Music,Chase Rice,"Country , Music",20-Mar-12
1700,Happy Hour ( Worktape ),Dirt Road Communion,7:43,$ 0.99,2012 Dack Janiels Music,Chase Rice,"Country , Music",20-Mar-12
1701,Jack Daniels and Jesus,Ignite the Night,3:55,$ 1.29,2014 Dack Janiels Records,Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1702,Jack Daniels and Jesus,Ignite the Night,3:55,$ 1.29,2014 Dack Janiels Records,Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1703,Jack Daniels and Jesus,Ignite the Night,3:55,$ 1.29,2014 Dack Janiels Records,Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1704,Jack Daniels and Jesus,Ignite the Night,3:55,$ 1.29,2014 Dack Janiels Records,Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1705,Jack Daniels and Jesus,Ignite the Night,3:55,$ 1.29,2014 Dack Janiels Records,Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1706,Jack Daniels and Jesus,Ignite the Night,3:55,$ 1.29,2014 Dack Janiels Records,Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1707,Jack Daniels and Jesus,Ignite the Night,3:55,$ 1.29,2014 Dack Janiels Records,Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1708,Jack Daniels and Jesus,Ignite the Night,3:55,$ 1.29,2014 Dack Janiels Records,Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1709,Jack Daniels and Jesus,Ignite the Night,3:55,$ 1.29,2014 Dack Janiels Records,Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1710,Jack Daniels and Jesus,Ignite the Night,3:55,$ 1.29,2014 Dack Janiels Records,Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1711,Jack Daniels and Jesus,Ignite the Night,3:55,$ 1.29,2014 Dack Janiels Records,Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1712,Jack Daniels and Jesus,Ignite the Night,3:55,$ 1.29,2014 Dack Janiels Records,Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1713,Beats a Million Bucks,Country As Me,4:15,$ 0.99,2011 Artist Revolution,Chase Rice,"Country , Music , Rock",8-Mar-11
1714,Happy Hour ( Worktape ),Dirt Road Communion,7:43,$ 0.99,2012 Dack Janiels Music,Chase Rice,"Country , Music",20-Mar-12
1715,Best of Cr247,Ignite the Night ( Party Edition ),6:57,Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1716,Best of Cr247,Ignite the Night ( Party Edition ),6:57,Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1717,Best of Cr247,Ignite the Night ( Party Edition ),6:57,Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1718,Best of Cr247,Ignite the Night ( Party Edition ),6:57,Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1719,Best of Cr247,Ignite the Night ( Party Edition ),6:57,Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1720,Jack Daniels and Jesus,Ignite the Night,3:55,$ 1.29,2014 Dack Janiels Records,Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1721,Best of Cr247,Ignite the Night ( Party Edition ),6:57,Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1722,Best of Cr247,Ignite the Night ( Party Edition ),6:57,Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1723,Best of Cr247,Ignite the Night ( Party Edition ),6:57,Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",Chase Rice,"Country , Music , Urban Cowboy , Contemporary Country",19-Aug-14
1724,Boomerang ( Down Home Sessions ),Down Home Sessions - EP,2:59,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Cole Swindell,"Country , Music , Contemporary Country",17-Nov-14
1725,Boomerang ( Down Home Sessions ),Down Home Sessions - EP,2:59,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Cole Swindell,"Country , Music , Contemporary Country",17-Nov-14
1726,Boomerang ( Down Home Sessions ),Down Home Sessions - EP,2:59,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Cole Swindell,"Country , Music , Contemporary Country",17-Nov-14
1727,The Back Roads and the Back Row,Cole Swindell,3:41,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Cole Swindell,"Country , Music , Contemporary Country",18-Feb-14
1728,Boomerang ( Down Home Sessions ),Down Home Sessions - EP,2:59,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Cole Swindell,"Country , Music , Contemporary Country",17-Nov-14
1729,The Back Roads and the Back Row,Cole Swindell,3:41,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Cole Swindell,"Country , Music , Contemporary Country",18-Feb-14
1730,Boomerang ( Down Home Sessions ),Down Home Sessions - EP,2:59,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Cole Swindell,"Country , Music , Contemporary Country",17-Nov-14
1731,The Back Roads and the Back Row,Cole Swindell,3:41,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Cole Swindell,"Country , Music , Contemporary Country",18-Feb-14
1732,The Back Roads and the Back Row,Cole Swindell,3:41,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Cole Swindell,"Country , Music , Contemporary Country",18-Feb-14
1733,The Back Roads and the Back Row,Cole Swindell,3:41,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Cole Swindell,"Country , Music , Contemporary Country",18-Feb-14
1734,The Back Roads and the Back Row,Cole Swindell,3:41,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Cole Swindell,"Country , Music , Contemporary Country",18-Feb-14
1735,The Back Roads and the Back Row,Cole Swindell,3:41,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Cole Swindell,"Country , Music , Contemporary Country",18-Feb-14
1736,The Back Roads and the Back Row,Cole Swindell,3:41,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Cole Swindell,"Country , Music , Contemporary Country",18-Feb-14
1737,The Back Roads and the Back Row,Cole Swindell,3:41,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Cole Swindell,"Country , Music , Contemporary Country",18-Feb-14
1738,The Back Roads and the Back Row,Cole Swindell,3:41,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Cole Swindell,"Country , Music , Contemporary Country",18-Feb-14
1739,The Back Roads and the Back Row,Cole Swindell,3:41,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Cole Swindell,"Country , Music , Contemporary Country",18-Feb-14
1740,Without You ( The Annual 2014 Us Edit ) [ feat . Totally Enormous Extinct Dinosaurs ],The Annual 2014 - Ministry of Sound,3:59,Album Only,2013 Ministry of Sound Recordings Ltd.,Dillon Francis,"Dance , Music",11-Nov-13
1741,Party All Day ( Club Extended ),Party All Day - Single,4:30,$ 0.99,2011 Fuzion,DJ Snake,"Pop , Music , Dance",2-May-11
1742,Addicted 2 the Bass ( EDM Euphoria 2013 Edit ) [ Daahype 's Trap VIP ],EDM Euphoria 2013,3:11,$ 1.29,2013 Euphoria,Wideboys,"Dance , Music",16-Sep-13
1743,Ca n't Ruin My Fun,"Best of Jeffree 's , Vol . 1",4:19,$ 1.29,2013 Mad Decent,Jahan Lennon,"Dance , Music , Electronic",5-Nov-13
1744,Do n't Let Me Spend Christmas Alone ( feat . Santell ),A Very Decent Christmas,3:18,$ 1.29,2013 Mad Decent,mitch murder,"Dance , Music , Electronic",5-Dec-13
1745,Lunatic,Lunatic - Single,4:48,$ 0.99,2014 SpinninRecords.com,Mercer & DJ Snake,"Dance , Music",21-Mar-14
1746,Whip ( Bonus Track ),Furious 7 ( Original Motion Picture Soundtrack ),3:40,$ 1.29,This compilation 2015 Universal Studios and Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,Famous to Most,"Soundtrack , Music",17-Mar-15
1747,Whip ( Bonus Track ),Furious 7 ( Original Motion Picture Soundtrack ),3:40,$ 1.29,This compilation 2015 Universal Studios and Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,Famous to Most,"Soundtrack , Music",17-Mar-15
1748,I Got ta Feeling,Until the Morning 2,4:49,$ 1.29,2014 BY Music,black eyed peas,"Pop , Music",4-Aug-14
1749,Get Low ( Neo Fresco Remix ),Get Low ( Remixes ) - EP,4:42,$ 1.29,"2014 , 2015 Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment",Dillon Francis & DJ Snake,"Dance , Music",2-Jun-15
1750,Get Low ( Neo Fresco Remix ),Get Low ( Remixes ) - EP,4:42,$ 1.29,"2014 , 2015 Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment",Dillon Francis & DJ Snake,"Dance , Music",2-Jun-15
1751,Get Low ( Neo Fresco Remix ),Get Low ( Remixes ) - EP,4:42,$ 1.29,"2014 , 2015 Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment",Dillon Francis & DJ Snake,"Dance , Music",2-Jun-15
1752,Get Low ( Neo Fresco Remix ),Get Low ( Remixes ) - EP,4:42,$ 1.29,"2014 , 2015 Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment",Dillon Francis & DJ Snake,"Dance , Music",2-Jun-15
1753,Get Low ( Neo Fresco Remix ),Get Low ( Remixes ) - EP,4:42,$ 1.29,"2014 , 2015 Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment",Dillon Francis & DJ Snake,"Dance , Music",2-Jun-15
1754,Party All Day ( Club Extended ),Party All Day - Single,4:30,$ 0.99,2011 Fuzion,DJ Snake,"Pop , Music , Dance",2-May-11
1755,Slow Down,Amsterdam Twerk Music - EP,4:09,$ 1.29,2013 Mad Decent,"Yellow Claw , DJ Snake & Spanker","Dance , Music , Electronic",15-Oct-13
1756,Get Low ( feat . Rae Sremmurd ) [ Remix ],"Money Sucks , Friends Rule",3:34,$ 1.29,"2014 , 2015 Columbia Records , a Division of Sony Music Entertainment , Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment",Dillon Francis & DJ Snake,"Dance , Music , Electronic",7-Apr-15
1757,Bird Machine ( feat . Alesia ),"Jeffree 's , Vol .7",3:18,$ 1.29,2013 Mad Decent,DJ Snake,"Dance , Music , Electronic",5-Mar-13
1758,Get Low ( feat . Rae Sremmurd ) [ Remix ],"Money Sucks , Friends Rule",3:34,$ 1.29,"2014 , 2015 Columbia Records , a Division of Sony Music Entertainment , Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment",Dillon Francis & DJ Snake,"Dance , Music , Electronic",7-Apr-15
1759,"Turn Down for What ( feat . Juicy J , 2 Chainz & French Montana ) [ Remix ]","Turn Down for What ( feat . Juicy J , 2 Chainz & French Montana ) [ Remix ] - Single",3:45,$ 1.29,"2014 Columbia Records , a Division of Sony Music Entertainment",DJ Snake & Lil Jon,"Hip-Hop/Rap , Music",19-May-14
1760,Hurricane ( feat . Lily Elise ),"Money Sucks , Friends Rule",3:35,$ 1.29,"2014 Columbia Records , a Division of Sony Music Entertainment , Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment",Dillon Francis,"Dance , Music , Electronic",24-Oct-14
1761,Turn Down For What,Turn Down For What - Single,3:33,$ 1.29,"2013 Columbia Records , a Division of Sony Music Entertainment",DJ Snake & Lil Jon,"Dance,Music,Hip-Hop / Rap , Rap",18-Dec-13
1762,You Know You Like It,You Know You Like It - Single,4:07,$ 1.29,"2014 Island Records , a division of Universal Music Operations Limited",DJ Snake & AlunaGeorge,"Dance , Music , Electronic , Rock",8-Dec-14
1763,Close Your Eyes,Where It All Began,3:56,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Dan + Shay,"Country , Music , Honky Tonk , Contemporary Country",1-Apr-14
1764,Close Your Eyes,Where It All Began,3:56,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Dan + Shay,"Country , Music , Honky Tonk , Contemporary Country",1-Apr-14
1765,Close Your Eyes,Where It All Began,3:56,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Dan + Shay,"Country , Music , Honky Tonk , Contemporary Country",1-Apr-14
1766,Close Your Eyes,Where It All Began,3:56,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Dan + Shay,"Country , Music , Honky Tonk , Contemporary Country",1-Apr-14
1767,Close Your Eyes,Where It All Began,3:56,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Dan + Shay,"Country , Music , Honky Tonk , Contemporary Country",1-Apr-14
1768,Close Your Eyes,Where It All Began,3:56,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Dan + Shay,"Country , Music , Honky Tonk , Contemporary Country",1-Apr-14
1769,Close Your Eyes,Where It All Began,3:56,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Dan + Shay,"Country , Music , Honky Tonk , Contemporary Country",1-Apr-14
1770,Close Your Eyes,Where It All Began,3:56,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Dan + Shay,"Country , Music , Honky Tonk , Contemporary Country",1-Apr-14
1771,Close Your Eyes,Where It All Began,3:56,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Dan + Shay,"Country , Music , Honky Tonk , Contemporary Country",1-Apr-14
1772,Close Your Eyes,Where It All Began,3:56,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Dan + Shay,"Country , Music , Honky Tonk , Contemporary Country",1-Apr-14
1773,Close Your Eyes,Where It All Began,3:56,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,Dan + Shay,"Country , Music , Honky Tonk , Contemporary Country",1-Apr-14
1774,Piensas en M ' _,Piensas en M ' _ - Single,4:20,$ 0.99,2013 Nicky Jam Licencia a Codiscos S.A.S.,Nicky Jam,"Latin Urban , Music , Latino",8-Jul-13
1775,"Piensas en M ' _ ( feat . Luigi 21 Plus , Jory & Yelsid ) [ Remix ]",Nicky Jam Hits,4:46,$ 0.99,2014 La Industria Inc. . Licencia a Codiscos S.A.S.,Nicky Jam,"Latin Urban , Music , Latino",9-Sep-14
1776,"Piensas en M ' _ ( feat . Luigi 21 Plus , Jory & Yelsid ) [ Remix ]",Nicky Jam Hits,4:46,$ 0.99,2014 La Industria Inc. . Licencia a Codiscos S.A.S.,Nicky Jam,"Latin Urban , Music , Latino",9-Sep-14
1777,Voy a Beber ( feat . ' • ejo ) [ Remix ],"Greatest Hits , Vol . 1",3:44,$ 0.99,2014 La Industria Inc licencia a Codiscos S.A.S.,Nicky Jam,"Latin Urban , Music , Latino",4-Nov-14
1778,Voy a Beber ( feat . ' • ejo ) [ Remix ],"Greatest Hits , Vol . 1",3:44,$ 0.99,2014 La Industria Inc licencia a Codiscos S.A.S.,Nicky Jam,"Latin Urban , Music , Latino",4-Nov-14
1779,Voy a Beber ( feat . ' • ejo ) [ Remix ],"Greatest Hits , Vol . 1",3:44,$ 0.99,2014 La Industria Inc licencia a Codiscos S.A.S.,Nicky Jam,"Latin Urban , Music , Latino",4-Nov-14
1780,"Baila , Baila",Machete Music Chart Toppin ' Hits - 2006,4:18,$ 1.29,2006 Machete Music,Malverde,"Latino , Music",8-Aug-06
1781,Cambiar la Rutina ( feat . Carlitos Way ),The Black Carpet,3:31,$ 1.29,2007 Universal Music Latino / Pina Records,Carlitos Way,"Latin Urban , Music , Latino",11-Dec-07
1782,Voy a Beber ( feat . ' • ejo ) [ Remix ],"Greatest Hits , Vol . 1",3:44,$ 0.99,2014 La Industria Inc licencia a Codiscos S.A.S.,Nicky Jam,"Latin Urban , Music , Latino",4-Nov-14
1783,"Piensas en M ' _ ( feat . Luigi 21 Plus , Jory & Yelsid ) [ Remix ]",Nicky Jam Hits,4:46,$ 0.99,2014 La Industria Inc. . Licencia a Codiscos S.A.S.,Nicky Jam,"Latin Urban , Music , Latino",9-Sep-14
1784,"Piensas en M ' _ ( feat . Luigi 21 Plus , Jory & Yelsid ) [ Remix ]",Nicky Jam Hits,4:46,$ 0.99,2014 La Industria Inc. . Licencia a Codiscos S.A.S.,Nicky Jam,"Latin Urban , Music , Latino",9-Sep-14
1785,Voy a Beber ( feat . ' • ejo ) [ Remix ],"Greatest Hits , Vol . 1",3:44,$ 0.99,2014 La Industria Inc licencia a Codiscos S.A.S.,Nicky Jam,"Latin Urban , Music , Latino",4-Nov-14
1786,Voy a Beber ( feat . ' • ejo ) [ Remix ],"Greatest Hits , Vol . 1",3:44,$ 0.99,2014 La Industria Inc licencia a Codiscos S.A.S.,Nicky Jam,"Latin Urban , Music , Latino",4-Nov-14
1787,Voy a Beber ( feat . ' • ejo ) [ Remix ],"Greatest Hits , Vol . 1",3:44,$ 0.99,2014 La Industria Inc licencia a Codiscos S.A.S.,Nicky Jam,"Latin Urban , Music , Latino",4-Nov-14
1788,Voy a Beber ( feat . ' • ejo ) [ Remix ],"Greatest Hits , Vol . 1",3:44,$ 0.99,2014 La Industria Inc licencia a Codiscos S.A.S.,Nicky Jam,"Latin Urban , Music , Latino",4-Nov-14
1789,Somos Under,"Nico Canada Presenta a lo Under , Vol . 1 - Perreo Perreo",5:10,$ 0.99,2012 White Lion Music,"Cabalucci , MC Ceja & Mexicano 777","Latin Urban , Music , Latino",19-Jul-12
1790,Juegos Prohibidos,Juegos Prohibidos - Single,3:12,$ 0.99,2013 Nicky Jam Licencia a Codiscos S.A.S.,Nicky Jam,"Latin Urban , Music , Latino",8-Jul-13
1791,Cambiar la Rutina ( feat . Carlitos Way ),The Black Carpet,3:31,$ 1.29,2007 Universal Music Latino / Pina Records,Carlitos Way,"Latin Urban , Music , Latino",11-Dec-07
1792,Cambiar la Rutina ( feat . Carlitos Way ),The Black Carpet,3:31,$ 1.29,2007 Universal Music Latino / Pina Records,Carlitos Way,"Latin Urban , Music , Latino",11-Dec-07
1793,Cambiar la Rutina ( feat . Carlitos Way ),The Black Carpet,3:31,$ 1.29,2007 Universal Music Latino / Pina Records,Carlitos Way,"Latin Urban , Music , Latino",11-Dec-07
1794,Cambiar la Rutina ( feat . Carlitos Way ),The Black Carpet,3:31,$ 1.29,2007 Universal Music Latino / Pina Records,Carlitos Way,"Latin Urban , Music , Latino",11-Dec-07
1795,Revelacion,Chosen Few el Documental,1:56,$ 0.99,2004 Chosen Few Emerald Entertainment,T-Empo,"Latino , Music , Reggae",2004
1796,Revelacion,Chosen Few el Documental,1:56,$ 0.99,2004 Chosen Few Emerald Entertainment,T-Empo,"Latino , Music , Reggae",2004
1797,No Seas Nina,Mas Flow,2:43,$ 0.99,2003 Flow Music,Angel Doze,"Latin Urban , Music , Latino",1-Jan-04
1798,Se Comenta,"Reggaeton Fever , Vol . 1",4:08,$ 0.99,2006 Flow Music,Zion & Lennox,"Latino , Music",11-Apr-06
1799,Deja Que la Toquen,Los Brothers,3:37,$ 1.29,2008 Machete Music / VI Music,Alex Killer,"Latin Urban , Music , Latino",8-Jul-08
1800,Mis noches,Romances del Ruido Collections,3:33,$ 0.99,2008 New Records,Zion y Felo man,"Latino , Music",25-Sep-08
1801,Cuerpo Con Cuerpo,Playero 42,2:58,$ 0.99,2002 bm records & latin music,Benny & Chaka Black,"Latino,Music,Hip-Hop / Rap",15-Aug-02
1802,Radio Version II,"Playero 41 : Past Present & Future , Pt. 1",4:40,$ 0.99,1999 bm records & latin music,Playero,"Latin Urban , Music , Latino",15-Apr-99
1803,Radio Version II,"Playero 41 : Past Present & Future , Pt. 1",4:40,$ 0.99,1999 bm records & latin music,Playero,"Latin Urban , Music , Latino",15-Apr-99
1804,Quitate Tu Pa Ponerme Yo,12 Discipulos ( Special Edition ),4:51,$ 1.29,2005 Diamond Music,"Daddy Yankee , Eddie Dee , Gallego , Ivy Queen , Johnny Prez , Tego Calder ' _ n , Voltio , Wiso G & Zion & Lennox","Latin Urban , Music , Latino",2005
1805,Bambam Kere,Gargolas - The Next Generation,3:15,$ 1.29,2006 VI Music,Los Sabios,"Latino , Music",15-Aug-06
1806,Is the Time for the Party,Roots Of Reggaeton : Las Plagas 1,2:55,$ 1.29,2006 Machete Music / VI Music,Yanuri,"Latin Urban , Music , Latino",24-Oct-06
