acm_record_id,doc_authors,date_year,conference_name,research_title
1819,"curt ellmann , roger lueder , jignesh m. patel , jie-bing yu , nancy e. hall , josef burger , david j. dewitt , navin kabra , karthikeyan ramasamy , shelly guo , jeffrey f. naughton , biswadeep nag , jim kupsch , kristin tufte",1997,sigmod conference,"building a scaleable geo-spatial dbms : technology , implementation , and evaluation"
1820,c. mohan,1994,sigmod conference,a survey and critique of advanced transaction models
1821,c. mohan,2001,vldb,caching technologies for web applications
1822,arnon rosenthal,1998,sigmod record,where will object techonology drive data administration ?
1823,"michael stonebraker , mitch cherniack , donald carney , stanley b. zdonik , alex rasin , ugur çetintemel",2003,vldb,operator scheduling in a data stream manager
1824,"anil nori , vishu krishnamurthy , sandeepan banerjee",1999,sigmod conference,bringing object-relational technology to mainstream
1825,won kim,1994,sigmod record,observations on the odmg-93 proposal
1826,hasan m. jamil,1997,vldb,implementing abstract objects with inheritance in datalogneg
1827,"jun gao , jian pei , tengjiao wang , shiwei tang , yuqing wu , dongqing yang",2002,sigmod conference,"commix : towards effective web information extraction , integration and query answering"
1828,"manfred hauswirth , karl aberer , philippe cudré-mauroux",2002,sigmod record,a framework for semantic gossiping
1829,"gio wiederhold , byung suk lee",1994,vldb j.,efficiently instantiating view-objects from remote relational databases
1830,"randall g. bello , william d. norcott , mohamed ziauddin , harry sun , karl dias , alan downing , james j. feenan jr. , andrew witkowski , james l. finnerty",1998,vldb,materialized views in oracle
1831,"eric dujardin , eric simon , marie-jo bellosta , eric amiel",1994,vldb,supporting exceptions to schema consistency to ease schema evolution in oodbms
1832,"albertas caplinskas , johann eder , olegas vasilecas",2002,sigmod record,advances in databases and information systems ( adbis )
1833,guido moerkotte,1998,vldb,small materialized aggregates : a light weight index structure for data warehousing
1834,"kyu-young whang , gio wiederhold , sang-wook kim",1994,vldb j.,dynamic maintenance of data distribution for selectivity estimation
1835,"jeffrey scott vitter , yossi matias , min wang",1998,sigmod conference,wavelet-based histograms for selectivity estimation
1836,sunita sarawagi,2002,vldb,automation in information extraction and data integration
1837,"donald r. slutz , jim gray , tom barclay",2000,sigmod conference,terraserver : a spatial data warehouse
1838,angelo pruscino,2003,sigmod conference,oracle rac : architecture and performance
1839,"ravishankar subramanya , christos faloutsos , yoshiharu ishikawa",1998,vldb,mindreader : querying databases through multiple examples
1840,"rajeev rastogi , pascal felber , chee yong chan , wenfei fan , minos n. garofalakis",2002,vldb,tree pattern aggregation for scalable xml data dissemination
1841,anant jhingran,2000,sigmod conference,anatomy of a real e-commerce system
1842,"tolga urhan , michael j. franklin",2001,vldb,dynamic pipeline scheduling for improving interactive query performance
1843,"veda c. storey , terence m. barron , debabrata dey",1999,acm trans . database syst .,improving database design through the analysis of relationships
1844,ugur çetintemel,2001,sigmod record,on the academic interview circuit : an end-to-end discussion
1845,"yunyue zhu , dennis shasha",2002,vldb,statstream : statistical monitoring of thousands of data streams in real time
1846,michael l. brodie,2000,vldb,"panel : future directions of database research - the vldb broadening strategy , part 2"
1847,"philip s. yu , wei-guang teng , ming-syan chen",2003,vldb,a regression-based temporal pattern mining scheme for data streams
1848,paul w. p. j. grefen,2002,sigmod record,what will be - book review
1849,"laks v. s. lakshmanan , stelios paparizos , nuwee wiwatwattana , cong yu , jignesh m. patel , h. v. jagadish , andrew nierman , divesh srivastava , adriane chapman , yuqing wu , shurug al-khalifa",2003,sigmod conference,timber : a native system for querying xml
1850,"raymond t. ng , jiawei han",1994,vldb,efficient and effective clustering methods for spatial data mining
1851,"prakash sundaresan , jim gray , robert barnes , tom barclay",1994,sigmod record,loading databases using dataflow parallelism
1852,"athman bouguettaya , steven milliner , mike p. papazoglou",1995,vldb,a scalable architecture for autonomous heterogeneous database interactions
1853,"michael kifer , pinar senkul , ismail h. toroslu",2002,vldb,a logical framework for scheduling workflows under resource allocation constraints
1854,"jano moreira de souza , geraldo zimbrao",1998,vldb,a raster approximation for processing of spatial joins
1855,"weiyi meng , clement t. yu , king-lup liu , wensheng wu",2001,sigmod conference,efficient and effective metasearch for text databases incorporating linkages among documents
1856,"swarup acharya , stanley b. zdonik , michael j. franklin",1997,sigmod conference,balancing push and pull for data broadcast
1857,"giedrius slivinskas , richard t. snodgrass , christian s. jensen",2002,sigmod record,bringing order to query optimization
1858,umang gupta,1996,vldb,the changing landscape of the software industry and its implications for india
1859,"masahisa tamura , masaru kitsuregawa",1999,vldb,dynamic load balancing for parallel association rule mining on heterogenous pc cluster systems
1860,"craig s. freedman , david j. dewitt",1995,sigmod conference,the spiffi scalable video-on-demand system
1861,"ibrahim kamel , christos faloutsos",1994,vldb,hilbert r-tree : an improved r-tree using fractals
1862,"ioana ursu , donald kossmann , laura m. haas",1999,vldb,loading a cache with query results
1863,"lynn o. wilson , peter g. selfridge , divesh srivastava",1996,sigmod conference,idea : interactive data exploration and analysis
1864,"haifeng jiang , hongjun lu , wei wang , jeffrey xu yu",2003,sigmod conference,containment join size estimation : models and methods
1865,"sandeepan banerjee , ravi murthy",2003,vldb,xml schemas in oracle xml db
1866,daniel a. keim,1996,sigmod conference,databases and visualization
1867,"jin jing , tetsuya furukawa , ahmed k. elmagarmid",1995,sigmod record,wireless client/server computing for personal information services and applications
1868,"marcelo arenas , vasiliki kantere , renée j. miller , anastasios kementsietsidis , john mylopoulos , iluju kiringa",2003,sigmod record,the hyperion project : from data integration to data coordination
1869,"philip bohannon , rajeev rastogi , peter mcilroy",2001,sigmod conference,main-memory index structures with fixed-size partial keys
1870,"werner dreyer , angelika kotz dittrich , duri schmidt",1995,sigmod conference,using the calanda time series management system
1871,"chung-sheng li , vittorio castelli , lawrence d. bergman , john r. smith",2000,sigmod conference,spire : a progressive content-based spatial image retrieval engine
1872,"betty salzberg , david b. lomet , georgios evangelidis",1997,vldb j.,"the hb-pi-tree : a multi-attribute index supporting concurrency , recovery and node consolidation"
1873,?,1994,vldb j.,"title , foreword"
1874,"laks v. s. lakshmanan , alex pang , raymond t. ng , jiawei han",1999,sigmod conference,optimization of constrained frequent set queries with 2-variable constraints
1875,alon y. halevy,2003,sigmod record,learning about data integration challenges from day one
1876,"yunyue zhu , s. muthukrishnan , flip korn",2003,sigmod conference,ipsofacto : a visual correlation tool for aggregate network traffic data
1877,"jason tsong-li wang , george jyh-shian chang , dennis shasha , girish patel , kaizhong zhang , liam relihan",1997,sigmod conference,structural matching and discovery in document databases
1878,"chun xu , eric n. hanson , roxana dastur , i.-cheng chen , vijay ramaswamy , wendy tan , kurt engel",1998,vldb j.,a flexible and recoverable client/server database event notification system
1879,"kaushik chakrabarti , sharad mehrotra , eamonn j. keogh , michael j. pazzani",2001,sigmod conference,locally adaptive dimensionality reduction for indexing large time series databases
1880,"jussi myllymaki , shilpa lawande , donko donjerkovic , raghu ramakrishnan , guangshun chen , kevin s. beyer , miron livny , r. kent wenger",1997,sigmod conference,devise : integrated querying and visual exploration of large datasets ( demo abstract )
1881,"chris clifton , yücel saygin , vassilios s. verykios",2001,sigmod record,using unknowns to prevent discovery of association rules
1882,david ritter,1998,sigmod record,the middleware muddle
1883,"elke a. rundensteiner , song wang , li chen",2002,sigmod conference,xcache : a semantic caching system for xml queries
1884,michael a. olson,1995,sigmod conference,cover your assets
1885,"shunsuke uemura , masatoshi yoshikawa , yasushi sakurai , haruhiko kojima",2002,vldb j.,spatial indexing of high-dimensional data based on relative approximation
1886,"marvin h. solomon , michael j. carey , mark l. mcauliffe",1996,sigmod conference,towards effective and efficient free space management
1887,"johannes gehrke , abhinandan das , mirek riedewald",2003,sigmod conference,approximate join processing over data streams
1888,?,1995,vldb j.,"title , announcement"
1889,"stephen blott , roger weber , hans-jörg schek",1998,vldb,a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces
1890,radek vingralek,2002,vldb,"gnatdb : a small-footprint , secure database system"
1891,"kevin s. beyer , raghu ramakrishnan",1999,sigmod conference,bottom-up computation of sparse and iceberg cubes
1892,"zhiyuan chen , flip korn , johannes gehrke",2001,sigmod conference,query optimization in compressed database systems
1893,richard t. snodgrass,2002,sigmod record,"rights of tods readers , authors and reviewers"
1894,"giuseppe de giacomo , moshe y. vardi , maurizio lenzerini , diego calvanese",2003,sigmod record,reasoning on regular path queries
1895,"john r. smith , yuan-chi chang , chung-sheng li , jeffrey scott vitter , apostol natsev",2001,vldb,supporting incremental join queries on ranked inputs
1896,"laks v. s. lakshmanan , divesh srivastava , h. v. jagadish",1999,sigmod conference,snakes and sandwiches : optimal clustering strategies for a data warehouse
1897,christoph bussler,2001,sigmod conference,semantic b2b integration
1898,"dinkar sitaram , asit dan",1995,sigmod conference,an online video placement policy based on bandwith to space ratio ( bsr )
1899,karl aberer,2002,sigmod record,book review column
1900,"michael h. böhlen , christian s. jensen , michalis vazirgiannis , nikos a. lorentzos , markus schneider , ralf hartmut güting , martin erwig",2000,acm trans . database syst .,a foundation for representing and quering moving objects
1901,"jiawei han , nebojsa stefanovic , krzysztof koperski",1997,sigmod conference,geominer : a system prototype for spatial data mining
1902,"leonard j. seligman , arnon rosenthal",1994,vldb,data integration in the large : the challenge of reuse
1903,"jing an , mong-li lee , daofeng luo , xiaofeng meng",2003,vldb,orientstore : a schema based native xml storage system
1904,"flip korn , s. muthukrishnan , divesh srivastava",2002,vldb,reverse nearest neighbor aggregates over data streams
1905,arie segev,1994,sigmod record,editor 's notes
1906,"yasushi sakurai , shunsuke uemura , masatoshi yoshikawa , ryoji kataoka",2001,vldb,similarity search for adaptive ellipsoid queries using spatial transformation
1907,"tak w. yan , hector garcia-molina",1994,acm trans . database syst .,index structures for selective dissemination of information under the boolean model
1908,thomas maguire,2001,sigmod conference,catalog management in websphere commerce suite
1909,"chris olston , brian babcock",2003,sigmod conference,distributed top-k monitoring
1910,"ashish gupta , inderpal singh mumick , kenneth a. ross",1995,sigmod conference,adapting materialized views after redefinitions
1911,"mario a. nascimento , jörg sander , jeffrey pound",2003,sigmod record,analysis of sigmod 's co-authorship graph
1912,"kajal t. claypool , elke a. rundensteiner , hong su , keiji oenoki , li chen",2000,sigmod conference,serfing the web : web site management made easy
1913,?,1994,vldb j.,"title , foreword"
1914,"jan van den bussche , surajit chaudhuri , moshe y. vardi , kenneth a. ross , gösta grahne , h. v. jagadish",1999,sigmod record,reminiscences on influential papers
1915,"sunil prabhakar , radu sion , mikhail j. atallah",2003,sigmod conference,rights protection for relational data
1916,"brad adelberg , matthew denny",1999,sigmod conference,nodose version 2.0
1917,"umeshwar dayal , mehmet sayal , ming-chien shan , fabio casati",2002,vldb,business process cockpit
1918,"roger s. barga , calton pu",1995,vldb,a practical and modular implementation of extended transaction models
1919,"claudio petrone , marco mesiti , munir cochinwala , patrizia santa , chung-min chen , sunil samtani , marc pucci",2000,sigmod conference,internet traffic warehouse
1920,"mary f. fernandez , dan suciu , atsuyuki morishima",2001,sigmod conference,efficient evaluation of xml middle-ware queries
1921,"m. tamer özsu , shu lin , raymond t. ng , vincent oria",2001,vldb,an extendible hash for multi-precision similarity querying of image databases
1922,"junghoo cho , hector garcia-molina",2003,acm trans . database syst .,effective page refresh policies for web crawlers
1923,"julian kupiec , jan o. pedersen , lynn wilcox , marti a. hearst , francine chen",1994,sigmod record,metadata for mixed-media access
1924,"kenneth c. sevcik , nick koudas",1996,vldb,filter trees for managing spatial data over a range of size granularities
1925,?,1999,sigmod record,"the active database central , er2000 , vldb 2000 , wise 2000 , books , acm dl"
1926,"yossi matias , jeffrey scott vitter , min wang",2000,vldb,dynamic maintenance of wavelet-based histograms
1927,"wei fan , sanghyun park , philip s. yu , haixun wang",2003,sigmod conference,vist : a dynamic index method for querying xml data by tree structures
1928,"jen-yao chung , asit dan , philip s. yu",1995,vldb j.,characterization of database access pattern for analytic prediction of buffer hit probability
1929,"renée j. miller , c. t. howard ho , lucian popa , ling-ling yan , ronald fagin , mauricio a. hernández , laura m. haas",2001,sigmod record,the clio project : managing heterogeneity
1930,"hector garcia-molina , luis gravano",1997,vldb,merging ranks from heterogeneous internet sources
1931,"hector garcia-molina , sudarshan s. chawathe",1997,sigmod conference,meaningful change detection in structured data
1932,"minos n. garofalakis , johannes gehrke",2002,vldb,querying and mining data streams : you only get one look
1933,"daniela florescu , dan suciu , alon y. levy",1998,vldb,is web-site management a database problem ?
1934,eva kühn,2003,vldb,the zero-delay data warehouse : mobilizing heterogeneous databases
1935,"paul w. p. j. grefen , heiko ludwig",2000,sigmod record,report in isdo ' 00 : the caise * 00 workshop on infrastructures for dynamic business-to-business service outsourcinga
1936,"anh-tuan tran , chuck freiwald , aravind yalamanchi , samuel defazio , souripriya das , ramkumar krishnan , jagannathan srinivasan , mahesh jagannath , eugene inseok chong , jayanta banerjee",2000,vldb,oracle8i index-organized table and its application to new domains
1937,"peter m. g. apers , hennie j. steenhagen , henk m. blanken , rolf a. de by",1994,vldb,from nested-loop to join queries in oodb
1938,"jérôme siméon , vassilis christophides , sophie cluet",2000,sigmod conference,on wrapping query languages and efficient xml integration
1939,"peter sawyer , awais rashid",2000,sigmod record,object database evolution using separation of concerns
1940,harald schöning,2003,vldb,commercial use of database technology
1941,"gottfried vossen , richard mcclatchey",1997,sigmod record,workshop on workflow management in scientific and engineering applications - report
1942,"henry f. korth , gregory d. speegle",1994,acm trans . database syst .,formal aspects of concurrency control in long-duration transaction systems using the nt/pv model
1943,"björn þór jónsson , divesh srivastava , michael j. franklin",1998,sigmod conference,interaction of query evaluation and buffer management for information retrieval
1944,"luis gravano , surajit chaudhuri",1999,vldb,evaluating top-k selection queries
1945,"dieter fensel , alexander maedche , christoph bussler",2002,sigmod record,a conceptual architecture for semantic web enabled web services
1946,?,1995,vldb j.,"title , preface to the special issue on persistent object systems"
1947,"christian böhm , hans-peter kriegel , stefan berchtold",1998,sigmod conference,the pyramid-technique : towards breaking the curse of dimensionality
1948,"german shegalov , gerhard weikum , wolfgang wonner , michael gillmann , jeanine weißenfels",2000,sigmod conference,a goal-driven auto-configuration tool for the distributed workflow management system mentor-lite
1949,"lipyeow lim , ronald parr , jeffrey scott vitter , sriram padmanabhan , min wang",2002,vldb,xpathlearner : an on-line self-tuning markov histogram for xml path selectivity estimation
1950,"sunita sarawagi , ashish gupta , rakesh agrawal , prasad deshpande , jeffrey f. naughton , sameet agarwal , raghu ramakrishnan",1996,vldb,on the computation of multidimensional aggregates
1951,"holger meinecke , uwe heinkel , ralf rantzau , carmen constantinescu",2002,vldb,champagne : data change propagation for heterogeneous information systems
1952,"pradeep shenoy , xin dong , henry f. korth , philip bohannon , p. p. s. narayan , chengkai li , sumit ganguly",2003,sigmod conference,rolex : relational on-line exchange with xml
1953,"arvind hulgeri , s. sudarshan",2003,vldb,anipqo : almost non-intrusive parametric query optimization for nonlinear cost functions
1954,"thomas stöhr , erhard rahm",2001,vldb,warlock : a data allocation tool for parallel warehouses
1955,michael j. franklin,1999,sigmod record,editor 's notes
1956,"ramakrishnan srikant , balakrishna r. iyer , christos faloutsos , arun n. swami , h. miranda , sakti p. ghosh , a. mahboob , maurice a. w. houtsma , michael j. carey , tomasz imielinski , rakesh agrawal",1994,sigmod conference,quest : a project on database mining
1957,"sangyong hwang , kihong kim , sang kyun cha , keunjoo kwon",2001,vldb,cache-conscious concurrency control of main-memory indexes on shared-memory multiprocessor systems
1958,"laura m. haas , renée j. miller , mauricio a. hernández",2001,sigmod conference,clio : a semi-automatic tool for schema mapping
1959,"bruce hillyer , abraham silberschatz",1996,sigmod conference,random i/o scheduling in online tertiary storage systems
1960,"carl medsker , margaret christensen , il-yeol song",1995,sigmod record,a comparison of three user interfaces to relational microcomputer data bases
1961,"dan cosley , steve lawrence , david m. pennock",2002,vldb,referee : an open framework for practical testing of recommender systems using researchindex
1962,"dennis shasha , radu preotiuc-pietro , joão pereira , kenneth a. ross , françois llirbat , françoise fabret",2000,vldb,publish/subscribe on the web at extreme speed
1963,"georg gottlob , christoph koch , reinhard pichler",2003,sigmod record,xpath processing in a nutshell
1964,"klaus r. dittrich , stella gatziu , andreas geppert",1995,sigmod conference,the samos active dbms prototype
1965,"nick bassiliades , ioannis p. vlahavas",1995,vldb,a non-uniform data fragmentation strategy for parallel main-menory database systems
1966,adam bosworth,2003,sigmod conference,the future of web services - i
1967,"k. selçuk candan , yoshinori hara , kyoji hirata , wen-syan li",2001,vldb j.,supporting efficient multimedia database exploration
1968,"mary f. fernandez , peter buneman , dan suciu",2000,vldb j.,unql : a query language and algebra for semistructured data based on structural recursion
1969,"holger märtens , erhard rahm , thomas stöhr",2000,vldb,multi-dimensional database allocation for parallel data warehouses
1970,"arne koschel , ralf kramer , ralf nikolai , peter c. lockemann , mechtild wallrath , ulrike kölsch , hans-dirk walter",1997,vldb,"the network as a global database : challenges of interoperability , proactivity , interactiveness , legacy"
1971,"amir netz , surajit chaudhuri , jeff bernhardt , usama m. fayyad",2000,vldb,integration of data mining with database technology
1972,sergio greco,1998,vldb,binding propagation in disjunctive databases
1973,"stéphane grumbach , philippe rigaux , luc segoufin",2000,vldb,manipulating interpolated data is easier than you thought
1974,"yu yin , raymond t. ng , alan s. wagner",2001,sigmod conference,iceberg-cube computation with pc clusters
1975,"hector garcia-molina , wilburt labio , yingwei cui , jennifer widom , jun yang",2000,vldb,performance issues in incremental warehouse maintenance
1976,richard t. snodgrass,1997,sigmod record,chair 's message
1977,oliver günther,1997,sigmod record,environment information systems - guest editor 's foreword
1978,"calton pu , jonathan walpole , karsten schwan",2001,sigmod record,infosphere project : system support for information flow applications
1979,"ji-rong wen , qing li , wei-ying ma , hongjiang zhang",2003,sigmod record,a multi-paradigm querying approach for a generic multimedia database management system
1980,"jennifer widom , jason mchugh",1997,sigmod record,integrating dynamically-fetched external information into a dbms for semistructured data
1981,"peter scheuermann , radek vingralek , junho shim",1996,vldb,watchman : a data warehouse intelligent cache manager
1982,"kaushik dutta , debra e. vandermeer , krithi ramamritham , anindya datta , shamkant b. navathe",2001,vldb j.,an architecture to support scalable online personalization on the web
1983,"stefano ceri , stefano paraboschi , angela bonifati",2001,vldb j.,active rules for xml : a new paradigm for e-services
1984,leonard gallagher,1994,sigmod record,influencing database language standards
1985,keishi tajima,1996,sigmod conference,static detection of security flaws in object-oriented databases
1986,"philip s. yu , kun-lung wu",2000,sigmod record,report on second international workshop on advanced issues of e-commerce and web-based information systems
1987,"jef wijsen , toon calders , raymond t. ng",2002,acm trans . database syst .,searching for dependencies at multiple abstraction levels
1988,"anand deshpande , shridhar shukla",2000,sigmod conference,tutorial : ldap directory services - just another database application ?
1989,h. v. jagadish,1994,sigmod conference,databases for networks
1990,"k. ong , christine tomlinson , darrell woelk , c. unnikrishnan , william bohrer , nigel jacobs",1995,sigmod conference,carnot and infosleuth : database technology and the world wide web
1991,"benjamin nguyen , iraklis varlamis , maria halkidi , michalis vazirgiannis",2003,vldb j.,thesus : organizing web document collections based on link semantics
1992,david b. lomet,1998,sigmod record,b-tree page size when caching is considered
1993,"venky harinarayan , dallan quass , ashish gupta",1995,vldb,aggregate-query processing in data warehousing environments
1994,"luis gravano , hector garcia-molina",1995,vldb,generalizing gloss to vector-space databases and broker hierarchies
1995,vernon hoffner,2003,sigmod record,fundamentals of data warehouses : 2nd revised and extended edition
1996,"jennifer widom , mayur datar , shivnath babu , justin rosenstein , itaru nishizawa , arvind arasu , keith ito , brian babcock",2003,sigmod conference,stream : the stanford stream data manager
1997,chaitanya k. baru,1996,vldb,performance of future database systems : bottlenecks and bonananzas
1998,"weipeng p. yan , per-åke larson",1995,vldb,eager aggregation and lazy aggregation
1999,"veda c. storey , yair wand , ron weber",1999,acm trans . database syst .,an ontological analysis of the relationship construct in conceptual modeling
2000,"surajit chaudhuri , shahram ghandeharizadeh , cyrus shahabi",1995,vldb,retrieval of composite multimedia objects
2001,"helen m. thomas , krithi ramamritham , anindya datta",1999,vldb,curio : a novel solution for efficient storage and indexing in data warehouses
2002,"mary tork roth , laura m. haas , fatma ozcan",1999,vldb,cost models do matter : providing cost information for diverse data sources in a federated system
2003,"philip a. bernstein , david shutt , shankar pal",1999,vldb,context-based prefetch for implementing objects on relations
2004,bill rosneblatt,1994,sigmod record,unix rdbms : the next generation
2005,sunil choenni,2000,vldb,design and implementation of a genetic-based algorithm for data mining
2006,"stanley m. t. yau , antonio si , dennis mcleod , hong va leong",1999,sigmod record,on multi-resolution document transmission in mobile web
2007,"davood rafiei , alberto o. mendelzon",2002,vldb j.,efficient retrieval of similar shapes
2008,"claudio sartori , sonia bergamaschi , domenico beneventano",2003,acm trans . database syst .,description logics for semantic query optimization in object-oriented database systems
2009,"raymond t. ng , divesh srivastava , h. v. jagadish , olga kapitskaia",2000,vldb j.,one-dimensional and multi-dimensional substring selectivity estimation
2010,"pedro josé marrón , georg lausen",2001,vldb,on processing xml in ldap
2011,"vladislav shkapenyuk , tamraparni dasu , s. muthukrishnan , theodore johnson",2002,sigmod conference,"mining database structure ; or , how to build a data quality browser"
2012,"tei-wei kuo , aloysius k. mok",1996,sigmod record,real-time database - similarity semantics and resource scheduling
2013,"vasilis vassalos , janet l. wiener , michael rys , serge abiteboul , jason mchugh",1998,vldb,incremental maintenance for materialized views over semistructured data
2014,"bernd burkert , yaron engel , ralf böttger , gerd kachel , elke radeke , silvia kolmschlag , dietmar nolte",1995,sigmod conference,efendi : federated database system of cadlab
2015,rafael alonso,1994,sigmod record,trade press news
2016,"stefan manegold , martin l. kersten , peter a. boncz",2000,vldb,what happens during a join ? dissecting cpu and memory optimization effects
2017,"jutai zhou , ouri wolfson , sam chamberlain , a. prasad sistla , bo xu",1999,sigmod conference,domino : databases for moving objects tracking
2018,"paul ammann , indrakshi ray , sushil jajodia",1997,acm trans . database syst .,applying formal methods to semantic-based decomposition of transactions
2019,akmal b. chaudhri,1998,sigmod record,workshop report on experiences using object data management in the real-world
2020,"karthikeyan ramasamy , jeffrey f. naughton , jignesh m. patel , raghav kaushik",2000,vldb,"set containment joins : the good , the bad and the ugly"
2021,"bennet vance , david maier",1996,sigmod conference,rapid bushy join-order optimization with cartesian products
2022,"sridhar ramaswamy , swarup acharya , phillip b. gibbons , viswanath poosala",1999,sigmod conference,the aqua approximate query answering system
2023,donald d. chamberlin,2003,sigmod record,2003 sigmod innovations award speech
2024,"roy goldman , jennifer widom",2000,sigmod conference,wsq/dsq : a practical approach for combined querying of databases and the web
2025,"dimitris margaritis , christos faloutsos , sebastian thrun",2001,vldb,netcube : a scalable tool for fast data mining and compression
2026,"koichi goto , yahiko kambayashi",2002,vldb,a new passenger support system for public transport using mobile database access
2027,"masaru kitsuregawa , kazuhiko mogi",1996,sigmod conference,hot mirroring : a study to hide parity upgrade penalty and degradations during rebuilds for raid5
2028,"joão b. d. cabrera , raman k. mehra , lundy m. lewis",2001,sigmod record,detection and classification of intrusions and faults using sequences of system calls
2029,"xuemin lin , qing liu , yidong yuan , xiaofang zhou",2003,vldb,multiscale histograms : summarizing topological relations in large spatial datasets
2030,"qiang wang , brian d. davison",2003,sigmod record,review of web caching and replication by michael rabinovich and oliver spatscheck . addison wesley 2002
2031,"jingren zhou , kenneth a. ross",2003,vldb,buffering accesses to memory-resident index structures
2032,"king-ip lin , harpreet s. sawhney , rakesh agrawal , kyuseok shim",1995,vldb,"fast similarity search in the presence of noise , scaling , and translation in time-series databases"
2033,"abraham silberschatz , christos faloutsos , yossi matias",1996,vldb,modeling skewed distribution using multifractals and the ` 80-20 ' law
2034,"cui yu , kian-lee tan , beng chin ooi , h. v. jagadish",2001,vldb,indexing the distance : an efficient method to knn processing
2035,"tomasz imielinski , daniel barbará",1995,vldb j.,sleepers and workaholics : caching strategies in mobile environments
2036,"hans-peter kriegel , stefan berchtold",1997,sigmod conference,s3 : similarity search in cad database systems
2037,"piyush goel , balakrishna r. iyer",1996,sigmod conference,sql query optimization : reordering for a general class of queries
2038,"jan-dirk becker , matthias jarke , andreas boehmer , elvira schaefer",2000,vldb,controlling data warehouses with knowledge networks
2039,"h. v. jagadish , ting yu , divesh srivastava , sudipto guha , nick koudas",2002,sigmod conference,approximate xml joins
2040,"minos n. garofalakis , neoklis polyzotis",2002,sigmod conference,statistical synopses for graph-structured xml databases
2041,marianne winslett,2003,sigmod record,interview with michael stonebraker
2042,"thomas eiter , v. s. subrahmanian , thomas lukasiewicz , james j. lu",2001,acm trans . database syst .,probabilistic object bases
2043,"daniel barbará , tomasz imielinski",1994,sigmod conference,sleepers and workaholics : caching strategies in mobile environments
2044,larry ellison,1995,sigmod conference,keynote address
2045,"barbara pernici , massimo mecella",2001,vldb j.,designing wrapper components for e-services in integrating heterogeneous systems
2046,edward sciore,1994,vldb j.,versioning and configuration management in an object-oriented data model
2047,"anthony brockwell , spiros papadimitriou , christos faloutsos",2003,vldb,"adaptive , hands-off stream mining"
2048,"christian a. lang , ambuj k. singh",2001,sigmod conference,modeling high-dimensional index structures using sampling
2049,c. mohan,1999,vldb,repeating history beyond aries
2050,"felipe cariño , pekka kostamaa , art kaufmann , john burgess",2001,sigmod conference,"storhouse metanoia - new applications for database , storage & data warehousing"
2051,"alex pang , jiawei han , raymond t. ng , laks v. s. lakshmanan",1998,sigmod conference,exploratory mining and pruning optimizations of constrained association rules
2052,"klaudia hergula , fernando de ferreira rezende",1998,vldb,the heterogeneity problem and middleware technology : experiences with and performance of database gateways
2053,krishna g. kulkarni,1994,sigmod conference,object-oriented extensions in sql3 : a status report
2054,viswanathan krishnamurthy,2003,sigmod conference,oracle xml db repository
2055,gerhard weikum,2002,sigmod record,foundations of statistical natural language processing - book review
2056,"waqar hasan , rajeev motwani",1994,vldb,optimization algorithms for exploiting the parallelism-communication tradeoff in pipelined parallelism
2057,"aashu virmani , tomasz imielinski",1995,sigmod conference,datamine - interactive rule discovery system
2058,"khaled yagoub , patrick valduriez , valérie issarny , daniela florescu",2000,vldb,caching strategies for data-intensive web sites
2059,"ion stoica , nick lanham , scott shenker , joseph m. hellerstein , boon thau loo , ryan huebsch",2003,vldb,querying the internet with pier
2060,"hamid pirahesh , christof bornhövd , berthold reinwald , sailesh krishnamurthy , mehmet altinel , c. mohan",2003,vldb,cache tables : paving the way for an adaptive database cache
2061,"inderpal singh mumick , ashish gupta",1996,vldb,what is the data warehousing problem ? ( are materialized views the answer ? )
2062,"jeffrey xu yu , weifa liang , maria e. orlowska",2000,vldb j.,optimizing multiple dimensional queries simultaneously in multidimensional databases
2063,"ling liu , robert meersman",1996,acm trans . database syst .,the building blocks for specifying communication behavior of complex objects : an activity-driven approach
2064,?,1994,sigmod record,calls for papers / announcements
2065,"yiu-kai ng , y. s. jiang , david w. embley",1999,sigmod conference,record-boundary discovery in web documents
2066,"ouri wolfson , kailash narayanan , son dao , ramya raj , a. prasad sistla",1995,sigmod record,view maintenance in mobile computing
2067,"nick roussopoulos , alexandros labrinidis",2003,vldb,balancing performance and data freshness in web database servers
2068,"jayant r. haritsa , juliana freire , maya ramanath , prasan roy , jérôme siméon",2002,sigmod conference,statix : making xml count
2069,"christian s. jensen , david b. lomet",2001,vldb,transaction timestamping in ( temporal ) databases
2070,"igor timko , torben bach pedersen , christian hage , christian s. jensen , laurynas speicys",2003,vldb,integrated data management for mobile services in the real world
2071,"markus schneider , ralf hartmut güting",1995,vldb j.,realm-based spatial data types : the rose algebra
2072,"david wai-lok cheung , ada wai-chee fu",1994,vldb,a transaction replication scheme for a replicated database with node autonomy
2073,aris m. ouksel,2003,sigmod record,in-context peer-to-peer information filtering on the web
2074,"raghu ramakrishnan , s. sudarshan , divesh srivastava , praveen seshadri",1994,vldb j.,the coral deductive system
2075,"alan sussman , anurag acharya , joel h. saltz , chialin chang",1998,sigmod record,t2 : a customizable parallel database for multi-dimensional data
2076,"renée j. miller , anastasios kementsietsidis , marcelo arenas",2003,sigmod conference,mapping data in peer-to-peer systems : semantics and algorithmic issues
2077,garth a. gibson,1995,sigmod conference,storage technology : raid and beyond
