pub_id,creator_list,venue_name,capt_title,published_yr
2388,"n kabra , d dewitt",vldb j.,opt + + : an object-oriented implementation for extensible database query optimization,1999
2389,"y huang , j ding , s tsao",vldb j.,constant time permutation : an efficient block allocation strategy for variable-bit-rate continuous media data,1999
2390,"n balkir , g жzsoyoglu",vldb j.,delivering presentations from multimedia servers,1998
2391,"p zezula , p savino , g amato , f rabitti",vldb j.,approximate similarity retrieval with m-trees,1998
2392,"b chidlovskii , u borghoff",vldb j.,semantic caching of web queries,2000
2393,"j gruser , l raschid , v zadorozhny , t zhan",vldb j.,learning response time for websources using query feedback and application in query optimization,2000
2394,"p buneman , m fernandez , d suciu",vldb j.,unql : a query language and algebra for semistructured data based on structural recursion,2000
2395,"r braumandl , j clauпen , a kemper , d kossmann",vldb j.,functional-join processing,2000
2396,"k candan , e lemar , v subrahmanian",vldb j.,view management in multimedia databases,2000
2397,"m fernandez , d florescu , a levy , d suciu",vldb j.,declarative specification of web sites with strudel,2000
2398,"b berendt , m spiliopoulou",vldb j.,analysis of navigation behaviour in web sites integrating multiple information systems,2000
2399,,,guest editorial : databases and the web,2000
2400,"b george , j haritsa",vldb j.,secure bufering in firm real-time database systems,2000
2401,"p muth , p o'neil , a pick , g weikum",vldb j.,the lham log-structured history data access method,2000
2402,"f korn , a labrinidis , y kotidis , c faloutsos",vldb j.,quantifiable data mining using ratio rules,2000
2403,"g sheikholeslami , s chatterjee , a zhang",vldb j.,wavecluster : a wavelet based clustering approach for spatial data in very large databases,2000
2404,"d gibson , j kleinberg , p raghavan",vldb j.,clustering categorical data : an approach based on dynamical systems,2000
2405,"e knorr , r ng , v tucakov",vldb j.,distance-based outliers : algorithms and applications,2000
2406,"k torp , c jensen , r snodgrass",vldb j.,effective timestamping in databases,2000
2407,,,foreword by the vldb '98 pc chairmen : best papers of vldb '98,2000
2408,"l haas , m carey , m livny , a shukla",vldb j.,seeking the truth about ad hoc join costs,1997
2409,"e panagos , a biliris",vldb j.,synchronization and recovery in a client-server storage system,1997
2410,e cobb,vldb j.,the impact of technology on commercial transaction processing,1997
2411,"d lomet , b salzberg",vldb j.,concurrency and recovery for index trees,1997
2412,"m steinbrunn , g moerkotte , a kemper",vldb j.,heuristic and randomized optimization for the join ordering problem,1997
2413,"s berchtold , d keim , h kriegel",vldb j.,using extended feature objects for partial similarity retrieval,1997
2414,"t mќck , m polaschek",vldb j.,a configrable type hierarchy index for oodb,1997
2415,"k bіhm , k aberer , e neuhold , x yang",vldb j.,structured document storage and refined declarative and navigational access mechanisms in hyperstorm,1997
2416,"v singhal , a smith",vldb j.,analysis of locking behavior in three real database systems,1997
2417,g antoshenkov,vldb j.,dictionary-based order-preserving string compression,1997
2418,"y ioannidis , r ng , k shim , t sellis",vldb j.,parametric query optimization,1997
2419,"m chen , h hsiao , p yu",vldb j.,on applying hash filters to improving the execution of multi-join queries,1997
2420,"s mehrotra , h korth , a silberschatz",vldb j.,concurrency control in hierarchical multidatabase systems,1997
2421,"t catarci , g santucci , j cardiff",vldb j.,graphical interaction with heterogeneous databases,1997
2422,"m papazoglou , b krфmer",vldb j.,a database model for object dynamics,1997
2423,"m papazoglou , b krфmer",vldb j.,erratum : a database model for object dynamics,1997
2424,"s abiteboul , s cluet , t milo",vldb j.,a logical view of structured files,1998
2425,"b ooi , k tan , t chua , w hsu",vldb j.,fast image retrieval using color-spatial information,1998
2426,"s chakrabarti , b dom , r agrawal , p raghavan",vldb j.,"scalable feature selection , classification and signature generation for organizing large text databases into hierarchical topic taxonomies",1998
2427,"w ng , p chen",vldb j.,integrating reliable memory in databases,1998
2428,"p roy , s seshadri , a silberschatz , s sudarshan , s ashwin",vldb j.,garbage collection in object-oriented databases using transactional cyclic reference counting,1998
2429,"a kraiss , g weikum",vldb j.,integrated document caching and prefetching in storage hierarchies based on markov-chain predictions,1998
2430,"a soffer , h samet",vldb j.,integrating symbolic images into a multimedia database system using classification and abstraction approaches,1998
2431,p seshadri,vldb j.,enhanced abstract data types in object-relational databases,1998
2432,"o dэaz , a jaime",vldb j.,exact : an extensible approach to active object-oriented databases,1997
2433,"g fahl , t risch",vldb j.,query processing over object views of relational data,1997
2434,j han,vldb j.,"optimizing relational queries in connection hypergraphs : nested queries , views , and binding propagations",1998
2435,"a mehta , j geller , y perl , e neuhold",vldb j.,the oodb path-method generator ( pmg ) using access weights and precomputed access relevance,1998
2436,"e hanson , i chen , r dastur , k engel , v ramaswamy , w tan , c xu",vldb j.,a flexible and recoverable client/server database event notification system,1998
2437,"p scheuermann , g weikum , p zabback",vldb j.,data partitioning and load balancing in parallel disk systems,1998
2438,"n ishakbeyoglu , z жzsoyoglu",vldb j.,maintenance of implication integrity constraints under updates to constraints,1998
2439,"s deпloch , t hфrder , n mattos , b mitschang , j thomas",vldb j.,"advanced data processing in krisys : modeling concepts , implementation techniques , and client/server issues",1998
2440,"a ailamaki , d dewitt , m hill",vldb j.,data page layouts for relational databases on deep memory hierarchies,2002
2441,"e hunt , m atkinson , r irving",vldb j.,database indexing for large dna and protein sequence collections,2002
2442,"v aguilera , s cluet , t milo , p veltri , d vodislav",vldb j.,views in a large-scale xml repository,2002
2443,,,editorial,2002
2444,"l feng , j yu , h lu , j han",vldb j.,a template model for multidimensional inter-transactional association rules,2002
2445,"a nanopoulos , y manolopoulos",vldb j.,efficient similarity search for market basket data,2002
2446,"g hjaltason , h samet",vldb j.,speeding up construction of pmr quadtree-based spatial indexes,2002
2447,"y sakurai , m yoshikawa , s uemura , h kojima",vldb j.,spatial indexing of high-dimensional data based on relative approximation,2002
2448,"e ferrari , n adam , v atluri , e bertino , u capuozzo",vldb j.,an authorization system for digital libraries,2002
2449,"d rafiei , a mendelzon",vldb j.,efficient retrieval of similar shapes,2002
2450,g navarro,vldb j.,searching in metric spaces by spatial approximation,2002
2451,"s saltenis , c jensen",vldb j.,indexing of now-relative spatio-bitemporal data,2002
2452,"a marathe , k salem",vldb j.,query processing techniques for arrays,2002
2453,"g mihaila , l raschid , a tomasic",vldb j.,locating and accessing data repositories with websemantics,2002
2454,"p grefen , j vonk , p apers",vldb j.,global transaction support for workflow management systems : from formal specification to practical implementation,2001
2455,a halevy,vldb j.,answering queries using views : a survey,2001
2456,"s chandrasekaran , m franklin",vldb j.,psoup : a system for streaming queries over streaming data,2003
2457,"r agrawal , p haas , j kiernan",vldb j.,"watermarking relational data : framework , algorithms and analysis",2003
2458,"a sheth , s thacker , s patel",vldb j.,complex relationships and knowledge discovery support in the infoquilt system,2003
2459,"v verykios , g moustakides , m elfeky",vldb j.,a bayesian decision model for cost optimal record matching,2003
2460,"b medjahed , b benatallah , a bouguettaya , a ngu , a elmagarmid",vldb j.,business-to-business interactions : issues and enabling technologies,2003
2461,m жzsu,vldb j.,new partnership with acm and update on the journal,2003
2462,"y cui , j widom",vldb j.,lineage tracing for general data warehouse transformations,2003
2463,"s chien , v tsotras , c zaniolo",vldb j.,efficient schemes for managing multiversionxml documents,2002
2464,"c chan , p felber , m garofalakis , r rastogi",vldb j.,efficient filtering of xml documents with xpath expressions,2002
2465,"z ives , a halevy , d weld",vldb j.,an xml query engine for network-bound data,2002
2466,,,guest editorial,2002
2467,"h jagadish , s al-khalifa , a chapman , l lakshmanan , a nierman , s paparizos , j patel , d srivastava , n wiwatwattana , y wu , c yu",vldb j.,timber : a native xml database,2002
2468,"t fiebig , s helmer , c kanne , g moerkotte , j neumann , r schiele , t westmann",vldb j.,anatomy of a native xml base management system,2002
2469,"s amer-yahia , s cho , l lakshmanan , d srivastava",vldb j.,tree pattern query minimization,2002
2470,"n an , s gurumurthi , a sivasubramaniam , n vijaykrishnan , m kandemir , m irwin",vldb j.,energy-performance trade-offs for spatial access methods on memory-resident data,2002
2471,"r chirkova , a halevy , d suciu",vldb j.,a formal perspective on the view selection problem,2002
2472,"c lee , c shih , y chen",vldb j.,a graph-theoretic model for optimizing queries involving methods,2001
2473,"a ngu , q sheng , d huynh , r lei",vldb j.,combining multi-visual features for efficient indexing in a large image database,2001
2474,"g shegalov , m gillmann , g weikum",vldb j.,xml-enabled workflow management for e-services across heterogeneous platforms,2001
2475,"r braumandl , m keidl , a kemper , d kossmann , a kreutz , s seltzsam , k stocker",vldb j.,objectglobe : ubiquitous query processing on the internet,2001
2476,"p bernstein , s pal , d shutt",vldb j.,context-based prefetch - an optimization for implementing objects on relations,2000
2477,"c wang , x wang",vldb j.,indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,2001
2478,"w li , k candan , k hirata , y hara",vldb j.,supporting efficient multimedia database exploration,2001
2479,"c combi , g pozzi",vldb j.,hmap - a temporal data model managing intervals with different granularities and indeterminacy from natural language sentences,2001
2480,"s manegold , p boncz , m kersten",vldb j.,optimizing database architecture for the new bottleneck : memory access,2000
2481,"h jagadish , o kapitskaia , r ng , d srivastava",vldb j.,one-dimensional and multi-dimensional substring selectivity estimation,2000
2482,"j clauпen , a kemper , d kossmann , c wiesner",vldb j.,exploiting early sorting and early partitioning for decisionsupport query processing,2000
2483,,,guest editorial,2000
2484,"a fu , p chan , y cheung , y moon",vldb j.,dynamic vp-tree indexing for n-nearest neighbor search given pair-wise distances,2000
2485,"i mirbel , b pernici , t sellis , s tserkezoglou , m vazirgiannis",vldb j.,checking the temporal integrity of interactive multimedia documents,2000
2486,"k tan , c goh , b ooi",vldb j.,progressive evaluation of nested aggregate queries,2000
2487,"v raman , b raman , j hellerstein",vldb j.,online dynamic reordering,2000
2488,"d laurent , j lechtenbіrger , n spyratos , g vossen",vldb j.,monotonic complements for independent data warehouses,2001
2489,"j shanmugasundaram , e shekita , r barr , m carey , b lindsay , h pirahesh , b reinwald",vldb j.,efficiently publishing relational data as xml documents,2001
2490,"e rahm , p bernstein",vldb j.,a survey of approaches to automatic schema matching,2001
2491,"c tќrker , m gertz",vldb j.,semantic integrity support in sql : 1999 and commercial ( object - ) relational database management systems,2001
2492,,,guest editorial,2001
2493,"p pucheral , l bouganim , p valduriez , c bobineau",vldb j.,picodbms : scaling down database techniques for the smartcard,2001
2494,"k chang , h garcia-molina",vldb j.,approximate query mapping : accounting for translation closeness,2001
2495,"k chakrabarti , m garofalakis , r rastogi , k shim",vldb j.,approximate query processing using wavelets,2001
2496,"m mecella , b pernici",vldb j.,designing wrapper components for e-services in integrating heterogeneous systems,2001
2497,"a bonifati , s ceri , s paraboschi",vldb j.,active rules for xml : a new paradigm for e-services,2001
2498,"r pottinger , a halevy",vldb j.,minicon : a scalable algorithm for answering queries using views,2001
2499,s sarawagi,vldb j.,user-cognizant multidimensional analysis,2001
2500,,,e-services - guest editorial,2001
2501,"a eyal , t milo",vldb j.,integrating and customizing heterogeneous e-commerce applications,2001
2502,"s su , c huang , j hammer , y huang , h li , l wang , y liu , c pluempitiwiriyawej , m lee , h lam",vldb j.,an internet-based negotiation server for e-commerce,2001
2503,"a datta , k dutta , d vandermeer , k ramamritham , s navathe",vldb j.,an architecture to support scalable online personalization on the web,2001
2504,"o tsatalos , m solomon , y ioannidis",vldb j.,the gmap : a versatile tool for physical data independence,1996
2505,"a poulovassilis , c small",vldb j.,algebraic query optimisation for database programming languages,1996
2506,"b ooi , j han , h lu , k tan",vldb j.,index nesting - an efficient approach to indexing in object-oriented databases,1996
2507,"y shyy , j arroyo , s su , h lam",vldb j.,the design and implementation of k : a high-level knowledge-base programming language of osam * . kbms,1996
2508,"k ramamritham , p chrysanthis",vldb j.,a taxonomy of correctness criteria in database applications,1996
2509,"a keller , j basu",vldb j.,a predicate-based caching scheme for client-server database architectures,1996
2510,"d fang , s ghandeharizadeh",vldb j.,an experimental system for object-based sharing in federated databases,1996
2511,"e amiel , m bellosta , e dujardin , e simon",vldb j.,type-safe relaxing of schema consistency rules for flexible modeling in oodbms,1996
2512,"b becker , s gschwind , t ohler , b seeger , p widmayer",vldb j.,an asymptotically optimal multiversion b-tree,1996
2513,"j mylopoulos , v chaudhri , d plexousakis , a shrufi , t topaloglou",vldb j.,building knowledge base management systems,1996
2514,"g evangelidis , d lomet , b salzberg",vldb j.,"the hb-pi-tree : a multi-attribute index supporting concurrency , recovery and node consolidation",1997
2515,"m mehta , d dewitt",vldb j.,data placement in shared-nothing parallel database systems,1997
2516,"t hфrder , j reinert",vldb j.,access path support for referential integrity in sql2,1996
2517,"d dey , t barron , v storey",vldb j.,a complete temporal relational algebra,1996
2518,"v kashyap , a sheth",vldb j.,semantic and schematic similarities between database objects : a context-based approach,1996
2519,"g antoshenkov , m ziauddin",vldb j.,query processing and optimization in oracle rdb,1996
2520,"s abiteboul , c beeri",vldb j.,the power of languages for the manipulation of complex values,1995
2521,"a albano , g ghelli , r orsini",vldb j.,fibonacci : a programming language for object databases,1995
2522,"s white , d dewitt",vldb j.,quickstore : a high performance mapped object store,1995
2523,"g landau , j schmidt , v tsotras",vldb j.,historical queries along multiple lines of time evolution,1995
2524,"m жzsu , r peters , d szafron , b irani , a lipka , a muёoz",vldb j.,tigukat : a uniform behavioral objectbase management system,1995
2525,"v benzaken , a doucet",vldb j.,thщmis : a database programming language handling integrity constraints,1995
2526,,,"title , preface to the special issue on persistent object systems",1995
2527,"m atkinson , r morrison",vldb j.,orthogonally persistent object systems,1995
2528,"m stonebraker , p aoki , w litwin , a pfeffer , a sah , j sidell , c staelin , a yu",vldb j.,mariposa : a wide-area distributed database system,1996
2529,"e harris , k ramamohanarao",vldb j.,join algorithm costs revisited,1996
2530,"d dewitt , j naughton , j shafer , s venkataraman",vldb j.,parallelising oodbms traversals : a performance evaluation,1996
2531,"r sivasankaran , j stankovic , d towsley , b purimetla , k ramamritham",vldb j.,priority assignment in real-time active databases,1996
2532,,,"title , foreword , vldb journal to be published electronically , index vol . 4",1995
2533,"d barbarс , t imielinski",vldb j.,sleepers and workaholics : caching strategies in mobile environments,1995
2534,"c nyberg , t barclay , z cvetanovic , j gray , d lomet",vldb j.,alphasort : a cache-sensitive parallel external sort,1995
2535,"a swami , k schiefer",vldb j.,estimating page fetches for index scans with finite lru buffers,1995
2536,"c clifton , h garcia-molina , d bloom",vldb j.,hyperfile : a data and query model for documents,1995
2537,"p constantopoulos , m jarke , j mylopoulos , y vassiliou",vldb j.,the software information base : a server for reuse,1995
2538,r gќting,vldb j.,an introduction to spatial database systems,1994
2539,"d agrawal , a abbadi , r jeffers , l lin",vldb j.,ordered shared locks for real-time databases,1995
2540,,,"title , foreword , preface to the special issue on spatial database systems , index vol . 3",1994
2541,"w chu , i ieong , r taira",vldb j.,a semantic modeling approach for image retrieval by content,1994
2542,"d papadias , t sellis",vldb j.,qualitative representation of spatial knowledge in two-dimensional space,1994
2543,p baumann,vldb j.,management of multidimensional discrete data,1994
2544,,,title,1995
2545,"a kemper , d kossmann",vldb j.,"adaptable pointer swizzling strategies in object bases : design , realization , and quantitative analysis",1995
2546,"e teniente , a olivщ",vldb j.,updating knowledge bases while maintaining their consistency,1995
2547,"j peckham , b mackellar , m doherty",vldb j.,data model for extensible support of explicit relationships in design databases,1995
2548,"m templeton , h henley , e maros , d buer",vldb j.,interviso : dealing with the complexity of federated database access,1995
2549,"r gќting , m schneider",vldb j.,realm-based spatial data types : the rose algebra,1995
2550,,,"title , announcement",1995
2551,"a dan , p yu , j chung",vldb j.,characterization of database access pattern for analytic prediction of buffer hit probability,1995
2552,"m derr , s morishita , g phipps",vldb j.,"the glue-nail deductive database system : design , implementation , and evaluation",1994
2553,"r ramakrishnan , d srivastava , s sudarshan , p seshadri",vldb j.,the coral deductive system,1994
2554,"j vaghani , k ramamohanarao , d kemp , z somogyi , p stuckey , t leask , j harland",vldb j.,the aditi deductive database system,1994
2555,"d georgakopoulos , m rusinkiewicz , w litwin",vldb j.,chronological scheduling of transactions with temporal dependencies,1994
2556,"k whang , s kim , g wiederhold",vldb j.,dynamic maintenance of data distribution for selectivity estimation,1994
2557,"n kamel , p wu , s su",vldb j.,a pattern-based object calculus,1994
2558,,,"title , foreword",1994
2559,e sciore,vldb j.,versioning and configuration management in an object-oriented data model,1994
2560,"k lin , h jagadish , c faloutsos",vldb j.,the tv-tree : an index structure for high-dimensional data,1994
2561,"b lee , g wiederhold",vldb j.,efficiently instantiating view-objects from remote relational databases,1994
2562,,,"title , foreword",1994
2563,"d barbarс , h garcia-molina",vldb j.,the demarcation protocol : a technique for maintaining constraints in distributed database systems,1994
2564,e bertino,vldb j.,index configuration in object-oriented databases,1994
2565,"k ramamohanarao , j harland",vldb j.,an introduction to deductive database languages and systems,1994
2566,"w kieпling , h schmidt , w strauп , g dќnzinger",vldb j.,declare and sds : early efforts to commercialize deductive database technology,1994
2567,,,"title , foreword , special issue editorial",1994
2568,h toivonen,vldb,sampling large databases for association rules,1996
2569,,,tods reviewers,2003
2570,l liu,sigmod record,editor 's notes,2003
2571,"s sarawagi , m stonebraker",vldb,reordering query execution in tertiary memory databases,1996
2572,"j bercken , b seeger",vldb,query processing techniques for multiversion access methods,1996
2573,y chang,sigmod record,a graphical query language for mobile information systems,2003
2574,"m carey , l haas , v maganty , j williams",vldb,pesto : an integrated query/browser for object databases,1996
2575,"j wen , q li , w ma , h zhang",sigmod record,a multi-paradigm querying approach for a generic multimedia database management system,2003
2576,,,report on the 17th brazilian symposium on database systems ( sbbd 2002 ),2003
2577,d suciu,vldb,query decomposition and view maintenance for query languages for unstructured data,1996
2578,"c campbell , a eisenberg , j melton",sigmod record,xml schema,2003
2579,"l lakshmanan , f sadri , i subramanian",vldb,schemasql - a language for interoperability in relational multi-database systems,1996
2580,"a ailamaki , j gehrke",sigmod record,time management for new faculty,2003
2581,"a levy , a rajaraman , j ordille",vldb,querying heterogeneous information sources using source descriptions,1996
2582,"m winslett , x ma , t yu",sigmod record,two-body job searches,2003
2583,"a sheth , k kochut , j miller , d worah , s das , c lin , d palaniswami , j lynch , i shevchenko",vldb,supporting state-wide immunisation tracking using multi-paradigm workflow technology,1996
2584,j kleewein,vldb,practical issues with commercial use of federated databases,1996
2585,,,chair 's message,2002
2586,"j melton , a eisenberg",sigmod record,an early look at xquery,2002
2587,"r cochrane , h pirahesh , n mattos",vldb,integrating triggers and declarative constraints in sql database sytems,1996
2588,,,guest editor 's introduction,2002
2589,d gawlick,vldb,scalablity and availability in oracle7 7.3,1996
2590,r snodgrass,sigmod record,"rights of tods readers , authors and reviewers",2002
2591,n mattos,vldb,supporting procedural constructs in sql compilers,1996
2592,"w grosky , d sreenath , f fotouhi",sigmod record,emergent semantics and the multimedia semantic web,2002
2593,s atal,vldb,the xps approach to loading and unloading terabyte databases,1996
2594,"k aberer , p cudrщ-mauroux , m hauswirth",sigmod record,a framework for semantic gossiping,2002
2595,a dasgupta,vldb,large databases for remote sensing and gis,1996
2596,b hammond,vldb,using referential integrity to easily define consistent subset replicas,1996
2597,"a sheth , r meersman",sigmod record,amicalola report : database and information system research challenges and opportunities in semantic web and enterprises,2002
2598,k aberer,sigmod record,book review column,2002
2599,t rengarajan,vldb,how system 11 sql server became fast,1996
2600,"e bertino , c bettini , e ferrari , p samarati",vldb,supporting periodic authorizations and temporal reasoning in database access control,1996
2601,"p spyns , r meersman , m jarrar",sigmod record,data modelling versus ontology engineering,2002
2602,"m rys , m norrie , h schek",vldb,intra-transaction parallelism in the mapping of an object model to a relational multi-processor system,1996
2603,l liu,sigmod record,editor 's notes,2002
2604,"s agarwal , r agrawal , p deshpande , a gupta , j naughton , r ramakrishnan , s sarawagi",vldb,on the computation of multidimensional aggregates,1996
2605,"e maximilien , m singh",sigmod record,conceptual model of web service reputation,2002
2606,f cuppens,vldb,querying a multilevel database : a logical analysis,1996
2607,"c bussler , d fensel , a maedche",sigmod record,a conceptual architecture for semantic web enabled web services,2002
2608,,,report on the first international workshop an efficient web-based information systems,2003
2609,c dyreson,vldb,information retrieval from an incomplete data cube,1996
2610,,,reminiscences an influential papers,2003
2611,"a shukla , p deshpande , j naughton , k ramasamy",vldb,storage estimation for multidimensional aggregates in the presence of hierarchies,1996
2612,,,call for book reviews,2003
2613,"r ramakrishnan , d ram",vldb,modeling design versions,1996
2614,"j shafer , r agrawal , m mehta",vldb,sprint : a scalable parallel classifier for data mining,1996
2615,,,"report on the first international conference on ontologies , databases and applications of semantics",2003
