bev_id,brew_fac_name,beer_subtype,brew_name
2109,Keuka Brewing Company,American Amber / Red Ale,Old Urbana Imperial Amber Rye
2110,WeldWerks Brewing Co. .,American Amber / Red Ale,WeldWerks Red
2111,Bare Hands Brewery,American Amber / Red Ale,Nugget Amber
2112,Plattsburgh Brewing Company,American Amber / Red Ale,Spitfire Red Ale
2113,Pizza Port Solana Beach,American Amber / Red Ale,SC Chronic
2114,Big Rock Brewery,American Amber / Red Ale,The Rock Rock Steady Red
2115,Tommyknocker Brewery,American Amber / Red Ale,Mountain City Amber Ale
2116,Lovibonds Brewery Ltd,American Amber / Red Ale,Henley Amber
2117,Rockaway Brewing Company,American Amber / Red Ale,Double Curiosity
2118,Hog Haus Brewing Company,American Amber / Red Ale,Ruby Red Ale
2119,AleSmith Brewing Company,American Amber / Red Ale,Yulesmith Summer ( Cask )
2120,Jack Black Beer,American Amber / Red Ale,Lumberjack Amber Ale
2121,Five Islands Brewing Company,American Amber / Red Ale,Rust
2122,Rivertowne Pourhouse,American Amber / Red Ale,Sergent Fury 's Red Ale
2123,Southern Pines Brewing Company,American Amber / Red Ale,The Pilgrim
2124,Fusion Brewing,American Amber / Red Ale,Prime Ale
2125,Narrows Brewing Co. .,American Amber / Red Ale,Channary Imperial Red Ale
2126,Blackfoot River Brewing Company,American Amber / Red Ale,Blackfoot Amber Ale
2127,Von Jakob Brewery,American Amber / Red Ale,Von Jakob Red Ale
2128,Cornerstone Brewing Company,American Amber / Red Ale,Patriot Red
2129,August Schell Brewing Company,American Amber / Red Ale,CRAVE Signature Amber
2130,Blue Mountain Brewery,American Amber / Red Ale,PR Job
2131,BiÃ ¨ res De Saint-Louis,American Amber / Red Ale,AmbrÃ © e-BiÃ ¨ re De Saint Louis
2132,Reel Deel Brewery,American Amber / Red Ale,Irish Blonde
2133,The Cannon Brewpub,American Amber / Red Ale,Full Metal Jacket
2134,Draught Works,American Amber / Red Ale,Shadow Caster
2135,Former Future Brewing Company,American Amber / Red Ale,Second Story
2136,Ferme Brasserie Schoune,American Amber / Red Ale,Wallonia
2137,La Tour A BiÃ ¨ res,American Amber / Red Ale,La Victor
2138,Yeastie Boys,American Amber / Red Ale,Divine Hammer
2139,Les Brasseurs Du Sornin,American Amber / Red Ale,Sornin
2140,Swamp Head Brewery,American Amber / Red Ale,Lost In Time Amber Ale
2141,Brand Bierbrouwerij,American Amber / Red Ale,Newcastle Vikings
2142,Dragoon Brewing Co. .,American Amber / Red Ale,B.A.D. Amber
2143,Founders Brewery,American Amber / Red Ale,1903 Red Ale
2144,Cheboygan Brewing Company,American Amber / Red Ale,Red Sail Ale
2145,William Street Beer Co. .,American Amber / Red Ale,Red Sky Amber Ale
2146,Le Trou Du Diable,American Amber / Red Ale,DÃ © sinvolte
2147,Pitchfork Brewing,American Amber / Red Ale,Cranberry Cheer Amber
2148,Pinglehead Brewing Co. / Brewer 's Pizza,American Amber / Red Ale,Panama
2149,Brasserie Artisanale La Fabrique,American Amber / Red Ale,Salamagone
2150,Small Batch Beer Co. .,American Amber / Red Ale,Player To Be Named Later
2151,Birrificio Barley,American Amber / Red Ale,Macca Meda
2152,Back Street Brewery,American Amber / Red Ale,Rita Red Ale
2153,Microbrasserie Universitaire Brassta,American Amber / Red Ale,Rousse Et Or
2154,Arcadia Brewing Company,American Amber / Red Ale,Panama Red
2155,Funky Buddha Brewery,American Amber / Red Ale,Clifford 's Big Red Ale
2156,Wiley Roots Brewing Co,American Amber / Red Ale,Red Dirt Imperial Red Ale
2157,Columbia Kettle Works,American Amber / Red Ale,Double Bald Guy
2158,Minhas Craft Brewery,American Amber / Red Ale,Lazy Mutt Alberta Red Ale
2159,Twin Peaks Brewing & Malting Co. .,American Amber / Red Ale,Ride The Hoh Red Ale
2160,8th Wonder Brewery,American Amber / Red Ale,Coffee Mocha Feight
2161,Mackinaw Trail Brewing Company,American Amber / Red Ale,Bear Creek Amber
2162,New Glory Craft Brewery,American Amber / Red Ale,Rapid Fire Red Ale
2163,I & I Brewing,American Amber / Red Ale,Bitter Orange Blossom
2164,Lancaster Brewing Company,American Amber / Red Ale,Carl 's Ale
2165,Loch Lomond Brewery,American Amber / Red Ale,Ale Of Leven
2166,Maku Brewing,American Amber / Red Ale,Maku Amber Ale
2167,Isle Of Mull Brewing Co. Ltd. .,American Amber / Red Ale,Red Monk Of Iona
2168,Fiddlehead Brewing Company,American Amber / Red Ale,RubyClaire
2169,Urban Chestnut Brewing Company - Grove Brewery & Bierhall,American Amber / Red Ale,Winged Nut Chestnut Ale
2170,Bryggeriet Skands,American Amber / Red Ale,_ rsted Gold
2171,Multi-Brasses,American Amber / Red Ale,Buck Rousse
2172,Mahogany Ridge Brewery & Grill,American Amber / Red Ale,Alpenglow
2173,Green Room Brewing,American Amber / Red Ale,Ravenous Red
2174,NÃ ¸ gne _ - Det KompromisslÃ ¸ se Bryggeri A/S,American Amber / Red Ale,Holgate Brewhouse / NÃ ¸ gne _ Half A World Away
2175,Mountain Town Station Brewing Co. & Steakhouse,American Amber / Red Ale,Cow Catcher Red
2176,Clear Creek Brewing Company,American Amber / Red Ale,Absaroka Ale
2177,Ice Harbor Brewing Company,American Amber / Red Ale,Fresh Hop Double Red
2178,Columbia Valley Brewing,American Amber / Red Ale,Liberator Amber
2179,Naked Dove Brewing Company,American Amber / Red Ale,The Office Uptown Golden Ale
2180,Firehouse Brewing Co. .,American Amber / Red Ale,Smokin ' Betty
2181,BJ 's Chicago Pizza & Brewery Inc. .,American Amber / Red Ale,Goliath
2182,Whitehorse Brewing LLC,American Amber / Red Ale,REBELLION RED
2183,Brothers Craft Brewing,American Amber / Red Ale,Great Outdoors VA Ale
2184,Bushnell Craft Brewing Company,American Amber / Red Ale,Bofuss
2185,CervecerÃa Wendlandt,American Amber / Red Ale,Wendlandt Harry Polanco Red Ale
2186,Fannin Brewing Company,American Amber / Red Ale,Hiawassee Golden Ale
2187,Maui Brewing Co. .,American Amber / Red Ale,Hole In The Head Red
2188,Ferme Brasserie Schoune,American Amber / Red Ale,Alsacienne Pale Ale
2189,Bieszczadzka WytwÃ ³ rnia Piwa Ursa Maior,American Amber / Red Ale,URSA _ nieg Na Beniowej
2190,5 Seasons Westside,American Amber / Red Ale,Fat Lip Amber
2191,The Wrecking Bar Brewpub,American Amber / Red Ale,Red Monkey _ œAmber IPA _
2192,Poor House Brewing Company,American Amber / Red Ale,Bat Out Of Hell Red Ale
2193,Great Waters Brewing,American Amber / Red Ale,Killybegs Amber Ale
2194,Four Sons Brewing,American Amber / Red Ale,Four Horsemen
2195,Back Alley Brewery,American Amber / Red Ale,Fire Hydrant Red Ale
2196,Service Brewing Company,American Amber / Red Ale,Matt Hebermehl Amber Ale
2197,Atom Beers,American Amber / Red Ale,Rare Earth
2198,Milwaukee Ale House,American Amber / Red Ale,Scooter Ale
2199,Otto 's Pub and Brewery,American Amber / Red Ale,Bacchus
2200,Reads Landing Brewing Company,American Amber / Red Ale,Cap'n Amber
2201,McMenamins Six Arms,American Amber / Red Ale,Monkey Wrench
2202,Carlow Brewing Company,American Amber / Red Ale,Foreign Affair
2203,Tapistry Brewing,American Amber / Red Ale,Amber Cadabra
2204,Flycaster Brewing Company,American Amber / Red Ale,Yakima River Red
2205,Wiseacre Brewing,American Amber / Red Ale,Tanooki Suit
2206,Birra dell ` Eremo,American Amber / Red Ale,Magnifica
2207,1702 / The Address Brewing Co. .,American Amber / Red Ale,Red Sky
2208,Raleigh Brewing Company,American Amber / Red Ale,Stormy Wolf
2209,Greenpoint Beerworks / Kelso of Brooklyn,American Amber / Red Ale,Port Chester Red Ale
2210,Brasserie Britt de Bretagne,American Amber / Red Ale,Chat-Malo
2211,Cerveza Caleya,American Amber / Red Ale,Caleya Mayuca Amber
2212,Burley Oak Brewery,American Amber / Red Ale,Dat Base
2213,Out of Bounds Brewing Company,American Amber / Red Ale,Relentless Red
2214,ShuBrew,American Amber / Red Ale,Heart & Sole
2215,300 Suns Brewing,American Amber / Red Ale,Rabbit Mountain Red Ale
2216,The Brew Kettle Taproom & Smokehouse / Production Works,American Amber / Red Ale,Imperial Gargoyle Ale
2217,Cigar City Brewing,American Amber / Red Ale,Peach Chipotle Red Ale
2218,Cervejaria Urbana,American Amber / Red Ale,Mad Beaver
2219,Duck Foot Brewing Co. .,American Amber / Red Ale,The Duck Foot Red
2220,The Blue Elephant Craft Brew House,American Amber / Red Ale,Red Devil
2221,Boston Beer Works - Canal Street,American Amber / Red Ale,Amber Chai
2222,Deschutes Brewery,American Amber / Red Ale,Amber Dawn
2223,Fall Brewing Company,American Amber / Red Ale,Unicorn Stampede
2224,Seven Arrows Brewing Company,American Amber / Red Ale,Maelstrom Red
2225,Heartly Craft Brewery,American Amber / Red Ale,Lucky Rhino Amber
2226,Brock Street Brewing Company,American Amber / Red Ale,Brock Street Traditional Red
2227,Wiper & True Brewery,American Amber / Red Ale,In The Groves
2228,BadWolf Brewing Company,American Amber / Red Ale,Jesse 's Girl
2229,Eastlake Craft Brewery,American Amber / Red Ale,The Raccoon & The Bear
2230,Rocky Coulee Brewing Co. .,American Amber / Red Ale,Dirndyl Dropper
2231,Santa Cruz Mountain Brewing,American Amber / Red Ale,Nicky 666
2232,Palisade Brewing Co. .,American Amber / Red Ale,Soul Shakin '
2233,Captured By Porches Brewing Company,American Amber / Red Ale,Emma
2234,Bluegrass Brewing Co. - East St. Matthew 's,American Amber / Red Ale,Cardinale Ale
2235,Ouray Brewery,American Amber / Red Ale,Alpine Amber
2236,Letra - Cerveja Artesanal Minhota,American Amber / Red Ale,D
2237,Altamont Brewing Company,American Amber / Red Ale,Hopped Red
2238,Swell Brewing Company,American Amber / Red Ale,Swell Amber Ale
2239,DryHop Brewers,American Amber / Red Ale,Photobomb
2240,Hop Valley Brewing Company,American Amber / Red Ale,Natty Red
2241,White Rabbit Brewing Company,American Amber / Red Ale,Queen 's Red Ale
2242,Hillcrest Brewing Company,American Amber / Red Ale,Big Red Balls
2243,Arcadia Brewing Company,American Amber / Red Ale,Salted Caramel Amber
2244,Hopshire Farm & Brewery,American Amber / Red Ale,Patriot Grains
2245,Bandwagon Brew Pub,American Amber / Red Ale,North By Northwest
2246,Barley Brothers Brewery & Grill,American Amber / Red Ale,Freedom Bridge Amber Ale
2247,Shine Restaurant & Gathering Place,American Amber / Red Ale,Down Dog Imperial Red
2248,LyonSmith Brewing Company,American Amber / Red Ale,Sasparilla Red
2249,Rockslide Brewery & Pub,American Amber / Red Ale,Rabbit Ears Amber Ale
2250,Headstrong Brewery,American Amber / Red Ale,Mulish Amber
2251,Pasteur Street Brewing Company,American Amber / Red Ale,Sour Mash Amber
2252,District ChopHouse & Brewery,American Amber / Red Ale,Murican-Mild
2253,Birrificio Artigianale Karma,American Amber / Red Ale,Amber Doll
2254,Columbia Kettle Works,American Amber / Red Ale,Juniper Ale
2255,Storybook Brewing,American Amber / Red Ale,Little Red 's Rocking Ale
2256,Aftershock Brewing Co. .,American Amber / Red Ale,Red Alert
2257,Great Heck Brewing Company Ltd. .,American Amber / Red Ale,American Classic
2258,Wimberley Brewing Company And Brewpub,American Amber / Red Ale,Red Bitter
2259,Rapscallion,American Amber / Red Ale,Rapscallion Winterfest
2260,Epic Brewing Company,American Amber / Red Ale,Epic Carolina
2261,CB Craft Brewers,American Amber / Red Ale,J. G. Crummers Kick Arse Ale
2262,Six Rivers Brewery,American Amber / Red Ale,Six Feet Under
2263,Bootstrap Brewing,American Amber / Red Ale,Red Beerd
2264,Pat O'Hara Brewing Company,American Amber / Red Ale,Attitude Adjustment
2265,Hilton Head Brewing Company,American Amber / Red Ale,Calibogue Amber
2266,Hammond River Brewing,American Amber / Red Ale,Red Coat India Red Ale
2267,Stone Brewing Co. .,American Amber / Red Ale,Stone Liberty Station / Bridge Road Brewers Red Stone Road
2268,Los Muertos Brewing,American Amber / Red Ale,Agave Maria Amber Ale
2269,Flat 12 Bierwerks,American Amber / Red Ale,Mud Bug Amber
2270,John Harvard 's Brewery & Ale House,American Amber / Red Ale,Red-Headed Honey
2271,Storz Trophy Room Grill & Brewery,American Amber / Red Ale,North 40 WBA
2272,Great River Brewery,American Amber / Red Ale,Arsenal Imperial Red Ale
2273,Sarasota Brewing Company,American Amber / Red Ale,Honeymeade Ale
2274,Funky Buddha Brewery,American Amber / Red Ale,Combat Rock
2275,Thomas Hooker Brewing Company,American Amber / Red Ale,Cappy 's Ale
2276,Hermit Thrush Brewery,American Amber / Red Ale,Holiday Rye
2277,Tornado Brewing Company,American Amber / Red Ale,Bourbon Barrel Red Oak Ale
2278,Microbrasserie Aux Fous Brassant,American Amber / Red Ale,Hurluberlue
2279,Golden Road Brewing,American Amber / Red Ale,Redale
2280,Charleston Brewing Company,American Amber / Red Ale,Westward Gaze
2281,Southern Oregon Brewing Company,American Amber / Red Ale,Raider Red Ale
2282,16 Mile Brewing Company,American Amber / Red Ale,Soul Cake Ale
2283,Triptych Brewing,American Amber / Red Ale,Ah ` Mock Amber
2284,Cervejaria Seasons,American Amber / Red Ale,Wallace
2285,RÃ ¥ danÃ $ s Bryggeri,American Amber / Red Ale,Hillbilly Red Ale
2286,Endless Brewing,American Amber / Red Ale,Stone Crop Maple Amber
2287,Plank Town Brewing Company,American Amber / Red Ale,Li'l Red Ryder
2288,Wind River Brewing Company,American Amber / Red Ale,Adventure Amber Ale
2289,Rockyard Brewing,American Amber / Red Ale,Blarney Rock Irish Ale
2290,Brauerei Gusswerk GmbH,American Amber / Red Ale,AAA Austrian Amber Ale
2291,Resurgence Brewing Company,American Amber / Red Ale,Rich 's Red Ale
2292,Firefly Hollow Brewing Co. .,American Amber / Red Ale,Afflatus Copper Ale - Nitro
2293,Anheuser-Busch,American Amber / Red Ale,Capt Tony 's Amber Ale
2294,Four Bullets Brewery,American Amber / Red Ale,Royal Flush Red
2295,Edmund 's Oast,American Amber / Red Ale,( T ) oasted Oats
2296,Bike Rack Brewing Co. .,American Amber / Red Ale,Rusty Tricycle
2297,Gravel Bottom Craft Brewery & Supply,American Amber / Red Ale,Bottoms Up
2298,Luminous Brewhouse,American Amber / Red Ale,Red Grade Ale
2299,Hideout Brewing Company,American Amber / Red Ale,Hired Gun Red
2300,Claremont Craft Ales,American Amber / Red Ale,Happy Days
2301,Georgetown Brewing Company,American Amber / Red Ale,Superchopp
2302,Ballast Point Brewing Company,American Amber / Red Ale,Red Romper Red Session IPA
2303,Uptown Market,American Amber / Red Ale,Otis Reddin '
2304,Beaver Creek Brewery,American Amber / Red Ale,Castor Mexican Amber
2305,Main Street Brewery / Mesa Cerveza,American Amber / Red Ale,Schorzenboomer Amber
2306,Boxing Cat Brewery,American Amber / Red Ale,Firecracker Imperial Red
2307,Brauerei Stadtguet,American Amber / Red Ale,Stadtguet Amber
2308,Escape Brewing Company,American Amber / Red Ale,880 Red Ale
2309,House of Brews,American Amber / Red Ale,The Hop Garden Sunset
2310,Ironwood Brewing Co. .,American Amber / Red Ale,St. Colombanos Of Bobbio Not So Red
2311,Brooksville Brewing Company,American Amber / Red Ale,Hot Head Red
2312,Columbia Kettle Works,American Amber / Red Ale,Grinch Feet
2313,Bridger Brewing,American Amber / Red Ale,Roosevelt Red Ale
2314,Our Mutual Friend Malt & Brew,American Amber / Red Ale,Grapefruit Chinook Red
2315,Tumbledown Brewing,American Amber / Red Ale,Tumbledown Red
2316,Sky High Brewing,American Amber / Red Ale,Brew Kahuna NW Red Ale
2317,Blackstone Restaurant & Brewery,American Amber / Red Ale,Red Trail Ale
2318,Wensky Beer Microcervejaria,American Amber / Red Ale,Saci Amber Ale
2319,Brouwerij De Koninck NV,American Amber / Red Ale,Tst Brw 01 - Imperial Red Ale
2320,Minhas Craft Brewery,American Amber / Red Ale,Fire Brew Red Ale
2321,Fat Head 's Brewery & Saloon,American Amber / Red Ale,Autumn Brisk Amber Ale
2322,Castle Grill / Red Castle Brewery & Distillery,American Amber / Red Ale,Scarlet Throne
2323,Second Self Beer Company,American Amber / Red Ale,Bleeding Heart
2324,Bravo Zulu Brewing,American Amber / Red Ale,Ember Amber Ale
2325,Books & Brews,American Amber / Red Ale,Clifford The `` Lil '' Red Ale
2326,Living The Dream Brewing Co. .,American Amber / Red Ale,Experiment # 1001-B4
2327,Whetstone Station Restaurant and Brewery,American Amber / Red Ale,Batch # 55 - Big Red
2328,St. Brigid _ ™ s Brewery,American Amber / Red Ale,TKO Amber Ale
2329,Lagunitas Brewing Company,American Amber / Red Ale,Lagunitas Fusion 45
2330,Parallel 49 Brewing Company,American Amber / Red Ale,Bubbe 's Brew Jelly Doughnut Strong Ale
2331,Gravity Brewing,American Amber / Red Ale,Schwag
2332,Meduz Brasserie Artisanale,American Amber / Red Ale,Meduz AmbrÃ © e
2333,Whetstone Station Restaurant and Brewery,American Amber / Red Ale,Batch # 52 - Gagne Style
2334,Pensacola Bay Brewery,American Amber / Red Ale,Fish Head Red
2335,Standing Stone Brewing Company,American Amber / Red Ale,Madrone Red
2336,Prairie Fire Brewing Co. .,American Amber / Red Ale,Summer Amber
2337,Peter B 's Brew Pub,American Amber / Red Ale,Sum Of Hours
2338,Monkey Paw Pub & Brewery,American Amber / Red Ale,Monkey Paw / Karl Strauss Dead Albert 's Society 's
2339,Figueroa Mountain Brewing Co. .,American Amber / Red Ale,Shark Lips
2340,Horse Heaven Hills Brewery,American Amber / Red Ale,Mustang Red
2341,Brouwerij De Molen,American Amber / Red Ale,Pais & Vree
2342,Jaws Brewery,American Amber / Red Ale,Karingahtanum CoffeÐµ Red Ale
2343,Third State Brewing,American Amber / Red Ale,Redcoat Red
2344,Big Bear Brewing Company,American Amber / Red Ale,Diablo Amber Ale
2345,Big Nose Brewing,American Amber / Red Ale,Big Nose Red
2346,Atlas Brewing Company,American Amber / Red Ale,Orange Is The New Red
2347,Track 7 Brewing Co. .,American Amber / Red Ale,Skunk Train Red Ale
2348,Lakeland Brewing Company,American Amber / Red Ale,Damn It Janet
2349,The Prodigal Son Brewery,American Amber / Red Ale,Righteous Indignation Organic Red
2350,Nebraska Brewing Company,American Amber / Red Ale,Ninja Gnome
2351,Alpine Dog Brewing Company,American Amber / Red Ale,Howl At The Moon Imperial Red
2352,Seven Brides Brewing,American Amber / Red Ale,Waldo Hills
2353,Brasserie Des Abers,American Amber / Red Ale,Mutine AmbrÃ © e
2354,Firehall Brewery,American Amber / Red Ale,Stoked Ember Ale
2355,Glasstown Brewing Co. .,American Amber / Red Ale,Fortescue Fisherman 's Ale
2356,Quest Brewing Co. .,American Amber / Red Ale,Calumet Strawberry Rhubarb Grisette
2357,Black Market Brewing Co. .,American Amber / Red Ale,Scary Monster
2358,Black Cap Brewing Company,American Amber / Red Ale,Red Pants IPA
2359,Big Top Brewing Company,American Amber / Red Ale,Intercoastal Amber
2360,El Toro Brewing Co. .,American Amber / Red Ale,El Toro 's Team Beer
2361,12 String Brewing Company,American Amber / Red Ale,Volume 3 Anniversary Ale
2362,Excel Brewing Company,American Amber / Red Ale,My Hoppy Valentine
2363,Fetching Lab Brewery,American Amber / Red Ale,Round Up Amber
2364,Ore Dock Brewing Company,American Amber / Red Ale,Good Grist
2365,Trinity Brewhouse,American Amber / Red Ale,Bourbon Barrel Aged Redrum
2366,Beards Brewery,American Amber / Red Ale,Red Mist
2367,Creekside Brewing Company,American Amber / Red Ale,Creekside Vienna Amber
2368,Good Hops Brewing LLC,American Amber / Red Ale,Smoked Ale
2369,Inland Empire Brewing Company,American Amber / Red Ale,Trail Blazer Red
2370,New Holland Brewing Company,American Amber / Red Ale,Red Dragon
2371,Ragtime Taproom & Brewery,American Amber / Red Ale,Atlantic Beach Amber
2372,3cross Brewing Company,American Amber / Red Ale,Kannibaal
2373,Mismatch Brewing Company,American Amber / Red Ale,Archie 's Red Ale
2374,Marz Community Brewing,American Amber / Red Ale,Kozmonaut
2375,Twain 's Billiards and Tap,American Amber / Red Ale,River Sunset Amber
2376,Karben4 Brewing,American Amber / Red Ale,Hophead Red
2377,BÃ ¥ lsta Bryggeri,American Amber / Red Ale,BÃ ¥ lsta EklÃ ¶ ws RÃ ¶ da
2378,Barnstormer Brewing & Pizzeria,American Amber / Red Ale,Ace In The Hole
2379,Short 's Brewing Company,American Amber / Red Ale,Proverbial Mind Spread
2380,Bear Republic Brewing Co. .,American Amber / Red Ale,Smoked Prickly Pear Lager
2381,Florida Beer Company,American Amber / Red Ale,Big River Red Ale
2382,Brasserie St. Feuillien,American Amber / Red Ale,Grisette AmbrÃ © e
2383,Edge Brewing,American Amber / Red Ale,Barretina Amber
2384,Weiland Brewery Underground,American Amber / Red Ale,Weiland Amber
2385,Il Forteto,American Amber / Red Ale,CastaÃ ± a
2386,Vagabond Brewery,American Amber / Red Ale,Conscription American Red
2387,Rivertowne Pourhouse,American Amber / Red Ale,All Around Amber
2388,The Brewhouse,American Amber / Red Ale,Rebel Red Ale
2389,Joseph James Brewing Inc. .,American Amber / Red Ale,Double D Double Red Ale
2390,Two Rows Restaurant & Brewery,American Amber / Red Ale,Route 66 Amber Ale
2391,The Actual Brewing Co. .,American Amber / Red Ale,Elektron Aged In Bourbon Barrels
2392,North Mountain Brewing Co. .,American Amber / Red Ale,Octomalt
2393,RedWillow Brewery,American Amber / Red Ale,Sleepless
2394,Hollywood Beach Brewing Company,American Amber / Red Ale,Red Tide Amber Ale
2395,Noire & Blanche,American Amber / Red Ale,B'rousse Willis
2396,Bagby Beer Company,American Amber / Red Ale,Street ` Red
2397,Galena Brewing Company,American Amber / Red Ale,Paradox Ale
2398,Great Lakes Brewing Co. .,American Amber / Red Ale,Great Lakes Barrel Aged Nosferatu
2399,Intuition Ale Works,American Amber / Red Ale,Barrel Aged Riverside Red
2400,Tooborac Hotel & Brewery,American Amber / Red Ale,Woodcutter 's Amber Ale
2401,Outpost Natural Foods,American Amber / Red Ale,Mr. Grain Jeans Organic Amber Ale
2402,Downpour Brewing,American Amber / Red Ale,Cookie Ale
2403,Schubros Brewery,American Amber / Red Ale,Rock City Amber Ale
2404,Marea Brewery,American Amber / Red Ale,Marea
2405,Prairie Fire Brewing Co. .,American Amber / Red Ale,Bush Lite
2406,Kona Brewing Co. .,American Amber / Red Ale,Wela Red Ale
2407,Ocelot Brewing Company,American Amber / Red Ale,The Gallows Imperial Red
2408,Bosque Brewing Co. .,American Amber / Red Ale,Cottonwood Anniversary Ale
2409,The Big Rip Brewing Company,American Amber / Red Ale,Pennywise Sweet Tater Ale
2410,Rincon Brewery,American Amber / Red Ale,Warrior Pride Red Ale
2411,Willimantic Brewing Co. .,American Amber / Red Ale,Willimantic Return To Sender Ale
2412,Hermit Thrush Brewery,American Amber / Red Ale,Garnet
2413,Right Brain Brewery,American Amber / Red Ale,Big Boned Belgian Style Amber Ale
2414,Iron Springs Pub & Brewery,American Amber / Red Ale,Anne Marie 's Amber
2415,Territorial Brewing Company,American Amber / Red Ale,French Toast Ale
2416,Ithaca Beer Company,American Amber / Red Ale,# 05256
2417,Yorkholo Brewing Co. .,American Amber / Red Ale,Panama Red Ale
2418,Bear Republic Brewing Co. .,American Amber / Red Ale,Speed Bump
2419,Moo-Duck Brewery,American Amber / Red Ale,409 Amber Ale
2420,Wichita Brewing Co. & Pizzeria West,American Amber / Red Ale,5:03 Imperial Amber
2421,J. Wakefield Brewing,American Amber / Red Ale,Amber Waves Amber Ale
2422,Flat Tail Brewing,American Amber / Red Ale,Flat Tail Amber Ale
2423,Figure 8 Brewing,American Amber / Red Ale,Bourbon Barrel Ro Shampo Imperial Red Ale
2424,M. T. Head Brewing Co. .,American Amber / Red Ale,Punter 's Special Ale
2425,Burley Oak Brewery,American Amber / Red Ale,Ruder Boy ( Aged In Bourbon Barrels )
2426,Blue Skye Brewery & Eats,American Amber / Red Ale,Fire Engine Red
2427,Saddle Mountain Brewing Company,American Amber / Red Ale,Taildragger _ ™ s Chasing Tail
2428,Zaftig Brewing Co. .,American Amber / Red Ale,Heavy Hearted Amber
2429,Right Brain Brewery,American Amber / Red Ale,Waltzing Matilda Rye Amber Ale
2430,Max 's Fanno Creek Brew Pub,American Amber / Red Ale,Dry Hopped Pacific Red
2431,Secret Engine Brewing,American Amber / Red Ale,Sticke Handwerker
2432,Fallen Brewing Company,American Amber / Red Ale,Dragonfly
2433,Breckenridge Brewery,American Amber / Red Ale,Mountain Series : Love Rhino ( Imperial Red Ale )
2434,Bandwagon Brew Pub,American Amber / Red Ale,The Honey Brunette
2435,Island Hoppin ' Brewery,American Amber / Red Ale,Sunrise Amber
2436,Rivertowne Pourhouse,American Amber / Red Ale,Redrum Red Ale
2437,Declaration Brewing Company,American Amber / Red Ale,Hardtack Copper
2438,CervecerÃa Maddok,American Amber / Red Ale,Volcano Red Ale
2439,Funky Buddha Brewery,American Amber / Red Ale,Do n't Fear The Reaper
2440,Corfu Beer,American Amber / Red Ale,Corfu Ale Special
2441,Duel Brewing,American Amber / Red Ale,Bad Amber
2442,Emmett 's Brewing Company,American Amber / Red Ale,Cask Conditioned Red Ale
2443,38 State Brewing Company,American Amber / Red Ale,Titan Rock Red
2444,Natty Greene 's Pub & Brewing Co. .,American Amber / Red Ale,Buck And Ball Double Amber Ale
2445,Denver Beer Co. .,American Amber / Red Ale,Summit Sunrise
2446,Yolo Brewing Company,American Amber / Red Ale,The Assemblyman
2447,Natty Greene 's Pub & Brewing Co. .,American Amber / Red Ale,Double Ought Buck Double Amber
2448,Manor Hill Brewing,American Amber / Red Ale,Imperial Amber
2449,Greenbush Brewing Company,American Amber / Red Ale,Butter Pecan
2450,Innovation Brewing,American Amber / Red Ale,Phat Chance Amber
2451,Greenbush Brewing Company,American Amber / Red Ale,Blue Moon
2452,MalmÃ ¶ Brewing Co,American Amber / Red Ale,Point Reyes Amber
2453,BiÃ ¨ res de RÃ ©,American Amber / Red Ale,La Blanche Amb ` RÃ ©
2454,SoMe Brewing Company,American Amber / Red Ale,Agamenticus Amber Ale
2455,MalmÃ ¶ Brewing Co,American Amber / Red Ale,Ruby Soho Red Ale
2456,La Brasserie Du Val De DrÃ ´ me,American Amber / Red Ale,Markus AmbrÃ © e
2457,Hillbilly Brewing,American Amber / Red Ale,Wisconsin Amber Ale
2458,Sisyphus Brewing,American Amber / Red Ale,Tri-City Beer
2459,House of Pendragon Brewing Company,American Amber / Red Ale,Agravain Amber
2460,Nano Brew Cleveland,American Amber / Red Ale,Nano Rat Imperial Red
2461,Lift Bridge Brewery,American Amber / Red Ale,Libertine
2462,Gull Dam Brewing,American Amber / Red Ale,Gull Dam Amber Ale
2463,Fuller Smith & Turner PLC,American Amber / Red Ale,Fullers Traitors ' Gate
2464,Hoppy Brewing Co. .,American Amber / Red Ale,Ruby Slipper Ale
2465,Acoustic Ales Brewing Experiment,American Amber / Red Ale,Surly Mosh Pit
2466,Waikiki Brewing Company,American Amber / Red Ale,Ala Moana Amber
2467,J Wells Brewery,American Amber / Red Ale,Lisa
2468,BrickHouse Brewery,American Amber / Red Ale,Son Of Chugga
2469,Deschutes Brewery,American Amber / Red Ale,Commuter Amber
2470,South Fork Brewing Company,American Amber / Red Ale,Nerdy Girl
2471,Garage Project,American Amber / Red Ale,Pan Pacific
2472,Black Oak Brewing Co. .,American Amber / Red Ale,Black Oak Love Fuzz
2473,Gillette Brewing Company,American Amber / Red Ale,Avenue Amber
2474,Fortitude Brewing Company,American Amber / Red Ale,Noisy Minor Admiral Ackbar Anti-Imperial Red Ale
2475,Second Street Brewery,American Amber / Red Ale,Railyard Red
2476,Locavore Beer Works,American Amber / Red Ale,Armistice Amber Ale
2477,CB Craft Brewers,American Amber / Red Ale,Stoneyard Ripper 's Red Ale
2478,Tustin Brewing Company,American Amber / Red Ale,Dog Ditch Amber
2479,Negev Brewery,American Amber / Red Ale,Negev Amber Ale
