dblp_id,event_location,event_year,authors_list
834,very large data bases,1999,"arjen p. de vries , mark g. l. m. van doorn , henk m. blanken , peter m. g. apers"
835,very large data bases,1999,"edwin m. knorr , raymond t. ng"
836,very large data bases,1999,"stefano ceri , piero fraternali , stefano paraboschi"
837,very large data bases,1999,"soumen chakrabarti , martin van den berg , byron dom"
838,very large data bases,1999,c. mohan
839,very large data bases,1999,"felipe cari &#241; o , william o'connell , john burgess , joel h. saltz"
840,very large data bases,1999,"h. v. jagadish , laks v. s. lakshmanan , divesh srivastava"
841,very large data bases,1999,"thomas zurek , markus sinnwell"
842,very large data bases,1999,"arnd christian k &#246; nig , gerhard weikum"
843,very large data bases,1999,"h. v. jagadish , j. madar , raymond t. ng"
844,very large data bases,1999,"anastassia ailamaki , david j. dewitt , mark d. hill , david a. wood"
845,very large data bases,1999,"udo nink , theo h &#228; rder , norbert ritter"
846,very large data bases,1999,"serge abiteboul , bernd amann , sophie cluet , adi eyal , laurent mignet , tova milo"
847,very large data bases,1999,"vijayshankar raman , bhaskaran raman , joseph m. hellerstein"
848,very large data bases,1999,"vanja josifovski , tore risch"
849,very large data bases,2000,"alexander hinneburg , charu c. aggarwal , daniel a. keim"
850,very large data bases,2000,"yasushi sakurai , masatoshi yoshikawa , shunsuke uemura , haruhiko kojima"
851,very large data bases,2000,"ren &#233; e j. miller , laura m. haas , mauricio a. hern &#225; ndez"
852,very large data bases,1999,sudarshan s. chawathe
853,very large data bases,1999,steven j. derose
854,very large data bases,1999,"laura m. haas , donald kossmann , ioana ursu"
855,very large data bases,1999,"curtis e. dyreson , michael h. b &#246; hlen , christian s. jensen"
856,very large data bases,2000,"cyrus shahabi , adil faisal , farnoush banaei kashani , jabed faruque"
857,very large data bases,2000,sandeepan banerjee
858,very large data bases,2000,"wilburt labio , jun yang , yingwei cui , hector garcia-molina , jennifer widom"
859,very large data bases,2000,john l. schnase
860,very large data bases,2000,"yanlei diao , hongjun lu , songting chen , zengping tian"
861,very large data bases,2000,"junghoo cho , hector garcia-molina"
862,very large data bases,2000,michael l. brodie
863,very large data bases,2000,"naphtali rishe , jun yuan , rukshan athauda , shu-ching chen , xiaoling lu , xiaobin ma , alexander vaschillo , artyom shaposhnikov , dmitry vasilevsky"
864,very large data bases,2000,"fabio casati , ming-chien shan"
865,very large data bases,2000,"maurizio panti , luca spalazzi , alberto giretti"
866,very large data bases,2000,"rachel pottinger , alon y. levy"
867,very large data bases,2000,"jo &#227; o pereira , fran &#231; oise fabret , fran &#231; ois llirbat , radu preotiuc-pietro , kenneth a. ross , dennis shasha"
868,very large data bases,2000,"byoung-kee yi , christos faloutsos"
869,very large data bases,2000,"matthias jarke , thomas list , j &#246; rg k &#246; ller"
870,very large data bases,2000,"haixun wang , carlo zaniolo"
871,very large data bases,2000,"hongjun lu , hongyan liu"
872,very large data bases,2000,"s. misbah deen , anant jhingran , shamkant b. navathe , erich j. neuhold , gio wiederhold"
873,very large data bases,2000,"sanjay agrawal , surajit chaudhuri , vivek r. narasayya"
874,very large data bases,2000,michael j. carey
875,very large data bases,2000,"piotr indyk , nick koudas , s. muthukrishnan"
876,very large data bases,2000,anil nori
877,very large data bases,2000,"ke wang , yu he , jiawei han"
878,very large data bases,2000,"surajit chaudhuri , gerhard weikum"
879,very large data bases,2000,"jayavel shanmugasundaram , eugene j. shekita , rimon barr , michael j. carey , bruce g. lindsay , hamid pirahesh , berthold reinwald"
880,very large data bases,2000,"torben bach pedersen , christian s. jensen , curtis e. dyreson"
881,very large data bases,2000,"thomas st &#246; hr , holger m &#228; rtens , erhard rahm"
882,very large data bases,2000,shalom tsur
883,very large data bases,2000,"mehmet altinel , michael j. franklin"
884,very large data bases,2000,
885,very large data bases,2000,"asaf adi , david botzer , opher etzion , tali yatzkar-haham"
886,very large data bases,2000,"amir netz , surajit chaudhuri , jeff bernhardt , usama m. fayyad"
887,very large data bases,2000,"wes cowley , dimitris plexousakis"
888,very large data bases,2000,"nikos pappas , stavros christodoulakis"
889,very large data bases,2000,"kaushik chakrabarti , minos n. garofalakis , rajeev rastogi , kyuseok shim"
890,very large data bases,2000,joseph y. halpern
891,very large data bases,2000,"jonathan goldstein , raghu ramakrishnan"
892,very large data bases,2000,"ioana manolescu , daniela florescu , donald kossmann , florian xhumari , dan olteanu"
893,very large data bases,2000,"leejay wu , christos faloutsos , katia p. sycara , terry r. payne"
894,very large data bases,2000,"hans-peter kriegel , marco p &#246; tke , thomas seidl"
895,very large data bases,2000,"elvira schaefer , jan-dirk becker , andreas boehmer , matthias jarke"
896,acm sigmod record,2002,jim melton
897,acm sigmod record,2002,"andrew eisenberg , jim melton"
898,acm sigmod record,2002,amit sheth
899,acm sigmod record,2002,"mark roantree , alan f. smeaton"
900,acm sigmod record,2003,"s. j. o'connell , n. winterbottom"
901,acm sigmod record,2003,"georg gottlob , christoph koch , reinhard pichler"
902,acm sigmod record,2003,ya-hui chang
903,acm sigmod record,2003,"ji-rong wen , qing li , wei-ying ma , hong-jiang zhang"
904,acm sigmod record,2002,karl aberer
905,acm sigmod record,2002,antonio badia
906,acm sigmod record,2002,"jie wu , duncan j. watts"
907,acm sigmod record,2002,marianne winslett
908,acm sigmod record,2002,martin grohe
909,acm sigmod record,2002,avigdor gal
910,acm sigmod record,2002,"amit sheth , robert meersman"
911,acm sigmod record,2002,"omar boucelma , silvana castano , carole goble , vanja josifovski , zo &#233; lacroix , bertram lud &#228; scher"
912,acm sigmod record,2003,karl aberer
913,acm sigmod record,2003,"zo &#233; lacroix , omar boucelma"
914,acm sigmod record,2003,"sharma chakravarthy , alp aslandogan , ramez elmasri , leonidas fegaras , junghwan oh"
915,acm sigmod record,2003,amit sheth
